"ple0053","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Yes","1992","indirect migration background","Urban Area","36","0.14448303187583","0.107754844421618","0.181211219330042"
"Yes","1992","indirect migration background","Rural Area","3","","",""
"No","1992","no migration background","Urban Area","5565","0.87943047990647","0.871378203988422","0.887482755824518"
"No","1992","no migration background","Rural Area","3528","0.872019560230201","0.861623904151934","0.882415216308468"
"No","1992","direct migration background","Urban Area","1923","0.881489946323072","0.867862735127817","0.895117157518327"
"No","1992","direct migration background","Rural Area","355","0.894066899180913","0.863832077912524","0.924301720449301"
"No","1992","indirect migration background","Urban Area","316","0.85551696812417","0.818788780669958","0.892245155578382"
"No","1992","indirect migration background","Rural Area","54","0.917752823337911","0.846429096650929","0.989076550024893"
"Yes","1993","no migration background","Urban Area","","","",""
"Yes","1993","no migration background","Rural Area","","","",""
"Yes","1993","direct migration background","Urban Area","","","",""
"Yes","1993","direct migration background","Rural Area","","","",""
"Yes","1993","indirect migration background","Urban Area","","","",""
"Yes","1993","indirect migration background","Rural Area","","","",""
"No","1993","no migration background","Urban Area","","","",""
"No","1993","no migration background","Rural Area","","","",""
"No","1993","direct migration background","Urban Area","","","",""
"No","1993","direct migration background","Rural Area","","","",""
"No","1993","indirect migration background","Urban Area","","","",""
"No","1993","indirect migration background","Rural Area","","","",""
"Yes","1994","no migration background","Urban Area","758","0.1370845614963","0.128510985855841","0.145658137136759"
"Yes","1994","no migration background","Rural Area","445","0.133914897506251","0.123176876160086","0.144652918852416"
"Yes","1994","direct migration background","Urban Area","218","0.116109964146126","0.102041804485898","0.130178123806354"
"Yes","1994","direct migration background","Rural Area","41","0.101281565325704","0.0707049564899296","0.131858174161478"
"Yes","1994","indirect migration background","Urban Area","40","0.132141188531633","0.0998312963685102","0.164451080694755"
"Yes","1994","indirect migration background","Rural Area","8","","",""
"No","1994","no migration background","Urban Area","5424","0.8629154385037","0.854341862863241","0.871489014144159"
"No","1994","no migration background","Rural Area","3419","0.866085102493749","0.855347081147584","0.876823123839914"
"No","1994","direct migration background","Urban Area","1774","0.883890035853874","0.869821876193646","0.897958195514102"
"No","1994","direct migration background","Rural Area","333","0.898718434674296","0.868141825838522","0.92929504351007"
"No","1994","indirect migration background","Urban Area","382","0.867858811468367","0.835548919305245","0.90016870363149"
"No","1994","indirect migration background","Rural Area","62","0.863113421546255","0.782591627942417","0.943635215150093"
"Yes","1995","no migration background","Urban Area","711","0.127496094673339","0.119106323701308","0.135885865645369"
"Yes","1995","no migration background","Rural Area","503","0.135476264299644","0.124762918463314","0.146189610135975"
"Yes","1995","direct migration background","Urban Area","274","0.124830641218179","0.111424268133347","0.138237014303011"
"Yes","1995","direct migration background","Rural Area","50","0.115619111853973","0.0864923580883253","0.144745865619621"
"Yes","1995","indirect migration background","Urban Area","38","0.059468649785167","0.037320282696142","0.081617016874192"
"Yes","1995","indirect migration background","Rural Area","5","","",""
"No","1995","no migration background","Urban Area","5360","0.872503905326661","0.864114134354631","0.880893676298691"
"No","1995","no migration background","Rural Area","3417","0.864523735700356","0.853810389864025","0.875237081536686"
"No","1995","direct migration background","Urban Area","2061","0.875169358781821","0.861762985696989","0.888575731866653"
"No","1995","direct migration background","Rural Area","413","0.884380888146027","0.855254134380379","0.913507641911675"
"No","1995","indirect migration background","Urban Area","400","0.940531350214833","0.918382983125808","0.962679717303858"
"No","1995","indirect migration background","Rural Area","69","0.959422055895405","0.914466631697964","1.00437748009285"
"Yes","1996","no migration background","Urban Area","715","0.122625236610901","0.114347036411771","0.13090343681003"
"Yes","1996","no migration background","Rural Area","509","0.143915714155827","0.132884038345944","0.154947389965709"
"Yes","1996","direct migration background","Urban Area","277","0.13595202682454","0.121518228392801","0.150385825256278"
"Yes","1996","direct migration background","Rural Area","48","0.112617710349483","0.0832791102997297","0.141956310399237"
"Yes","1996","indirect migration background","Urban Area","45","0.0921735184576852","0.0657675478986718","0.118579489016699"
"Yes","1996","indirect migration background","Rural Area","10","","",""
"No","1996","no migration background","Urban Area","5316","0.877374763389099","0.86909656318997","0.885652963588229"
"No","1996","no migration background","Rural Area","3380","0.856084285844173","0.845052610034291","0.867115961654056"
"No","1996","direct migration background","Urban Area","1889","0.86404797317546","0.849614174743722","0.878481771607199"
"No","1996","direct migration background","Rural Area","398","0.887382289650517","0.858043689600763","0.91672088970027"
"No","1996","indirect migration background","Urban Area","416","0.907826481542315","0.881420510983301","0.934232452101328"
"No","1996","indirect migration background","Rural Area","77","0.91221464192477","0.85275147620587","0.971677807643669"
"Yes","1997","no migration background","Urban Area","724","0.130689592266562","0.122138821915666","0.139240362617458"
"Yes","1997","no migration background","Rural Area","479","0.130953906576885","0.120292264805573","0.141615548348198"
"Yes","1997","direct migration background","Urban Area","247","0.128656803006026","0.11417007143899","0.143143534573062"
"Yes","1997","direct migration background","Rural Area","47","0.101749975256816","0.0729058322159087","0.130594118297723"
"Yes","1997","indirect migration background","Urban Area","57","0.103146833943577","0.0761891681251434","0.13010449976201"
"Yes","1997","indirect migration background","Rural Area","7","","",""
"No","1997","no migration background","Urban Area","5245","0.869310407733438","0.860759637382542","0.877861178084334"
"No","1997","no migration background","Rural Area","3367","0.869046093423115","0.858384451651802","0.879707735194427"
"No","1997","direct migration background","Urban Area","1805","0.871343196993974","0.856856465426938","0.88582992856101"
"No","1997","direct migration background","Rural Area","375","0.898250024743184","0.869405881702277","0.927094167784091"
"No","1997","indirect migration background","Urban Area","432","0.896853166056423","0.86989550023799","0.923810831874857"
"No","1997","indirect migration background","Rural Area","77","0.91128959877079","0.85048675015829","0.97209244738329"
"Yes","1998","no migration background","Urban Area","824","0.125562406492088","0.117746273772448","0.133378539211727"
"Yes","1998","no migration background","Rural Area","570","0.137108032929722","0.126922796200272","0.147293269659172"
"Yes","1998","direct migration background","Urban Area","252","0.140338786684971","0.12515798941161","0.155519583958333"
"Yes","1998","direct migration background","Rural Area","55","0.124723176768238","0.0926237569492939","0.156822596587183"
"Yes","1998","indirect migration background","Urban Area","37","0.0616755100595602","0.0408583103286251","0.0824927097904952"
"Yes","1998","indirect migration background","Rural Area","11","","",""
"No","1998","no migration background","Urban Area","6080","0.874437593507912","0.866621460788273","0.882253726227552"
"No","1998","no migration background","Rural Area","3811","0.862891967070278","0.852706730340828","0.873077203799728"
"No","1998","direct migration background","Urban Area","1759","0.859661213315029","0.844480416041667","0.87484201058839"
"No","1998","direct migration background","Rural Area","352","0.875276823231762","0.843177403412817","0.907376243050706"
"No","1998","indirect migration background","Urban Area","476","0.93832448994044","0.917507290209505","0.959141689671375"
"No","1998","indirect migration background","Rural Area","80","0.940921241614721","0.89247950420988","0.989362979019561"
"Yes","1999","no migration background","Urban Area","821","0.132596573828586","0.12443753687645","0.140755610780722"
"Yes","1999","no migration background","Rural Area","535","0.135330769384628","0.125086114525435","0.145575424243821"
"Yes","1999","direct migration background","Urban Area","234","0.144806548311051","0.128818288807409","0.160794807814692"
"Yes","1999","direct migration background","Rural Area","52","0.13672850755843","0.101040169140498","0.172416845976362"
"Yes","1999","indirect migration background","Urban Area","40","0.083843087976996","0.0601129091294639","0.107573266824528"
"Yes","1999","indirect migration background","Rural Area","8","","",""
"No","1999","no migration background","Urban Area","5816","0.867403426171414","0.859244389219278","0.87556246312355"
"No","1999","no migration background","Rural Area","3748","0.864669230615372","0.854424575756179","0.874913885474565"
"No","1999","direct migration background","Urban Area","1627","0.855193451688949","0.839205192185308","0.871181711192591"
"No","1999","direct migration background","Rural Area","304","0.86327149244157","0.827583154023638","0.898959830859502"
"No","1999","indirect migration background","Urban Area","484","0.916156912023004","0.892426733175472","0.939887090870536"
"No","1999","indirect migration background","Rural Area","79","0.906701095812439","0.84558454920047","0.967817642424407"
"Yes","2000","no migration background","Urban Area","1470","0.120170640965343","0.114456003454175","0.125885278476511"
"Yes","2000","no migration background","Rural Area","950","0.130771157438044","0.123197716825637","0.138344598050451"
"Yes","2000","direct migration background","Urban Area","294","0.10452867873352","0.0931208965648775","0.115936460902162"
"Yes","2000","direct migration background","Rural Area","79","0.142709297179095","0.114045068016963","0.171373526341227"
"Yes","2000","indirect migration background","Urban Area","71","0.0973772250370575","0.0756918114365443","0.119062638637571"
"Yes","2000","indirect migration background","Rural Area","14","","",""
"No","2000","no migration background","Urban Area","10967","0.879829359034657","0.874114721523489","0.885543996545825"
"No","2000","no migration background","Rural Area","6663","0.869228842561956","0.861655401949548","0.876802283174363"
"No","2000","direct migration background","Urban Area","2469","0.89547132126648","0.884063539097838","0.906879103435122"
"No","2000","direct migration background","Rural Area","493","0.857290702820905","0.828626473658773","0.885954931983037"
"No","2000","indirect migration background","Urban Area","647","0.902622774962943","0.880937361362429","0.924308188563456"
"No","2000","indirect migration background","Rural Area","96","0.865414441857252","0.801637594448058","0.929191289266446"
"Yes","2001","no migration background","Urban Area","1350","0.122237323205029","0.11621884748277","0.128255798927289"
"Yes","2001","no migration background","Rural Area","862","0.134342277752271","0.126298183377678","0.142386372126865"
"Yes","2001","direct migration background","Urban Area","269","0.111263548009151","0.0987478473176306","0.123779248700672"
"Yes","2001","direct migration background","Rural Area","81","0.14713131147975","0.116387575543125","0.177875047416374"
"Yes","2001","indirect migration background","Urban Area","64","0.0903852616364898","0.0687704080998953","0.112000115173084"
"Yes","2001","indirect migration background","Rural Area","17","","",""
"No","2001","no migration background","Urban Area","10029","0.877762676794971","0.871744201072711","0.88378115251723"
"No","2001","no migration background","Rural Area","6042","0.865657722247729","0.857613627873136","0.873701816622322"
"No","2001","direct migration background","Urban Area","2156","0.888736451990849","0.876220751299328","0.901252152682369"
"No","2001","direct migration background","Rural Area","429","0.852868688520251","0.822124952583626","0.883612424456875"
"No","2001","indirect migration background","Urban Area","612","0.90961473836351","0.887999884826916","0.931229591900105"
"No","2001","indirect migration background","Rural Area","83","0.823201917010064","0.748429735180646","0.897974098839482"
"Yes","2002","no migration background","Urban Area","1434","0.124726868442901","0.118919765269438","0.130533971616363"
"Yes","2002","no migration background","Rural Area","878","0.134548715802479","0.12659951941134","0.142497912193618"
"Yes","2002","direct migration background","Urban Area","264","0.11454930869184","0.101623365439999","0.127475251943681"
"Yes","2002","direct migration background","Rural Area","64","0.131797794965375","0.101599036653964","0.161996553276787"
"Yes","2002","indirect migration background","Urban Area","76","0.086584425400108","0.065509107415454","0.107659743384762"
"Yes","2002","indirect migration background","Rural Area","9","","",""
"No","2002","no migration background","Urban Area","11002","0.875273131557099","0.869466028383637","0.881080234730562"
"No","2002","no migration background","Rural Area","6201","0.865451284197521","0.857502087806381","0.87340048058866"
"No","2002","direct migration background","Urban Area","2068","0.88545069130816","0.872524748056319","0.898376634560001"
"No","2002","direct migration background","Rural Area","418","0.868202205034625","0.838003446723213","0.898400963346036"
"No","2002","indirect migration background","Urban Area","608","0.913415574599892","0.892340256615238","0.934490892584546"
"No","2002","indirect migration background","Rural Area","88","0.897737672519536","0.837440800169186","0.958034544869885"
"Yes","2003","no migration background","Urban Area","1424","0.123247808933486","0.11737465855263","0.129120959314342"
"Yes","2003","no migration background","Rural Area","835","0.130265495642485","0.122249349960501","0.138281641324469"
"Yes","2003","direct migration background","Urban Area","256","0.129366112077505","0.115219635235082","0.143512588919929"
"Yes","2003","direct migration background","Rural Area","54","0.140240540205794","0.108508759470916","0.171972320940672"
"Yes","2003","indirect migration background","Urban Area","65","0.0948196582842767","0.072880520533304","0.116758796035249"
"Yes","2003","indirect migration background","Rural Area","9","","",""
"No","2003","no migration background","Urban Area","10610","0.876752191066514","0.870879040685658","0.882625341447369"
"No","2003","no migration background","Rural Area","5938","0.869734504357515","0.861718358675531","0.877750650039499"
"No","2003","direct migration background","Urban Area","1906","0.870633887922495","0.856487411080071","0.884780364764918"
"No","2003","direct migration background","Rural Area","406","0.859759459794206","0.828027679059328","0.891491240529084"
"No","2003","indirect migration background","Urban Area","620","0.905180341715723","0.883241203964751","0.927119479466696"
"No","2003","indirect migration background","Rural Area","92","0.915944260970193","0.861830762468545","0.97005775947184"
"Yes","2004","no migration background","Urban Area","1410","0.131861740157374","0.12573367332405","0.137989806990697"
"Yes","2004","no migration background","Rural Area","815","0.132403797953394","0.12423870857613","0.140568887330658"
"Yes","2004","direct migration background","Urban Area","235","0.117288836073962","0.103497424394877","0.131080247753048"
"Yes","2004","direct migration background","Rural Area","65","0.132705012381124","0.101184362198547","0.164225662563701"
"Yes","2004","indirect migration background","Urban Area","63","0.0699828321445454","0.0509335015074294","0.0890321627816614"
"Yes","2004","indirect migration background","Rural Area","16","","",""
"No","2004","no migration background","Urban Area","10300","0.868138259842626","0.862010193009303","0.87426632667595"
"No","2004","no migration background","Rural Area","5804","0.867596202046606","0.859431112669342","0.87576129142387"
"No","2004","direct migration background","Urban Area","1856","0.882711163926038","0.868919752246952","0.896502575605123"
"No","2004","direct migration background","Rural Area","380","0.867294987618876","0.835774337436299","0.898815637801453"
"No","2004","indirect migration background","Urban Area","626","0.930017167855455","0.910967837218339","0.949066498492571"
"No","2004","indirect migration background","Rural Area","99","0.847442716750584","0.781726762333686","0.913158671167482"
"Yes","2005","no migration background","Urban Area","1222","0.117508465710484","0.111545916005413","0.123471015415555"
"Yes","2005","no migration background","Rural Area","762","0.128654541192063","0.120407742674905","0.136901339709221"
"Yes","2005","direct migration background","Urban Area","206","0.110680575481562","0.0968052895109804","0.124555861452144"
"Yes","2005","direct migration background","Rural Area","55","0.134572638825375","0.101539498842096","0.167605778808653"
"Yes","2005","indirect migration background","Urban Area","54","0.0899425447130754","0.0690593253749166","0.110825764051234"
"Yes","2005","indirect migration background","Rural Area","12","","",""
"No","2005","no migration background","Urban Area","9983","0.882491534289516","0.876528984584445","0.888454083994587"
"No","2005","no migration background","Rural Area","5570","0.871345458807937","0.863098660290779","0.879592257325095"
"No","2005","direct migration background","Urban Area","1758","0.889319424518438","0.875444138547856","0.90319471048902"
"No","2005","direct migration background","Rural Area","355","0.865427361174625","0.832394221191347","0.898460501157904"
"No","2005","indirect migration background","Urban Area","667","0.910057455286925","0.889174235948766","0.930940674625083"
"No","2005","indirect migration background","Rural Area","95","0.845356936017759","0.776848905063044","0.913864966972473"
"Yes","2006","no migration background","Urban Area","1407","0.126432720089062","0.120478881210249","0.132386558967876"
"Yes","2006","no migration background","Rural Area","835","0.13428005320776","0.126212957702418","0.142347148713103"
"Yes","2006","direct migration background","Urban Area","203","0.105665083632191","0.0920488312950668","0.119281335969315"
"Yes","2006","direct migration background","Rural Area","63","0.172101107377235","0.136382055034142","0.207820159720328"
"Yes","2006","indirect migration background","Urban Area","65","0.0972904826321176","0.0753992129571819","0.119181752307053"
"Yes","2006","indirect migration background","Rural Area","9","","",""
"No","2006","no migration background","Urban Area","10562","0.873567279910938","0.867613441032124","0.879521118789751"
"No","2006","no migration background","Rural Area","6027","0.86571994679224","0.857652851286897","0.873787042297582"
"No","2006","direct migration background","Urban Area","1755","0.894334916367809","0.880718664030685","0.907951168704933"
"No","2006","direct migration background","Rural Area","366","0.827898892622765","0.792179840279672","0.863617944965858"
"No","2006","indirect migration background","Urban Area","639","0.902709517367883","0.880818247692947","0.924600787042818"
"No","2006","indirect migration background","Rural Area","110","0.936911434864092","0.89322976772897","0.980593101999213"
"Yes","2007","no migration background","Urban Area","1330","0.1282678261035","0.12207305528427","0.134462596922731"
"Yes","2007","no migration background","Rural Area","823","0.129916324107156","0.121716369598444","0.138116278615867"
"Yes","2007","direct migration background","Urban Area","192","0.101371205585004","0.0871611335134937","0.115581277656514"
"Yes","2007","direct migration background","Rural Area","46","0.11620874895853","0.0846046214633533","0.147812876453707"
"Yes","2007","indirect migration background","Urban Area","52","0.102850120998711","0.0799175341095159","0.125782707887907"
"Yes","2007","indirect migration background","Rural Area","13","","",""
"No","2007","no migration background","Urban Area","9863","0.8717321738965","0.86553740307727","0.87792694471573"
"No","2007","no migration background","Rural Area","5635","0.870083675892844","0.861883721384133","0.878283630401556"
"No","2007","direct migration background","Urban Area","1541","0.898628794414996","0.884418722343486","0.912838866486506"
"No","2007","direct migration background","Rural Area","349","0.883791251041469","0.852187123546292","0.915395378536647"
"No","2007","indirect migration background","Urban Area","622","0.897149879001289","0.874217292112094","0.920082465890484"
"No","2007","indirect migration background","Rural Area","99","0.847539692944193","0.780966789523033","0.914112596365354"
"Yes","2008","no migration background","Urban Area","1204","0.117821632728362","0.111681315182039","0.123961950274684"
"Yes","2008","no migration background","Rural Area","777","0.134161472691385","0.125605023066016","0.142717922316755"
"Yes","2008","direct migration background","Urban Area","164","0.0941332952921737","0.0796611305898183","0.108605459994529"
"Yes","2008","direct migration background","Rural Area","50","0.12055926977307","0.0863976094785315","0.154720930067609"
"Yes","2008","indirect migration background","Urban Area","58","0.0673280723281521","0.0481227429602793","0.0865334016960248"
"Yes","2008","indirect migration background","Rural Area","11","","",""
"No","2008","no migration background","Urban Area","9386","0.882178367271638","0.876038049725316","0.888318684817961"
"No","2008","no migration background","Rural Area","5318","0.865838527308615","0.857282077683245","0.874394976933984"
"No","2008","direct migration background","Urban Area","1400","0.905866704707826","0.891394540005471","0.920338869410182"
"No","2008","direct migration background","Rural Area","299","0.87944073022693","0.845279069932392","0.913602390521469"
"No","2008","indirect migration background","Urban Area","596","0.932671927671848","0.913466598303975","0.951877257039721"
"No","2008","indirect migration background","Rural Area","101","0.949453274428933","0.908881650468551","0.990024898389315"
"Yes","2009","no migration background","Urban Area","1246","0.128187365561344","0.121599568265944","0.134775162856744"
"Yes","2009","no migration background","Rural Area","809","0.145040310448397","0.135986324149105","0.154094296747689"
"Yes","2009","direct migration background","Urban Area","155","0.107268940793921","0.0907615464874641","0.123776335100378"
"Yes","2009","direct migration background","Rural Area","43","0.136293018483572","0.0984640438514437","0.1741219931157"
"Yes","2009","indirect migration background","Urban Area","54","0.0865224735320786","0.0639710312539361","0.109073915810221"
"Yes","2009","indirect migration background","Rural Area","9","","",""
"No","2009","no migration background","Urban Area","8646","0.871812634438656","0.865224837143256","0.878400431734056"
"No","2009","no migration background","Rural Area","5002","0.854959689551603","0.845905703252312","0.864013675850895"
"No","2009","direct migration background","Urban Area","1195","0.892731059206079","0.876223664899622","0.909238453512536"
"No","2009","direct migration background","Rural Area","273","0.863706981516428","0.8258780068843","0.901535956148556"
"No","2009","indirect migration background","Urban Area","543","0.913477526467921","0.890926084189779","0.936028968746064"
"No","2009","indirect migration background","Rural Area","109","0.852301206667771","0.788284679171485","0.916317734164057"
"Yes","2010","no migration background","Urban Area","1682","0.132345523210398","0.126418075028129","0.138272971392667"
"Yes","2010","no migration background","Rural Area","1036","0.129887311037004","0.122239635136226","0.137534986937783"
"Yes","2010","direct migration background","Urban Area","346","0.114749591400575","0.101687171193162","0.127812011607987"
"Yes","2010","direct migration background","Rural Area","81","0.0939893890198667","0.0708887545039323","0.117090023535801"
"Yes","2010","indirect migration background","Urban Area","124","0.101792842219147","0.0825648842310807","0.121020800207214"
"Yes","2010","indirect migration background","Rural Area","27","","",""
"No","2010","no migration background","Urban Area","10873","0.867654476789602","0.861727028607333","0.873581924971871"
"No","2010","no migration background","Rural Area","6387","0.870112688962996","0.862465013062217","0.877760364863774"
"No","2010","direct migration background","Urban Area","1941","0.885250408599425","0.872187988392013","0.898312828806838"
"No","2010","direct migration background","Rural Area","532","0.906010610980133","0.882909976464199","0.929111245496068"
"No","2010","indirect migration background","Urban Area","826","0.898207157780853","0.878979199792786","0.917435115768919"
"No","2010","indirect migration background","Rural Area","172","0.937235017083123","0.903536987013332","0.970933047152915"
"Yes","2011","no migration background","Urban Area","2000","0.136323129869663","0.130809332164119","0.141836927575207"
"Yes","2011","no migration background","Rural Area","1300","0.147638840493713","0.140324146688164","0.154953534299261"
"Yes","2011","direct migration background","Urban Area","375","0.128493569277386","0.115299228006978","0.141687910547794"
"Yes","2011","direct migration background","Rural Area","112","0.108574278901626","0.0867416090755352","0.130406948727716"
"Yes","2011","indirect migration background","Urban Area","111","0.0843741626271584","0.0676653643371694","0.101082960917147"
"Yes","2011","indirect migration background","Rural Area","31","0.108478766118635","0.0693781889323499","0.147579343304919"
"No","2011","no migration background","Urban Area","12877","0.863676870130337","0.858163072424793","0.869190667835881"
"No","2011","no migration background","Rural Area","7735","0.852361159506287","0.845046465700739","0.859675853311835"
"No","2011","direct migration background","Urban Area","2096","0.871506430722614","0.858312089452206","0.884700771993022"
"No","2011","direct migration background","Rural Area","668","0.891425721098374","0.869593051272284","0.913258390924465"
"No","2011","indirect migration background","Urban Area","952","0.915625837372842","0.898917039082853","0.932334635662831"
"No","2011","indirect migration background","Rural Area","212","0.891521233881365","0.852420656695081","0.93062181106765"
"Yes","2012","no migration background","Urban Area","1920","0.140148652469264","0.134482127679038","0.145815177259489"
"Yes","2012","no migration background","Rural Area","1275","0.149558153172786","0.142169110158584","0.156947196186987"
"Yes","2012","direct migration background","Urban Area","289","0.126118628740791","0.112473780126939","0.139763477354643"
