"ple0053","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"Yes","1985","Full Time","Urban Area","349","0.0763800790407723","0.0681521224194916","0.0846080356620531"
"Yes","1985","Full Time","Rural Area","89","0.0983784984502216","0.0797129442775709","0.117044052622872"
"Yes","1985","Part Time","Urban Area","182","0.115381118451923","0.0990880336461433","0.131674203257704"
"Yes","1985","Part Time","Rural Area","55","0.124068571670865","0.0912243817865327","0.156912761555197"
"Yes","1985","Not Working","Urban Area","453","0.140865724851239","0.129005428274565","0.152726021427913"
"Yes","1985","Not Working","Rural Area","136","0.145335668624952","0.122512063211735","0.168159274038169"
"No","1985","Full Time","Urban Area","3654","0.923619920959228","0.915391964337947","0.931847877580508"
"No","1985","Full Time","Rural Area","889","0.901621501549778","0.882955947377128","0.920287055722429"
"No","1985","Part Time","Urban Area","1295","0.884618881548077","0.868325796742296","0.900911966353857"
"No","1985","Part Time","Rural Area","332","0.875931428329135","0.843087238444803","0.908775618213467"
"No","1985","Not Working","Urban Area","2852","0.859134275148761","0.847273978572086","0.870994571725435"
"No","1985","Not Working","Rural Area","780","0.854664331375048","0.831840725961831","0.877487936788265"
"Yes","1986","Full Time","Urban Area","350","0.0833122691941857","0.0746200716683277","0.0920044667200437"
"Yes","1986","Full Time","Rural Area","97","0.0954205167557208","0.0769698161678706","0.113871217343571"
"Yes","1986","Part Time","Urban Area","201","0.137615042809736","0.119797229178063","0.155432856441409"
"Yes","1986","Part Time","Rural Area","54","0.132927631883256","0.0994052177366346","0.166450046029877"
"Yes","1986","Not Working","Urban Area","484","0.159761815624638","0.146901615221473","0.172622016027803"
"Yes","1986","Not Working","Rural Area","113","0.140741448204521","0.11677814021616","0.164704756192882"
"No","1986","Full Time","Urban Area","3533","0.916687730805814","0.907995533279956","0.925379928331672"
"No","1986","Full Time","Rural Area","877","0.904579483244279","0.886128782656429","0.923030183832129"
"No","1986","Part Time","Urban Area","1235","0.862384957190264","0.844567143558591","0.880202770821937"
"No","1986","Part Time","Rural Area","340","0.867072368116744","0.833549953970123","0.900594782263365"
"No","1986","Not Working","Urban Area","2634","0.840238184375362","0.827377983972197","0.853098384778527"
"No","1986","Not Working","Rural Area","696","0.859258551795479","0.835295243807118","0.88322185978384"
"Yes","1987","Full Time","Urban Area","341","0.0883144313554512","0.0794181360181714","0.0972107266927309"
"Yes","1987","Full Time","Rural Area","93","0.09630525697248","0.0777972754457446","0.114813238499215"
"Yes","1987","Part Time","Urban Area","206","0.141903062135266","0.123624243115034","0.160181881155498"
"Yes","1987","Part Time","Rural Area","48","0.106311280716145","0.07654789750461","0.136074663927681"
"Yes","1987","Not Working","Urban Area","427","0.154682254274673","0.141779254925453","0.167585253623893"
"Yes","1987","Not Working","Rural Area","128","0.166498627270398","0.140134773302436","0.19286248123836"
"No","1987","Full Time","Urban Area","3567","0.911685568644549","0.902789273307269","0.920581863981829"
"No","1987","Full Time","Rural Area","883","0.90369474302752","0.885186761500784","0.922202724554255"
"No","1987","Part Time","Urban Area","1194","0.858096937864734","0.839818118844502","0.876375756884966"
"No","1987","Part Time","Rural Area","364","0.893688719283855","0.863925336072319","0.92345210249539"
"No","1987","Not Working","Urban Area","2590","0.845317745725327","0.832414746376107","0.858220745074547"
"No","1987","Not Working","Rural Area","639","0.833501372729602","0.807137518761641","0.859865226697564"
"Yes","1988","Full Time","Urban Area","342","0.089222633177547","0.0800373857009697","0.0984078806541242"
"Yes","1988","Full Time","Rural Area","72","0.0834438775618027","0.0652851250769134","0.101602630046692"
"Yes","1988","Part Time","Urban Area","197","0.142212904091243","0.124027522318969","0.160398285863516"
"Yes","1988","Part Time","Rural Area","55","0.129455914950018","0.0975772867018949","0.161334543198142"
"Yes","1988","Not Working","Urban Area","435","0.162524931223823","0.148987285509732","0.176062576937914"
"Yes","1988","Not Working","Rural Area","107","0.147515630198011","0.121283004234378","0.173748256161643"
"No","1988","Full Time","Urban Area","3358","0.910777366822453","0.901592119345876","0.91996261429903"
"No","1988","Full Time","Rural Area","819","0.916556122438197","0.898397369953308","0.934714874923087"
"No","1988","Part Time","Urban Area","1220","0.857787095908757","0.839601714136484","0.875972477681031"
"No","1988","Part Time","Rural Area","371","0.870544085049982","0.838665456801858","0.902422713298105"
"No","1988","Not Working","Urban Area","2418","0.837475068776177","0.823937423062086","0.851012714490268"
"No","1988","Not Working","Rural Area","595","0.852484369801989","0.826251743838357","0.878716995765622"
"Yes","1989","Full Time","Urban Area","308","0.0803744002759972","0.0715785169955382","0.0891702835564561"
"Yes","1989","Full Time","Rural Area","73","0.0773896302561364","0.059674558069618","0.0951047024426547"
"Yes","1989","Part Time","Urban Area","206","0.146761182295769","0.127778902887871","0.165743461703666"
"Yes","1989","Part Time","Rural Area","62","0.180813227611386","0.141912230493252","0.21971422472952"
"Yes","1989","Not Working","Urban Area","392","0.153173071480417","0.139714736422269","0.166631406538564"
"Yes","1989","Not Working","Rural Area","110","0.167893306280829","0.139612419082535","0.196174193479124"
"No","1989","Full Time","Urban Area","3362","0.919625599724003","0.910829716443544","0.928421483004462"
"No","1989","Full Time","Rural Area","801","0.922610369743864","0.904895297557345","0.940325441930382"
