"ple0053","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"No","1994","Not Employed","Female","2545","0.81086423882207","0.796931719860311","0.824796757783829"
"No","1994","Employed","Male","4344","0.922677436848341","0.915031470878825","0.930323402817857"
"No","1994","Employed","Female","3198","0.874450139818392","0.863695016327999","0.885205263308785"
"Yes","1995","Not Employed","Male","236","0.154541278195237","0.136971904724027","0.172110651666447"
"Yes","1995","Not Employed","Female","518","0.176609880942157","0.163370508987093","0.18984925289722"
"Yes","1995","Employed","Male","381","0.0802228538617067","0.0725246703173973","0.0879210374060161"
"Yes","1995","Employed","Female","446","0.121906822278804","0.111371731269074","0.132441913288533"
"No","1995","Not Employed","Male","1390","0.845458721804763","0.827889348333553","0.863028095275973"
"No","1995","Not Employed","Female","2669","0.823390119057843","0.81015074710278","0.836629491012907"
"No","1995","Employed","Male","4402","0.919777146138293","0.912078962593984","0.927475329682603"
"No","1995","Employed","Female","3259","0.878093177721196","0.867558086711467","0.888628268730926"
"Yes","1996","Not Employed","Male","243","0.182016164590518","0.163020224210782","0.201012104970254"
"Yes","1996","Not Employed","Female","523","0.17596974959257","0.162501884160887","0.189437615024253"
"Yes","1996","Employed","Male","380","0.0786981669490593","0.0710098951877366","0.0863864387103821"
"Yes","1996","Employed","Female","458","0.114782942721595","0.104529984667538","0.125035900775652"
"No","1996","Not Employed","Male","1342","0.817983835409482","0.798987895029746","0.836979775789218"
"No","1996","Not Employed","Female","2548","0.82403025040743","0.810562384975747","0.837498115839113"
"No","1996","Employed","Male","4332","0.921301833050941","0.913613561289618","0.928990104812263"
"No","1996","Employed","Female","3255","0.885217057278405","0.874964099224348","0.895470015332462"
"Yes","1997","Not Employed","Male","264","0.188301050627262","0.169391318438961","0.207210782815563"
"Yes","1997","Not Employed","Female","513","0.170880311026033","0.157597954484152","0.184162667567914"
"Yes","1997","Employed","Male","356","0.0747153380694835","0.0670922215947004","0.0823384545442665"
"Yes","1997","Employed","Female","428","0.120155426635129","0.109483763778187","0.130827089492071"
"No","1997","Not Employed","Male","1378","0.811698949372738","0.792789217184437","0.830608681561039"
"No","1997","Not Employed","Female","2572","0.829119688973967","0.815837332432086","0.842402045515848"
"No","1997","Employed","Male","4214","0.925284661930516","0.917661545455733","0.932907778405299"
"No","1997","Employed","Female","3138","0.879844573364871","0.869172910507929","0.890516236221813"
"Yes","1998","Not Employed","Male","315","0.165240609878077","0.148662552921474","0.181818666834681"
"Yes","1998","Not Employed","Female","593","0.175227137655098","0.162630808966445","0.187823466343752"
"Yes","1998","Employed","Male","373","0.0717101340791055","0.0645443207328494","0.0788759474253616"
"Yes","1998","Employed","Female","468","0.128888096447612","0.118371888470534","0.139404304424689"
"No","1998","Not Employed","Male","1613","0.834759390121923","0.818181333165319","0.851337447078526"
"No","1998","Not Employed","Female","2906","0.824772862344902","0.812176533656248","0.837369191033556"
"No","1998","Employed","Male","4607","0.928289865920894","0.921124052574638","0.935455679267151"
"No","1998","Employed","Female","3432","0.871111903552388","0.860595695575311","0.881628111529466"
"Yes","1999","Not Employed","Male","308","0.186377368640205","0.168137860778175","0.204616876502235"
"Yes","1999","Not Employed","Female","551","0.188597341713868","0.175058403457242","0.202136279970493"
"Yes","1999","Employed","Male","386","0.078977299190971","0.0714172542246017","0.0865373441573402"
"Yes","1999","Employed","Female","445","0.118160574046717","0.108031000365042","0.128290147728391"
"No","1999","Not Employed","Male","1443","0.813622631359795","0.795383123497765","0.831862139221825"
"No","1999","Not Employed","Female","2656","0.811402658286132","0.797863720029507","0.824941596542758"
"No","1999","Employed","Male","4503","0.921022700809029","0.91346265584266","0.928582745775398"
"No","1999","Employed","Female","3456","0.881839425953283","0.871709852271609","0.891968999634958"
"Yes","2000","Not Employed","Male","542","0.166020095410639","0.153299531579297","0.17874065924198"
"Yes","2000","Not Employed","Female","911","0.163246645221692","0.153702874066244","0.17279041637714"
"Yes","2000","Employed","Male","658","0.0816471337496295","0.0757696368302538","0.0875246306690053"
"Yes","2000","Employed","Female","767","0.10767148313006","0.100317722367943","0.115025243892178"
"No","2000","Not Employed","Male","2745","0.833979904589361","0.82125934075802","0.846700468420703"
"No","2000","Not Employed","Female","4850","0.836753354778308","0.82720958362286","0.846297125933756"
"No","2000","Employed","Male","7680","0.91835286625037","0.912475369330995","0.924230363169746"
"No","2000","Employed","Female","6058","0.89232851686994","0.884974756107822","0.899682277632057"
"Yes","2001","Not Employed","Male","505","0.169184487823301","0.155854943294832","0.182514032351771"
"Yes","2001","Not Employed","Female","844","0.172363363836837","0.16196585544768","0.182760872225993"
"Yes","2001","Employed","Male","578","0.0795688024898098","0.0734494076943666","0.0856881972852529"
"Yes","2001","Employed","Female","716","0.112620431724167","0.104859042949167","0.120381820499167"
"No","2001","Not Employed","Male","2534","0.830815512176699","0.817485967648229","0.844145056705168"
"No","2001","Not Employed","Female","4225","0.827636636163163","0.817239127774007","0.83803414455232"
"No","2001","Employed","Male","6935","0.92043119751019","0.914311802714747","0.926550592305633"
"No","2001","Employed","Female","5657","0.887379568275833","0.879618179500833","0.895140957050833"
"Yes","2002","Not Employed","Male","547","0.175281431464867","0.162068867631089","0.188493995298645"
"Yes","2002","Not Employed","Female","824","0.175099955278349","0.164676568742134","0.185523341814563"
"Yes","2002","Employed","Male","659","0.0834552539762678","0.0773875677646529","0.0895229401878827"
"Yes","2002","Employed","Female","695","0.103588679899616","0.0963676671592123","0.110809692640019"
"No","2002","Not Employed","Male","2634","0.824718568535133","0.811506004701355","0.837931132368911"
"No","2002","Not Employed","Female","4283","0.824900044721651","0.814476658185437","0.835323431257866"
"No","2002","Employed","Male","7322","0.916544746023732","0.910477059812117","0.922612432235347"
"No","2002","Employed","Female","6146","0.896411320100384","0.889190307359981","0.903632332840788"
"Yes","2003","Not Employed","Male","540","0.171548243434416","0.158457872454938","0.184638614413895"
"Yes","2003","Not Employed","Female","769","0.168151352757337","0.157775432002806","0.178527273511867"
"Yes","2003","Employed","Male","598","0.0820489089384062","0.0758399481224681","0.0882578697543443"
"Yes","2003","Employed","Female","736","0.1103253854876","0.102728333678695","0.117922437296506"
"No","2003","Not Employed","Male","2646","0.828451756565584","0.815361385586105","0.841542127545062"
"No","2003","Not Employed","Female","4222","0.831848647242663","0.821472726488133","0.842224567997194"
"No","2003","Employed","Male","6907","0.917951091061594","0.911742130245656","0.924160051877532"
"No","2003","Employed","Female","5797","0.8896746145124","0.882077562703494","0.897271666321305"
"Yes","2004","Not Employed","Male","550","0.187414756575946","0.174004335436727","0.200825177715165"
"Yes","2004","Not Employed","Female","834","0.181040289249864","0.170302781200326","0.191777797299402"
"Yes","2004","Employed","Male","548","0.0758427977121522","0.0697006488002677","0.0819849466240366"
"Yes","2004","Employed","Female","672","0.106493302447956","0.0988997015341909","0.114086903361721"
"No","2004","Not Employed","Male","2703","0.812585243424054","0.799174822284835","0.825995664563273"
"No","2004","Not Employed","Female","4106","0.818959710750136","0.808222202700598","0.829697218799674"
"No","2004","Employed","Male","6589","0.924157202287848","0.918015053375963","0.930299351199732"
"No","2004","Employed","Female","5667","0.893506697552044","0.88591309663828","0.901100298465809"
"Yes","2005","Not Employed","Male","478","0.16015276294508","0.147407945381685","0.172897580508475"
"Yes","2005","Not Employed","Female","714","0.162993425419498","0.152453959573052","0.173532891265944"
"Yes","2005","Employed","Male","519","0.0773325817042868","0.0709517118852476","0.083713451523326"
"Yes","2005","Employed","Female","600","0.107319759424465","0.0995575316420321","0.115081987206897"
"No","2005","Not Employed","Male","2703","0.83984723705492","0.827102419491525","0.852592054618315"
"No","2005","Not Employed","Female","4004","0.837006574580502","0.826467108734056","0.847546040426947"
"No","2005","Employed","Male","6213","0.922667418295713","0.916286548476674","0.929048288114752"
"No","2005","Employed","Female","5508","0.892680240575535","0.884918012793103","0.900442468357968"
"Yes","2006","Not Employed","Male","585","0.189568574379363","0.17653279481484","0.202604353943887"
"Yes","2006","Not Employed","Female","859","0.176088431026245","0.165639883312995","0.186536978739494"
"Yes","2006","Employed","Male","519","0.0757104065254071","0.06952489188676","0.0818959211640543"
"Yes","2006","Employed","Female","619","0.102414491814508","0.0950077883131925","0.109821195315824"
"No","2006","Not Employed","Male","2888","0.810431425620637","0.797395646056113","0.82346720518516"
"No","2006","Not Employed","Female","4246","0.823911568973755","0.813463021260506","0.834360116687005"
"No","2006","Employed","Male","6507","0.924289593474593","0.918104078835946","0.93047510811324"
"No","2006","Employed","Female","5818","0.897585508185492","0.890178804684176","0.904992211686808"
"Yes","2007","Not Employed","Male","554","0.182713615254512","0.169454573399398","0.195972657109627"
"Yes","2007","Not Employed","Female","792","0.172236598038665","0.161471522979425","0.183001673097904"
"Yes","2007","Employed","Male","526","0.0823166782383448","0.0756468486259029","0.0889865078507867"
"Yes","2007","Employed","Female","584","0.0987880560851798","0.0912713348673826","0.106304777302977"
"No","2007","Not Employed","Male","2709","0.817286384745488","0.804027342890373","0.830545426600602"
"No","2007","Not Employed","Female","3934","0.827763401961335","0.816998326902096","0.838528477020575"
"No","2007","Employed","Male","5997","0.917683321761655","0.911013492149213","0.924353151374097"
"No","2007","Employed","Female","5469","0.90121194391482","0.893695222697023","0.908728665132617"
"Yes","2008","Not Employed","Male","541","0.167693548335093","0.154450127513197","0.180936969156989"
"Yes","2008","Not Employed","Female","731","0.165472194279458","0.154510803626613","0.176433584932302"
"Yes","2008","Employed","Male","464","0.0779624287917195","0.0712681432469044","0.0846567143365345"
"Yes","2008","Employed","Female","528","0.0952386384414338","0.0876380994422372","0.10283917744063"
"No","2008","Not Employed","Male","2516","0.832306451664907","0.819063030843011","0.845549872486803"
"No","2008","Not Employed","Female","3684","0.834527805720542","0.823566415067698","0.845489196373387"
"No","2008","Employed","Male","5698","0.922037571208281","0.915343285663465","0.928731856753096"
"No","2008","Employed","Female","5202","0.904761361558566","0.89716082255937","0.912361900557763"
"Yes","2009","Not Employed","Male","552","0.187697796156089","0.173412292880128","0.20198329943205"
"Yes","2009","Not Employed","Female","728","0.187453195512957","0.175346560707956","0.199559830317959"
"Yes","2009","Employed","Male","482","0.0832938868835579","0.0761528663730476","0.0904349073940682"
"Yes","2009","Employed","Female","554","0.105709450575933","0.0975614574057351","0.113857443746131"
"No","2009","Not Employed","Male","2318","0.812302203843911","0.79801670056795","0.826587707119872"
"No","2009","Not Employed","Female","3264","0.812546804487043","0.800440169682041","0.824653439292044"
"No","2009","Employed","Male","5270","0.916706113116442","0.909565092605932","0.923847133626952"
"No","2009","Employed","Female","4916","0.894290549424067","0.886142556253869","0.902438542594265"
"Yes","2010","Not Employed","Male","574","0.199924977897","0.185719582484789","0.21413037330921"
"Yes","2010","Not Employed","Female","1069","0.185014199956517","0.17465444616997","0.195373953743063"
"Yes","2010","Employed","Male","630","0.0811285025346396","0.0751024373559252","0.0871545677133541"
"Yes","2010","Employed","Female","1023","0.0949564287803984","0.0884081394280636","0.101504718132733"
"No","2010","Not Employed","Male","2471","0.800075022103","0.78586962669079","0.814280417515211"
"No","2010","Not Employed","Female","4328","0.814985800043483","0.804626046256937","0.82534555383003"
"No","2010","Employed","Male","7256","0.91887149746536","0.912845432286646","0.924897562644075"
"No","2010","Employed","Female","6676","0.905043571219602","0.898495281867267","0.911591860571937"
"Yes","2011","Not Employed","Male","704","0.192452655465429","0.179855147372185","0.205050163558673"
"Yes","2011","Not Employed","Female","1299","0.197151329959572","0.187398908970163","0.206903750948981"
"Yes","2011","Employed","Male","793","0.08839853829711","0.082576615922589","0.094220460671631"
"Yes","2011","Employed","Female","1133","0.113132575189101","0.106653302094102","0.119611848284099"
"No","2011","Not Employed","Male","3058","0.807547344534571","0.794949836441327","0.820144852627815"
"No","2011","Not Employed","Female","5094","0.802848670040428","0.793096249051019","0.812601091029837"
"No","2011","Employed","Male","8340","0.91160146170289","0.905779539328369","0.917423384077411"
"No","2011","Employed","Female","8048","0.886867424810899","0.880388151715901","0.893346697905898"
"Yes","2012","Not Employed","Male","744","0.195901676707864","0.183351695787237","0.208451657628491"
"Yes","2012","Not Employed","Female","1158","0.205376863738849","0.19513109490172","0.215622632575978"
"Yes","2012","Employed","Male","844","0.100370594357509","0.0940671773615964","0.106674011353422"
"Yes","2012","Employed","Female","1006","0.106097908792476","0.0997860885085782","0.112409729076374"
"No","2012","Not Employed","Male","3098","0.804098323292136","0.791548342371509","0.816648304212763"
"No","2012","Not Employed","Female","4814","0.794623136261151","0.784377367424022","0.80486890509828"
"No","2012","Employed","Male","7886","0.899629405642491","0.893325988646578","0.905932822638404"
"No","2012","Employed","Female","8139","0.893902091207524","0.887590270923626","0.900213911491422"
"Yes","2013","Not Employed","Male","697","0.216254820820985","0.202679609076372","0.229830032565599"
"Yes","2013","Not Employed","Female","1026","0.207978988523581","0.197088209114497","0.218869767932665"
"Yes","2013","Employed","Male","776","0.0989601768055041","0.0924676775837763","0.105452676027232"
"Yes","2013","Employed","Female","977","0.109102327709463","0.102578462992453","0.115626192426474"
"No","2013","Not Employed","Male","2836","0.783745179179015","0.770169967434401","0.797320390923628"
"No","2013","Not Employed","Female","4309","0.792021011476419","0.781130232067335","0.802911790885502"
"No","2013","Employed","Male","7350","0.901039823194496","0.894547323972768","0.907532322416224"
"No","2013","Employed","Female","7796","0.890897672290537","0.884373807573527","0.897421537007547"
"Yes","2014","Not Employed","Male","716","0.198255895202886","0.185591408414419","0.210920381991354"
"Yes","2014","Not Employed","Female","1051","0.194918950673597","0.184511069121779","0.205326832225416"
"Yes","2014","Employed","Male","771","0.0943722127276608","0.0882171045894226","0.100527320865899"
"Yes","2014","Employed","Female","1042","0.116025777066458","0.109454098744422","0.122597455388494"
"No","2014","Not Employed","Male","3091","0.801744104797114","0.789079618008646","0.814408591585581"
"No","2014","Not Employed","Female","4514","0.805081049326403","0.794673167774584","0.815488930878221"
"No","2014","Employed","Male","7895","0.905627787272339","0.899472679134101","0.911782895410578"
"No","2014","Employed","Female","8081","0.883974222933542","0.877402544611506","0.890545901255578"
"Yes","2015","Not Employed","Male","712","0.216372856713321","0.202600632944245","0.230145080482397"
"Yes","2015","Not Employed","Female","950","0.202580774745939","0.19149992828848","0.213661621203399"
"Yes","2015","Employed","Male","730","0.090235780268412","0.0839806784220193","0.0964908821148048"
"Yes","2015","Employed","Female","962","0.112672986037082","0.105980182061746","0.119365790012418"
"No","2015","Not Employed","Male","2722","0.783627143286679","0.769854919517603","0.797399367055755"
"No","2015","Not Employed","Female","4104","0.797419225254061","0.786338378796601","0.80850007171152"
"No","2015","Employed","Male","7330","0.909764219731588","0.903509117885195","0.916019321577981"
"No","2015","Employed","Female","7612","0.887327013962918","0.880634209987582","0.894019817938254"
"Yes","2016","Not Employed","Male","631","0.202423181410082","0.188771918943336","0.216074443876829"
"Yes","2016","Not Employed","Female","936","0.197578945481272","0.186308910226295","0.20884898073625"
"Yes","2016","Employed","Male","696","0.0888010473123426","0.0824790007312393","0.0951230938934459"
"Yes","2016","Employed","Female","957","0.110791309580175","0.104063902520912","0.117518716639438"
"No","2016","Not Employed","Male","2697","0.797576818589918","0.783925556123171","0.811228081056664"
"No","2016","Not Employed","Female","3859","0.802421054518728","0.79115101926375","0.813691089773705"
"No","2016","Employed","Male","7081","0.911198952687657","0.904876906106554","0.917520999268761"
"No","2016","Employed","Female","7405","0.889208690419825","0.882481283360562","0.895936097479088"
"Yes","2017","Not Employed","Male","726","0.212425794700083","0.198928921418248","0.225922667981919"
"Yes","2017","Not Employed","Female","1006","0.213783373814622","0.20238080220027","0.225185945428975"
"Yes","2017","Employed","Male","836","0.0977305301342025","0.0915060783049315","0.103954981963473"
"Yes","2017","Employed","Female","1029","0.10984184473008","0.103492860702764","0.116190828757396"
"No","2017","Not Employed","Male","2802","0.787574205299917","0.774077332018081","0.801071078581752"
"No","2017","Not Employed","Female","3960","0.786216626185378","0.774814054571025","0.79761919779973"
"No","2017","Employed","Male","7907","0.902269469865798","0.896045018036527","0.908493921695069"
"No","2017","Employed","Female","8289","0.89015815526992","0.883809171242604","0.896507139297236"
"Yes","2018","Not Employed","Male","683","0.201027735513961","0.187619603001088","0.214435868026833"
"Yes","2018","Not Employed","Female","954","0.210071240126611","0.198517072454027","0.221625407799195"
"Yes","2018","Employed","Male","799","0.0970078595456299","0.0906699026755272","0.103345816415733"
"Yes","2018","Employed","Female","1013","0.118035620377558","0.111400244950668","0.124670995804448"
"No","2018","Not Employed","Male","2749","0.79897226448604","0.785564131973167","0.812380396998912"
"No","2018","Not Employed","Female","3821","0.789928759873389","0.778374592200805","0.801482927545973"
"No","2018","Employed","Male","7578","0.90299214045437","0.896654183584268","0.909330097324473"
"No","2018","Employed","Female","8070","0.881964379622442","0.875329004195552","0.888599755049332"
"Yes","2019","Not Employed","Male","702","0.207492267583751","0.194067499482278","0.220917035685224"
"Yes","2019","Not Employed","Female","863","0.207624201103584","0.195886357747421","0.219362044459747"
"Yes","2019","Employed","Male","881","0.0942902598793077","0.0881901137912814","0.100390405967334"
"Yes","2019","Employed","Female","1028","0.116851614171345","0.110182466474569","0.12352076186812"
"No","2019","Not Employed","Male","2803","0.792507732416249","0.779082964314776","0.805932500517722"
"No","2019","Not Employed","Female","3724","0.792375798896416","0.780637955540253","0.804113642252579"
"No","2019","Employed","Male","7935","0.905709740120692","0.899609594032666","0.911809886208719"
"No","2019","Employed","Female","7885","0.883148385828656","0.87647923813188","0.889817533525431"
