"ple0053","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"Yes","1984","Not Employed","no migration background","435","0.124655301085524","0.113861797490163","0.135448804680886"
"Yes","1984","Not Employed","direct migration background","146","0.147863759118684","0.125830136774141","0.169897381463227"
"Yes","1984","Not Employed","indirect migration background","","","",""
"Yes","1984","Employed","no migration background","525","0.102626091650505","0.0942735836622513","0.110978599638759"
"Yes","1984","Employed","direct migration background","261","0.107119968404079","0.0947778072585212","0.119462129549637"
"Yes","1984","Employed","indirect migration background","6","","",""
"No","1984","Not Employed","no migration background","3163","0.875344698914476","0.864551195319114","0.886138202509838"
"No","1984","Not Employed","direct migration background","851","0.852136240881316","0.830102618536773","0.874169863225859"
"No","1984","Not Employed","indirect migration background","58","1","1","1"
"No","1984","Employed","no migration background","4546","0.897373908349495","0.889021400361241","0.905726416337749"
"No","1984","Employed","direct migration background","2151","0.892880031595921","0.880537870450363","0.905222192741479"
"No","1984","Employed","indirect migration background","64","0.982345347993594","0.951494951629075","1.01319574435811"
"Yes","1985","Not Employed","no migration background","456","0.143262210907795","0.131234147829487","0.155290273986104"
"Yes","1985","Not Employed","direct migration background","124","0.131076318567802","0.108904259746973","0.15324837738863"
"Yes","1985","Not Employed","indirect migration background","9","","",""
"Yes","1985","Employed","no migration background","449","0.0917565628358024","0.0835226777382844","0.0999904479333204"
"Yes","1985","Employed","direct migration background","217","0.0895689278930756","0.077210378875393","0.101927476910758"
"Yes","1985","Employed","indirect migration background","9","","",""
"No","1985","Not Employed","no migration background","2803","0.856737789092205","0.844709726013896","0.868765852170513"
"No","1985","Not Employed","direct migration background","766","0.868923681432198","0.84675162261137","0.891095740253027"
"No","1985","Not Employed","indirect migration background","63","0.918964244572414","0.855931024708821","0.981997464436007"
"No","1985","Employed","no migration background","4273","0.908243437164198","0.90000955206668","0.916477322261716"
"No","1985","Employed","direct migration background","1834","0.910431072106924","0.898072523089242","0.922789621124607"
"No","1985","Employed","indirect migration background","63","0.86822307673291","0.790093191394533","0.946352962071286"
"Yes","1986","Not Employed","no migration background","438","0.153041140546138","0.140177252505677","0.165905028586598"
"Yes","1986","Not Employed","direct migration background","150","0.17030521324915","0.14509408349824","0.195516343000061"
"Yes","1986","Not Employed","indirect migration background","9","","",""
"Yes","1986","Employed","no migration background","455","0.0988430817514745","0.0902174733886165","0.107468690114333"
"Yes","1986","Employed","direct migration background","237","0.108883483467706","0.0952182809443501","0.122548685991062"
"Yes","1986","Employed","indirect migration background","10","","",""
"No","1986","Not Employed","no migration background","2571","0.846958859453862","0.834094971413402","0.859822747494323"
"No","1986","Not Employed","direct migration background","704","0.82969478675085","0.804483656999939","0.85490591650176"
"No","1986","Not Employed","indirect migration background","55","0.706689718420513","0.595148307460742","0.818231129380285"
"No","1986","Employed","no migration background","4144","0.901156918248526","0.892531309885667","0.909782526611384"
"No","1986","Employed","direct migration background","1759","0.891116516532294","0.877451314008938","0.90478171905565"
"No","1986","Employed","indirect migration background","82","0.820081588589558","0.741590471114358","0.898572706064758"
"Yes","1987","Not Employed","no migration background","429","0.160008053150271","0.146555469942496","0.173460636358045"
"Yes","1987","Not Employed","direct migration background","120","0.134530111876172","0.111671653278442","0.157388570473901"
"Yes","1987","Not Employed","indirect migration background","6","","",""
"Yes","1987","Employed","no migration background","474","0.101437951924418","0.0927238065310419","0.110152097317795"
"Yes","1987","Employed","direct migration background","204","0.107969902226996","0.0943140639406707","0.121625740513322"
"Yes","1987","Employed","indirect migration background","10","","",""
"No","1987","Not Employed","no migration background","2424","0.839991946849729","0.826539363641955","0.853444530057504"
"No","1987","Not Employed","direct migration background","736","0.865469888123828","0.842611429526099","0.888328346721558"
"No","1987","Not Employed","indirect migration background","69","0.891769085677814","0.82145872440814","0.962079446947488"
"No","1987","Employed","no migration background","4137","0.898562048075582","0.889847902682205","0.907276193468958"
"No","1987","Employed","direct migration background","1780","0.892030097773004","0.878374259486678","0.905685936059329"
"No","1987","Employed","indirect migration background","91","0.888935774300042","0.827657053203793","0.950214495396292"
"Yes","1988","Not Employed","no migration background","413","0.162313698481019","0.148266509860343","0.176360887101696"
"Yes","1988","Not Employed","direct migration background","119","0.131389339075158","0.108110223744972","0.154668454405344"
"Yes","1988","Not Employed","indirect migration background","10","","",""
"Yes","1988","Employed","no migration background","472","0.103112323710331","0.0941642883422354","0.112060359078427"
"Yes","1988","Employed","direct migration background","184","0.101949106341629","0.0882422659681782","0.115655946715081"
"Yes","1988","Employed","indirect migration background","10","","",""
"No","1988","Not Employed","no migration background","2234","0.837686301518981","0.823639112898304","0.851733490139657"
"No","1988","Not Employed","direct migration background","690","0.868610660924842","0.845331545594656","0.891889776255028"
"No","1988","Not Employed","indirect migration background","89","0.887955509424865","0.825822648681778","0.950088370167952"
"No","1988","Employed","no migration background","3965","0.896887676289669","0.887939640921573","0.905835711657765"
"No","1988","Employed","direct migration background","1688","0.898050893658371","0.884344053284919","0.911757734031822"
"No","1988","Employed","indirect migration background","115","0.897775108263616","0.844667689416172","0.950882527111059"
"Yes","1989","Not Employed","no migration background","382","0.162035817453512","0.147620325421271","0.176451309485753"
"Yes","1989","Not Employed","direct migration background","106","0.108020358137463","0.0865509241019818","0.129489792172944"
"Yes","1989","Not Employed","indirect migration background","14","","",""
"Yes","1989","Employed","no migration background","453","0.100588652692578","0.0916141298393307","0.109563175545825"
"Yes","1989","Employed","direct migration background","187","0.10809689027492","0.0937086275266695","0.12248515302317"
"Yes","1989","Employed","indirect migration background","9","","",""
"No","1989","Not Employed","no migration background","2128","0.837964182546488","0.823548690514247","0.852379674578729"
"No","1989","Not Employed","direct migration background","697","0.891979641862537","0.870510207827056","0.913449075898018"
"No","1989","Not Employed","indirect migration background","95","0.854063343482063","0.787786459888979","0.920340227075146"
"No","1989","Employed","no migration background","3862","0.899411347307422","0.890436824454175","0.908385870160669"
"No","1989","Employed","direct migration background","1602","0.89190310972508","0.87751484697683","0.90629137247333"
"No","1989","Employed","indirect migration background","142","0.9708839981222","0.944067061949049","0.997700934295351"
"Yes","1990","Not Employed","no migration background","","","",""
"Yes","1990","Not Employed","direct migration background","","","",""
"Yes","1990","Not Employed","indirect migration background","","","",""
"Yes","1990","Employed","no migration background","","","",""
"Yes","1990","Employed","direct migration background","","","",""
"Yes","1990","Employed","indirect migration background","","","",""
"No","1990","Not Employed","no migration background","","","",""
"No","1990","Not Employed","direct migration background","","","",""
"No","1990","Not Employed","indirect migration background","","","",""
"No","1990","Employed","no migration background","","","",""
"No","1990","Employed","direct migration background","","","",""
"No","1990","Employed","indirect migration background","","","",""
"Yes","1991","Not Employed","no migration background","424","0.184669339864443","0.169020850113284","0.200317829615603"
