"ple0053","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","1985","16-34 y.","Urban Area","2985","0.901362027761367","0.891264910858685","0.911459144664048","2"
"No","1985","16-34 y.","Rural Area","723","0.877262300703859","0.854938776004172","0.899585825403547","2"
"No","1985","35-65 y.","Urban Area","4114","0.898183671734163","0.889447545575534","0.906919797892793","2"
"No","1985","35-65 y.","Rural Area","1041","0.89039172271952","0.872491130754333","0.908292314684707","2"
"No","1985","66 and older","Urban Area","702","0.840304135402741","0.815412609917259","0.865195660888223","2"
"No","1985","66 and older","Rural Area","237","0.837820529608443","0.794721412966718","0.880919646250168","2"
"Yes","1985","16-34 y.","Urban Area","365","0.0986379722386335","0.0885408553359521","0.108735089141315","1"
"Yes","1985","16-34 y.","Rural Area","107","0.122737699296141","0.100414174596453","0.145061223995828","1"
"Yes","1985","35-65 y.","Urban Area","489","0.101816328265837","0.0930802021072066","0.110552454424467","1"
"Yes","1985","35-65 y.","Rural Area","129","0.10960827728048","0.091707685315293","0.127508869245667","1"
"Yes","1985","66 and older","Urban Area","130","0.159695864597259","0.134804339111777","0.184587390082741","1"
"Yes","1985","66 and older","Rural Area","44","0.162179470391557","0.119080353749833","0.205278587033282","1"
"No","1986","16-34 y.","Rural Area","719","0.8836413982195","0.861627013051718","0.905655783387281","2"
"No","1986","16-34 y.","Urban Area","2893","0.889675261488577","0.878950297883031","0.900400225094123","2"
"No","1986","35-65 y.","Rural Area","977","0.889565330224055","0.871068301223832","0.908062359224279","2"
"No","1986","35-65 y.","Urban Area","3876","0.889175277011896","0.879879761475173","0.898470792548619","2"
"No","1986","66 and older","Urban Area","633","0.80642647349477","0.778663648098243","0.834189298891297","2"
"No","1986","66 and older","Rural Area","217","0.842783717647379","0.79845297177133","0.887114463523429","2"
"Yes","1986","16-34 y.","Urban Area","385","0.110324738511423","0.099599774905877","0.121049702116969","1"
"Yes","1986","16-34 y.","Rural Area","96","0.1163586017805","0.0943442166127189","0.138372986948282","1"
"Yes","1986","35-65 y.","Urban Area","505","0.110824722988104","0.101529207451381","0.120120238524827","1"
"Yes","1986","35-65 y.","Rural Area","126","0.110434669775945","0.0919376407757208","0.128931698776168","1"
"Yes","1986","66 and older","Urban Area","145","0.19357352650523","0.165810701108703","0.221336351901757","1"
"Yes","1986","66 and older","Rural Area","42","0.157216282352621","0.112885536476571","0.20154702822867","1"
"No","1987","16-34 y.","Urban Area","2845","0.886260435205822","0.875294223718635","0.897226646693009","2"
"No","1987","16-34 y.","Rural Area","711","0.87590260475363","0.853253808211018","0.898551401296241","2"
"No","1987","35-65 y.","Rural Area","963","0.898950303532712","0.880958526558566","0.916942080506859","2"
"No","1987","35-65 y.","Urban Area","3842","0.895930240492016","0.886790790181936","0.905069690802095","2"
"No","1987","66 and older","Urban Area","664","0.799710146407526","0.772267067117419","0.827153225697634","2"
"No","1987","66 and older","Rural Area","212","0.804266756848749","0.756315215471012","0.852218298226485","2"
"Yes","1987","16-34 y.","Urban Area","375","0.113739564794178","0.102773353306991","0.124705776281365","1"
"Yes","1987","16-34 y.","Rural Area","103","0.12409739524637","0.101448598703759","0.146746191788982","1"
