"ple0053","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Yes","1984","(0) in school","Male","7","","",""
"Yes","1984","(0) in school","Female","2","","",""
"Yes","1984","(1a) inadequately completed","Male","54","0.0876309118636552","0.0626965324699456","0.112565291257365"
"Yes","1984","(1a) inadequately completed","Female","91","0.143355687944079","0.115771514261709","0.17093986162645"
"Yes","1984","(1b) general elementary school","Male","111","0.134541397525463","0.113253114695676","0.155829680355251"
"Yes","1984","(1b) general elementary school","Female","250","0.122190471262868","0.107922518847669","0.136458423678068"
"Yes","1984","(1c) basic vocational qualification","Male","270","0.113765966162189","0.101393159627332","0.126138772697046"
"Yes","1984","(1c) basic vocational qualification","Female","237","0.136116088743254","0.119971342131554","0.152260835354954"
"Yes","1984","(2b) intermediate general qualification","Male","9","","",""
"Yes","1984","(2b) intermediate general qualification","Female","38","0.139943270832965","0.100354078451306","0.179532463214625"
"Yes","1984","(2a) intermediate vocational","Male","47","0.0761017384498473","0.0550075360220967","0.097195940877598"
"Yes","1984","(2a) intermediate vocational","Female","101","0.120980767083477","0.0983973742705046","0.14356415989645"
"Yes","1984","(2c_gen) general maturity certificate","Male","17","","",""
"Yes","1984","(2c_gen) general maturity certificate","Female","13","","",""
"Yes","1984","(2c_voc) vocational maturity certificate","Male","34","0.0980610396662099","0.0632268352822278","0.132895244050192"
"Yes","1984","(2c_voc) vocational maturity certificate","Female","21","","",""
"Yes","1984","(3a) lower tertiary education","Male","14","","",""
"Yes","1984","(3a) lower tertiary education","Female","9","","",""
"Yes","1984","(3b) higher tertiary education","Male","20","","",""
"Yes","1984","(3b) higher tertiary education","Female","18","","",""
"No","1984","(0) in school","Male","88","0.940990966340232","0.893606252005261","0.988375680675204"
"No","1984","(0) in school","Female","91","0.978881713047617","0.949660309779122","1.00810311631611"
"No","1984","(1a) inadequately completed","Male","440","0.912369088136345","0.887434708742635","0.937303467530054"
"No","1984","(1a) inadequately completed","Female","529","0.856644312055921","0.82906013837355","0.884228485738291"
"No","1984","(1b) general elementary school","Male","876","0.865458602474537","0.84417031964475","0.886746885304324"
"No","1984","(1b) general elementary school","Female","1774","0.877809528737132","0.863541576321932","0.892077481152331"
"No","1984","(1c) basic vocational qualification","Male","2260","0.886234033837811","0.873861227302954","0.898606840372667"
"No","1984","(1c) basic vocational qualification","Female","1496","0.863883911256746","0.847739164645046","0.880028657868446"
"No","1984","(2b) intermediate general qualification","Male","170","0.940379305815003","0.905691915961593","0.975066695668412"
"No","1984","(2b) intermediate general qualification","Female","257","0.860056729167035","0.820467536785375","0.899645921548694"
"No","1984","(2a) intermediate vocational","Male","560","0.923898261550153","0.902804059122402","0.944992463977903"
"No","1984","(2a) intermediate vocational","Female","700","0.879019232916523","0.85643584010355","0.901602625729495"
"No","1984","(2c_gen) general maturity certificate","Male","221","0.945908926347901","0.917171552664224","0.974646300031578"
"No","1984","(2c_gen) general maturity certificate","Female","162","0.940762123032305","0.905786237322186","0.975738008742424"
"No","1984","(2c_voc) vocational maturity certificate","Male","246","0.90193896033379","0.867104755949808","0.936773164717772"
"No","1984","(2c_voc) vocational maturity certificate","Female","154","0.901229486647271","0.857025603876073","0.945433369418469"
"No","1984","(3a) lower tertiary education","Male","176","0.927738455728866","0.890922363504243","0.96455454795349"
"No","1984","(3a) lower tertiary education","Female","65","0.869818035988947","0.793148674724535","0.946487397253358"
"No","1984","(3b) higher tertiary education","Male","324","0.934176439703115","0.907972052431011","0.960380826975218"
"No","1984","(3b) higher tertiary education","Female","164","0.893697485869185","0.848917965957061","0.938477005781309"
"Yes","1985","(0) in school","Male","4","","",""
"Yes","1985","(0) in school","Female","10","","",""
"Yes","1985","(1a) inadequately completed","Male","49","0.112955505870294","0.0819740152356451","0.143936996504942"
"Yes","1985","(1a) inadequately completed","Female","70","0.159349757654955","0.127739513419438","0.190960001890471"
"Yes","1985","(1b) general elementary school","Male","86","0.0957231520315358","0.0762178995613703","0.115228404501701"
"Yes","1985","(1b) general elementary school","Female","246","0.138933642080718","0.122723933490012","0.155143350671424"
"Yes","1985","(1c) basic vocational qualification","Male","228","0.103896034063472","0.0913301608781309","0.116461907248813"
"Yes","1985","(1c) basic vocational qualification","Female","202","0.125906346559751","0.109470438068149","0.142342255051354"
"Yes","1985","(2b) intermediate general qualification","Male","13","","",""
"Yes","1985","(2b) intermediate general qualification","Female","26","","",""
"Yes","1985","(2a) intermediate vocational","Male","46","0.0830650986553957","0.0605466364600203","0.105583560850771"
"Yes","1985","(2a) intermediate vocational","Female","113","0.146510009383766","0.121468150122976","0.171551868644556"
"Yes","1985","(2c_gen) general maturity certificate","Male","17","","",""
"Yes","1985","(2c_gen) general maturity certificate","Female","22","","",""
"Yes","1985","(2c_voc) vocational maturity certificate","Male","24","","",""
"Yes","1985","(2c_voc) vocational maturity certificate","Female","23","","",""
"Yes","1985","(3a) lower tertiary education","Male","14","","",""
"Yes","1985","(3a) lower tertiary education","Female","12","","",""
"Yes","1985","(3b) higher tertiary education","Male","17","","",""
"Yes","1985","(3b) higher tertiary education","Female","29","","",""
"No","1985","(0) in school","Male","108","0.967392263360641","0.934499473390377","1.00028505333091"
"No","1985","(0) in school","Female","65","0.861443385820274","0.783254601485405","0.939632170155143"
"No","1985","(1a) inadequately completed","Male","352","0.887044494129706","0.856063003495058","0.918025984764355"
"No","1985","(1a) inadequately completed","Female","445","0.840650242345045","0.809039998109529","0.872260486580562"
"No","1985","(1b) general elementary school","Male","788","0.904276847968464","0.884771595498299","0.92378210043863"
"No","1985","(1b) general elementary school","Female","1503","0.861066357919282","0.844856649328576","0.877276066509988"
"No","1985","(1c) basic vocational qualification","Male","2037","0.896103965936528","0.883538092751187","0.908669839121869"
"No","1985","(1c) basic vocational qualification","Female","1363","0.874093653440249","0.857657744948646","0.890529561931851"
"No","1985","(2b) intermediate general qualification","Male","166","0.928694126124702","0.890995929245724","0.96639232300368"
"No","1985","(2b) intermediate general qualification","Female","270","0.902821462123852","0.869078099968365","0.936564824279338"
"No","1985","(2a) intermediate vocational","Male","531","0.916934901344604","0.894416439149229","0.93945336353998"
"No","1985","(2a) intermediate vocational","Female","653","0.853489990616234","0.828448131355444","0.878531849877024"
"No","1985","(2c_gen) general maturity certificate","Male","198","0.922137318977469","0.886320143305111","0.957954494649828"
