"ple0053","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2001","Part Time","East Germany","877","0.883815036782402","0.863993519744365","0.903636553820438","2"
"No","2001","Not Working","East Germany","1767","0.835426852179936","0.819616845784503","0.85123685857537","2"
"Yes","2001","Full Time","West Germany","522","0.0798883630127596","0.0734114163821537","0.0863653096433656","1"
"Yes","2001","Part Time","West Germany","469","0.123259688925609","0.112832286124977","0.133687091726241","1"
"Yes","2001","Part Time","East Germany","127","0.116184963217598","0.0963634461795621","0.136006480255635","1"
"Yes","2001","Not Working","West Germany","1003","0.17289696961003","0.163324433924918","0.182469505295141","1"
"Yes","2001","Full Time","East Germany","176","0.0768990392086845","0.0660877924487924","0.0877102859685766","1"
"Yes","2001","Not Working","East Germany","346","0.164573147820064","0.14876314142463","0.180383154215498","1"
"No","2002","Full Time","West Germany","6679","0.919952008570828","0.913713675447799","0.926190341693858","2"
"No","2002","Not Working","West Germany","5174","0.82780143995049","0.818384550835922","0.837218329065057","2"
"No","2002","Full Time","East Germany","2150","0.931424872065848","0.921120884001687","0.941728860130009","2"
"No","2002","Part Time","West Germany","3734","0.882039174456394","0.872301345538639","0.89177700337415","2"
"No","2002","Part Time","East Germany","905","0.879827898473293","0.859941160034922","0.899714636911664","2"
"No","2002","Not Working","East Germany","1743","0.813571137391509","0.796965609593928","0.83017666518909","2"
"Yes","2002","Full Time","West Germany","590","0.0800479914291717","0.0738096583061421","0.0862863245522013","1"
"Yes","2002","Part Time","West Germany","481","0.117960825543606","0.10822299662585","0.127698654461361","1"
"Yes","2002","Part Time","East Germany","122","0.120172101526707","0.100285363088336","0.140058839965078","1"
"Yes","2002","Not Working","West Germany","1001","0.17219856004951","0.162781670934943","0.181615449164078","1"
"Yes","2002","Full Time","East Germany","161","0.0685751279341518","0.058271139869991","0.0788791159983126","1"
"Yes","2002","Not Working","East Germany","370","0.186428862608491","0.16982333481091","0.203034390406072","1"
"No","2003","Full Time","West Germany","6210","0.923521558325349","0.917162689517784","0.929880427132915","2"
"No","2003","Full Time","East Germany","2019","0.930144492351073","0.919485685350055","0.940803299352091","2"
"No","2003","Part Time","West Germany","3564","0.874375227679718","0.864229208051595","0.884521247307841","2"
"No","2003","Not Working","West Germany","5097","0.832252475494172","0.822835795599061","0.841669155389282","2"
"No","2003","Part Time","East Germany","911","0.860405416891232","0.839261078850751","0.881549754931713","2"
"No","2003","Not Working","East Germany","1771","0.824035228279412","0.807860164015223","0.840210292543601","2"
"Yes","2003","Full Time","West Germany","500","0.0764784416746505","0.070119572867085","0.082837310482216","1"
"Yes","2003","Part Time","West Germany","535","0.125624772320282","0.115478752692159","0.135770791948405","1"
"Yes","2003","Part Time","East Germany","121","0.139594583108768","0.118450245068287","0.160738921149249","1"
"Yes","2003","Full Time","East Germany","178","0.0698555076489271","0.0591967006479093","0.0805143146499448","1"
"Yes","2003","Not Working","West Germany","951","0.167747524505828","0.158330844610718","0.177164204400939","1"
"Yes","2003","Not Working","East Germany","358","0.175964771720588","0.159789707456399","0.192139835984776","1"
"No","2004","Full Time","West Germany","5897","0.925475578175319","0.919040441692594","0.931910714658044","2"
"No","2004","Full Time","East Germany","1923","0.934247883065164","0.92355020087345","0.944945565256878","2"
"No","2004","Part Time","West Germany","3551","0.883959629349917","0.874030714502105","0.89388854419773","2"
"No","2004","Not Working","West Germany","5002","0.815691194391592","0.80590149273633","0.825480896046853","2"
"No","2004","Part Time","East Germany","885","0.873821760386213","0.853434228241312","0.894209292531114","2"
"No","2004","Not Working","East Germany","1807","0.819158292173259","0.802953187105321","0.835363397241196","2"
"Yes","2004","Full Time","West Germany","501","0.0745244218246806","0.0680892853419556","0.0809595583074056","1"
"Yes","2004","Part Time","West Germany","446","0.116040370650083","0.10611145580227","0.125969285497895","1"
"Yes","2004","Part Time","East Germany","134","0.126178239613787","0.105790707468886","0.146565771758688","1"
"Yes","2004","Full Time","East Germany","139","0.0657521169348357","0.0550544347431219","0.0764497991265496","1"
"Yes","2004","Not Working","West Germany","1024","0.184308805608408","0.174519103953147","0.19409850726367","1"
"Yes","2004","Not Working","East Germany","360","0.180841707826741","0.164636602758804","0.197046812894679","1"
"No","2005","Full Time","West Germany","5657","0.925669677261249","0.919083887022306","0.932255467500191","2"
"No","2005","Full Time","East Germany","1771","0.916957470568908","0.904640058877148","0.929274882260668","2"
"No","2005","Part Time","West Germany","3416","0.891834159461513","0.881970689623545","0.901697629299482","2"
"No","2005","Not Working","West Germany","4933","0.839868358914156","0.830427139519497","0.849309578308815","2"
"No","2005","Part Time","East Germany","877","0.843670061925146","0.821261710596815","0.866078413253477","2"
"No","2005","Not Working","East Germany","1774","0.831590053012654","0.815595689317046","0.847584416708261","2"
"Yes","2005","Full Time","West Germany","437","0.0743303227387513","0.067744532499809","0.0809161129776937","1"
"Yes","2005","Full Time","East Germany","157","0.0830425294310921","0.070725117739332","0.0953599411228523","1"
"Yes","2005","Part Time","West Germany","393","0.108165840538487","0.0983023707005181","0.118029310376455","1"
"Yes","2005","Part Time","East Germany","132","0.156329938074854","0.133921586746523","0.178738289403185","1"
"Yes","2005","Not Working","West Germany","863","0.160131641085844","0.150690421691185","0.169572860480503","1"
"Yes","2005","Not Working","East Germany","329","0.168409946987346","0.152415583291739","0.184404310682954","1"
"No","2006","Full Time","West Germany","5960","0.925899421646824","0.919496136201541","0.932302707092106","2"
"No","2006","Full Time","East Germany","1873","0.93345207726387","0.922558881190724","0.944345273337017","2"
"No","2006","Part Time","West Germany","3552","0.883473637944953","0.873495434312422","0.893451841577483","2"
"No","2006","Part Time","East Germany","940","0.903089155920954","0.885212276002884","0.920966035839024","2"
"No","2006","Not Working","West Germany","5320","0.827271837853957","0.817973589890821","0.836570085817092","2"
"No","2006","Not Working","East Germany","1814","0.78595588508701","0.768928663507634","0.802983106666386","2"
"Yes","2006","Full Time","West Germany","468","0.0741005783531762","0.0676972929078939","0.0805038637984585","1"
"Yes","2006","Full Time","East Germany","138","0.0665479227361297","0.0556547266629833","0.0774411188092762","1"
"Yes","2006","Part Time","West Germany","420","0.116526362055047","0.106548158422517","0.126504565687578","1"
"Yes","2006","Part Time","East Germany","112","0.0969108440790462","0.0790339641609765","0.114787723997116","1"
"Yes","2006","Not Working","West Germany","1029","0.172728162146043","0.163429914182908","0.182026410109179","1"
"Yes","2006","Not Working","East Germany","415","0.21404411491299","0.197016893333614","0.231071336492366","1"
"No","2007","Full Time","West Germany","5509","0.9260034997721","0.919347240674792","0.932659758869408","2"
"No","2007","Full Time","East Germany","1768","0.928288421400567","0.916756688967145","0.939820153833989","2"
"No","2007","Part Time","West Germany","3322","0.883946617338407","0.873662462976956","0.894230771699858","2"
"No","2007","Part Time","East Germany","867","0.875622002551651","0.855023305680491","0.896220699422811","2"
"No","2007","Not Working","West Germany","4899","0.82379779028761","0.814061319447124","0.833534261128097","2"
"No","2007","Not Working","East Germany","1744","0.822923788117254","0.806624233299886","0.839223342934622","2"
"Yes","2007","Full Time","West Germany","432","0.0739965002279","0.0673402411305924","0.0806527593252077","1"
"Yes","2007","Full Time","East Germany","155","0.0717115785994332","0.0601798461660112","0.0832433110328553","1"
"Yes","2007","Part Time","West Germany","404","0.116053382661593","0.105769228300142","0.126337537023044","1"
"Yes","2007","Part Time","East Germany","119","0.124377997448349","0.103779300577189","0.144976694319509","1"
"Yes","2007","Not Working","West Germany","983","0.17620220971239","0.166465738871903","0.185938680552876","1"
"Yes","2007","Not Working","East Germany","363","0.177076211882746","0.160776657065378","0.193375766700114","1"
"No","2008","Full Time","West Germany","5217","0.925174705720117","0.918297688032185","0.932051723408049","2"
"No","2008","Full Time","East Germany","1726","0.933819807540939","0.922510014473867","0.945129600608011","2"
"No","2008","Part Time","West Germany","3134","0.895154926426571","0.884973551755139","0.905336301098002","2"
"No","2008","Part Time","East Germany","823","0.877571553585881","0.856561617879961","0.898581489291802","2"
"No","2008","Not Working","West Germany","4586","0.839047977139632","0.829327142939759","0.848768811339505","2"
"No","2008","Not Working","East Germany","1614","0.812565785373314","0.79538472487298","0.829746845873648","2"
"Yes","2008","Full Time","West Germany","406","0.0748252942798828","0.0679482765919507","0.0817023119678149","1"
"Yes","2008","Full Time","East Germany","130","0.0661801924590614","0.0548703993919895","0.0774899855261334","1"
"Yes","2008","Part Time","West Germany","344","0.104845073573429","0.0946636989019978","0.115026448244861","1"
"Yes","2008","Part Time","East Germany","112","0.122428446414119","0.101418510708198","0.143438382120039","1"
"Yes","2008","Not Working","West Germany","904","0.160952022860368","0.151231188660495","0.170672857060241","1"
"Yes","2008","Not Working","East Germany","368","0.187434214626686","0.170253154126352","0.20461527512702","1"
"No","2009","Full Time","West Germany","4773","0.917191807482303","0.909696941794716","0.924686673169891","2"
"No","2009","Full Time","East Germany","1635","0.917139097317323","0.904414540607985","0.929863654026661","2"
"No","2009","Part Time","West Germany","2986","0.888486021745754","0.877811097243991","0.899160946247517","2"
"No","2009","Part Time","East Germany","792","0.887854889738283","0.867065697163135","0.90864408231343","2"
"No","2009","Not Working","West Germany","4073","0.814168287400673","0.803386764874716","0.82494980992663","2"
"No","2009","Not Working","East Germany","1509","0.80578926082288","0.78782101788426","0.823757503761499","2"
"Yes","2009","Full Time","West Germany","421","0.0828081925176967","0.0753133268301093","0.0903030582052841","1"
"Yes","2009","Full Time","East Germany","168","0.082860902682677","0.0701363459733387","0.0955854593920153","1"
"Yes","2009","Part Time","West Germany","354","0.111513978254246","0.100839053752483","0.122188902756009","1"
"Yes","2009","Part Time","East Germany","93","0.112145110261717","0.09135591768657","0.132934302836865","1"
"Yes","2009","Not Working","West Germany","927","0.185831712599327","0.17505019007337","0.196613235125284","1"
"Yes","2009","Not Working","East Germany","353","0.19421073917712","0.176242496238501","0.21217898211574","1"
"No","2010","Full Time","West Germany","6484","0.927000226169962","0.920933932606879","0.933066519733045","2"
"No","2010","Full Time","East Germany","1989","0.922431293368907","0.911184505160415","0.933678081577398","2"
"No","2010","Part Time","West Germany","4386","0.888047243823642","0.879397003197636","0.896697484449647","2"
"No","2010","Part Time","East Germany","1073","0.896644107165237","0.879727410125293","0.913560804205181","2"
"No","2010","Not Working","West Germany","5153","0.811786095161649","0.802190128774801","0.821382061548497","2"
"No","2010","Not Working","East Germany","1646","0.796401703530167","0.779046648946476","0.813756758113859","2"
"Yes","2010","Full Time","West Germany","580","0.0729997738300382","0.0669334802669552","0.0790660673931212","1"
"Yes","2010","Full Time","East Germany","184","0.0775687066310934","0.0663219184226018","0.0888154948395849","1"
"Yes","2010","Part Time","West Germany","718","0.111952756176358","0.103302515550353","0.120602996802364","1"
"Yes","2010","Part Time","East Germany","171","0.103355892834763","0.0864391957948185","0.120272589874707","1"
"Yes","2010","Not Working","West Germany","1221","0.188213904838351","0.178617938451503","0.197809871225199","1"
"Yes","2010","Not Working","East Germany","422","0.203598296469832","0.186243241886141","0.220953351053524","1"
"No","2011","Full Time","West Germany","7463","0.909408423294198","0.90318531573253","0.915631530855865","2"
"No","2011","Not Working","West Germany","6257","0.809727333420039","0.800980002951904","0.818474663888174","2"
"No","2011","Full Time","East Germany","2272","0.924297453023288","0.913865617326405","0.934729288720171","2"
"No","2011","Part Time","West Germany","5421","0.88014527709579","0.87207695605354","0.888213598138039","2"
"No","2011","Part Time","East Germany","1232","0.874990502024952","0.857949818912335","0.89203118513757","2"
