"ple0053","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","1994","higher vocational","658","0.849284211912822","0.823781104913081","0.874787318912562","2"
"No","1994","higher education","1502","0.90433462127655","0.890151067949112","0.918518174603989","2"
"No","1994","middle vocational","5802","0.860987013500199","0.852626611822521","0.869347415177876","2"
"No","1994","vocational + Abi","343","0.881943192135674","0.850041212019719","0.913845172251629","2"
"Yes","1994","general elemantary","323","0.146228414170722","0.132394525023618","0.160062303317827","1"
"Yes","1994","middle vocational","776","0.139012986499801","0.130652584822124","0.147373388177478","1"
"Yes","1994","vocational + Abi","50","0.118056807864326","0.0861548277483706","0.149958787980281","1"
"Yes","1994","higher vocational","98","0.150715788087178","0.125212681087438","0.176218895086919","1"
"Yes","1994","higher education","150","0.0956653787234496","0.0814818253960115","0.109848932050888","1"
"Yes","1994","in school","13","","","","1"
"Yes","1994","inadequately","73","0.129551756429685","0.101663997039311","0.15743951582006","1"
"No","1995","in school","265","0.931291765665242","0.901975250141584","0.960608281188901","2"
"No","1995","inadequately","467","0.890032636386672","0.863448218965036","0.916617053808308","2"
"No","1995","general elemantary","2148","0.835526319408833","0.820994956143321","0.850057682674344","2"
"No","1995","higher vocational","679","0.868772925658762","0.844783457218251","0.892762394099273","2"
"No","1995","higher education","1586","0.8988359707102","0.884728056435606","0.912943884984793","2"
"No","1995","middle vocational","5923","0.875147211526115","0.86724635967366","0.883048063378571","2"
"No","1995","vocational + Abi","419","0.883557335176567","0.854802718730702","0.912311951622432","2"
"Yes","1995","general elemantary","352","0.164473680591167","0.149942317325656","0.179005043856679","1"
"Yes","1995","middle vocational","801","0.124852788473885","0.11695193662143","0.13275364032634","1"
"Yes","1995","vocational + Abi","59","0.116442664823433","0.0876880483775682","0.145197281269298","1"
"Yes","1995","higher vocational","82","0.131227074341238","0.107237605900727","0.155216542781749","1"
"Yes","1995","higher education","169","0.1011640292898","0.087056115015207","0.115271943564393","1"
"Yes","1995","in school","21","","","","1"
"Yes","1995","inadequately","65","0.109967363613328","0.0833829461916915","0.136551781034964","1"
"No","1996","in school","273","0.93711388659974","0.909364844882939","0.96486292831654","2"
"No","1996","inadequately","422","0.844129057080409","0.812174522390972","0.876083591769847","2"
"No","1996","general elemantary","2083","0.85446160903117","0.840362026060762","0.868561192001578","2"
"No","1996","higher vocational","668","0.870770277181211","0.846983565070357","0.894556989292066","2"
"No","1996","higher education","1573","0.885769270521628","0.870937889365331","0.900600651677925","2"
"No","1996","middle vocational","5813","0.870885624782118","0.862807328815702","0.878963920748533","2"
"No","1996","vocational + Abi","419","0.882840917610613","0.854009675691021","0.911672159530205","2"
"Yes","1996","general elemantary","320","0.14553839096883","0.131438807998422","0.159637973939238","1"
"Yes","1996","middle vocational","806","0.129114375217883","0.121036079251468","0.137192671184298","1"
"Yes","1996","vocational + Abi","59","0.117159082389387","0.0883278404697946","0.145990324308979","1"
"Yes","1996","higher vocational","96","0.129229722818789","0.105443010707934","0.153016434929643","1"
"Yes","1996","higher education","194","0.114230729478372","0.0993993483220753","0.129062110634669","1"
"Yes","1996","in school","21","","","","1"
"Yes","1996","inadequately","73","0.155870942919591","0.123916408230153","0.187825477609028","1"
"No","1997","in school","291","0.898921595347674","0.865633962672891","0.932209228022458","2"
"No","1997","inadequately","404","0.855844558820401","0.823919288641741","0.88776982899906","2"
"No","1997","general elemantary","1994","0.839540380396115","0.824653341516134","0.854427419276096","2"
"No","1997","higher vocational","674","0.89228281194159","0.870284994704308","0.914280629178871","2"
"No","1997","higher education","1606","0.89732958391433","0.883189235452269","0.911469932376391","2"
"No","1997","middle vocational","5700","0.871831546720738","0.863698886947786","0.87996420649369","2"
"No","1997","vocational + Abi","398","0.87954535875089","0.849703155713731","0.909387561788049","2"
"Yes","1997","general elemantary","341","0.160459619603885","0.145572580723904","0.175346658483866","1"
"Yes","1997","middle vocational","790","0.128168453279262","0.12003579350631","0.136301113052214","1"
"Yes","1997","vocational + Abi","59","0.12045464124911","0.0906124382119512","0.150296844286269","1"
"Yes","1997","higher vocational","89","0.10771718805841","0.0857193708211286","0.129715005295692","1"
"Yes","1997","higher education","164","0.10267041608567","0.0885300676236087","0.116810764547731","1"
"Yes","1997","inadequately","61","0.144155441179599","0.11223017100094","0.176080711358259","1"
"Yes","1997","in school","24","","","","1"
"No","1998","in school","313","0.916739476042053","0.8870213386982","0.946457613385907","2"
"No","1998","inadequately","386","0.847291975735014","0.813983361873924","0.880600589596104","2"
"No","1998","general elemantary","2205","0.855079924652264","0.841435652991241","0.868724196313287","2"
"No","1998","higher education","1762","0.886930955579121","0.872971723627221","0.900890187531022","2"
"No","1998","higher vocational","731","0.884331904787491","0.862534249764942","0.90612955981004","2"
"No","1998","middle vocational","6185","0.869848635488499","0.861993361287294","0.877703909689703","2"
"No","1998","vocational + Abi","448","0.880107271498135","0.851942783053094","0.908271759943176","2"
"Yes","1998","general elemantary","352","0.144920075347736","0.131275803686713","0.158564347008759","1"
"Yes","1998","middle vocational","863","0.130151364511501","0.122296090310297","0.138006638712706","1"
"Yes","1998","vocational + Abi","63","0.119892728501865","0.0917282400568241","0.148057216946906","1"
"Yes","1998","higher vocational","96","0.115668095212509","0.0938704401899604","0.137465750235058","1"
"Yes","1998","higher education","215","0.113069044420879","0.0991098124689777","0.12702827637278","1"
"Yes","1998","inadequately","62","0.152708024264986","0.119399410403896","0.186016638126076","1"
"Yes","1998","in school","19","","","","1"
"No","1999","in school","291","0.866310812404075","0.82908187983003","0.903539744978121","2"
"No","1999","inadequately","376","0.888009791171421","0.858063558410694","0.917956023932147","2"
"No","1999","general elemantary","2098","0.835280101349528","0.820610341283818","0.849949861415238","2"
"No","1999","higher vocational","722","0.88650822839738","0.8648375879455","0.908178868849259","2"
"No","1999","higher education","1747","0.883349116642005","0.869170448478209","0.897527784805801","2"
"No","1999","middle vocational","6122","0.868694443491011","0.860759962110079","0.876628924871942","2"
"No","1999","vocational + Abi","454","0.869035181175744","0.839727247350432","0.898343115001056","2"
"Yes","1999","general elemantary","358","0.164719898650472","0.150050138584762","0.179389658716182","1"
"Yes","1999","middle vocational","838","0.131305556508989","0.123371075128058","0.139240037889921","1"
"Yes","1999","vocational + Abi","55","0.130964818824256","0.101656884998944","0.160272752649568","1"
"Yes","1999","higher vocational","101","0.11349177160262","0.0918211311507405","0.1351624120545","1"
"Yes","1999","higher education","222","0.116650883357995","0.102472215194199","0.130829551521791","1"
"Yes","1999","inadequately","50","0.111990208828579","0.0820439760678529","0.141936441589306","1"
"Yes","1999","in school","30","0.133689187595925","0.0964602550218793","0.17091812016997","1"
"No","2000","in school","475","0.956746124876545","0.938879427287752","0.974612822465338","2"
"No","2000","inadequately","354","0.870928145669678","0.838274812688514","0.903581478650842","2"
"No","2000","general elemantary","3081","0.853833366262156","0.842248179226317","0.865418553297994","2"
"No","2000","higher vocational","1658","0.878854767826497","0.864148108020095","0.8935614276329","2"
"No","2000","higher education","3451","0.900178362008566","0.890689837855058","0.909666886162073","2"
"No","2000","middle vocational","11285","0.876314476422858","0.87062197883244","0.882006974013276","2"
"No","2000","vocational + Abi","1002","0.885491837273377","0.866909341380148","0.904074333166607","2"
"Yes","2000","general elemantary","491","0.146166633737844","0.134581446702006","0.157751820773683","1"
"Yes","2000","middle vocational","1564","0.123685523577142","0.117993025986724","0.12937802116756","1"
"Yes","2000","vocational + Abi","126","0.114508162726623","0.0959256668333931","0.133090658619852","1"
"Yes","2000","higher vocational","233","0.121145232173503","0.1064385723671","0.135851891979905","1"
"Yes","2000","higher education","383","0.0998216379914345","0.0903331138379268","0.109310162144942","1"
"Yes","2000","in school","23","","","","1"
"Yes","2000","inadequately","51","0.129071854330322","0.0964185213491579","0.161725187311486","1"
"No","2001","in school","521","0.954455016507545","0.936982621687161","0.971927411327929","2"
"No","2001","inadequately","275","0.873374763367212","0.836474348552741","0.910275178181682","2"
"No","2001","general elemantary","2682","0.85243910379367","0.839982314715074","0.864895892872265","2"
"No","2001","higher vocational","1472","0.872669201088396","0.856724576464315","0.888613825712477","2"
"No","2001","higher education","3191","0.896169716182216","0.886140972495267","0.906198459869164","2"
"No","2001","middle vocational","10175","0.871729183940372","0.865648975934928","0.877809391945817","2"
"No","2001","vocational + Abi","953","0.891217138648869","0.872604160704157","0.909830116593581","2"
"Yes","2001","general elemantary","432","0.147560896206331","0.135104107127735","0.160017685284926","1"
"Yes","2001","middle vocational","1444","0.128270816059627","0.122190608054183","0.134351024065071","1"
"Yes","2001","vocational + Abi","122","0.108782861351131","0.090169883406419","0.127395839295843","1"
"Yes","2001","higher vocational","207","0.127330798911604","0.111386174287523","0.143275423535685","1"
"Yes","2001","higher education","363","0.103830283817784","0.0938015401308363","0.113859027504733","1"
"Yes","2001","in school","26","","","","1"
"Yes","2001","inadequately","37","0.126625236632788","0.0897248218183177","0.163525651447259","1"
"No","2002","higher vocational","1535","0.877450363234541","0.862077857274647","0.892822869194434","2"
"No","2002","higher education","4089","0.889182821113975","0.880074843942426","0.898290798285525","2"
"No","2002","in school","579","0.934083481502573","0.914488371242667","0.953678591762479","2"
"No","2002","inadequately","247","0.842192220353149","0.79979291529812","0.884591525408179","2"
"No","2002","general elemantary","2493","0.844863448609324","0.831725419983625","0.858001477235023","2"
"No","2002","middle vocational","10237","0.87492294838843","0.868911027117028","0.880934869659832","2"
"No","2002","vocational + Abi","1042","0.881560005130131","0.863107702227619","0.900012308032644","2"
"Yes","2002","general elemantary","424","0.155136551390676","0.141998522764977","0.168274580016375","1"
"Yes","2002","middle vocational","1394","0.12507705161157","0.119065130340168","0.131088972882972","1"
"Yes","2002","in school","37","0.0659165184974269","0.0463214082375212","0.0855116287573326","1"
"Yes","2002","inadequately","37","0.15780777964685","0.115408474591821","0.20020708470188","1"
"Yes","2002","vocational + Abi","136","0.118439994869869","0.0999876919673565","0.136892297772381","1"
"Yes","2002","higher vocational","213","0.122549636765459","0.107177130805566","0.137922142725352","1"
"Yes","2002","higher education","474","0.110817178886025","0.101709201714475","0.119925156057574","1"
"No","2003","higher vocational","1491","0.880737873358723","0.865286063708807","0.89618968300864","2"
"No","2003","higher education","3879","0.890531967561867","0.881261049896018","0.899802885227717","2"
"No","2003","in school","579","0.945390348268702","0.927403372927332","0.963377323610072","2"
"No","2003","inadequately","235","0.831322995430402","0.786490436199724","0.876155554661079","2"
"No","2003","general elemantary","2364","0.851047966712456","0.837743329615582","0.864352603809331","2"
"No","2003","middle vocational","9782","0.874597521556362","0.868447145578855","0.880747897533869","2"
"No","2003","vocational + Abi","1030","0.859097341017663","0.83908431486175","0.879110367173576","2"
"Yes","2003","general elemantary","387","0.148952033287544","0.135647396190669","0.162256670384418","1"
"Yes","2003","middle vocational","1356","0.125402478443638","0.119252102466131","0.131552854421145","1"
"Yes","2003","in school","34","0.0546096517312981","0.0366226763899279","0.0725966270726683","1"
"Yes","2003","inadequately","33","0.168677004569598","0.123844445338921","0.213509563800276","1"
"Yes","2003","vocational + Abi","131","0.140902658982337","0.120889632826424","0.16091568513825","1"
"Yes","2003","higher vocational","199","0.119262126641277","0.10381031699136","0.134713936291193","1"
"Yes","2003","higher education","478","0.109468032438133","0.100197114772283","0.118738950103982","1"
"No","2004","higher education","3826","0.880192774846314","0.870486685881531","0.889898863811097","2"
"No","2004","higher vocational","1420","0.85143746207854","0.834219186813663","0.868655737343416","2"
"No","2004","in school","602","0.942556477198269","0.924472508061032","0.960640446335506","2"
"No","2004","inadequately","219","0.853192990721888","0.809754469118122","0.896631512325654","2"
"No","2004","general elemantary","2233","0.855509377557826","0.841982061783354","0.869036693332297","2"
"No","2004","middle vocational","9474","0.867526405107125","0.861138469307654","0.873914340906596","2"
"No","2004","vocational + Abi","1048","0.907791605497783","0.89116373838528","0.924419472610286","2"
"Yes","2004","general elemantary","362","0.144490622442175","0.130963306667703","0.158017938216646","1"
"Yes","2004","middle vocational","1345","0.132473594892875","0.126085659093404","0.138861530692346","1"
"Yes","2004","in school","34","0.0574435228017311","0.0393595536644945","0.0755274919389677","1"
"Yes","2004","inadequately","36","0.146807009278112","0.103368487674346","0.190245530881878","1"
"Yes","2004","vocational + Abi","115","0.0922083945022173","0.0755805273897144","0.10883626161472","1"
"Yes","2004","higher vocational","219","0.14856253792146","0.131344262656584","0.165780813186337","1"
"Yes","2004","higher education","474","0.119807225153686","0.110101136188903","0.129513314118469","1"
"No","2005","higher education","3721","0.890454919303696","0.880973209822531","0.89993662878486","2"
"No","2005","higher vocational","1374","0.875721551179608","0.85935611554708","0.892086986812137","2"
"No","2005","in school","624","0.947420380343162","0.930248975634213","0.964591785052112","2"
"No","2005","inadequately","215","0.899642448647826","0.861940554002893","0.937344343292759","2"
"No","2005","general elemantary","2103","0.857817384742535","0.84386846676318","0.87176630272189","2"
"No","2005","middle vocational","9077","0.875892220246966","0.869516262604108","0.882268177889824","2"
"No","2005","vocational + Abi","1027","0.902440424376003","0.885163065356544","0.919717783395463","2"
"Yes","2005","general elemantary","305","0.142182615257465","0.12823369727811","0.15613153323682","1"
"Yes","2005","middle vocational","1195","0.124107779753034","0.117731822110176","0.130483737395892","1"
"Yes","2005","inadequately","29","","","","1"
"Yes","2005","in school","25","","","","1"
"Yes","2005","vocational + Abi","106","0.0975595756239967","0.0802822166045373","0.114836934643456","1"
"Yes","2005","higher vocational","187","0.124278448820392","0.107913013187863","0.14064388445292","1"
"Yes","2005","higher education","447","0.109545080696304","0.10006337121514","0.119026790177469","1"
"No","2006","higher education","4104","0.893742354540883","0.884821385124205","0.902663323957561","2"
"No","2006","higher vocational","1457","0.865713167234368","0.849286372931464","0.882139961537272","2"
"No","2006","in school","375","0.943992359772812","0.921374020468585","0.96661069907704","2"
"No","2006","inadequately","211","0.844572421389207","0.798829693721349","0.890315149057066","2"
"No","2006","general elemantary","2135","0.844822784875013","0.83062408236694","0.859021487383087","2"
"No","2006","middle vocational","9797","0.871329904058087","0.865106531228908","0.877553276887266","2"
"No","2006","vocational + Abi","1079","0.892178566898274","0.87476752818812","0.909589605608427","2"
"Yes","2006","general elemantary","363","0.155177215124987","0.140978512616913","0.16937591763306","1"
"Yes","2006","middle vocational","1323","0.128670095941913","0.122446723112734","0.134893468771092","1"
"Yes","2006","in school","22","","","","1"
"Yes","2006","inadequately","30","0.155427578610793","0.109684850942934","0.201170306278651","1"
"Yes","2006","vocational + Abi","140","0.107821433101726","0.0904103943915725","0.12523247181188","1"
"Yes","2006","higher vocational","198","0.134286832765632","0.117860038462728","0.150713627068536","1"
"Yes","2006","higher education","480","0.106257645459117","0.097336676042439","0.115178614875795","1"
"No","2007","higher vocational","1348","0.875269380861319","0.858734814166407","0.891803947556231","2"
"No","2007","higher education","3889","0.879819058756824","0.870208802643545","0.889429314870103","2"
"No","2007","in school","317","0.924782712349141","0.896665748243035","0.952899676455246","2"
"No","2007","inadequately","187","0.870214753386933","0.825705335143963","0.914724171629903","2"
"No","2007","general elemantary","1886","0.850233517396667","0.83538292610408","0.865084108689253","2"
"No","2007","middle vocational","9121","0.875313440592267","0.868948863734677","0.881678017449857","2"
"No","2007","vocational + Abi","1047","0.891894219871321","0.874116935587834","0.909671504154807","2"
"Yes","2007","general elemantary","332","0.149766482603334","0.134915891310747","0.16461707389592","1"
"Yes","2007","middle vocational","1229","0.124686559407733","0.118321982550144","0.131051136265323","1"
"Yes","2007","in school","21","","","","1"
"Yes","2007","inadequately","32","0.129785246613067","0.0852758283700974","0.174294664856037","1"
"Yes","2007","vocational + Abi","125","0.108105780128679","0.0903284958451925","0.125883064412166","1"
"Yes","2007","higher vocational","186","0.124730619138681","0.108196052443769","0.141265185833593","1"
"Yes","2007","higher education","509","0.120180941243176","0.110570685129897","0.129791197356455","1"
"No","2008","higher vocational","1249","0.872359269584727","0.854985042386646","0.889733496782807","2"
"No","2008","higher education","3726","0.880248972022638","0.870424154411791","0.890073789633484","2"
"No","2008","in school","334","0.944457255554141","0.920564537430127","0.968349973678154","2"
"No","2008","inadequately","166","0.909413568554068","0.867941903713477","0.95088523339466","2"
"No","2008","general elemantary","1741","0.856537017109869","0.841280439863687","0.871793594356051","2"
"No","2008","middle vocational","8591","0.884967783746985","0.878637237902583","0.891298329591388","2"
"No","2008","vocational + Abi","981","0.898452270465626","0.880569885992453","0.916334654938799","2"
"Yes","2008","general elemantary","287","0.143462982890131","0.128206405643949","0.158719560136313","1"
"Yes","2008","middle vocational","1167","0.115032216253015","0.108701670408612","0.121362762097417","1"
"Yes","2008","in school","19","","","","1"
"Yes","2008","inadequately","18","","","","1"
"Yes","2008","vocational + Abi","115","0.101547729534374","0.0836653450612006","0.119430114007547","1"
"Yes","2008","higher vocational","168","0.127640730415273","0.110266503217193","0.145014957613354","1"
"Yes","2008","higher education","469","0.119751027977363","0.109926210366516","0.129575845588209","1"
"No","2009","higher vocational","1151","0.874837942129988","0.857080912109633","0.892594972150342","2"
"No","2009","higher education","3571","0.88183348350559","0.871881940012546","0.891785026998634","2"
"No","2009","in school","294","0.952029856154946","0.928317124396036","0.975742587913856","2"
"No","2009","inadequately","147","0.879343216556023","0.83008841987291","0.928598013239135","2"
"No","2009","general elemantary","1549","0.86659078420603","0.850913567432822","0.882268000979238","2"
"No","2009","middle vocational","7855","0.862411713139396","0.855331172296304","0.869492253982488","2"
"No","2009","vocational + Abi","902","0.881032851644241","0.860987032519785","0.901078670768697","2"
"Yes","2009","general elemantary","258","0.13340921579397","0.117731999020762","0.149086432567178","1"
"Yes","2009","middle vocational","1237","0.137588286860604","0.130507746017512","0.144668827703696","1"
"Yes","2009","in school","18","","","","1"
