"ple0014","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"No","2017","Part Time","Rural Area","2477","0.939164589794126","0.929997941262504","0.948331238325747"
"No","2017","Not Working","Urban Area","4652","0.812129245239708","0.801837934807707","0.822420555671709"
"No","2017","Not Working","Rural Area","2529","0.789596861671026","0.77524870673934","0.803945016602712"
"Yes","2018","Full Time","Urban Area","","","",""
"Yes","2018","Full Time","Rural Area","","","",""
"Yes","2018","Part Time","Urban Area","","","",""
"Yes","2018","Part Time","Rural Area","","","",""
"Yes","2018","Not Working","Urban Area","","","",""
"Yes","2018","Not Working","Rural Area","","","",""
"No","2018","Full Time","Urban Area","","","",""
"No","2018","Full Time","Rural Area","","","",""
"No","2018","Part Time","Urban Area","","","",""
"No","2018","Part Time","Rural Area","","","",""
"No","2018","Not Working","Urban Area","","","",""
"No","2018","Not Working","Rural Area","","","",""
"Yes","2019","Full Time","Urban Area","236","0.0402062569233671","0.0353458010470055","0.0450667127997288"
"Yes","2019","Full Time","Rural Area","162","0.0485625705845781","0.0415729058966099","0.0555522352725464"
"Yes","2019","Part Time","Urban Area","237","0.0477648897379932","0.0414690482794483","0.0540607311965381"
"Yes","2019","Part Time","Rural Area","134","0.0692751768702532","0.0590866277987149","0.0794637259417915"
"Yes","2019","Not Working","Urban Area","832","0.190645482132538","0.179524912517224","0.201766051747852"
"Yes","2019","Not Working","Rural Area","556","0.213549759652989","0.198535689369589","0.228563829936388"
"No","2019","Full Time","Urban Area","6039","0.959793743076633","0.954933287200271","0.964654198952995"
"No","2019","Full Time","Rural Area","3471","0.951437429415422","0.944447764727454","0.95842709410339"
"No","2019","Part Time","Urban Area","4171","0.952235110262007","0.945939268803462","0.958530951720552"
"No","2019","Part Time","Rural Area","2252","0.930724823129747","0.920536274058208","0.940913372201285"
"No","2019","Not Working","Urban Area","3961","0.809354517867462","0.798233948252148","0.820475087482776"
"No","2019","Not Working","Rural Area","2306","0.786450240347011","0.771436170063612","0.801464310630411"
