"ple0014","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Schleswig-Holstein","Not Employed","40","0.189099068142099","0.137117612334189","0.24108052395001"
"Yes","2009","Schleswig-Holstein","Employed","13","","",""
"Yes","2009","Hamburg","Not Employed","16","","",""
"Yes","2009","Hamburg","Employed","1","","",""
"Yes","2009","Lower Saxony","Not Employed","139","0.226944989805872","0.194494324637627","0.259395654974116"
"Yes","2009","Lower Saxony","Employed","43","0.0361708907463396","0.0246386692025758","0.0477031122901033"
"Yes","2009","Bremen","Not Employed","2","","",""
"Yes","2009","Bremen","Employed","","","",""
"Yes","2009","North Rhine-Westphalia","Not Employed","268","0.210036384959712","0.188699309905181","0.231373460014242"
"Yes","2009","North Rhine-Westphalia","Employed","76","0.0298775724702111","0.0228350888588635","0.0369200560815586"
"Yes","2009","Hesse","Not Employed","84","0.215550043066375","0.176224011403125","0.254876074729624"
"Yes","2009","Hesse","Employed","31","0.0373449661889432","0.0242551982133797","0.0504347341645068"
"Yes","2009","Rhineland-Palatinate,Saarland","Not Employed","65","0.165306187025603","0.128812755175868","0.201799618875338"
"Yes","2009","Rhineland-Palatinate,Saarland","Employed","26","","",""
"Yes","2009","Baden-Württemberg","Not Employed","90","0.179953876255156","0.152238571838755","0.207669180671556"
"Yes","2009","Baden-Württemberg","Employed","39","0.0319084355937514","0.0226354513507397","0.041181419836763"
"Yes","2009","Bavaria","Not Employed","159","0.195319478345055","0.169659992763855","0.220978963926254"
"Yes","2009","Bavaria","Employed","63","0.0416651753989062","0.0321969556596168","0.0511333951381956"
"Yes","2009","Berlin","Not Employed","60","0.288127420307892","0.231647634341654","0.344607206274129"
"Yes","2009","Berlin","Employed","19","","",""
"Yes","2009","Brandenburg","Not Employed","70","0.225042263644716","0.18153943336713","0.268545093922302"
"Yes","2009","Brandenburg","Employed","22","","",""
"Yes","2009","Mecklenburg-Western Pomerania","Not Employed","45","0.273891507982803","0.211299220005761","0.336483795959844"
"Yes","2009","Mecklenburg-Western Pomerania","Employed","9","","",""
"Yes","2009","Saxony","Not Employed","103","0.184998112568383","0.151909145427644","0.218087079709122"
"Yes","2009","Saxony","Employed","26","","",""
"Yes","2009","Saxony-Anhalt","Not Employed","60","0.187359337183555","0.14335134396027","0.231367330406841"
"Yes","2009","Saxony-Anhalt","Employed","17","","",""
"Yes","2009","Thuringia","Not Employed","81","0.227597504674556","0.184405895177494","0.270789114171618"
"Yes","2009","Thuringia","Employed","9","","",""
"No","2009","Schleswig-Holstein","Not Employed","178","0.810900931857901","0.75891947604999","0.862882387665811"
"No","2009","Schleswig-Holstein","Employed","285","0.956514047233527","0.933358229092814","0.97966986537424"
"No","2009","Hamburg","Not Employed","91","0.841705864212202","0.772543665437132","0.910868062987271"
"No","2009","Hamburg","Employed","163","0.996038908595995","0.986425625076908","1.00565219211508"
"No","2009","Lower Saxony","Not Employed","501","0.773055010194128","0.740604345025884","0.805505675362373"
"No","2009","Lower Saxony","Employed","964","0.96382910925366","0.952296887709897","0.975361330797424"
