"ple0014","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","2018","Urban Area","West Germany","","","",""
"Yes","2018","Urban Area","East Germany","","","",""
"Yes","2018","Rural Area","West Germany","","","",""
"Yes","2018","Rural Area","East Germany","","","",""
"No","2018","Urban Area","West Germany","","","",""
"No","2018","Urban Area","East Germany","","","",""
"No","2018","Rural Area","West Germany","","","",""
"No","2018","Rural Area","East Germany","","","",""
"Yes","2019","Urban Area","West Germany","1161","0.094038187087124","0.0891935474951416","0.0988828266791064"
"Yes","2019","Urban Area","East Germany","144","0.102409179479856","0.0872272366084252","0.117591122351288"
"Yes","2019","Rural Area","West Germany","454","0.104355139953478","0.0961128016389762","0.11259747826798"
"Yes","2019","Rural Area","East Germany","398","0.128255767968505","0.117326999042585","0.139184536894424"
"No","2019","Urban Area","West Germany","12783","0.905961812912876","0.901117173320894","0.910806452504859"
"No","2019","Urban Area","East Germany","1388","0.897590820520144","0.882408877648713","0.912772763391575"
"No","2019","Rural Area","West Germany","4831","0.895644860046522","0.88740252173202","0.903887198361024"
"No","2019","Rural Area","East Germany","3198","0.871744232031495","0.860815463105576","0.882673000957415"
