"ple0014","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Schleswig-Holstein","West Germany","53","0.103911401739022","0.0775826470795839","0.13024015639846"
"Yes","2009","Schleswig-Holstein","East Germany","","","",""
"Yes","2009","Hamburg","West Germany","17","","",""
"Yes","2009","Hamburg","East Germany","","","",""
"Yes","2009","Lower Saxony","West Germany","182","0.111104903071811","0.0959276505804242","0.126282155563198"
"Yes","2009","Lower Saxony","East Germany","","","",""
"Yes","2009","Bremen","West Germany","2","","",""
"Yes","2009","Bremen","East Germany","","","",""
"Yes","2009","North Rhine-Westphalia","West Germany","344","0.100706368270744","0.0909367284917738","0.110476008049714"
"Yes","2009","North Rhine-Westphalia","East Germany","","","",""
"Yes","2009","Hesse","West Germany","115","0.0997026982555761","0.0829320717845326","0.11647332472662"
"Yes","2009","Hesse","East Germany","","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","West Germany","91","0.091233859056559","0.0736235506949551","0.108844167418163"
"Yes","2009","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Yes","2009","Baden-Württemberg","West Germany","129","0.0840828593672572","0.0722642346505797","0.0959014840839348"
"Yes","2009","Baden-Württemberg","East Germany","","","",""
"Yes","2009","Bavaria","West Germany","222","0.0941248034256381","0.0829607569451623","0.105288849906114"
"Yes","2009","Bavaria","East Germany","","","",""
"Yes","2009","Berlin","West Germany","37","0.12191224235532","0.0883466528035393","0.155477831907101"
"Yes","2009","Berlin","East Germany","42","0.152186589813157","0.112891896059504","0.19148128356681"
"Yes","2009","Brandenburg","West Germany","","","",""
"Yes","2009","Brandenburg","East Germany","92","0.129455264802148","0.106119613206846","0.152790916397449"
"Yes","2009","Mecklenburg-Western Pomerania","West Germany","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","East Germany","54","0.135406845936193","0.10466918455538","0.166144507317006"
"Yes","2009","Saxony","West Germany","","","",""
"Yes","2009","Saxony","East Germany","129","0.0915730557995308","0.0763225733925214","0.10682353820654"
"Yes","2009","Saxony-Anhalt","West Germany","","","",""
"Yes","2009","Saxony-Anhalt","East Germany","77","0.0964209626840216","0.0755996433024038","0.117242282065639"
"Yes","2009","Thuringia","West Germany","","","",""
"Yes","2009","Thuringia","East Germany","90","0.106184221639138","0.085162169003762","0.127206274274514"
"No","2009","Schleswig-Holstein","West Germany","463","0.896088598260978","0.86975984360154","0.922417352920416"
"No","2009","Schleswig-Holstein","East Germany","","","",""
"No","2009","Hamburg","West Germany","254","0.93476894492332","0.905369252629131","0.96416863721751"
"No","2009","Hamburg","East Germany","","","",""
"No","2009","Lower Saxony","West Germany","1465","0.888895096928189","0.873717844436802","0.904072349419576"
"No","2009","Lower Saxony","East Germany","","","",""
"No","2009","Bremen","West Germany","118","0.978678493204069","0.952832904022313","1.00452408238583"
"No","2009","Bremen","East Germany","","","",""
"No","2009","North Rhine-Westphalia","West Germany","3301","0.899293631729256","0.889523991950287","0.909063271508226"
"No","2009","North Rhine-Westphalia","East Germany","","","",""
"No","2009","Hesse","West Germany","1111","0.900297301744424","0.88352667527338","0.917067928215468"
"No","2009","Hesse","East Germany","","","",""
"No","2009","Rhineland-Palatinate,Saarland","West Germany","936","0.908766140943441","0.891155832581837","0.926376449305045"
"No","2009","Rhineland-Palatinate,Saarland","East Germany","","","",""
"No","2009","Baden-Württemberg","West Germany","1989","0.915917140632743","0.904098515916065","0.92773576534942"
"No","2009","Baden-Württemberg","East Germany","","","",""
"No","2009","Bavaria","West Germany","2406","0.905875196574362","0.894711150093886","0.917039243054838"
"No","2009","Bavaria","East Germany","","","",""
"No","2009","Berlin","West Germany","328","0.87808775764468","0.844522168092899","0.911653347196461"
"No","2009","Berlin","East Germany","279","0.847813410186843","0.80851871643319","0.887108103940496"
"No","2009","Brandenburg","West Germany","","","",""
"No","2009","Brandenburg","East Germany","703","0.870544735197852","0.84720908360255","0.893880386793154"
"No","2009","Mecklenburg-Western Pomerania","West Germany","","","",""
"No","2009","Mecklenburg-Western Pomerania","East Germany","422","0.864593154063807","0.833855492682994","0.89533081544462"
"No","2009","Saxony","West Germany","","","",""
"No","2009","Saxony","East Germany","1245","0.908426944200469","0.89317646179346","0.923677426607479"
"No","2009","Saxony-Anhalt","West Germany","","","",""
"No","2009","Saxony-Anhalt","East Germany","695","0.903579037315978","0.882757717934361","0.924400356697596"
"No","2009","Thuringia","West Germany","","","",""
"No","2009","Thuringia","East Germany","735","0.893815778360862","0.872793725725486","0.914837830996238"
"Yes","2010","Schleswig-Holstein","West Germany","","","",""
"Yes","2010","Schleswig-Holstein","East Germany","","","",""
"Yes","2010","Hamburg","West Germany","","","",""
"Yes","2010","Hamburg","East Germany","","","",""
"Yes","2010","Lower Saxony","West Germany","","","",""
"Yes","2010","Lower Saxony","East Germany","","","",""
"Yes","2010","Bremen","West Germany","","","",""
"Yes","2010","Bremen","East Germany","","","",""
"Yes","2010","North Rhine-Westphalia","West Germany","","","",""
"Yes","2010","North Rhine-Westphalia","East Germany","","","",""
"Yes","2010","Hesse","West Germany","","","",""
"Yes","2010","Hesse","East Germany","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Yes","2010","Baden-Württemberg","West Germany","","","",""
"Yes","2010","Baden-Württemberg","East Germany","","","",""
"Yes","2010","Bavaria","West Germany","","","",""
"Yes","2010","Bavaria","East Germany","","","",""
"Yes","2010","Berlin","West Germany","","","",""
"Yes","2010","Berlin","East Germany","","","",""
"Yes","2010","Brandenburg","West Germany","","","",""
"Yes","2010","Brandenburg","East Germany","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","West Germany","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","East Germany","","","",""
"Yes","2010","Saxony","West Germany","","","",""
"Yes","2010","Saxony","East Germany","","","",""
"Yes","2010","Saxony-Anhalt","West Germany","","","",""
