"ple0014","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2019","16-34 y.","Rural Area","1612","0.982604447751764","0.976278839772321","0.988930055731207","2"
"No","2019","35-65 y.","Urban Area","8499","0.940158289244035","0.93525437112361","0.945062207364459","2"
"No","2019","35-65 y.","Rural Area","5006","0.928863097332641","0.921966045161703","0.935760149503579","2"
"No","2019","66 and older","Urban Area","2295","0.755622667741508","0.740399698325426","0.770845637157591","2"
"No","2019","66 and older","Rural Area","1411","0.726410367851533","0.706386154965121","0.746434580737945","2"
"Yes","2019","35-65 y.","Urban Area","488","0.0598417107559653","0.0549377926355407","0.0647456288763898","1"
"Yes","2019","35-65 y.","Rural Area","330","0.0711369026673589","0.0642398504964209","0.0780339548382968","1"
"Yes","2019","16-34 y.","Urban Area","51","0.0150002907443037","0.010931216875436","0.0190693646131713","1"
"Yes","2019","66 and older","Urban Area","766","0.244377332258492","0.229154362842409","0.259600301674574","1"
"Yes","2019","66 and older","Rural Area","493","0.273589632148467","0.253565419262055","0.293613845034879","1"
"Yes","2019","16-34 y.","Rural Area","29","","","","1"
