"year","bula_h","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Baden-Württemberg","general elemantary","4.91","0","692","0","0","4.23","13.51","63.93","4","5.82","0","100","1.42923653125763","2.2823121547699"
"1984","Baden-Württemberg","higher education","3.26","0.92","126","0","0","2.84","6.93","36.93","1.69","4.83","0","82.29","0","1.37637305259705"
"1984","Baden-Württemberg","higher vocational","4.32","0.84","117","0","0","3.28","12.32","82.29","2.13","6.51","0","91.33","0.624491453170776","1.48596322536469"
"1984","Baden-Württemberg","in school","5.26","2.77","35","0","1.32","9.48","12.4","18.09","3.28","7.24","0","22.83","1.77692890167236","6.98186254501343"
"1984","Baden-Württemberg","inadequately","9.29","3.69","291","0","0","9.5","28.03","100","7.44","11.14","0","100","2.62191486358643","3.79440116882324"
"1984","Baden-Württemberg","middle vocational","4.29","0.9","943","0","0","3.94","13.51","35.93","3.67","4.91","0","100","1.30688345432281","1.68653523921967"
"1984","Baden-Württemberg","vocational + Abi","5.81","0","52","0","0","3.43","9.05","75.49","2.09","9.53","0","75.49","0","2.98400950431824"
"1984","Bavaria","general elemantary","6.41","1.09","590","0","0","6.14","17.93","100","5.28","7.54","0","100","1.65222454071045","2.88559603691101"
"1984","Bavaria","higher education","2.84","0","157","0","0","3","8.45","33.53","1.86","3.82","0","34.62","0","1.2523455619812"
"1984","Bavaria","higher vocational","6","0.81","130","0","0","3.51","17.68","100","3.37","8.63","0","100","0","1.72909045219421"
"1984","Bavaria","in school","","","","","","","","","","","","","",""
"1984","Bavaria","inadequately","8.62","2.88","106","0","0","13.01","23.31","49.45","5.92","11.32","0","100","2.88181734085083","6.69090890884399"
"1984","Bavaria","middle vocational","5.42","1.3","1034","0","0","4.75","15.14","81.36","4.63","6.21","0","100","1.4449098110199","1.95044469833374"
"1984","Bavaria","vocational + Abi","5.28","0.48","55","0","0","3.23","18.14","59.08","2.39","8.17","0","59.08","0","2.56367421150208"
"1984","Berlin","general elemantary","5.17","0","99","0","0","2.55","9.69","100","1.99","8.35","0","100","0","1.7011137008667"
"1984","Berlin","higher education","6.42","0","37","0","0","2.63","23.49","76.78","1.6","11.24","0","76.78","0","2.10719203948975"
"1984","Berlin","higher vocational","","","","","","","","","","","","","",""
"1984","Berlin","in school","","","","","","","","","","","","","",""
"1984","Berlin","inadequately","10.67","1.43","39","0","0","3.12","23.63","100","3.12","18.22","0","100","0","2.70585131645203"
"1984","Berlin","middle vocational","3.8","0","187","0","0","2.96","7.25","59.08","2.19","5.41","0","100","0","1.48625099658966"
"1984","Berlin","vocational + Abi","","","","","","","","","","","","","",""
"1984","Brandenburg","general elemantary","","","","","","","","","","","","","",""
"1984","Brandenburg","higher education","","","","","","","","","","","","","",""
"1984","Brandenburg","higher vocational","","","","","","","","","","","","","",""
"1984","Brandenburg","in school","","","","","","","","","","","","","",""
"1984","Brandenburg","inadequately","","","","","","","","","","","","","",""
"1984","Brandenburg","middle vocational","","","","","","","","","","","","","",""
"1984","Brandenburg","vocational + Abi","","","","","","","","","","","","","",""
