"year","e11102","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Employed","Rural Area","5.56","1.83","1367","0","0","6.39","14.68","44.69","5.05","6.07","0","84.34","2.17083859443665","2.99196720123291"
"1985","Employed","Urban Area","4.13","1.19","5487","0","0","4.19","10.65","51.08","3.88","4.38","0","97.9","1.50993502140045","1.68959820270538"
"1985","Not Employed","Rural Area","8","0","916","0","0","5.67","18.59","100","6.61","9.39","0","100","0.97262704372406","1.85285770893097"
"1985","Not Employed","Urban Area","7.86","0","3309","0","0","4","20","100","7.12","8.6","0","100","1.40201854705811","1.81163692474365"
"1986","Employed","Rural Area","5.57","1.81","1371","0","0","5.6","14.16","57.03","5.04","6.1","0","91.88","2.05282688140869","2.79975652694702"
"1986","Employed","Urban Area","4.04","1.12","5327","0","0","3.48","11.42","48.01","3.79","4.29","0","96.57","1.36596214771271","1.51142179965973"
"1986","Not Employed","Rural Area","7.38","0","814","0","0","4.11","17.62","100","6","8.76","0","100","0.953238546848297","1.7249128818512"
"1986","Not Employed","Urban Area","7.82","0","3125","0","0","4.01","19.82","100","7.07","8.57","0","100","1.3393247127533","1.78393971920013"
"1987","Employed","Rural Area","5.48","1.79","1390","0","0","5.41","13.88","59.48","4.93","6.03","0","97.92","1.98269176483154","2.61656498908997"
"1987","Employed","Urban Area","3.81","0.96","5324","0","0","3.46","10.62","43.8","3.57","4.05","0","96.39","1.27842092514038","1.44057059288025"
"1987","Not Employed","Rural Area","7.98","0","770","0","0","4.18","20.9","100","6.5","9.46","0","100","0.672051846981049","1.68477666378021"
"1987","Not Employed","Urban Area","7.29","0","3024","0","0","4.04","18.81","100","6.57","8.01","0","100","1.19865691661835","1.64109885692596"
"1988","Employed","Rural Area","5.39","1.5","1320","0","0","5.42","14.39","60.35","4.82","5.96","0","95.41","1.61720275878906","2.32494688034058"
"1988","Employed","Urban Area","3.72","0.86","5130","0","0","3.41","11.03","41.56","3.48","3.96","0","89.99","1.25833129882812","1.39159607887268"
"1988","Not Employed","Rural Area","7.54","0","704","0","0","3.82","16.88","100","6","9.08","0","100","0","1.33879899978638"
"1988","Not Employed","Urban Area","6.97","0","2866","0","0","3.48","16.34","100","6.21","7.73","0","100","1.13931572437286","1.57057344913483"
