"year","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","East Germany","","","","","","","","","","","","","",""
"1984","West Germany","6.21","1.04","12208","0","0","4.64","16.53","100","5.93","6.49","0","100","1.56784641742706","1.71374344825745"
"1985","East Germany","","","","","","","","","","","","","",""
"1985","West Germany","5.96","1","11079","0","0","4.64","14.18","99.39","5.67","6.25","0","100","1.58738362789154","1.77108573913574"
"1986","East Germany","","","","","","","","","","","","","",""
"1986","West Germany","5.83","0.93","10637","0","0","4.05","14.5","99.16","5.54","6.12","0","100","1.47122251987457","1.61349666118622"
"1987","East Germany","","","","","","","","","","","","","",""
"1987","West Germany","5.55","0.67","10508","0","0","3.94","13.85","96.39","5.27","5.83","0","100","1.39020967483521","1.56106984615326"
"1988","East Germany","","","","","","","","","","","","","",""
"1988","West Germany","5.34","0","10020","0","0","3.84","13.38","95.75","5.06","5.62","0","100","1.32458901405334","1.43888258934021"
"1989","East Germany","","","","","","","","","","","","","",""
"1989","West Germany","5.49","0","9708","0","0","3.54","13.69","99.06","5.19","5.79","0","100","1.22393655776978","1.34236991405487"
"1990","East Germany","","","","","","","","","","","","","",""
"1990","West Germany","4.96","0","9512","0","0","3.35","12.27","86.02","4.68","5.24","0","100","1.09147799015045","1.21171450614929"
"1991","East Germany","","","","","","","","","","","","","",""
"1991","West Germany","4.94","0","9466","0","0","3.24","12.86","86.68","4.66","5.22","0","100","0.958458125591278","1.0774199962616"
"1992","East Germany","9.09","2.54","3993","0","0","11.96","27.94","79.21","8.64","9.54","0","100","3.74199223518372","4.34389162063599"
"1992","West Germany","5.04","0","9395","0","0","3.13","13.25","90.65","4.75","5.33","0","100","0.896664500236511","1.01608526706696"
"1993","East Germany","12.43","4.07","3840","0","0","16.03","38.34","98.96","11.84","13.02","0","100","4.49466991424561","5.2201361656189"
"1993","West Germany","5.04","0","9336","0","0","3.23","13.06","87.78","4.75","5.33","0","100","1.00464689731598","1.14144313335419"
"1994","East Germany","12.63","2.39","3787","0","0","14.83","43.29","99.67","11.99","13.27","0","100","3.57559061050415","4.26500749588013"
"1994","West Germany","5.58","0","9150","0","0","3.47","14.45","94.42","5.27","5.89","0","100","1.02780902385712","1.1710752248764"
"1995","East Germany","11.22","1.78","3705","0","0","11.82","37.13","100","10.59","11.85","0","100","2.40403485298157","2.92634725570679"
"1995","West Germany","6.82","0","9659","0","0","4.09","18.05","100","6.47","7.17","0","100","1.1661411523819","1.34059488773346"
"1996","East Germany","13.19","1.94","3696","0","0","19.44","41.86","99.3","12.52","13.86","0","100","2.66960883140564","3.36773228645325"
"1996","West Germany","6.97","0","9423","0","0","4.33","18.43","100","6.61","7.33","0","100","1.28828823566437","1.45661807060242"
"1997","East Germany","14.58","4.72","3651","0","0","20.33","44.92","99.74","13.9","15.26","0","100","5.72775650024414","6.6590838432312"
"1997","West Germany","8.96","1.39","9263","0","0","8.47","24.1","100","8.59","9.33","0","100","3.43034482002258","3.87543034553528"
"1998","East Germany","14.3","4.94","3885","0","0","18.77","42.43","100","13.64","14.96","0","100","5.84021520614624","6.88070344924927"
"1998","West Germany","9.16","0.72","10438","0","0","9.39","23.93","100","8.81","9.51","0","100","3.50786018371582","3.90323042869568"
"1999","East Germany","14.05","5.06","3803","0","0","17.52","43.46","99.97","13.39","14.71","0","100","6.17848968505859","6.9351692199707"
"1999","West Germany","8.4","1.3","9965","0","0","9.48","21.57","99.93","8.06","8.74","0","100","3.51809859275818","4.02468490600586"
"2000","East Germany","13.46","4.33","5876","0","0","16.48","41.07","100","12.91","14.01","0","100","5.75450658798218","6.55401515960693"
"2000","West Germany","8.27","0","18380","0","0","9.26","21.04","99.74","8.02","8.52","0","100","3.07877564430237","3.43140006065369"
"2001","East Germany","14.08","5.02","5464","0","0","17.46","41.4","100","13.49","14.67","0","100","6.28389024734497","7.23409843444824"
