"year","pgisced97","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","general elemantary","Rural Area","7.71","1.11","720","0","0","6.7","20.83","100","6.38","9.04","0","100","1.45877885818481","2.36081194877625"
"1985","general elemantary","Urban Area","6.54","0.87","2359","0","0","4.59","15.25","100","5.86","7.22","0","100","1.67732059955597","2.06526923179626"
"1985","higher education","Rural Area","2.7","1.17","117","0","0","3.97","8.34","21.09","1.73","3.67","0","38.21","1.10658550262451","2.86570882797241"
"1985","higher education","Urban Area","3.23","0","641","0","0","2.76","7.07","52.13","2.53","3.93","0","99.09","0.736882507801056","1.28511035442352"
"1985","higher vocational","Rural Area","4.16","0","129","0","0","4.71","8.69","74.71","2.72","5.6","0","74.71","0","2.88638758659363"
"1985","higher vocational","Urban Area","5.14","0.7","492","0","0","3.24","10.9","96.96","3.96","6.32","0","100","0.736882507801056","1.25475132465363"
"1985","in school","Rural Area","11.17","3.8","36","0.95","1.81","7.6","33.33","79.36","4.74","17.6","0","79.36","2.26017498970032","6.96596813201904"
"1985","in school","Urban Area","7.76","3.22","151","1.03","1.63","7.55","17.51","94.76","5.53","9.99","0","100","2.70399355888367","5.19920587539673"
"1985","inadequately","Rural Area","21.02","10.39","106","0","1.26","33.33","71.16","100","17.12","24.92","0","100","4.45592498779297","12.2279682159424"
"1985","inadequately","Urban Area","12.46","3.69","741","0","0","13.24","32.15","100","11.06","13.86","0","100","3.89880061149597","4.96729469299316"
"1985","middle vocational","Rural Area","5.74","1.38","1115","0","0","5.86","14.36","84.34","4.97","6.51","0","100","1.5709753036499","2.33780074119568"
"1985","middle vocational","Urban Area","5.36","0.51","4077","0","0","3.8","12.1","98.25","4.9","5.82","0","100","1.25475132465363","1.4389500617981"
"1985","vocational + Abi","Rural Area","13.21","1.3","44","0","0","11.85","17.8","99.43","4.5","21.92","0","100","0","7.2669825553894"
"1985","vocational + Abi","Urban Area","6.59","0","236","0","0","4.45","23.42","76.07","4.71","8.47","0","81.36","0.606659412384033","1.91253423690796"
"1986","general elemantary","Rural Area","7.18","0.97","686","0","0","5.56","17.6","100","5.89","8.47","0","100","1.41129958629608","2.25735282897949"
"1986","general elemantary","Urban Area","6.2","0","2236","0","0","3.94","16.38","100","5.54","6.86","0","100","1.42691147327423","1.79626703262329"
"1986","higher education","Rural Area","3.34","1.5","120","0","0","3.44","7.06","72.61","1.93","4.75","0","72.61","1.31123733520508","2.69577312469482"
"1986","higher education","Urban Area","4.55","0.48","629","0","0","2.97","10.07","97.19","3.57","5.53","0","100","0.86369389295578","1.34501647949219"
"1986","higher vocational","Rural Area","4.88","0.96","121","0","0","4.03","9.88","100","3.01","6.75","0","100","0.95365309715271","2.76743745803833"
"1986","higher vocational","Urban Area","5.49","0.49","462","0","0","2.7","10.56","100","4.19","6.79","0","100","0.698743641376495","1.22019076347351"
"1986","in school","Rural Area","","","","","","","","","","","","","",""
"1986","in school","Urban Area","8.24","2.75","164","1.02","1.48","7.15","19.27","99.74","5.98","10.5","0","99.74","2.41446042060852","4.17669200897217"
"1986","inadequately","Rural Area","18.76","5.15","105","0","0","25.71","60.69","100","14.95","22.57","0","100","2.90834093093872","10.1531238555908"
"1986","inadequately","Urban Area","12.15","3.39","685","0","0","11.19","27.94","100","10.68","13.62","0","100","3.33408832550049","4.48714828491211"
"1986","middle vocational","Rural Area","5.5","1.42","1067","0","0","5.15","14.04","70.12","4.77","6.23","0","100","1.59507608413696","2.10997080802917"
"1986","middle vocational","Urban Area","5.21","0","3947","0","0","3.19","13.33","94.57","4.77","5.65","0","100","1.15500378608704","1.30599391460419"
"1986","vocational + Abi","Rural Area","13.77","0","46","0","0","8.24","72.2","99.16","5.16","22.38","0","100","0","5.44346475601196"
"1986","vocational + Abi","Urban Area","5.26","0","232","0","0","2.67","13.9","71.66","3.3","7.22","0","97.94","0","1.77569556236267"
"1987","general elemantary","Rural Area","7.11","0.47","657","0","0","5.02","18.21","100","5.77","8.45","0","100","1.40786933898926","2.28045606613159"
"1987","general elemantary","Urban Area","5.71","0","2197","0","0","3.87","15.15","100","5.08","6.34","0","100","1.37212836742401","1.68044233322144"
"1987","higher education","Rural Area","4.05","1.32","120","0","0","3.66","10.14","100","2.21","5.89","0","100","1.16992497444153","2.29505133628845"
"1987","higher education","Urban Area","4.56","0.72","624","0","0","2.43","9.57","98.96","3.63","5.49","0","100","0.803076267242432","1.21430099010468"
"1987","higher vocational","Rural Area","4.97","1.12","116","0","0","4.28","10.07","98.58","3.06","6.88","0","98.58","0.830447971820831","2.85028266906738"
"1987","higher vocational","Urban Area","5.05","0.86","453","0","0","3","12.33","76.66","3.92","6.18","0","100","1.00097811222076","1.29399371147156"
"1987","in school","Rural Area","","","","","","","","","","","","","",""
"1987","in school","Urban Area","6.86","2.78","165","0.72","1.4","6.76","14.28","88.61","5.13","8.59","0","88.61","2.56003999710083","3.81149673461914"
"1987","inadequately","Rural Area","20.96","7.35","100","0","1.15","33","59.48","91.39","17.05","24.87","0","91.39","3.14994120597839","9.35079956054688"
"1987","inadequately","Urban Area","11.7","4.17","662","0","0.52","13.16","26.74","100","10.27","13.13","0","100","3.37803626060486","4.47427272796631"
