"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","college entrance qualification","10.99","1.83","666","0","0","10.13","31.73","100","9.39","12.59","0","100","1.63367521762848","2.38261532783508"
"1984","16-34 y.","lower secondary degree","9.66","2.62","1836","0","0","9.52","25.11","100","8.82","10.5","0","100","2.66592788696289","3.33272957801819"
"1984","16-34 y.","no degree/no degree yet","10.49","3.47","517","0","1.53","11.5","28.81","100","8.91","12.07","0","100","3.49079871177673","4.6878981590271"
"1984","16-34 y.","Other degree","11.37","3.82","523","0","0","10.35","28.34","100","9.86","12.88","0","100","3.10101008415222","4.0938925743103"
"1984","16-34 y.","secondary school degree","6.71","1.72","1023","0","0","5.72","18.46","100","5.8","7.62","0","100","1.61019611358643","2.15048384666443"
"1984","35-65 y.","college entrance qualification","4.4","1.23","526","0","0","3.08","8.21","100","3.36","5.44","0","100","1.19246459007263","1.59097290039062"
"1984","35-65 y.","lower secondary degree","5.85","1.17","3307","0","0","4.26","14.88","100","5.36","6.34","0","100","1.19473850727081","1.43915247917175"
"1984","35-65 y.","no degree/no degree yet","13.58","3.96","766","0","0","17.89","38.1","100","12.21","14.95","0","100","2.86125254631042","3.95805335044861"
"1984","35-65 y.","Other degree","10.32","3.55","922","0","0","13.34","28.81","98.46","9.33","11.31","0","100","3.23218131065369","3.86547470092773"
"1984","35-65 y.","secondary school degree","3.18","1.06","755","0","0","2.94","6.68","41.42","2.53","3.83","0","100","1.03751266002655","1.37903153896332"
"1984","66 and older","college entrance qualification","0.48","0","97","0","0","0","0","10.1","0.15","0.81","0","10.1","0","0"
"1984","66 and older","lower secondary degree","2.24","0","972","0","0","0","3.77","49.99","1.65","2.83","0","100","0","0"
"1984","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1984","66 and older","Other degree","","","","","","","","","","","","","",""
"1984","66 and older","secondary school degree","1.46","0","181","0","0","0","0","50.88","0.52","2.4","0","50.88","0","0"
"1985","16-34 y.","college entrance qualification","9.23","1.35","641","0","0","6.56","24.99","99.42","7.71","10.75","0","100","1.26285481452942","1.94722819328308"
"1985","16-34 y.","lower secondary degree","8.83","2.53","1632","0","0","7.86","21.4","100","7.98","9.68","0","100","2.73472285270691","3.51332783699036"
"1985","16-34 y.","no degree/no degree yet","11.35","3.97","433","0","1.51","8.7","28.68","100","9.45","13.25","0","100","4.33369445800781","5.90827035903931"
"1985","16-34 y.","Other degree","12.07","3.96","404","0","0.7","10.34","36.43","100","10.34","13.8","0","100","3.26414752006531","4.64013719558716"
"1985","16-34 y.","secondary school degree","6.27","1.69","980","0","0","5.58","14.82","96.96","5.34","7.2","0","100","1.63803219795227","2.29756021499634"
"1985","35-65 y.","college entrance qualification","3.7","1.12","502","0","0","3.34","8.27","52.13","2.92","4.48","0","99.09","1.19804883003235","1.64678990840912"
"1985","35-65 y.","lower secondary degree","6.08","1.12","3024","0","0","4.58","14.18","99.81","5.54","6.62","0","100","1.21637153625488","1.4234710931778"
"1985","35-65 y.","no degree/no degree yet","10.18","4.25","650","0","0","12.44","25.67","100","8.89","11.47","0","100","3.56157755851746","4.7964129447937"
"1985","35-65 y.","Other degree","9.73","3.53","818","0","0","10.48","24.97","100","8.66","10.8","0","100","3.06846570968628","3.99383902549744"
"1985","35-65 y.","secondary school degree","3.44","0.97","730","0","0","2.99","8.18","42.94","2.73","4.15","0","100","1.04223251342773","1.3804577589035"
"1985","66 and older","college entrance qualification","0.3","0","87","0","0","0","0","9.92","0.03","0.57","0","9.92","0","0"
"1985","66 and older","lower secondary degree","2.11","0","834","0","0","0","2.1","55.69","1.49","2.73","0","100","0","0"
"1985","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1985","66 and older","Other degree","","","","","","","","","","","","","",""
"1985","66 and older","secondary school degree","2.25","0","171","0","0","0","0","56.65","0.96","3.54","0","56.65","0","0"
"1986","16-34 y.","college entrance qualification","8.7","1.25","676","0","0","5.52","24.83","100","7.28","10.12","0","100","1.18785059452057","1.68634986877441"
"1986","16-34 y.","lower secondary degree","7.94","2.07","1595","0","0","6.39","20.45","100","7.13","8.75","0","100","2.15192103385925","2.73228907585144"
"1986","16-34 y.","no degree/no degree yet","11.68","3.02","414","0","1.32","9.59","25.71","100","9.79","13.57","0","100","3.53424763679504","4.63976192474365"
"1986","16-34 y.","Other degree","11.87","3.97","351","0","1.2","11.18","31.07","100","10.04","13.7","0","100","3.18421745300293","5.1390905380249"
"1986","16-34 y.","secondary school degree","6.27","1.56","967","0","0","5.96","16.01","79.83","5.42","7.12","0","100","1.47376501560211","2.00730919837952"
"1986","35-65 y.","college entrance qualification","4.75","1.24","493","0","0","3.56","9.61","99.32","3.7","5.8","0","100","1.30027985572815","2.01340436935425"
"1986","35-65 y.","lower secondary degree","6.12","1.12","2828","0","0","4.05","14.9","100","5.58","6.66","0","100","1.18996858596802","1.40355694293976"
"1986","35-65 y.","no degree/no degree yet","10.69","3.33","601","0","0","11.49","27.35","100","9.24","12.14","0","100","3.08040022850037","3.99831318855286"
"1986","35-65 y.","Other degree","9.57","3.26","812","0","0","10.43","22.33","99.55","8.45","10.69","0","100","2.90266609191895","4.08344411849976"
"1986","35-65 y.","secondary school degree","3.39","1.04","706","0","0","2.95","7.15","47.8","2.74","4.04","0","97.32","1.10902392864227","1.46226131916046"
"1986","66 and older","college entrance qualification","0.33","0","88","0","0","0","0","10.99","-0.05","0.71","0","12.64","0","0"
"1986","66 and older","lower secondary degree","1.91","0","764","0","0","0","2.27","51.01","1.34","2.48","0","100","0","0"
"1986","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1986","66 and older","Other degree","","","","","","","","","","","","","",""
"1986","66 and older","secondary school degree","2.31","0","168","0","0","0","0.75","56.05","1.24","3.38","0","56.05","0","0"
"1987","16-34 y.","college entrance qualification","7.76","1.17","651","0","0","4.51","19.82","98.81","6.43","9.09","0","100","1.11078953742981","1.66972935199738"
"1987","16-34 y.","lower secondary degree","7.51","1.87","1586","0","0","7.11","20.21","100","6.77","8.25","0","100","2.21393322944641","2.78274393081665"
"1987","16-34 y.","no degree/no degree yet","11.52","3.6","389","0","1.56","11.91","27.88","100","9.69","13.35","0","100","3.7014684677124","5.22300100326538"
"1987","16-34 y.","Other degree","10.84","4.51","327","0","1.75","11.1","24.48","91.39","9.24","12.44","0","100","3.59445214271545","5.23918008804321"
"1987","16-34 y.","secondary school degree","5.66","1.43","977","0","0","4.75","13.94","94.66","4.79","6.53","0","100","1.38788425922394","1.7982360124588"
"1987","35-65 y.","college entrance qualification","4.05","1.11","489","0","0","3.05","9.57","60.97","3.22","4.88","0","100","1.17449021339417","1.71954584121704"
"1987","35-65 y.","lower secondary degree","6.05","0.93","2739","0","0","3.95","14","98.83","5.5","6.6","0","100","1.02706503868103","1.22927844524384"
"1987","35-65 y.","no degree/no degree yet","9.83","3.02","599","0","0","11.52","23.25","100","8.41","11.25","0","100","2.8164701461792","3.85986995697021"
"1987","35-65 y.","Other degree","8.73","3.16","819","0","0","8.35","21.05","99.42","7.63","9.83","0","100","2.82449269294739","3.57684373855591"
"1987","35-65 y.","secondary school degree","3.42","0.9","683","0","0","2.77","7.67","49.62","2.73","4.11","0","100","0.948409020900726","1.28915762901306"
"1987","66 and older","college entrance qualification","1.71","0","91","0","0","0","0","100","-0.49","3.91","0","100","0","0"
"1987","66 and older","lower secondary degree","1.94","0","793","0","0","0","3.56","46.36","1.42","2.46","0","100","0","0"
"1987","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1987","66 and older","Other degree","","","","","","","","","","","","","",""
"1987","66 and older","secondary school degree","1.79","0","172","0","0","0","0","75.22","0.81","2.77","0","75.22","0","0"
"1988","16-34 y.","college entrance qualification","5.09","0.97","614","0","0","3.72","12.89","72.75","4.06","6.12","0","100","0.890061438083649","1.30427396297455"
"1988","16-34 y.","lower secondary degree","8.09","2.01","1543","0","0","8.53","20.61","97.95","7.31","8.87","0","100","2.25354170799255","3.09556651115417"
"1988","16-34 y.","no degree/no degree yet","11.53","3.5","343","0","1.34","8.98","28.58","100","9.49","13.57","0","100","3.55239796638489","5.06751394271851"
"1988","16-34 y.","Other degree","12.78","4.96","290","0","2.09","13.09","34.49","100","10.62","14.94","0","100","4.04082679748535","5.89101600646973"
"1988","16-34 y.","secondary school degree","5.44","1.33","929","0","0","4.86","14.68","72.78","4.65","6.23","0","100","1.38786745071411","1.90139973163605"
"1988","35-65 y.","college entrance qualification","3.2","0.95","479","0","0","2.74","7.71","37.38","2.53","3.87","0","81.88","1.00510740280151","1.56273221969604"
"1988","35-65 y.","lower secondary degree","6.08","0.62","2583","0","0","3.63","13.4","100","5.5","6.66","0","100","0.926456809043884","1.10562896728516"
"1988","35-65 y.","no degree/no degree yet","12","3.55","549","0","0","13.13","32.47","100","10.44","13.56","0","100","2.92492389678955","4.41734266281128"
"1988","35-65 y.","Other degree","10.13","3.33","777","0","0","9.23","25.5","100","8.98","11.28","0","100","2.81023287773132","3.69151759147644"
"1988","35-65 y.","secondary school degree","3.29","0.86","668","0","0","2.63","7.69","42.62","2.64","3.94","0","97.27","0.940707802772522","1.27338337898254"
"1988","66 and older","college entrance qualification","0.33","0","87","0","0","0","0","8.38","0.07","0.59","0","8.38","0","0"
"1988","66 and older","lower secondary degree","1.7","0","768","0","0","0","2.95","44.58","1.09","2.31","0","100","0","0"
"1988","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1988","66 and older","Other degree","","","","","","","","","","","","","",""
"1988","66 and older","secondary school degree","1.05","0","170","0","0","0","1.18","16.81","0.42","1.68","0","42.34","0","0"
"1989","16-34 y.","college entrance qualification","6.34","0.83","631","0","0","4.08","17.19","74.19","5.34","7.34","0","99.19","0.712247431278229","1.1483348608017"
"1989","16-34 y.","lower secondary degree","8.14","1.84","1499","0","0","7.87","21.6","100","7.31","8.97","0","100","2.09304976463318","2.69026851654053"
"1989","16-34 y.","no degree/no degree yet","11.7","2.96","342","0.71","1.27","9.65","30.96","100","9.68","13.72","0","100","3.10414552688599","4.90562009811401"
"1989","16-34 y.","Other degree","14.75","3.48","253","0","0.94","12.83","56.57","100","12.21","17.29","0","100","2.76931190490723","4.24060821533203"
"1989","16-34 y.","secondary school degree","5.65","1.16","910","0","0","4.3","14.57","98.45","4.81","6.49","0","100","1.22893393039703","1.60796988010406"
"1989","35-65 y.","college entrance qualification","2.57","0.81","483","0","0","2.5","5.17","32.67","2.07","3.07","0","37.56","0.940178573131561","1.4230751991272"
"1989","35-65 y.","lower secondary degree","6.17","0.56","2430","0","0","3.48","14.6","100","5.56","6.78","0","100","0.854867458343506","1.08549606800079"
"1989","35-65 y.","no degree/no degree yet","11.98","3.24","532","0","0","14.08","29.7","100","10.37","13.59","0","100","2.76629328727722","3.56865787506104"
"1989","35-65 y.","Other degree","9.9","2.75","773","0","0","8.11","24.04","100","8.64","11.16","0","100","2.51843595504761","3.30163288116455"
"1989","35-65 y.","secondary school degree","3.27","0.81","636","0","0","2.5","7.57","52.11","2.54","4","0","100","0.897975921630859","1.24316668510437"
"1989","66 and older","college entrance qualification","0.57","0","90","0","0","0","0","23.15","-0.22","1.36","0","27.28","0","0"
"1989","66 and older","lower secondary degree","2.02","0","747","0","0","0","3.58","63.22","1.37","2.67","0","100","0","0"
"1989","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1989","66 and older","Other degree","","","","","","","","","","","","","",""
"1989","66 and older","secondary school degree","0.42","0","167","0","0","0","0","13","0.09","0.75","0","13.98","0","0"
"1990","16-34 y.","college entrance qualification","4.95","0.63","625","0","0","3.52","11.31","61.69","4.06","5.84","0","99.83","0.405655384063721","1.04170203208923"
"1990","16-34 y.","lower secondary degree","7.31","1.7","1430","0","0","7.56","20.45","85.4","6.57","8.05","0","100","1.93264091014862","2.74058198928833"
"1990","16-34 y.","no degree/no degree yet","11.06","2.53","311","0.35","1.29","8.31","31.47","100","8.98","13.14","0","100","2.8897876739502","5.02814674377441"
"1990","16-34 y.","Other degree","10.63","3.82","242","0","1.28","13.47","24.5","100","8.35","12.91","0","100","2.40837693214417","5.10430526733398"
"1990","16-34 y.","secondary school degree","5.27","0.99","894","0","0","4.83","14.8","74.34","4.5","6.04","0","100","1.01584994792938","1.43861293792725"
"1990","35-65 y.","college entrance qualification","2.78","0.87","488","0","0","2.45","5.66","31.47","2.16","3.4","0","98.7","0.910061061382294","1.44376003742218"
"1990","35-65 y.","lower secondary degree","5.34","0","2353","0","0","3.07","12.61","99.97","4.79","5.89","0","100","0.720099449157715","0.967386186122894"
"1990","35-65 y.","no degree/no degree yet","11.11","3.14","512","0","0","13.21","25.56","100","9.52","12.7","0","100","2.7263298034668","4.18162822723389"
"1990","35-65 y.","Other degree","11.08","2.52","764","0","0","8.59","32.69","100","9.76","12.4","0","100","2.03311252593994","2.85359811782837"
"1990","35-65 y.","secondary school degree","3.25","0.69","624","0","0","2.3","7.33","59.51","2.43","4.07","0","100","0.724518001079559","1.09545052051544"
"1990","66 and older","college entrance qualification","0.57","0","95","0","0","0","0","19.42","-0.05","1.19","0","20.31","0","0"
"1990","66 and older","lower secondary degree","1.86","0","766","0","0","0","4.21","42.41","1.32","2.4","0","82.33","0","0"
"1990","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"1990","66 and older","Other degree","","","","","","","","","","","","","",""
"1990","66 and older","secondary school degree","0.71","0","169","0","0","0","0","25.09","0.2","1.22","0","25.09","0","0"
"1991","16-34 y.","college entrance qualification","6.19","0.75","635","0","0","4.35","18.35","78.81","5.15","7.23","0","100","0.683102667331696","1.21452689170837"
"1991","16-34 y.","lower secondary degree","7.74","1.61","1391","0","0","8.54","20.65","100","6.95","8.53","0","100","1.63055026531219","2.22608947753906"
"1991","16-34 y.","no degree/no degree yet","9.91","2.66","308","0","1.17","9.56","26.83","100","7.99","11.83","0","100","2.71660232543945","4.58015251159668"
"1991","16-34 y.","Other degree","9.94","3.78","227","0","0.95","10.58","23.25","99.85","7.53","12.35","0","100","2.52943301200867","4.35967302322388"
