"year","regtyp","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","East Germany","","","","","","","","","","","","","",""
"1985","Rural Area","West Germany","6.68","1.37","2283","0","0","6.16","16.54","99.43","6.04","7.32","0","100","1.81356728076935","2.43091297149658"
"1985","Urban Area","East Germany","","","","","","","","","","","","","",""
"1985","Urban Area","West Germany","5.74","0.86","8796","0","0","4.12","13.4","98.84","5.42","6.06","0","100","1.51664853096008","1.68209958076477"
"1986","Rural Area","East Germany","","","","","","","","","","","","","",""
"1986","Rural Area","West Germany","6.35","1.3","2185","0","0","5.29","15.84","99.16","5.73","6.97","0","100","1.73409044742584","2.25735282897949"
"1986","Urban Area","East Germany","","","","","","","","","","","","","",""
"1986","Urban Area","West Germany","5.67","0.69","8452","0","0","3.63","14.07","99.09","5.35","5.99","0","100","1.38469171524048","1.53155398368835"
"1987","Rural Area","East Germany","","","","","","","","","","","","","",""
"1987","Rural Area","West Germany","6.51","1.29","2160","0","0","5.02","15.73","95.76","5.87","7.15","0","100","1.7320169210434","2.21513271331787"
"1987","Urban Area","East Germany","","","","","","","","","","","","","",""
"1987","Urban Area","West Germany","5.26","0","8348","0","0","3.64","13.43","96.39","4.95","5.57","0","100","1.289870262146","1.45898675918579"
"1988","Rural Area","East Germany","","","","","","","","","","","","","",""
"1988","Rural Area","West Germany","6.27","1.05","2024","0","0","4.86","15.87","95.75","5.61","6.93","0","100","1.41000318527222","1.84687960147858"
"1988","Urban Area","East Germany","","","","","","","","","","","","","",""
"1988","Urban Area","West Germany","5.07","0","7996","0","0","3.44","12.48","95.93","4.75","5.39","0","100","1.26052141189575","1.39425039291382"
"1989","Rural Area","East Germany","","","","","","","","","","","","","",""
"1989","Rural Area","West Germany","6.44","1.02","1923","0","0","4.4","17.46","100","5.74","7.14","0","100","1.28178369998932","1.74421906471252"
"1989","Urban Area","East Germany","","","","","","","","","","","","","",""
"1989","Urban Area","West Germany","5.22","0","7785","0","0","3.19","12.77","99.06","4.89","5.55","0","100","1.18063294887543","1.3217945098877"
"1990","Rural Area","East Germany","","","","","","","","","","","","","",""
"1990","Rural Area","West Germany","5.61","0.79","1917","0","0","4.72","14.25","71.43","5","6.22","0","100","1.13464164733887","1.43598854541779"
"1990","Urban Area","East Germany","","","","","","","","","","","","","",""
"1990","Urban Area","West Germany","4.77","0","7595","0","0","3.02","11.4","88.06","4.46","5.08","0","100","1.03481984138489","1.19716107845306"
"1991","Rural Area","East Germany","","","","","","","","","","","","","",""
"1991","Rural Area","West Germany","5.68","0.71","1952","0","0","4.48","15.54","81.2","5.05","6.31","0","100","1.09560692310333","1.44982290267944"
"1991","Urban Area","East Germany","","","","","","","","","","","","","",""
"1991","Urban Area","West Germany","4.72","0","7514","0","0","2.88","11.9","86.68","4.41","5.03","0","100","0.901350557804108","1.04333055019379"
"1992","Rural Area","East Germany","9.29","2.8","2498","0","0","12.94","28.66","68.02","8.73","9.85","0","100","3.94680404663086","4.75452566146851"
"1992","Rural Area","West Germany","5.78","0.63","1943","0","0","4.59","15","92.52","5.14","6.42","0","100","1.09776151180267","1.40554893016815"
"1992","Urban Area","East Germany","8.77","2.19","1389","0","0","9.34","25.6","99.46","7.95","9.59","0","100","2.70339846611023","3.80492043495178"
"1992","Urban Area","West Germany","4.82","0","7439","0","0","2.72","12.28","90.02","4.5","5.14","0","100","0.816142082214355","0.947092413902283"
"1993","Rural Area","East Germany","12.63","4.18","2459","0","0","16.57","38.47","99.23","11.89","13.37","0","100","4.55582046508789","5.60017871856689"
"1993","Rural Area","West Germany","5.46","0","1940","0","0","4.47","15.46","78.68","4.88","6.04","0","100","1.05062079429626","1.44568848609924"
"1993","Urban Area","East Germany","12.09","3.96","1381","0","0","14.72","36.46","98.88","11.1","13.08","0","100","4.133957862854","4.96198654174805"
"1993","Urban Area","West Germany","4.92","0","7396","0","0","3.07","12.44","91.03","4.59","5.25","0","100","0.927828848361969","1.10475897789001"
"1994","Rural Area","East Germany","12.78","2.59","2421","0","0","15.55","43.17","99.64","11.97","13.59","0","100","3.76300764083862","4.52283525466919"
"1994","Rural Area","West Germany","5.61","0.76","1896","0","0","4.24","16.22","78.69","5.06","6.16","0","100","1.11165821552277","1.49067032337189"
