"year","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","6.68","1.37","2283","0","0","6.16","16.54","99.43","6.04","7.32","0","100","1.81356728076935","2.43091297149658"
"1985","Urban Area","5.74","0.86","8796","0","0","4.12","13.4","98.84","5.42","6.06","0","100","1.51664853096008","1.68209958076477"
"1986","Rural Area","6.35","1.3","2185","0","0","5.29","15.84","99.16","5.73","6.97","0","100","1.73409044742584","2.25735282897949"
"1986","Urban Area","5.67","0.69","8452","0","0","3.63","14.07","99.09","5.35","5.99","0","100","1.38469171524048","1.53155398368835"
"1987","Rural Area","6.51","1.29","2160","0","0","5.02","15.73","95.76","5.87","7.15","0","100","1.7320169210434","2.21513271331787"
"1987","Urban Area","5.26","0","8348","0","0","3.64","13.43","96.39","4.95","5.57","0","100","1.289870262146","1.45898675918579"
"1988","Rural Area","6.27","1.05","2024","0","0","4.86","15.87","95.75","5.61","6.93","0","100","1.41000318527222","1.84687960147858"
"1988","Urban Area","5.07","0","7996","0","0","3.44","12.48","95.93","4.75","5.39","0","100","1.26052141189575","1.39425039291382"
"1989","Rural Area","6.44","1.02","1923","0","0","4.4","17.46","100","5.74","7.14","0","100","1.28178369998932","1.74421906471252"
"1989","Urban Area","5.22","0","7785","0","0","3.19","12.77","99.06","4.89","5.55","0","100","1.18063294887543","1.3217945098877"
"1990","Rural Area","5.61","0.79","1917","0","0","4.72","14.25","71.43","5","6.22","0","100","1.13464164733887","1.43598854541779"
"1990","Urban Area","4.77","0","7595","0","0","3.02","11.4","88.06","4.46","5.08","0","100","1.03481984138489","1.19716107845306"
"1991","Rural Area","5.68","0.71","1952","0","0","4.48","15.54","81.2","5.05","6.31","0","100","1.09560692310333","1.44982290267944"
"1991","Urban Area","4.72","0","7514","0","0","2.88","11.9","86.68","4.41","5.03","0","100","0.901350557804108","1.04333055019379"
"1992","Rural Area","7.17","1.24","4441","0","0","7.67","20.61","80.89","6.75","7.59","0","100","2.24499750137329","2.85805225372314"
"1992","Urban Area","5.25","0","8828","0","0","3.27","14.22","90.65","4.95","5.55","0","100","1.019899725914","1.17121922969818"
"1993","Rural Area","8.37","1.26","4399","0","0","9.06","25.94","90.18","7.87","8.87","0","100","2.66365551948547","3.32510089874268"
