"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","direct migration background","East Germany","11.35","0","106","0","0","1.7","50.62","99.47","6.63","16.07","0","99.47","0","0"
"2003","direct migration background","West Germany","17.89","8.5","2539","0","0","21.64","51.23","100","17.02","18.76","0","100","7.37258100509644","8.68034648895264"
"2003","indirect migration background","East Germany","41.76","42.14","32","0","5.58","74.64","94.12","99.86","29.92","53.6","0","99.86","8.53816318511963","52.597541809082"
"2003","indirect migration background","West Germany","15.11","7.26","758","0","0","18.28","36.62","100","13.64","16.58","0","100","6.29618835449219","7.9536919593811"
"2003","no migration background","East Germany","15.89","5.55","5234","0","0","20.54","48.46","100","15.28","16.5","0","100","5.99260663986206","6.79671430587769"
"2003","no migration background","West Germany","8.13","0","13623","0","0","9.39","20.54","99.69","7.88","8.38","0","100","2.57123780250549","2.97412133216858"
"2004","direct migration background","East Germany","9.64","0","103","0","0","1.78","39.88","99.66","5.7","13.58","0","99.66","0","0"
"2004","direct migration background","West Germany","17.54","8.49","2448","0","0","22.13","47.46","100","16.62","18.46","0","100","7.72510671615601","8.83133029937744"
"2004","indirect migration background","East Germany","44.87","39.21","35","0","7.6","82.64","95.7","100","31.4","58.34","0","100","7.99768972396851","66.5271987915039"
"2004","indirect migration background","West Germany","17.06","8.98","776","0","2.44","18.68","47.05","100","15.58","18.54","0","100","7.91021919250488","9.55507850646973"
"2004","no migration background","East Germany","16.73","5.7","5117","0","0","22.04","54.57","100","16.09","17.37","0","100","5.98074197769165","6.92679643630981"
"2004","no migration background","West Germany","8.35","0","13251","0","0","9.84","22.07","98.9","8.1","8.6","0","100","2.65399813652039","3.04352235794067"
"2005","direct migration background","East Germany","17.58","0","102","0","0","27.27","66.15","100","12.66","22.5","0","100","0","0"
"2005","direct migration background","West Germany","18.53","8.81","2279","0","0","22.48","54.92","100","17.54","19.52","0","100","8.21844673156738","9.83277130126953"
"2005","indirect migration background","East Germany","34.45","12.09","35","0","5.24","62.48","90.18","100","22.26","46.64","0","100","8.49128150939941","58.5115776062012"
"2005","indirect migration background","West Germany","16.73","9.68","800","0","2.84","18.99","40.85","100","15.17","18.29","0","100","8.35556316375732","9.94337844848633"
"2005","no migration background","East Germany","17.16","5.45","4926","0","0","22.6","55.82","100","16.5","17.82","0","100","5.58713245391846","6.36166286468506"
"2005","no migration background","West Germany","8.72","0","12665","0","0","9.94","23","98.47","8.46","8.98","0","100","2.36277866363525","2.88127374649048"
"2006","direct migration background","East Germany","28.2","0","111","0","0","73.92","92.46","100","22.23","34.17","0","100","0","2.94525289535522"
"2006","direct migration background","West Germany","20.55","9.43","2286","0","0","25.51","65.54","100","19.46","21.64","0","100","7.96414422988892","9.73623752593994"
"2006","indirect migration background","East Germany","48.24","35.95","43","0","7.77","97.47","99.99","100","36.24","60.24","0","100","11.2842054367065","69.6796875"
"2006","indirect migration background","West Germany","19.11","9.37","819","0","2.26","22.91","61.95","100","17.44","20.78","0","100","8.21833419799805","10.1887216567993"
"2006","no migration background","East Germany","17.3","5.09","5237","0","0","20.79","62.2","100","16.65","17.95","0","100","5.17720365524292","5.77788877487183"
"2006","no migration background","West Germany","8.9","0","13878","0","0","9.83","23.56","99.7","8.63","9.17","0","100","1.90525281429291","2.59557843208313"
"2007","direct migration background","East Germany","28.73","0","94","0","0","73.26","100","100","22.22","35.24","0","100","0","0"
"2007","direct migration background","West Germany","19.33","7.71","2055","0","0","25.14","57.14","100","18.24","20.42","0","100","6.83885669708252","8.43951225280762"
"2007","indirect migration background","East Germany","40.47","30.71","45","0","4.67","78.12","97.97","99.22","30.47","50.47","0","99.22","9.21852111816406","42.8405685424805"
"2007","indirect migration background","West Germany","20.63","10.06","800","0","3.36","22.72","71.18","100","18.91","22.35","0","100","8.1022424697876","10.569375038147"
"2007","no migration background","East Germany","15.69","4.57","4974","0","0","17.66","53.61","100","15.04","16.34","0","100","4.55902290344238","5.37495899200439"
"2007","no migration background","West Germany","9.05","0","12993","0","0","9.79","22.87","100","8.77","9.33","0","100","1.9091180562973","2.4982762336731"
"2008","direct migration background","East Germany","23.84","0","81","0","0","44.46","99.22","100","16.86","30.82","0","100","0","0"
"2008","direct migration background","West Germany","18.29","7.32","1839","0","0","23.15","56.19","100","17.17","19.41","0","100","6.51135873794556","8.19366836547852"
"2008","indirect migration background","East Germany","34.89","34.13","45","0","5.35","59.75","83.95","99.87","26.94","42.84","0","99.87","9.8561487197876","43.7901382446289"
"2008","indirect migration background","West Germany","18","7.98","785","0","2.48","19.69","56.19","100","16.32","19.68","0","100","7.21424102783203","9.58284568786621"
"2008","no migration background","East Germany","14.95","3.64","4707","0","0","16.42","52.49","100","14.29","15.61","0","100","3.68155980110168","4.62555074691772"
"2008","no migration background","West Germany","8.42","0","12227","0","0","8.88","21.25","100","8.15","8.69","0","100","1.65164196491241","2.27457356452942"
"2009","direct migration background","East Germany","15.32","0","76","0","0","17.42","50.88","100","9.31","21.33","0","100","0","0"
"2009","direct migration background","West Germany","17.31","6.65","1599","0","0","20.2","53.01","100","16.16","18.46","0","100","6.4780445098877","8.04052925109863"
"2009","indirect migration background","East Germany","28.65","16.86","43","0","7.06","41.89","80.84","99.14","21.64","35.66","0","99.14","11.1556558609009","28.1479587554932"
"2009","indirect migration background","West Germany","17","8.32","714","0","2.65","19.33","49.73","100","15.36","18.64","0","100","7.99515438079834","10.2184133529663"
"2009","no migration background","East Germany","14.38","2.81","4473","0","0","15.88","47.15","100","13.72","15.04","0","100","2.5873966217041","3.45744681358337"
"2009","no migration background","West Germany","7.62","0","11453","0","0","8.15","20.12","98.89","7.35","7.89","0","100","0","1.43527626991272"
"2010","direct migration background","East Germany","26.94","5.65","128","0","0","45.01","94.74","100","20.41","33.47","0","100","10.4481430053711","35.466869354248"
"2010","direct migration background","West Germany","19.87","8.15","2791","0","0","25.14","64.51","100","18.78","20.96","0","100","13.3526735305786","15.3330736160278"
"2010","indirect migration background","East Germany","30.26","25.82","78","0","0","49.9","82.29","100","23.78","36.74","0","100","24.6245079040527","36.2881202697754"
"2010","indirect migration background","West Germany","19.39","8.67","1150","0","0","23.23","60.42","100","17.86","20.92","0","100","11.2146348953247","13.4551677703857"
"2010","no migration background","East Germany","14.56","3.44","5330","0","0","15.94","50.07","100","13.86","15.26","0","100","6.97979164123535","8.15417194366455"
"2010","no migration background","West Germany","8.19","0","14951","0","0","8.89","21.59","99.79","7.87","8.51","0","100","5.40258598327637","5.87904262542725"
"2011","direct migration background","East Germany","26.19","8.68","159","0","0","44.24","78.87","100","20.66","31.72","0","100","8.85391044616699","29.5706253051758"
"2011","direct migration background","West Germany","18.64","7.03","3121","0","0","24.34","65.12","100","17.61","19.67","0","100","13.233247756958","14.9406232833862"
"2011","indirect migration background","East Germany","31.96","20.43","90","0","11.23","54.05","71.34","100","25.9","38.02","0","100","19.6564331054688","35.2793350219727"
"2011","indirect migration background","West Germany","18.39","8.17","1318","0","0","21.41","62.61","100","16.97","19.81","0","100","12.2095518112183","14.596417427063"
"2011","no migration background","East Germany","14.17","2","6164","0","0","15.07","51.14","100","13.5","14.84","0","100","6.22604560852051","7.1741886138916"
"2011","no migration background","West Germany","8.36","0","18160","0","0","8.35","22.69","99.81","8.07","8.65","0","100","5.15809535980225","5.62579679489136"
"2012","direct migration background","East Germany","27.15","10.04","156","0","0","52.51","76.81","100","21.8","32.5","0","100","10.0049839019775","25"
"2012","direct migration background","West Germany","17.05","6.91","2915","0","0","20.45","56.22","100","16.06","18.04","0","100","12.0645847320557","13.6866569519043"
"2012","indirect migration background","East Germany","37.5","32.3","82","0","5.66","52.23","84.51","100","30.61","44.39","0","100","17.7499771118164","33.2116737365723"
"2012","indirect migration background","West Germany","16.4","8.4","1291","0","0","19.23","48.07","100","15.04","17.76","0","100","11.3361568450928","13.2085857391357"
"2012","no migration background","East Germany","14.05","0","6040","0","0","14.19","51.06","100","13.39","14.71","0","100","5.79253911972046","6.82363080978394"
"2012","no migration background","West Germany","7.98","0","17787","0","0","8.14","21.13","99.84","7.7","8.26","0","100","4.77374458312988","5.23520469665527"
"2013","direct migration background","East Germany","25.55","5.83","439","0","0","40.96","90","100","22.11","28.99","0","100","15.4602003097534","27.9604320526123"
"2013","direct migration background","West Germany","17.92","6.46","5987","0","0","20.55","60.78","100","17.2","18.64","0","100","11.6347970962524","12.5479545593262"
"2013","indirect migration background","East Germany","37.14","27.08","110","0","5.45","56.95","95.38","100","31.34","42.94","0","100","13.9972743988037","26.8892364501953"
"2013","indirect migration background","West Germany","20.55","8.76","2124","0","0","24.32","70.29","100","19.39","21.71","0","100","10.9957418441772","12.3183689117432"
"2013","no migration background","East Germany","13.16","0","5691","0","0","12.99","49.37","100","12.49","13.83","0","100","5.00657558441162","6.05927562713623"
"2013","no migration background","West Germany","7.91","0","16954","0","0","8.24","21.31","100","7.62","8.2","0","100","4.71261167526245","5.15984296798706"
"2014","direct migration background","East Germany","29.56","11.57","353","0","0","53.42","88.52","100","26.01","33.11","0","100","14.8871583938599","29.8611106872559"
"2014","direct migration background","West Germany","19.02","7.14","4827","0","0","23.8","68.62","100","18.21","19.83","0","100","11.7983379364014","12.903980255127"
"2014","indirect migration background","East Germany","29.89","12.78","118","0","2.52","58.84","91.68","100","24.38","35.4","0","100","9.78349494934082","23.6871757507324"
"2014","indirect migration background","West Germany","21.17","9.84","1814","0","1.23","25.58","73.23","100","19.95","22.39","0","100","10.8709564208984","12.130202293396"
"2014","no migration background","East Germany","13.51","0","5233","0","0","12.36","50.82","100","12.84","14.18","0","100","4.11955690383911","5.37487840652466"
"2014","no migration background","West Germany","7.95","0","15434","0","0","7.74","21.5","100","7.66","8.24","0","100","4.09267854690552","4.54330348968506"
"2015","direct migration background","East Germany","22.65","3.19","435","0","0","39.91","82.64","100","19.36","25.94","0","100","10.9272241592407","19.3758525848389"
"2015","direct migration background","West Germany","18.08","5.52","5560","0","0","22.11","64.01","100","17.29","18.87","0","100","9.94128131866455","11.1144666671753"
"2015","indirect migration background","East Germany","22.4","9.18","118","0","0","34.14","72.58","100","17.12","27.68","0","100","10.1791019439697","22.9188289642334"
"2015","indirect migration background","West Germany","20.24","8.34","1690","0","0","24.59","71.52","100","18.96","21.52","0","100","9.83732509613037","11.3277769088745"
"2015","no migration background","East Germany","13.13","0","4987","0","0","12.14","48.25","100","12.45","13.81","0","100","3.24495911598206","4.50263071060181"
"2015","no migration background","West Germany","7.69","0","14716","0","0","7.22","19.7","100","7.4","7.98","0","100","3.8420045375824","4.2644419670105"
"2016","direct migration background","East Germany","19.81","0","359","0","0","28.4","73.42","100","16.14","23.48","0","100","12.1232528686523","21.2699966430664"
"2016","direct migration background","West Germany","18.16","5.94","4562","0","0","22.9","65.46","100","17.3","19.02","0","100","10.0329437255859","11.2946004867554"
"2016","indirect migration background","East Germany","14.31","4.51","114","0","0","17.42","51.72","99.96","9.02","19.6","0","100","9.90825653076172","21.0868110656738"
"2016","indirect migration background","West Germany","19.84","8.51","1574","0","0","25.53","65.62","100","18.55","21.13","0","100","9.82862186431885","11.5090484619141"
"2016","no migration background","East Germany","12.5","0","4695","0","0","12.3","40.98","100","11.84","13.16","0","100","2.92241907119751","4.28076219558716"
"2016","no migration background","West Germany","7.67","0","13645","0","0","7.67","20.22","99.76","7.37","7.97","0","100","3.61095333099365","4.0798225402832"
"2017","direct migration background","East Germany","30.25","11.56","739","0","0","50.38","100","100","27.28","33.22","0","100","58.315544128418","81.339714050293"
"2017","direct migration background","West Germany","20.05","6.17","6104","0","0","24.93","74.61","100","19.02","21.08","0","100","20.132116317749","23.4882907867432"
"2017","indirect migration background","East Germany","18.04","7.5","115","0","0","20.99","62.26","100","12.5","23.58","0","100","10.395001411438","18.7924957275391"
"2017","indirect migration background","West Germany","18.24","7.74","1721","0","0","21.44","63.16","100","17.02","19.46","0","100","9.31423377990723","10.4914407730103"
"2017","no migration background","East Germany","11.87","0","5232","0","0","10.86","39.62","100","11.25","12.49","0","100","2.48629856109619","3.83130192756653"
"2017","no migration background","West Germany","7.41","0","15463","0","0","7.03","19.6","99.99","7.14","7.68","0","100","3.21933126449585","3.6500985622406"
"2018","direct migration background","East Germany","30.41","10.29","862","0","0","61.43","100","100","27.75","33.07","0","100","82.1612319946289","97.5490188598633"
"2018","direct migration background","West Germany","20.5","5.72","7032","0","0","25.68","80.57","100","19.53","21.47","0","100","37.9844970703125","46.1790313720703"
"2018","indirect migration background","East Germany","20.29","7","128","0","0","19.96","74.46","100","14.91","25.67","0","100","9.33591365814209","19.5824661254883"
"2018","indirect migration background","West Germany","17.37","6.92","1691","0","0","19.75","58.07","100","16.18","18.56","0","100","9.11704349517822","10.3611097335815"
"2018","no migration background","East Germany","11.24","0","5140","0","0","10.24","39.49","100","10.61","11.87","0","100","1.64016973972321","3.56061744689941"
"2018","no migration background","West Germany","7.17","0","14816","0","0","6.88","18.76","99.08","6.89","7.45","0","100","3.00616264343262","3.48684120178223"
"2019","direct migration background","East Germany","31.5","13.69","762","0","0","52.31","100","100","28.55","34.45","0","100","74.0425872802734","89.7260284423828"
"2019","direct migration background","West Germany","20.02","5.38","6454","0","0","25.27","78.87","100","18.99","21.05","0","272.41","33.8823204040527","41.5722045898438"
"2019","indirect migration background","East Germany","19.33","8.25","135","0","0","21.16","67.94","100","14.42","24.24","0","100","6.45739889144897","11.6563186645508"
"2019","indirect migration background","West Germany","16.76","6.63","1641","0","0","21.27","58.92","100","15.55","17.97","0","100","7.13322734832764","8.30162620544434"
"2019","no migration background","East Germany","10.81","0","5234","0","0","9.71","33.99","100","10.23","11.39","0","100","0","2.10583925247192"
"2019","no migration background","West Germany","7.03","0","15315","0","0","7","18.46","95.71","6.78","7.28","0","100","1.93800926208496","2.46032953262329"
