"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","Female","10.58","2.71","1599","0","0","8.86","27","100","9.66","11.5","0","100","3.25902843475342","3.86547470092773"
"1984","direct migration background","Male","10.55","2.72","1814","0","0","10.64","27.4","100","9.73","11.37","0","100","3.11205077171326","3.59497880935669"
"1984","indirect migration background","Female","3.92","0","66","0","0","2.85","9.08","43.7","-0.7","8.54","0","87.28","1.25","4.7845025062561"
"1984","indirect migration background","Male","6.35","2.76","62","0","0","9.73","21.74","31.96","3.82","8.88","0","46.02","1.38581681251526","4.36096477508545"
"1984","no migration background","Female","6.01","0","4551","0","0","4.11","15.17","100","5.56","6.46","0","100","0.995880246162415","1.22135579586029"
"1984","no migration background","Male","5.47","1.14","4116","0","0","4.16","14.23","99.9","5.06","5.88","0","100","1.20690333843231","1.40909719467163"
"1985","direct migration background","Female","9.84","2.33","1373","0","0","8.69","25.12","100","8.88","10.8","0","100","3.38583827018738","4.07282400131226"
"1985","direct migration background","Male","8.79","2.38","1569","0","0","8.61","23.23","100","7.96","9.62","0","100","3.19827890396118","3.92056584358215"
"1985","indirect migration background","Female","4.54","1.21","78","0","0","2.83","17.6","38.2","2.12","6.96","0","67.94","1.83557546138763","4.7023811340332"
"1985","indirect migration background","Male","11.26","3","66","0","0","10.47","32.14","97.01","7.43","15.09","0","97.01","2.59887003898621","8.05988693237305"
"1985","no migration background","Female","5.97","0","4176","0","0","4.27","14.01","100","5.49","6.45","0","100","1.06816041469574","1.26849019527435"
"1985","no migration background","Male","5.18","1.08","3817","0","0","4.27","12.35","92.48","4.76","5.6","0","100","1.25301003456116","1.43605577945709"
"1986","direct migration background","Female","8.91","2.28","1317","0","0","8.41","22.39","100","7.95","9.87","0","100","3.1472008228302","4.00097799301147"
"1986","direct migration background","Male","9.09","2.08","1537","0","0","8.24","22.33","100","8.23","9.95","0","100","2.83471846580505","3.41483783721924"
"1986","indirect migration background","Female","3.57","0","83","0","0","2.65","11.71","32.23","0.78","6.36","0","75.07","1.77190351486206","4.57802534103394"
"1986","indirect migration background","Male","10.13","2.06","73","0","0","9.46","23.56","97.87","7.01","13.25","0","97.87","1.46595358848572","5.44902658462524"
"1986","no migration background","Female","5.75","0","3974","0","0","3.56","13.81","99.74","5.28","6.22","0","100","1.01797199249268","1.21334278583527"
"1986","no migration background","Male","5.15","1.04","3653","0","0","3.73","13.09","89.14","4.74","5.56","0","100","1.17611002922058","1.35654628276825"
