"year","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","6.21","1.04","12208","0","0","4.64","16.53","100","5.93","6.49","0","100","1.56784641742706","1.71374344825745"
"1985","5.96","1","11079","0","0","4.64","14.18","99.39","5.67","6.25","0","100","1.58738362789154","1.77108573913574"
"1986","5.83","0.93","10637","0","0","4.05","14.5","99.16","5.54","6.12","0","100","1.47122251987457","1.61349666118622"
"1987","5.55","0.67","10508","0","0","3.94","13.85","96.39","5.27","5.83","0","100","1.39020967483521","1.56106984615326"
"1988","5.34","0","10020","0","0","3.84","13.38","95.75","5.06","5.62","0","100","1.32458901405334","1.43888258934021"
"1989","5.49","0","9708","0","0","3.54","13.69","99.06","5.19","5.79","0","100","1.22393655776978","1.34236991405487"
"1990","4.96","0","9512","0","0","3.35","12.27","86.02","4.68","5.24","0","100","1.09147799015045","1.21171450614929"
"1991","4.94","0","9466","0","0","3.24","12.86","86.68","4.66","5.22","0","100","0.958458125591278","1.0774199962616"
"1992","5.85","0.58","13388","0","0","4.47","16.93","89.92","5.61","6.09","0","100","1.3671178817749","1.53907859325409"
"1993","6.5","0.4","13176","0","0","5.04","18.1","91.94","6.23","6.77","0","100","1.60204410552979","1.75381219387054"
"1994","6.97","0","12937","0","0","4.83","19.5","98.66","6.68","7.26","0","100","1.50468242168427","1.67610859870911"
"1995","7.66","0","13364","0","0","5.18","22.25","100","7.35","7.97","0","100","1.4911949634552","1.6340366601944"
"1996","8.15","0.77","13119","0","0","5.62","24.6","100","7.83","8.47","0","100","1.63578128814697","1.80906856060028"
"1997","10.03","2.28","12914","0","0","9.88","29.27","100","9.7","10.36","0","100","4.14275121688843","4.52166843414307"
"1998","10.15","2.38","14323","0","0","10.47","28.03","100","9.83","10.47","0","100","4.2252197265625","4.58824729919434"
"1999","9.46","2.36","13768","0","0","10.3","25.72","99.94","9.15","9.77","0","100","4.28517007827759","4.64069032669067"
"2000","9.26","0","24256","0","0","10.29","25.32","99.88","9.03","9.49","0","100","3.73299908638","4.01297569274902"
"2001","9.64","2.2","22060","0","0","10.89","25.74","99.71","9.4","9.88","0","100","4.19132900238037","4.48842239379883"
"2002","10.18","2.34","23152","0","0","11.49","27.91","100","9.95","10.41","0","100","3.69028902053833","3.94408273696899"
"2003","11.01","2.87","22292","0","0","12.42","30.98","100","10.77","11.25","0","100","4.04392004013062","4.37179708480835"
"2004","11.36","3.04","21730","0","0","12.9","31.81","100","11.11","11.61","0","100","4.14889335632324","4.47750186920166"
"2005","11.84","3.45","20807","0","0","13.44","33.77","100","11.58","12.1","0","100","4.00316333770752","4.33746814727783"
"2006","12.45","3.23","22374","0","0","13.31","36.45","100","12.18","12.72","0","100","3.62551188468933","3.95370221138"
"2007","12.17","2.88","20961","0","0","12.96","37.41","100","11.9","12.44","0","100","3.34234595298767","3.71375179290771"
"2008","11.35","2.56","19684","0","0","11.74","33.45","100","11.08","11.62","0","100","3.0453143119812","3.34564423561096"
"2009","10.51","1.83","18358","0","0","11.02","30.69","100","10.24","10.78","0","100","2.40258979797363","2.81491541862488"
"2010","11.41","2.43","24428","0","0","12.12","34.67","100","11.11","11.71","0","100","6.95014238357544","7.31721067428589"
"2011","11.19","0","29012","0","0","10.99","34.45","100","10.92","11.46","0","100","6.57816743850708","6.96978902816772"
"2012","10.71","0","28271","0","0","10.82","32.63","100","10.45","10.97","0","100","6.24399089813232","6.60563611984253"
"2013","10.9","0","31305","0","0","10.88","34.02","100","10.63","11.17","0","100","6.76544189453125","7.1040186882019"
"2014","11.23","0","27779","0","0","10.9","35.78","100","10.95","11.51","0","100","6.05528736114502","6.40910291671753"
"2015","10.82","0","27506","0","0","10.05","34.05","100","10.54","11.1","0","100","5.57575750350952","5.87408351898193"
"2016","10.71","0","24949","0","0","9.96","33.69","100","10.42","11","0","100","5.30998992919922","5.64709663391113"
"2017","10.79","0","29374","0","0","9.87","33.64","100","10.45","11.13","0","100","5.81963920593262","6.1245322227478"
"2018","10.67","0","29669","0","0","9.45","33.28","100","10.3","11.04","0","100","6.32780265808105","6.62356948852539"
"2019","10.45","0","29619","0","0","9.5","32.46","100","10.09","10.81","0","272.41","4.80384302139282","5.17482805252075"
