"year","hgtyp1hh","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","(Married) couple without C.","Rural Area","3.26","0","499","0","0","0","5.48","99.42","2.01","4.51","0","100","0","0"
"1985","(Married) couple without C.","Urban Area","2.87","0","1934","0","0","0","3.83","73.68","2.31","3.43","0","100","0","0"
"1985","1-pers.-HH","Rural Area","5.7","0","178","0","0","0","9.92","100","2.78","8.62","0","100","0","0"
"1985","1-pers.-HH","Urban Area","6.38","0","998","0","0","0","12.88","100","5.04","7.72","0","100","0","0"
"1985","Couple + C. GT 16 ","Rural Area","3.99","1.36","386","0","0","4.18","11.19","42.84","3.06","4.92","0","51.42","1.06875538825989","1.48294615745544"
"1985","Couple + C. GT 16 ","Urban Area","4.09","1.32","1643","0","0","2.95","8.74","56.88","3.52","4.66","0","100","1.19804883003235","1.39368081092834"
"1985","Couple + C. LE 16","Rural Area","11.37","5.12","547","1.35","2.17","10.81","23.98","100","9.73","13.01","0","100","4.73689651489258","5.73315906524658"
"1985","Couple + C. LE 16","Urban Area","7.41","3.13","2135","1.17","1.67","7.2","16.49","99.6","6.79","8.03","0","100","3.90641593933105","4.43159914016724"
"1985","Couple + C. LE and GT 16","Rural Area","7.54","5.54","333","1.32","2.74","8.34","17.82","32.38","6.8","8.28","0","32.38","5.0005578994751","6.24660491943359"
"1985","Couple + C. LE and GT 16","Urban Area","7.63","4.46","1160","1.15","2.32","8.7","17.04","67.05","6.87","8.39","0","100","4.5924334526062","5.23598194122314"
"1985","Single parent","Rural Area","11.37","2.44","115","0","0","13.24","30.67","100","7.86","14.88","0","100","1.82868719100952","4.84915494918823"
"1985","Single parent","Urban Area","12.85","2.32","430","0","0","10.03","38.57","100","10.35","15.35","0","100","2.22173976898193","3.29399132728577"
"1986","(Married) couple without C.","Rural Area","2.33","0","443","0","0","0","2.82","91.88","1.14","3.52","0","100","0","0"
"1986","(Married) couple without C.","Urban Area","2.9","0","1945","0","0","0","3.1","70.76","2.32","3.48","0","100","0","0"
"1986","1-pers.-HH","Rural Area","8.21","0","168","0","0","0","32.42","100","4.59","11.83","0","100","0","0"
"1986","1-pers.-HH","Urban Area","6.77","0","950","0","0","0","15.02","100","5.38","8.16","0","100","0","0"
"1986","Couple + C. GT 16 ","Rural Area","2.93","1.07","426","0","0","3.26","6.31","39.1","2.29","3.57","0","52.45","0.969371616840363","1.2489321231842"
"1986","Couple + C. GT 16 ","Urban Area","3.84","1.25","1681","0","0","2.4","8.16","48.38","3.27","4.41","0","100","1.18996858596802","1.3197295665741"
"1986","Couple + C. LE 16","Rural Area","10.25","4.69","493","1.38","2.04","9.99","25.46","100","8.76","11.74","0","100","4.35425662994385","5.33921432495117"
"1986","Couple + C. LE 16","Urban Area","7.81","3.35","1918","1.19","1.77","7.31","16.38","99.09","7.15","8.47","0","100","3.9441249370575","4.40267181396484"
"1986","Couple + C. LE and GT 16","Rural Area","9.68","4.52","319","1.38","2.41","10.82","19.08","72.2","8.09","11.27","0","100","4.08344411849976","5.59758424758911"
"1986","Couple + C. LE and GT 16","Urban Area","7.01","3.86","1084","1.14","2.08","7.62","19.27","40.28","6.26","7.76","0","100","4.19574022293091","4.860267162323"
"1986","Single parent","Rural Area","10.1","2.64","117","0","0","6.39","35.24","66","6.76","13.44","0","100","1.91827046871185","3.58325219154358"
"1986","Single parent","Urban Area","13.63","2.63","394","0","0","13.1","39.93","100","11.23","16.03","0","100","2.1147620677948","3.64934539794922"
"1987","(Married) couple without C.","Rural Area","1.68","0","459","0","0","0","1.86","30.74","0.78","2.58","0","84.44","0","0"
"1987","(Married) couple without C.","Urban Area","2.12","0","1898","0","0","0","2.11","53.7","1.63","2.61","0","100","0","0"
"1987","1-pers.-HH","Rural Area","7.43","0","168","0","0","0","20.1","100","4.11","10.75","0","100","0","0"
"1987","1-pers.-HH","Urban Area","6.27","0","947","0","0","0","12.23","100","4.93","7.61","0","100","0","0"
"1987","Couple + C. GT 16 ","Rural Area","4.25","1.01","450","0","0","2.39","8.78","75.5","3.18","5.32","0","75.5","0.957699000835419","1.46988415718079"
"1987","Couple + C. GT 16 ","Urban Area","3.5","1.11","1709","0","0","2.07","8.74","49.62","3.03","3.97","0","100","1.08973443508148","1.21415853500366"
"1987","Couple + C. LE 16","Rural Area","9.81","4.5","487","1.29","1.92","11","24","91.39","8.44","11.18","0","100","4.23650741577148","5.08765125274658"
"1987","Couple + C. LE 16","Urban Area","7.73","3.53","1881","1.13","1.7","7.67","15.63","99.62","7.06","8.4","0","100","3.85986995697021","4.20283222198486"
"1987","Couple + C. LE and GT 16","Rural Area","10.25","4.97","275","1.44","2.48","10.86","20.3","97.92","8.26","12.24","0","97.92","3.90757727622986","5.42445278167725"
"1987","Couple + C. LE and GT 16","Urban Area","7.87","3.95","987","1.03","2.1","8.95","19.52","75.17","7.01","8.73","0","100","4.2003378868103","4.87533760070801"
"1987","Single parent","Rural Area","13.38","3.77","122","0","0","10.31","42.21","100","9.17","17.59","0","100","2.57983183860779","6.68618488311768"
"1987","Single parent","Urban Area","10.42","2.48","401","0","0","12.01","29.62","100","8.55","12.29","0","100","2.44251728057861","3.63614821434021"
"1988","(Married) couple without C.","Rural Area","2.5","0","429","0","0","0","2.32","73.54","1.26","3.74","0","100","0","0"
"1988","(Married) couple without C.","Urban Area","2.25","0","1861","0","0","0","2.17","59.77","1.74","2.76","0","100","0","0"
"1988","1-pers.-HH","Rural Area","6.97","0","170","0","0","0","16.55","100","3.69","10.25","0","100","0","0"
"1988","1-pers.-HH","Urban Area","5.59","0","901","0","0","0","10.15","100","4.25","6.93","0","100","0","0"
"1988","Couple + C. GT 16 ","Rural Area","4.54","0.98","426","0","0","2.46","13.35","95.41","3.33","5.75","0","95.41","0.861947953701019","1.15923416614532"
"1988","Couple + C. GT 16 ","Urban Area","3.37","1.07","1783","0","0","2.46","7.2","40.82","2.89","3.85","0","100","1.07286393642426","1.20255398750305"
"1988","Couple + C. LE 16","Rural Area","10.66","4.74","465","1.26","2.19","13.48","23.6","99.84","9.11","12.21","0","100","4.57461071014404","5.55992031097412"
"1988","Couple + C. LE 16","Urban Area","7.59","3.48","1766","1.11","1.66","7.82","16.49","82.8","6.93","8.25","0","100","3.91606020927429","4.28964424133301"
"1988","Couple + C. LE and GT 16","Rural Area","7.08","4.86","238","1","1.66","9.76","14.39","57.31","5.92","8.24","0.81","57.31","4.05893707275391","5.33642673492432"
"1988","Couple + C. LE and GT 16","Urban Area","7.98","4.21","853","1.08","1.94","9.51","19.06","49.67","7.06","8.9","0","100","4.81902456283569","5.8682107925415"
"1988","Single parent","Rural Area","10.14","4.04","121","0","0","10.26","33.78","91.58","6.96","13.32","0","98.27","1.97669172286987","5.43381977081299"
"1988","Single parent","Urban Area","10.98","2.06","390","0","0","11.15","33.89","100","8.88","13.08","0","100","1.83733320236206","2.84169888496399"
"1989","(Married) couple without C.","Rural Area","2.18","0","428","0","0","0","1.74","58.59","1.17","3.19","0","100","0","0"
"1989","(Married) couple without C.","Urban Area","2.28","0","1837","0","0","0","1.61","47.73","1.76","2.8","0","100","0","0"
"1989","1-pers.-HH","Rural Area","8.04","0","165","0","0","0","23.15","100","4.58","11.5","0","100","0","0"
"1989","1-pers.-HH","Urban Area","5.39","0","904","0","0","0","6.92","100","4.08","6.7","0","100","0","0"
