"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","direct migration background","inadequately","23.1","14.44","149","0","0","40.7","66.2","100","18.33","27.87","0","100","9.6195650100708","18.9412117004395"
"2005","direct migration background","middle vocational","16.37","7.93","879","0","0","19.81","49.63","100","14.89","17.85","0","100","6.81516456604004","9.81685447692871"
"2005","direct migration background","vocational + Abi","16.42","10.35","216","0","2.97","19.24","42.03","100","13.63","19.21","0","100","7.87388134002686","11.4171371459961"
"2005","indirect migration background","general elemantary","20.83","13.04","182","0","5.24","23.29","64.05","100","16.98","24.68","0","100","12.2457094192505","17.4307765960693"
"2005","indirect migration background","higher education","6.14","3.16","69","0","0","10.13","12.61","58.48","3.34","8.94","0","63.77","0","5.41325569152832"
"2005","indirect migration background","higher vocational","10.85","9.75","41","0","2.76","13.11","26.61","44.91","6.75","14.95","0","62.67","6.0429539680481","12.001558303833"
"2005","indirect migration background","in school","22.5","13","90","5.92","8.25","18.15","69.14","100","17.13","27.87","0","100","9.74431705474854","15.1898736953735"
"2005","indirect migration background","inadequately","","","","","","","","","","","","","",""
"2005","indirect migration background","middle vocational","14.93","8.11","339","0","0","18.02","34.85","99.92","12.66","17.2","0","100","6.23565912246704","9.48119068145752"
"2005","indirect migration background","vocational + Abi","11.31","5.52","46","0","0","10.12","30.85","100","3.84","18.78","0","100","0","10.1219892501831"
"2005","no migration background","general elemantary","13.11","0","1664","0","0","15.35","42.11","100","12.04","14.18","0","100","0","3.56557130813599"
"2005","no migration background","higher education","6.34","0","3770","0","0","7.23","17.56","75","5.96","6.72","0","100","2.31552839279175","2.85961866378784"
"2005","no migration background","higher vocational","8.3","2.29","1392","0","0","11.27","21.4","84.54","7.59","9.01","0","100","3.15680265426636","4.50538969039917"
"2005","no migration background","in school","17.03","9.39","506","4.08","5.94","17.92","40.93","100","15.39","18.67","0","100","8.03545951843262","9.38065910339355"
"2005","no migration background","inadequately","29.68","20.98","86","0","3.37","43.22","79.5","100","22.32","37.04","0","100","13.4863128662109","29.3514404296875"
"2005","no migration background","middle vocational","10.89","0","9089","0","0","12.2","31.42","100","10.49","11.29","0","100","2.8558623790741","3.45562672615051"
"2005","no migration background","vocational + Abi","10.37","3.79","874","0","0","13.18","27.07","100","9.28","11.46","0","100","3.15744352340698","4.91919612884521"
"2006","direct migration background","general elemantary","20.74","10.28","547","0","0","25.27","69.08","100","18.4","23.08","0","100","9.03386497497559","12.3587236404419"
"2006","direct migration background","higher education","21.89","6.33","367","0","0","24.81","96.74","100","19.33","24.45","0","100","3.89821195602417","6.8136568069458"
"2006","direct migration background","higher vocational","15.63","7.5","144","0","0","19.39","41.3","100","12.07","19.19","0","100","3.61595726013184","9.64433860778809"
"2006","direct migration background","in school","45.83","24.02","40","0","9.39","99.39","100","100","34.19","57.47","0","100","10.6449089050293","28.4299297332764"
"2006","direct migration background","inadequately","25.87","8.23","134","0","0","42.91","91.62","100","20.29","31.45","0","100","4.87637567520142","14.7509574890137"
"2006","direct migration background","middle vocational","19.65","9.36","899","0","0","23.62","62.13","100","17.97","21.33","0","100","7.03384208679199","9.79591846466064"
"2006","direct migration background","vocational + Abi","17.57","10.75","221","0","2.48","21.77","32.38","100","14.5","20.64","0","100","8.02704811096191","12.32493019104"
"2006","indirect migration background","general elemantary","22.54","11.38","187","0","4.07","28.02","67.04","100","18.43","26.65","0","100","9.49103832244873","16.8540954589844"
"2006","indirect migration background","higher education","5.94","2.49","77","0","0","6.06","16.85","66.01","3.74","8.14","0","66.01","0","5.18984508514404"
"2006","indirect migration background","higher vocational","10.66","6.59","42","0","2.3","13.06","28.6","35.52","5.33","15.99","0","100","3.20088672637939","10.584210395813"
"2006","indirect migration background","in school","24.64","15.34","85","7.54","8.2","25.66","72.76","99.63","19.34","29.94","1.34","99.75","11.7310991287231","19.9132804870605"
"2006","indirect migration background","inadequately","","","","","","","","","","","","","",""
"2006","indirect migration background","middle vocational","18.06","8.77","350","0","0","19.02","61.95","100","15.41","20.71","0","100","6.53511571884155","9.61423397064209"
"2006","indirect migration background","vocational + Abi","8.53","0","51","0","0","9.47","19.46","100","1.53","15.53","0","100","0","9.55318355560303"
"2006","no migration background","general elemantary","14.26","0","1824","0","0","14.77","53.16","100","13.15","15.37","0","100","0","2.89496350288391"
"2006","no migration background","higher education","6.04","0","4146","0","0","7.12","15.46","80.85","5.68","6.4","0","100","1.84594488143921","2.568843126297"
"2006","no migration background","higher vocational","8.55","1.1","1473","0","0","10.53","22.48","100","7.83","9.27","0","100","2.49722981452942","4.09221124649048"
"2006","no migration background","in school","16.86","8.9","514","3.37","5.46","15.82","45.88","97.59","15.22","18.5","0","100","7.82419681549072","9.33697986602783"
"2006","no migration background","inadequately","32.77","23.29","98","0","7.61","49.84","87.4","100","25.9","39.64","0","100","13.958758354187","28.2456035614014"
"2006","no migration background","middle vocational","11","0","9888","0","0","11.75","32.6","100","10.6","11.4","0","100","2.30317091941833","3.00311493873596"
"2006","no migration background","vocational + Abi","10.82","3.61","948","0","0","12.09","29.09","100","9.79","11.85","0","100","3.23869729042053","4.61792182922363"
"2007","direct migration background","general elemantary","18.29","7.38","478","0","0","24.71","53.96","100","15.97","20.61","0","100","6.83885669708252","12.2388162612915"
"2007","direct migration background","higher education","20.23","4.91","347","0","0","24.71","87.43","100","17.74","22.72","0","100","2.89301490783691","5.571364402771"
"2007","direct migration background","higher vocational","18.39","6.54","127","0","0","21.01","53.33","100","14.3","22.48","0","100","2.89855074882507","9.83114337921143"
"2007","direct migration background","in school","","","","","","","","","","","","","",""
"2007","direct migration background","inadequately","26.53","5.5","117","0","0","48.3","87.58","100","20.74","32.32","0","100","4.56815147399902","12.7645998001099"
"2007","direct migration background","middle vocational","18.97","8","804","0","0","22.3","57.12","100","17.23","20.71","0","100","5.87188625335693","8.65817070007324"
"2007","direct migration background","vocational + Abi","16.2","8.1","208","0","0","20.95","43.77","100","13.19","19.21","0","100","7.07937479019165","11.2364673614502"
"2007","indirect migration background","general elemantary","25.12","11.29","170","0","5.87","26.67","85.39","100","20.74","29.5","0","100","10.0462856292725","16.9442920684814"
"2007","indirect migration background","higher education","5.93","1.26","86","0","0","6.8","11.33","93.88","3.37","8.49","0","93.88","0","5.30942106246948"
"2007","indirect migration background","higher vocational","9.77","7.09","38","0","4.67","12.31","22.14","50.67","3.48","16.06","0","100","2.66803479194641","11.3267860412598"
"2007","indirect migration background","in school","33.25","15.86","95","6.65","11.36","46.16","91.2","100","27.57","38.93","0","100","12.2274789810181","18.8990516662598"
"2007","indirect migration background","inadequately","","","","","","","","","","","","","",""
"2007","indirect migration background","middle vocational","19.39","9.75","331","0","2.09","21.06","55.82","99.49","16.92","21.86","0","100","6.3560357093811","9.01261806488037"
"2007","indirect migration background","vocational + Abi","7.65","2.31","51","0","0","8.45","14.2","100","1.92","13.38","0","100","0","8.45387935638428"
"2007","no migration background","general elemantary","15.48","0","1631","0","0","16.19","57.5","100","14.27","16.69","0","100","0","3.96328377723694"
"2007","no migration background","higher education","6.15","0","3968","0","0","6.63","14.71","85.67","5.77","6.53","0","100","1.47314393520355","2.20141530036926"
"2007","no migration background","higher vocational","9.06","2.32","1374","0","0","10.87","19.97","100","8.3","9.82","0","100","2.48393774032593","4.0646653175354"
"2007","no migration background","in school","16.43","9.68","505","3.5","6.15","15.77","36.08","100","14.82","18.04","0","100","8.59035491943359","9.97756004333496"
"2007","no migration background","inadequately","32.95","18.99","93","0","2.45","68.17","92.07","100","25.64","40.26","0","100","14.9830350875854","27.7652988433838"
"2007","no migration background","middle vocational","10.42","0","9247","0","0","11.3","30.75","100","10.02","10.82","0","100","1.74086499214172","2.69049143791199"
"2007","no migration background","vocational + Abi","9.74","3","916","0","0","11.51","20.83","99.65","8.72","10.76","0","100","2.94896745681763","4.59005498886108"
"2008","direct migration background","general elemantary","18.29","6.98","430","0","0","24.8","52.33","100","15.75","20.83","0","100","5.36828947067261","9.91017532348633"
"2008","direct migration background","higher education","19.65","6.11","314","0","0","19.73","76.53","100","17.01","22.29","0","100","2.66747498512268","4.854088306427"
"2008","direct migration background","higher vocational","15.95","5.18","114","0","0","16.75","57.4","100","12.18","19.72","0","100","0","7.49094820022583"
"2008","direct migration background","in school","","","","","","","","","","","","","",""
"2008","direct migration background","inadequately","26.59","6.57","101","0","0","50.28","91.5","100","20.27","32.91","0","100","4.87560081481934","13.6777439117432"
"2008","direct migration background","middle vocational","17.51","7.32","716","0","0","22.54","51","100","15.77","19.25","0","100","6.01640844345093","8.62596702575684"
"2008","direct migration background","vocational + Abi","14.85","7.48","194","0","0","18.47","32.86","100","11.88","17.82","0","100","7.30786418914795","11.5097160339355"
"2008","indirect migration background","general elemantary","22.74","9.67","172","0","3.38","24.29","83.27","100","18.51","26.97","0","100","9.66529178619385","14.8277959823608"
"2008","indirect migration background","higher education","4.71","2.21","86","0","0","7.03","9.49","41.12","2.63","6.79","0","49.79","0","4.72137975692749"
"2008","indirect migration background","higher vocational","10.31","8.03","36","0","4.18","17.07","21.71","30.01","4.5","16.12","0","98.28","4.65491199493408","11.120285987854"
"2008","indirect migration background","in school","27.87","14.61","98","5.62","9.44","37.62","60.52","100","22.47","33.27","1.34","100","11.3179817199707","19.1529331207275"
"2008","indirect migration background","inadequately","","","","","","","","","","","","","",""
"2008","indirect migration background","middle vocational","16.69","8.35","322","0","1.27","22.14","52.71","99.92","14.55","18.83","0","100","5.71976852416992","8.82142162322998"
"2008","indirect migration background","vocational + Abi","11.58","3.54","41","0","0","12.12","29.94","100","5.6","17.56","0","100","3.14837217330933","11.108865737915"
"2008","no migration background","general elemantary","14.45","0","1489","0","0","13.93","48.61","100","13.21","15.69","0","100","0","3.43276286125183"
"2008","no migration background","higher education","5.84","0","3808","0","0","6.58","13.88","89.3","5.46","6.22","0","100","0","1.88902974128723"
"2008","no migration background","higher vocational","7.75","0.04","1272","0","0","8.98","19.05","100","7.03","8.47","0","100","1.94643414020538","3.51584792137146"
"2008","no migration background","in school","13.35","9.91","442","3.78","6.36","14.66","24.6","100","11.98","14.72","0","100","8.42815780639648","9.76434516906738"
"2008","no migration background","inadequately","33.85","24.82","77","0","1.04","50.28","100","100","25.44","42.26","0","100","11.5708951950073","27.4922828674316"
"2008","no migration background","middle vocational","9.98","0","8748","0","0","10.22","27.51","100","9.58","10.38","0","100","0.708034992218018","2.3205087184906"
"2008","no migration background","vocational + Abi","8.52","2.29","865","0","0","10.14","19.7","100","7.46","9.58","0","100","2.95059204101562","4.30126953125"
"2009","direct migration background","general elemantary","18.19","8.8","363","0","0","20.07","63.76","100","15.59","20.79","0","100","6.64545869827271","10.4047946929932"
"2009","direct migration background","higher education","14.45","4.41","294","0","0","18.1","46.57","100","12.13","16.77","0","100","2.2930269241333","4.67966556549072"
"2009","direct migration background","higher vocational","13.75","4.92","96","0","0","16.5","35.62","100","9.25","18.25","0","100","0","7.24897575378418"
"2009","direct migration background","in school","","","","","","","","","","","","","",""
"2009","direct migration background","inadequately","21.93","8.14","92","0","0","35.39","63.76","100","16.16","27.7","0","100","3.30201482772827","14.2238712310791"
"2009","direct migration background","middle vocational","16.42","7.04","617","0","0","19.16","48.78","100","14.61","18.23","0","100","6.51302337646484","8.80419254302979"
"2009","direct migration background","vocational + Abi","16.14","7.19","170","0","0","19.46","55.34","99.83","12.93","19.35","0","100","6.30168294906616","10.6142845153809"
"2009","indirect migration background","general elemantary","26.89","12.5","152","0","6.39","42.42","82.22","100","22.61","31.17","0","100","12.4004650115967","18.8655433654785"
"2009","indirect migration background","higher education","5.42","2.8","88","0","0","7.26","14.45","34.42","3.77","7.07","0","34.42","0","4.70816040039062"
"2009","indirect migration background","higher vocational","9.95","6.68","30","0","4.54","12.18","14.8","46.2","2.83","17.07","0","98.03","3.78673005104065","12.1828355789185"
"2009","indirect migration background","in school","26.97","17.77","85","6.33","10.56","36.84","57.67","100","22.13","31.81","0","100","10.748872756958","17.7522354125977"
"2009","indirect migration background","inadequately","","","","","","","","","","","","","",""
"2009","indirect migration background","middle vocational","13.42","7.25","288","0","0","15.88","37.06","83.22","11.36","15.48","0","100","5.60213184356689","8.5693883895874"
"2009","indirect migration background","vocational + Abi","9.91","6.28","37","0","0","11.06","27.89","82.01","4.62","15.2","0","82.01","2.77740216255188","11.061562538147"
"2009","no migration background","general elemantary","13.42","0","1337","0","0","13.5","47.82","100","12.17","14.67","0","100","0","3.11441421508789"
"2009","no migration background","higher education","5.62","0","3667","0","0","6.26","15.73","66.83","5.25","5.99","0","100","0","0.622071206569672"
"2009","no migration background","higher vocational","7.46","0","1212","0","0","8.05","17.07","100","6.73","8.19","0","100","0","2.68668866157532"
"2009","no migration background","in school","12.66","9.12","403","3.57","5.44","13.98","24.61","80.83","11.35","13.97","0","100","7.72696161270142","9.15985107421875"
"2009","no migration background","inadequately","34.23","21.88","68","0","0","63.12","100","100","24.98","43.48","0","100","9.24577903747559","38.3966484069824"
"2009","no migration background","middle vocational","9.19","0","8205","0","0","9.02","26.39","100","8.8","9.58","0","100","0","0"
"2009","no migration background","vocational + Abi","7.22","0","796","0","0","9.93","17.29","100","6.18","8.26","0","100","2.66870760917664","4.18260431289673"
"2010","direct migration background","general elemantary","20.33","8.15","630","0","0","26.93","67","100","17.87","22.79","0","100","16.291711807251","20.612813949585"
"2010","direct migration background","higher education","15.06","6.05","541","0","0","16.69","49.16","100","12.89","17.23","0","100","6.64859962463379","8.88888931274414"
"2010","direct migration background","higher vocational","17.61","5.2","114","0","0","23.06","56.52","100","12.91","22.31","0","100","4.61603784561157","9.52917671203613"
"2010","direct migration background","in school","33.77","17.68","36","5.72","7.16","65.85","90.47","100","22.7","44.84","4.53","100","17.7074584960938","45.0749664306641"
"2010","direct migration background","inadequately","28.38","17.2","178","0","0","37.68","93.36","100","23.08","33.68","0","100","20.1657981872559","33.9240493774414"
"2010","direct migration background","middle vocational","21.1","9.8","1050","0","0","28.24","67.1","100","19.34","22.86","0","100","14.2503099441528","17.0575695037842"
"2010","direct migration background","vocational + Abi","16.61","6.93","327","0","2.17","18.31","50.02","100","13.53","19.69","0","100","12.4953813552856","16.981969833374"
"2010","indirect migration background","general elemantary","32.36","17.43","212","0","3.81","54.93","95.54","100","27.87","36.85","0","100","17.8346672058105","32.9031753540039"
"2010","indirect migration background","higher education","10.32","3.38","165","0","0","13.14","34.82","68.97","7.89","12.75","0","100","4.80667543411255","8.41259288787842"
"2010","indirect migration background","higher vocational","8.74","5.16","55","0","2.65","10.02","25.3","52.81","3.97","13.51","0","98.78","7.1975564956665","15.0676403045654"
"2010","indirect migration background","in school","26.4","12.6","143","6.47","8.15","32.95","79.96","98.81","21.51","31.29","0","100","13.4551677703857","23.0476016998291"
"2010","indirect migration background","inadequately","","","","","","","","","","","","","",""
"2010","indirect migration background","middle vocational","16.11","7.74","486","0","0","19.85","51.21","100","14.02","18.2","0","100","11.2146348953247","14.8160343170166"
"2010","indirect migration background","vocational + Abi","12.03","4.15","83","0","0","12.28","51.62","91.38","6.86","17.2","0","100","6.62128257751465","12.7844648361206"
"2010","no migration background","general elemantary","14.52","2.24","1694","0","0","16.57","51.37","100","13.05","15.99","0","100","8.06079196929932","10.4259910583496"
"2010","no migration background","higher education","5.3","0","4678","0","0","6.35","14.4","64.02","4.94","5.66","0","100","3.36089253425598","3.92137885093689"
"2010","no migration background","higher vocational","6.9","0","1450","0","0","8.52","16.38","100","6.15","7.65","0","100","4.0996356010437","5.53765916824341"
"2010","no migration background","in school","15.91","9.69","530","3.33","5.66","15.33","29.74","100","14.08","17.74","0","100","10.8594303131104","12.6174116134644"
"2010","no migration background","inadequately","47.45","35.06","146","0","11.71","88.42","100","100","41.82","53.08","0","100","49.1430778503418","73.0315399169922"
"2010","no migration background","middle vocational","9.62","0","10264","0","0","10.25","26.85","100","9.19","10.05","0","100","6.05389451980591","6.64915370941162"
"2010","no migration background","vocational + Abi","9.45","2.34","1305","0","0","9.89","22.48","99.74","8.35","10.55","0","100","7.81957054138184","9.24886226654053"
"2011","direct migration background","general elemantary","18.9","5.51","664","0","0","25.11","67.63","100","16.44","21.36","0","100","14.6202211380005","19.7644557952881"
"2011","direct migration background","higher education","14.54","4.7","620","0","0","15.69","50","100","12.47","16.61","0","100","6.9472451210022","9.40114498138428"
"2011","direct migration background","higher vocational","15.9","6.09","121","0","0","14.31","58.57","100","11.42","20.38","0","100","7.02751588821411","11.338939666748"
"2011","direct migration background","in school","39.34","29.42","40","5.06","8.87","65.12","100","100","29.27","49.41","1.67","100","21.250638961792","51.3254623413086"
"2011","direct migration background","inadequately","29.51","17.59","180","0","0","49.7","94.45","100","24.26","34.76","0","100","20.6446132659912","39.2085075378418"
"2011","direct migration background","middle vocational","18.25","7.37","1190","0","0","24.67","58.86","100","16.66","19.84","0","100","12.6783609390259","15.5143337249756"
"2011","direct migration background","vocational + Abi","16.42","7.43","362","0","0","21.12","42.92","100","13.61","19.23","0","100","11.818717956543","16.8667640686035"
"2011","indirect migration background","general elemantary","33.15","18.88","226","0","5.06","59.8","100","100","28.92","37.38","0","100","20.8683662414551","30.8668785095215"
"2011","indirect migration background","higher education","7.52","0","194","0","0","10.12","22.75","47.06","5.53","9.51","0","100","5.91195964813232","9.9895544052124"
"2011","indirect migration background","higher vocational","10.94","4.91","61","0","1.24","15.82","32.9","58.81","6.34","15.54","0","82.61","7.9296088218689","16.2772789001465"
"2011","indirect migration background","in school","21.06","10.22","173","3.63","7.27","20.1","64.04","100","17.09","25.03","0","100","12.3258991241455","17.1884651184082"
"2011","indirect migration background","inadequately","","","","","","","","","","","","","",""
"2011","indirect migration background","middle vocational","15.69","6.78","538","0","0","17.67","44.28","100","13.59","17.79","0","100","10.7889890670776","14.5988292694092"
"2011","indirect migration background","vocational + Abi","13.85","5.47","95","0","0","18.02","46.44","99.98","8.6","19.1","0","100","9.38336658477783","17.9548683166504"
"2011","no migration background","general elemantary","15.21","0","2184","0","0","15.73","58.34","100","13.94","16.48","0","100","6.53708934783936","8.49147319793701"
"2011","no migration background","higher education","5.1","0","5411","0","0","5.85","14","65.41","4.73","5.47","0","100","3.10928988456726","3.68768262863159"
"2011","no migration background","higher vocational","6.35","0","1679","0","0","7.63","15.41","84.24","5.68","7.02","0","100","3.55309534072876","4.99084568023682"
"2011","no migration background","in school","15.35","8.66","680","3.87","5.41","15","32.95","98.98","13.7","17","0","100","10.7842416763306","12.3192090988159"
"2011","no migration background","inadequately","37.3","24.27","203","0","0","73.15","100","100","32.22","42.38","0","100","38.2516021728516","56.9854354858398"
"2011","no migration background","middle vocational","9.6","0","12232","0","0","9.38","28.43","100","9.2","10","0","100","5.19556903839111","5.79847145080566"
"2011","no migration background","vocational + Abi","10.05","2.09","1553","0","0","10.14","26.79","100","9.02","11.08","0","100","8.03198146820068","9.55341053009033"
"2012","direct migration background","general elemantary","17.87","6.18","629","0","0","20.6","65.86","100","15.45","20.29","0","100","13.9291934967041","17.9259586334229"
"2012","direct migration background","higher education","13.48","4.83","611","0","0","14.45","43.92","100","11.51","15.45","0","100","6.77352046966553","8.97488975524902"
"2012","direct migration background","higher vocational","13.79","4.94","108","0","0","16.22","53.82","100","9.36","18.22","0","100","5.05691337585449","9.79668045043945"
"2012","direct migration background","in school","37.9","25.44","33","10.52","17.58","52.27","99.31","100","27.34","48.46","5.54","100","18.1782875061035","34.2857131958008"
"2012","direct migration background","inadequately","28.09","16.05","150","0","0","51.41","92.32","100","22.71","33.47","0","100","19.9428157806396","32.793285369873"
"2012","direct migration background","middle vocational","17.6","7.99","1123","0","0","22.44","53.84","100","16.11","19.09","0","100","12.8656330108643","14.9912042617798"
"2012","direct migration background","vocational + Abi","14.94","6.97","364","0","0","16.22","38.86","100","12.14","17.74","0","100","10.1342792510986","13.5315942764282"
"2012","indirect migration background","general elemantary","30.26","15.58","227","0","4.83","40.82","100","100","26.23","34.29","0","100","17.9793682098389","23.537784576416"
"2012","indirect migration background","higher education","5.23","0","193","0","0","7.71","12.79","48.07","3.44","7.02","0","100","5.434006690979","8.1558780670166"
"2012","indirect migration background","higher vocational","7.81","4.01","61","0","0","10.24","20.36","56.71","4.34","11.28","0","56.71","6.08606386184692","14.680362701416"
"2012","indirect migration background","in school","20.68","12.06","171","4.2","6.77","22.44","53.46","100","16.46","24.9","1.14","100","14.5287055969238","18.0014133453369"
"2012","indirect migration background","inadequately","33.34","17.04","32","0","8.94","65.81","84.51","100","21.65","45.03","0","100","18.1118412017822","65.806770324707"
"2012","indirect migration background","middle vocational","17.27","8.95","522","0","0","20.27","48.67","100","15.21","19.33","0","100","10.532341003418","13.4118928909302"
"2012","indirect migration background","vocational + Abi","8.03","0","97","0","0","11.02","19","74.92","3.56","12.5","0","100","8.15161991119385","13.5234861373901"
"2012","no migration background","general elemantary","15.02","0","2146","0","0","14.55","59.59","100","13.74","16.3","0","100","6.25070762634277","8.34893131256104"
"2012","no migration background","higher education","5.15","0","5356","0","0","5.78","13.73","65.79","4.8","5.5","0","100","2.51017475128174","3.17784714698792"
"2012","no migration background","higher vocational","5.55","0","1646","0","0","7.05","15.41","68.49","4.89","6.21","0","100","2.69258451461792","4.4590744972229"
"2012","no migration background","in school","15.17","9.19","707","3.81","6.47","15.43","35","100","13.65","16.69","0","100","11.2989778518677","12.8727588653564"
"2012","no migration background","inadequately","38.54","27.45","206","0","0","77.05","100","100","33.57","43.51","0","100","30.7409191131592","51.1658477783203"
"2012","no migration background","middle vocational","9.24","0","11957","0","0","9.12","27.23","100","8.85","9.63","0","100","4.74869346618652","5.46730709075928"
"2012","no migration background","vocational + Abi","8.74","2.22","1509","0","0","9.57","21.2","100","7.79","9.69","0","100","7.27152967453003","8.59779644012451"
"2013","direct migration background","general elemantary","19.38","6.93","1347","0","0","23.98","66.86","100","17.74","21.02","0","100","14.7400388717651","17.3664970397949"
"2013","direct migration background","higher education","12.94","3.16","1345","0","0","12.29","45.5","100","11.61","14.27","0","100","6.83432626724243","8.49100112915039"
"2013","direct migration background","higher vocational","11.25","3.09","117","0","0","14.5","39.5","95.65","7.45","15.05","0","100","5.4277286529541","12.259051322937"
"2013","direct migration background","in school","41.01","34.36","125","5.56","11.5","63.96","91.65","100","35.31","46.71","0","100","17.9572906494141","43.8076553344727"
"2013","direct migration background","inadequately","35.02","20.13","384","0","0","66.22","100","100","31.45","38.59","0","100","26.5916976928711","42.4152793884277"
"2013","direct migration background","middle vocational","17.53","6.84","2174","0","0","19.92","58.82","100","16.36","18.7","0","100","11.3534994125366","12.7197904586792"
"2013","direct migration background","vocational + Abi","16.53","6.39","796","0","0","17.3","51.01","100","14.64","18.42","0","100","8.9830961227417","12.0787744522095"
"2013","indirect migration background","general elemantary","33.94","17.56","470","0","7.43","61.62","100","100","31.06","36.82","0","100","17.0257091522217","23.8571949005127"
"2013","indirect migration background","higher education","8.47","1.99","326","0","0","9.38","26.84","97.96","6.64","10.3","0","100","4.46818828582764","7.40691041946411"
"2013","indirect migration background","higher vocational","8.47","4.46","69","0","0","10.09","25.39","42.13","4.72","12.22","0","100","5.12856245040894","10.0872583389282"
"2013","indirect migration background","in school","27.27","13.2","246","4.12","7.33","40.67","85.7","100","23.47","31.07","0","100","14.0857448577881","18.465202331543"
"2013","indirect migration background","inadequately","46.49","32.74","61","7.29","15.6","85.07","96","100","38.12","54.86","0","100","21.4810619354248","55.4367218017578"
"2013","indirect migration background","middle vocational","18.69","7.25","838","0","0","20.55","64.04","100","17","20.38","0","100","8.96632480621338","11.2356624603271"
"2013","indirect migration background","vocational + Abi","15.38","5.74","142","0","0","19.54","44.09","100","11.94","18.82","0","100","6.15145206451416","10.7246942520142"
"2013","no migration background","general elemantary","15.08","0","2006","0","0","15.42","54.49","100","13.78","16.38","0","100","7.3377423286438","9.08324241638184"
"2013","no migration background","higher education","4.71","0","5208","0","0","5.33","12.3","65.43","4.38","5.04","0","100","2.01200842857361","2.92620873451233"
"2013","no migration background","higher vocational","5.59","0","1549","0","0","6.98","14.5","67.67","4.94","6.24","0","100","2.92350172996521","4.59923362731934"
"2013","no migration background","in school","14.93","9.33","705","3.6","5.99","13.45","30.81","99.92","13.24","16.62","0","100","11.0207138061523","12.6211824417114"
"2013","no migration background","inadequately","35.45","27.1","190","0","0","57.41","100","100","30.16","40.74","0","100","28.2168159484863","49.8990859985352"
"2013","no migration background","middle vocational","9.07","0","11211","0","0","8.89","26.99","100","8.67","9.47","0","100","4.37643718719482","5.02594900131226"
"2013","no migration background","vocational + Abi","8.89","0.62","1435","0","0","10.17","22.29","100","7.96","9.82","0","100","7.26714372634888","8.65700912475586"
"2014","direct migration background","general elemantary","20.68","7.79","1038","0","0","27.74","74.08","100","18.77","22.59","0","100","15.2356433868408","18.5689792633057"
"2014","direct migration background","higher education","13.94","3.95","1111","0","0","13.9","42.53","100","12.46","15.42","0","100","6.907555103302","8.32485008239746"
"2014","direct migration background","higher vocational","11.96","4.84","107","0","0","12.67","44.43","94.73","8.15","15.77","0","94.73","5.19590520858765","12.1232194900513"
"2014","direct migration background","in school","43.9","32.64","106","8.04","12.65","81.7","92.73","100","37.46","50.34","2.89","100","18.244213104248","53.3550148010254"
"2014","direct migration background","inadequately","35.78","23.47","281","0","0","74.02","99.41","100","31.61","39.95","0","100","29.2877044677734","40.7138671875"
"2014","direct migration background","middle vocational","19.72","8.58","1772","0","0","26.56","67.07","100","18.44","21","0","100","11.8722438812256","13.4336442947388"
"2014","direct migration background","vocational + Abi","16.28","5.85","624","0","0","16.48","58.79","100","14.16","18.4","0","100","8.64356994628906","11.7287721633911"
"2014","indirect migration background","general elemantary","31.37","15.63","388","0","6.36","48.86","95","100","28.42","34.32","0","100","17.32958984375","22.9649963378906"
"2014","indirect migration background","higher education","6.78","0","272","0","0","8.33","18.97","60.81","4.76","8.8","0","100","4.85104131698608","7.45358228683472"
"2014","indirect migration background","higher vocational","10.93","4.97","61","0","2.13","13.45","36.29","91.82","6.21","15.65","0","100","5.04098081588745","10.8929452896118"
"2014","indirect migration background","in school","28.46","13.89","204","3.66","8.05","35.54","91.96","100","24.42","32.5","0","100","13.2832002639771","17.3416996002197"
"2014","indirect migration background","inadequately","41.83","40.76","48","0","5.74","62.22","100","100","31.95","51.71","0","100","22.9889316558838","60.2375335693359"
"2014","indirect migration background","middle vocational","20.06","8.81","727","0","0","22.82","70.05","100","18.27","21.85","0","100","9.38842487335205","11.6674766540527"
"2014","indirect migration background","vocational + Abi","13.62","7.64","125","0","0","15.06","31.26","100","9.8","17.44","0","100","7.49236488342285","11.0273189544678"
"2014","no migration background","general elemantary","14.95","0","1818","0","0","15.2","57.28","100","13.62","16.28","0","100","6.44490623474121","8.57933330535889"
"2014","no migration background","higher education","5","0","4858","0","0","5.33","13.29","71.36","4.66","5.34","0","100","1.02018415927887","2.46355700492859"
"2014","no migration background","higher vocational","5.9","0","1432","0","0","6.32","15.5","59.83","5.21","6.59","0","100","1.97229146957397","4.02319240570068"
"2014","no migration background","in school","15.2","9.77","575","3.31","5.88","13.84","34.18","99.91","13.47","16.93","0","100","10.4875717163086","11.9395360946655"
"2014","no migration background","inadequately","38.18","33.95","177","0","4.49","67.91","100","100","32.95","43.41","0","100","33.6271705627441","50.8854446411133"
"2014","no migration background","middle vocational","9.23","0","10116","0","0","8.64","28.14","100","8.82","9.64","0","100","3.4433286190033","4.19443416595459"
"2014","no migration background","vocational + Abi","8.34","0","1309","0","0","9.18","22.16","100","7.33","9.35","0","100","6.33536100387573","7.65815782546997"
"2015","direct migration background","general elemantary","19.48","6.08","1056","0","0","24.27","71.24","100","17.52","21.44","0","100","15.2989482879639","18.4832191467285"
