"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1994","no migration background","middle vocational","7.04","0","5615","0","0","4.97","20.59","97.04","6.6","7.48","0","100","1.32284915447235","1.56178462505341"
"1994","no migration background","vocational + Abi","8.42","1.07","291","0","0","7.86","21.27","100","6.38","10.46","0","100","1.11361813545227","2.28622579574585"
"1995","direct migration background","general elemantary","13.86","2.41","785","0","0","15.76","48.73","100","12.29","15.43","0","100","2.6676332950592","4.28835296630859"
"1995","direct migration background","higher education","15.54","1.34","198","0","0","12.73","59.69","100","11.63","19.45","0","100","1.30832576751709","3.0173020362854"
"1995","direct migration background","higher vocational","6.3","0","60","0","0","1.91","11","100","0.53","12.07","0","100","0","1.57743787765503"
"1995","direct migration background","in school","9.96","4.43","38","0.97","1.36","10.26","20.34","100","4.11","15.81","0","100","2.62173628807068","6.54575252532959"
"1995","direct migration background","inadequately","14.25","2.68","461","0","0","15.76","50.9","100","12.25","16.25","0","100","2.23267650604248","4.17773246765137"
"1995","direct migration background","middle vocational","9.47","1.16","992","0","0","7.24","27.58","100","8.21","10.73","0","100","1.87640619277954","2.72571325302124"
"1995","direct migration background","vocational + Abi","21.6","5.99","161","0","1.74","22.95","83.91","100","17.46","25.74","0","100","4.41236925125122","8.89571571350098"
"1995","indirect migration background","general elemantary","11.26","2.66","169","0","0","12.39","42.93","76.86","8.41","14.11","0","83.98","2.79764890670776","6.82052755355835"
"1995","indirect migration background","higher education","","","","","","","","","","","","","",""
"1995","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1995","indirect migration background","in school","13.85","4","53","1.31","1.98","12.23","59","100","6.75","20.95","0","100","3.3539252281189","8.11899375915527"
"1995","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1995","indirect migration background","middle vocational","4.21","0.22","185","0","0","3.25","14.25","46.94","2.65","5.77","0","57.74","0.895223379135132","2.30622673034668"
"1995","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1995","no migration background","general elemantary","7.16","0","1562","0","0","3.8","20.89","98.19","6.23","8.09","0","100","0","0"
"1995","no migration background","higher education","4.01","0.62","1551","0","0","2.52","9.98","61.92","3.4","4.62","0","100","1.11835241317749","1.42534387111664"
"1995","no migration background","higher vocational","5.4","0","693","0","0","2.95","12.44","96.14","4.23","6.57","0","100","1.05724918842316","1.57321500778198"
"1995","no migration background","in school","9.48","2.58","196","0.87","1.61","7.17","26.04","100","7.09","11.87","0","100","2.48278260231018","3.69605255126953"
"1995","no migration background","inadequately","25.91","8.35","59","0","1.5","35.54","87.64","100","18.41","33.41","0","100","3.14470028877258","12.2913236618042"
"1995","no migration background","middle vocational","7.18","0","5576","0","0","5.07","21.36","99.39","6.73","7.63","0","100","1.18167817592621","1.41095209121704"
"1995","no migration background","vocational + Abi","8.04","0.76","305","0","0","6.1","21.84","100","6.04","10.04","0","100","1.04280614852905","2.06309509277344"
"1996","direct migration background","general elemantary","14.22","2.57","730","0","0","15.81","53.19","100","12.56","15.88","0","100","3.19758796691895","4.68605089187622"
"1996","direct migration background","higher education","10.54","0.84","187","0","0","4.58","33.46","100","7.02","14.06","0","100","1.07434272766113","2.1974081993103"
"1996","direct migration background","higher vocational","10.71","0","63","0","0","5.56","37.15","100","3.69","17.73","0","100","0","2.50039172172546"
"1996","direct migration background","in school","16.41","3.44","30","0.87","1.51","14.48","60.47","100","7.66","25.16","0","100","2.18997645378113","8.58903026580811"
"1996","direct migration background","inadequately","15.09","2.56","423","0","0","15.82","50.55","100","12.77","17.41","0","100","2.42040467262268","4.24836587905884"
"1996","direct migration background","middle vocational","9.84","1.36","937","0","0","8.96","26.13","100","8.54","11.14","0","100","2.12718534469604","3.2748281955719"
"1996","direct migration background","vocational + Abi","15.81","4.61","149","0","0.81","20.54","46.61","100","12.04","19.58","0","100","2.89060139656067","5.8972806930542"
"1996","indirect migration background","general elemantary","11.84","3.53","174","0","0.88","13.92","37.45","82.54","8.58","15.1","0","99.51","2.47091341018677","8.85921382904053"
"1996","indirect migration background","higher education","","","","","","","","","","","","","",""
"1996","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1996","indirect migration background","in school","8.93","3","53","0","1.78","8.86","15.14","95.23","3.16","14.7","0","95.23","2.80759167671204","8.57023143768311"
"1996","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1996","indirect migration background","middle vocational","7.59","1.51","209","0","0","5.69","24.95","92.54","5.39","9.79","0","92.54","0.832928836345673","2.43857717514038"
"1996","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1996","no migration background","general elemantary","7.58","0","1504","0","0","3.95","25.47","99.53","6.59","8.57","0","100","0","1.02279233932495"
"1996","no migration background","higher education","4.77","0.9","1566","0","0","2.74","12.27","73.27","4.1","5.44","0","100","1.28778553009033","1.59730744361877"
"1996","no migration background","higher vocational","6.74","1.07","689","0","0","4.84","18.66","89.59","5.64","7.84","0","100","1.38974380493164","1.9784414768219"
"1996","no migration background","in school","7.88","2.88","211","0.99","1.51","6.48","11.85","98.01","5.27","10.49","0","98.49","2.66811609268188","3.86944174766541"
"1996","no migration background","inadequately","27.65","15.92","59","0","1.62","40.7","99.87","100","18.92","36.38","0","100","2.9331328868866","18.4214019775391"
"1996","no migration background","middle vocational","7.72","0","5498","0","0","5.36","23.86","98.97","7.24","8.2","0","100","1.35481023788452","1.58372712135315"
"1996","no migration background","vocational + Abi","7.88","1.2","319","0","0","9.66","22.89","80.01","6.23","9.53","0","99.95","1.13489055633545","2.59835720062256"
"1997","direct migration background","general elemantary","17.48","5.97","695","0","0","21.74","60.53","100","15.69","19.27","0","100","6.67376089096069","8.80534267425537"
"1997","direct migration background","higher education","12.86","2.84","182","0","0","11.97","42.91","100","9.44","16.28","0","100","3.03915977478027","6.12288522720337"
"1997","direct migration background","higher vocational","6.7","0","58","0","0","5.29","13.36","73.74","2.81","10.59","0","73.74","0","2.86813020706177"
"1997","direct migration background","in school","","","","","","","","","","","","","",""
"1997","direct migration background","inadequately","15.01","6.34","397","0","0","21.62","41.94","100","12.77","17.25","0","100","5.90201807022095","7.73254346847534"
"1997","direct migration background","middle vocational","12.15","3.86","900","0","0","14.45","32.48","100","10.84","13.46","0","100","4.68392133712769","6.220374584198"
"1997","direct migration background","vocational + Abi","17.1","8.84","134","0","1.11","17.23","48.67","100","13.08","21.12","0","100","7.05415678024292","11.658091545105"
"1997","indirect migration background","general elemantary","16.2","7.02","198","0","3.35","20.63","41.2","100","13.01","19.39","0","100","6.36674976348877","10.8172445297241"
"1997","indirect migration background","higher education","","","","","","","","","","","","","",""
"1997","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1997","indirect migration background","in school","17.07","9.81","63","3.27","6.24","20.56","38.27","93.16","11.98","22.16","0","99.65","7.34862565994263","11.2565717697144"
"1997","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1997","indirect migration background","middle vocational","7.42","3.3","200","0","0","8.55","22.53","50.16","5.32","9.52","0","100","2.82881951332092","6.220374584198"
"1997","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1997","no migration background","general elemantary","9.27","0","1457","0","0","8.27","28.56","98.03","8.24","10.3","0","100","0","3.27746248245239"
"1997","no migration background","higher education","6.37","1.91","1574","0","0","6.41","15.33","75.82","5.68","7.06","0","99.95","3.06458854675293","3.64441013336182"
"1997","no migration background","higher vocational","8.32","3.34","693","0","0","8.84","20.83","96.49","7.33","9.31","0","100","3.56034016609192","4.63876581192017"
"1997","no migration background","in school","10.24","6.57","224","2.45","3.8","9.41","21.64","96.12","8.34","12.14","0","99.76","6.40346527099609","7.70389890670776"
"1997","no migration background","inadequately","29.93","10.79","56","0","3.84","60.09","100","100","20.85","39.01","0","100","5.3141770362854","18.0254192352295"
"1997","no migration background","middle vocational","9.62","0","5416","0","0","9.31","29.27","99.64","9.11","10.13","0","100","3.41525864601135","4.03512239456177"
"1997","no migration background","vocational + Abi","11.52","3.4","309","0","0","12.22","34.63","95.71","9.63","13.41","0","100","2.92609643936157","4.73983097076416"
"1998","direct migration background","general elemantary","15.43","5.79","662","0","0","17.76","47.8","100","13.69","17.17","0","100","6.51858997344971","9.20904541015625"
"1998","direct migration background","higher education","11.55","2.66","192","0","0","8.12","32.88","100","8.18","14.92","0","100","3.42083930969238","5.84243965148926"
"1998","direct migration background","higher vocational","9.81","0","54","0","0","5.05","29.68","100","3.7","15.92","0","100","0","4.98760223388672"
"1998","direct migration background","in school","36.53","11.74","30","5.11","6.67","59.9","100","100","24.32","48.74","0","100","8.62444686889648","32.4993057250977"
"1998","direct migration background","inadequately","14.78","7.98","365","0","0","18.39","45.21","100","12.47","17.09","0","100","7.55446434020996","10.2160501480103"
"1998","direct migration background","middle vocational","12.72","4.73","847","0","0","16.28","35.65","100","11.33","14.11","0","100","5.79175424575806","8.31741714477539"
"1998","direct migration background","vocational + Abi","18.48","7.02","139","0","2.85","24.47","60.78","100","14.73","22.23","0","100","6.78528356552124","10.7726078033447"
"1998","indirect migration background","general elemantary","16.29","8.81","197","0","3.9","21.23","46.22","77.26","13.46","19.12","0","100","7.68597555160522","11.6826953887939"
"1998","indirect migration background","higher education","","","","","","","","","","","","","",""
"1998","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1998","indirect migration background","in school","14.87","10.45","67","2.91","5.68","15.39","24.76","100","9.54","20.2","0","100","8.8941593170166","12.8461322784424"
"1998","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1998","indirect migration background","middle vocational","9.08","3.62","211","0","0","8.9","25.84","91.07","6.7","11.46","0","98.36","3.62659502029419","6.35234308242798"
"1998","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1998","no migration background","general elemantary","8.75","0","1701","0","0","9.49","24.12","100","7.81","9.69","0","100","0","3.12532544136047"
"1998","no migration background","higher education","7.24","2.04","1763","0","0","7.78","20.13","83.23","6.55","7.93","0","100","3.37179183959961","3.97228789329529"
"1998","no migration background","higher vocational","7.86","3.22","757","0","0","9.14","20.06","75.88","6.88","8.84","0","100","3.61707258224487","4.71829986572266"
"1998","no migration background","in school","13.6","7.16","237","2.58","4.51","12.62","29.33","100","11.17","16.03","0","100","6.93886804580688","8.61051750183105"
"1998","no migration background","inadequately","31.98","13.35","66","0","3.87","56.11","93.44","100","23.47","40.49","0","100","7.91649580001831","28.6303691864014"
"1998","no migration background","middle vocational","9.99","0","5997","0","0","10.11","27.92","100","9.51","10.47","0","100","3.53473472595215","4.16409635543823"
"1998","no migration background","vocational + Abi","9.54","2.38","354","0","0","8.27","25.89","100","7.73","11.35","0","100","0","3.76884412765503"
"1999","direct migration background","general elemantary","13.19","4.43","615","0","0","15.7","42.01","100","11.55","14.83","0","100","6.28462362289429","9.29912185668945"
"1999","direct migration background","higher education","9.38","2.26","181","0","0","8.75","25.7","100","6.5","12.26","0","100","2.80660939216614","5.62910461425781"
"1999","direct migration background","higher vocational","7.48","0","53","0","0","6.28","27.92","92.04","1.79","13.17","0","92.04","0","5.49182319641113"
"1999","direct migration background","in school","","","","","","","","","","","","","",""
"1999","direct migration background","inadequately","12.87","5.27","341","0","0","16.12","36.35","99.09","10.66","15.08","0","100","6.48788928985596","9.87275409698486"
"1999","direct migration background","middle vocational","11.89","4.33","792","0","0","15.74","31.69","100","10.5","13.28","0","100","5.03280639648438","6.77846956253052"
"1999","direct migration background","vocational + Abi","13.95","7.42","129","0","3.81","14.24","31.69","100","10.36","17.54","0","100","7.02996826171875","11.4422330856323"
"1999","indirect migration background","general elemantary","15.88","9.81","195","0","3.52","16.82","41.12","98.69","12.94","18.82","0","100","6.77846956253052","10.6517276763916"
"1999","indirect migration background","higher education","","","","","","","","","","","","","",""
"1999","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1999","indirect migration background","in school","17.59","9.56","64","3.66","4.65","24.6","44.59","67.78","13.05","22.13","0","84.8","7.81137323379517","15.7006502151489"
"1999","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1999","indirect migration background","middle vocational","9.11","3.33","218","0","0","8.26","24.41","99.2","6.79","11.43","0","100","3.47168636322021","6.07724857330322"
"1999","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1999","no migration background","general elemantary","8.42","0","1651","0","0","8.58","23.83","100","7.48","9.36","0","100","0","2.798175573349"
"1999","no migration background","higher education","6.93","2.36","1764","0","0","7.8","17.61","79.66","6.27","7.59","0","100","3.21650671958923","3.89685201644897"
"1999","no migration background","higher vocational","6.97","3.26","753","0","0","9.4","18.16","59.13","6.06","7.88","0","100","3.51584124565125","4.57784557342529"
"1999","no migration background","in school","11.69","7.09","232","2.53","4.47","11.65","16.9","99.12","9.43","13.95","0","100","6.64926385879517","8.36665821075439"
"1999","no migration background","inadequately","29.02","18.82","70","0","5.12","35.97","97.7","100","21.09","36.95","0","100","7.67743396759033","23.5459156036377"
"1999","no migration background","middle vocational","9.47","0","5958","0","0","10.23","26.44","100","9.01","9.93","0","100","3.71297335624695","4.35137224197388"
"1999","no migration background","vocational + Abi","7.27","1.64","358","0","0","8.61","19.43","87.74","5.62","8.92","0","100","0","3.60933613777161"
"2000","direct migration background","general elemantary","15.88","6.88","859","0","0","18.72","47.6","100","14.32","17.44","0","100","7.38689708709717","10.2780456542969"
"2000","direct migration background","higher education","13.44","4.19","407","0","0","10.58","40.92","100","10.97","15.91","0","100","3.63942623138428","6.26378107070923"
"2000","direct migration background","higher vocational","10.12","4.13","195","0","0","10.58","26.1","96.71","7.38","12.86","0","100","3.73237609863281","7.81019306182861"
"2000","direct migration background","in school","30.43","17.23","58","4.37","9.12","40.92","98.65","100","22.74","38.12","0","100","14.8850545883179","32.4661598205566"
"2000","direct migration background","inadequately","20.56","7.58","286","0","0","24.31","75.29","100","17.12","24","0","100","6.65226554870605","12.2334060668945"
"2000","direct migration background","middle vocational","14.81","5.75","1239","0","0","18.03","39.31","100","13.55","16.07","0","100","6.55443525314331","8.67494583129883"
"2000","direct migration background","vocational + Abi","17.74","8.81","277","0","0","24.27","51.52","100","15.1","20.38","0","100","7.88101434707642","11.5966129302979"
"2000","indirect migration background","general elemantary","15.22","9.48","262","0","3.68","18.21","36.15","100","12.85","17.59","0","100","8.80311393737793","11.5917940139771"
"2000","indirect migration background","higher education","4.16","0","54","0","0","3.35","11.12","65.6","0.2","8.12","0","75.83","0","3.39902663230896"
"2000","indirect migration background","higher vocational","7.5","2.67","41","0","0","12.86","23.53","32.61","3.25","11.75","0","71.43","2.67154312133789","12.4049816131592"
"2000","indirect migration background","in school","17.48","11.68","67","4.54","6.84","20.9","38.25","94.24","13.6","21.36","0","94.24","9.01663398742676","13.6978960037231"
"2000","indirect migration background","inadequately","","","","","","","","","","","","","",""
"2000","indirect migration background","middle vocational","10.48","5.33","347","0","0","12.19","28.96","65.6","8.7","12.26","0","100","4.25893783569336","6.96996450424194"
"2000","indirect migration background","vocational + Abi","7.9","0","43","0","0","13.68","24.96","68.39","3.06","12.74","0","68.39","0","10.2932291030884"
"2000","no migration background","general elemantary","8.33","0","2455","0","0","8.69","24","100","7.56","9.1","0","100","0","0"
"2000","no migration background","higher education","6.39","0.69","3379","0","0","7.42","15.36","76.01","5.95","6.83","0","100","2.97921919822693","3.52372312545776"
"2000","no migration background","higher vocational","7.33","0","1658","0","0","9.41","19.74","83.41","6.66","8","0","100","2.99861216545105","4.21613264083862"
"2000","no migration background","in school","12.85","7.81","372","3.41","4.82","12.71","24.75","95.1","11.16","14.54","0","100","7.54976987838745","8.85630130767822"
"2000","no migration background","inadequately","25.64","11.7","104","0","0","38.23","87.63","100","18.75","32.53","0","100","7.01144981384277","17.6928787231445"
"2000","no migration background","middle vocational","8.57","0","11287","0","0","9.48","23.52","99.25","8.24","8.9","0","100","2.68960976600647","3.30013132095337"
"2000","no migration background","vocational + Abi","7.58","0","810","0","0","8.51","19.95","91.09","6.54","8.62","0","100","2.29942512512207","3.73277354240417"
"2001","direct migration background","general elemantary","16.31","7.19","781","0","0","19.78","47.52","100","14.75","17.87","0","100","7.69445085525513","10.0821418762207"
"2001","direct migration background","higher education","15.14","5.71","365","0","0","15.56","46.81","100","12.76","17.52","0","100","4.48938465118408","6.7846245765686"
"2001","direct migration background","higher vocational","11.52","3.76","165","0","0","12.24","30.17","96.94","8.54","14.5","0","100","3.77775740623474","7.69445085525513"
"2001","direct migration background","in school","26.09","17.28","47","2.2","10.43","34.34","46.45","100","18.99","33.19","0","100","14.7750082015991","27.3004283905029"
"2001","direct migration background","inadequately","20.43","8.73","210","0","0","28.92","68.61","100","17.02","23.84","0","100","7.00733947753906","13.4618949890137"
"2001","direct migration background","middle vocational","15.72","6.8","1095","0","0","19.49","45.01","100","14.46","16.98","0","100","7.13363170623779","9.38154792785645"
"2001","direct migration background","vocational + Abi","19.03","10.43","257","0","0.45","22.7","47.06","100","16.31","21.75","0","100","8.09109973907471","11.5487852096558"
"2001","indirect migration background","general elemantary","15.89","8.16","236","0","3.54","17.76","44.32","100","13.13","18.65","0","100","7.81124782562256","10.6799039840698"
"2001","indirect migration background","higher education","4.71","0","56","0","0","4.26","10.55","64.14","0.28","9.14","0","89.23","0","5.06094169616699"
"2001","indirect migration background","higher vocational","9.76","5.2","38","0","0","19.99","22.46","29.78","4.09","15.43","0","100","4.41762781143188","17.4162769317627"
"2001","indirect migration background","in school","16.55","15.76","67","4.02","7.37","19.92","26.87","62.8","13.04","20.06","0.48","75.25","9.56918430328369","16.1830024719238"
"2001","indirect migration background","inadequately","","","","","","","","","","","","","",""
"2001","indirect migration background","middle vocational","10.96","4.81","316","0","0","13.39","25.75","98.54","8.9","13.02","0","100","3.94336032867432","6.63322687149048"
"2001","indirect migration background","vocational + Abi","10.94","0","41","0","0","11.07","31.86","98.41","1.28","20.6","0","100","0","14.037615776062"
"2001","no migration background","general elemantary","9.2","0","2105","0","0","10.03","26.37","100","8.33","10.07","0","100","0","3.12523508071899"
"2001","no migration background","higher education","5.65","1.06","3147","0","0","7.07","14.36","62.38","5.22","6.08","0","100","2.76755428314209","3.49320125579834"
"2001","no migration background","higher vocational","7.96","2.23","1479","0","0","10.43","20.75","84.88","7.22","8.7","0","100","3.8042106628418","4.95720624923706"
"2001","no migration background","in school","13.36","8.24","436","2.9","5.02","14.31","25.05","100","11.69","15.03","0","100","7.66419124603271","9.10091590881348"
"2001","no migration background","inadequately","23.49","11.57","88","0","0","32.94","73.98","100","16.63","30.35","0","100","8.45924091339111","20.0473022460938"
"2001","no migration background","middle vocational","9.05","0","10241","0","0","10.14","24.61","99.36","8.7","9.4","0","100","3.37266945838928","3.89786911010742"
"2001","no migration background","vocational + Abi","7.03","0","781","0","0","8.07","17.48","93.29","5.97","8.09","0","100","2.49572920799255","3.99402022361755"
"2002","direct migration background","general elemantary","16.22","7.49","714","0","0","20.87","44.64","100","14.59","17.85","0","100","6.69090270996094","9.22341156005859"
"2002","direct migration background","higher education","16.02","5.42","396","0","0","14.51","53.51","100","13.74","18.3","0","100","3.78401851654053","5.36028861999512"
"2002","direct migration background","higher vocational","13.09","5.39","160","0","0","15.45","38.89","100","9.98","16.2","0","100","3.33185791969299","7.40759038925171"
"2002","direct migration background","in school","24.09","15.88","53","5.42","7.78","25.72","62.42","100","17.82","30.36","0","100","11.9583673477173","23.4201488494873"
"2002","direct migration background","inadequately","21.47","8.26","189","0","0","29.6","70.2","100","17.42","25.52","0","100","5.09086036682129","13.4909286499023"
"2002","direct migration background","middle vocational","13.43","6.79","1027","0","0","17.53","32.44","100","12.21","14.65","0","100","5.75897598266602","7.74823045730591"
"2002","direct migration background","vocational + Abi","20.96","12.41","249","0","4.92","25.84","53.51","100","18.18","23.74","0","100","7.47198009490967","11.9662170410156"
"2002","indirect migration background","general elemantary","15.41","8.5","202","0","3.78","16.47","37.37","100","12.28","18.54","0","100","7.20061731338501","10.1052770614624"
"2002","indirect migration background","higher education","5.17","0.09","66","0","0","3.77","9.34","93.26","1.39","8.95","0","93.26","0","3.84202718734741"
"2002","indirect migration background","higher vocational","11.8","4.33","41","0","0","7.91","27.5","100","3.93","19.67","0","100","3.26176881790161","7.90938377380371"
"2002","indirect migration background","in school","21.72","13.19","80","3.48","7.13","21.36","62.1","92.16","17.99","25.45","1.89","92.16","9.08402729034424","14.4313020706177"
"2002","indirect migration background","inadequately","","","","","","","","","","","","","",""
"2002","indirect migration background","middle vocational","13.33","6.32","325","0","0","14.4","37.89","100","11.34","15.32","0","100","4.71645164489746","7.7515926361084"
"2002","indirect migration background","vocational + Abi","7.92","0","39","0","0","5.18","23","99.47","-0.58","16.42","0","99.47","0","8.29663467407227"
"2002","no migration background","general elemantary","10.5","0","2008","0","0","11.59","30.71","100","9.61","11.39","0","100","0","3.06815695762634"
"2002","no migration background","higher education","5.46","0","4110","0","0","6.5","14.36","59.09","5.14","5.78","0","100","2.46127581596375","2.95164680480957"
"2002","no migration background","higher vocational","8.36","1.89","1549","0","0","10.89","20.63","98.5","7.67","9.05","0","100","3.30532336235046","4.26622676849365"
"2002","no migration background","in school","14.04","8.55","484","3.09","4.73","15.75","31.42","93.46","12.74","15.34","0","100","6.71063280105591","8.0035572052002"
"2002","no migration background","inadequately","28.73","14.73","85","0","0","60.25","82.78","100","21.74","35.72","0","100","7.68373394012451","22.4817523956299"
"2002","no migration background","middle vocational","9.49","0","10299","0","0","10.48","26.95","99.78","9.15","9.83","0","100","2.89306378364563","3.43020486831665"
"2002","no migration background","vocational + Abi","8.86","0","892","0","0","9.4","23.4","100","7.81","9.91","0","100","2.32359409332275","3.585036277771"
"2003","direct migration background","general elemantary","16.7","7.39","665","0","0","20.73","49.15","100","15.01","18.39","0","100","6.58565282821655","9.10479354858398"
"2003","direct migration background","higher education","15.97","5.15","373","0","0","16.41","74.63","100","13.5","18.44","0","100","3.86554098129272","6.12095546722412"
"2003","direct migration background","higher vocational","15.35","6.37","144","0","0","15.06","42.55","100","12.03","18.67","0","100","3.0360860824585","8.49099922180176"
"2003","direct migration background","in school","25.71","17.48","51","7","7.74","28.75","72.77","100","19.54","31.88","0","100","9.30466747283936","20.7914333343506"
"2003","direct migration background","inadequately","23.17","9.65","169","0","0","33.67","82.87","100","18.94","27.4","0","100","4.47390222549438","13.8658857345581"
"2003","direct migration background","middle vocational","16.55","8.5","976","0","0","21.49","42.69","100","15.26","17.84","0","100","7.26786470413208","9.43212795257568"
"2003","direct migration background","vocational + Abi","20.19","11.39","232","0","3.69","24.97","46.35","100","17.37","23.01","0","100","8.06986904144287","11.4928951263428"
"2003","indirect migration background","general elemantary","17.55","9.29","189","0","3.51","21.18","45.98","100","14.21","20.89","0","100","7.85740280151367","12.7855157852173"
"2003","indirect migration background","higher education","4.66","1.81","64","0","0","4.83","10.4","100","1.3","8.02","0","100","0","4.32129716873169"
"2003","indirect migration background","higher vocational","8.52","4.28","41","0","0","6.84","27.4","69.28","4.1","12.94","0","69.28","3.62509322166443","8.17192935943604"
"2003","indirect migration background","in school","20.36","12.09","71","1.5","5.88","22.47","53.48","99.86","15.92","24.8","0.83","99.86","8.82858753204346","15.251033782959"
"2003","indirect migration background","inadequately","","","","","","","","","","","","","",""
"2003","indirect migration background","middle vocational","16.9","7.68","330","0","0","20.51","43","100","14.61","19.19","0","100","4.87778425216675","7.76967239379883"
"2003","indirect migration background","vocational + Abi","5.98","0","45","0","0","2.58","11.47","100","-1.56","13.52","0","100","0","5.76818609237671"
"2003","no migration background","general elemantary","11.88","0","1912","0","0","12.3","37.78","100","10.91","12.85","0","100","1.19634997844696","3.56534481048584"
"2003","no migration background","higher education","6.14","0.87","3932","0","0","7.29","16.53","68.21","5.78","6.5","0","100","2.65447568893433","3.1278510093689"
"2003","no migration background","higher vocational","8.49","2.58","1509","0","0","11.55","21.62","90.68","7.76","9.22","0","100","3.62289667129517","4.94470167160034"
"2003","no migration background","in school","16.29","8.99","496","3.16","5.01","15.55","36.76","100","14.7","17.88","0","100","7.40236330032349","9.05458068847656"
"2003","no migration background","inadequately","28.64","17.09","90","0","0","50.34","74.08","100","21.79","35.49","0","100","9.0429801940918","30.3352699279785"
"2003","no migration background","middle vocational","10.17","0","9868","0","0","11.55","28.95","100","9.8","10.54","0","100","3.22118830680847","3.76754570007324"
"2003","no migration background","vocational + Abi","8.09","0","887","0","0","9.72","23.14","93.71","7.12","9.06","0","100","2.86713695526123","4.39913272857666"
"2004","direct migration background","general elemantary","17.92","7.75","620","0","0","22.66","62.11","100","15.96","19.88","0","100","6.84197616577148","10.0143604278564"
"2004","direct migration background","higher education","15.6","5.05","360","0","0","17.75","51.01","100","13.32","17.88","0","100","3.57557463645935","5.96932697296143"
"2004","direct migration background","higher vocational","10.05","5.85","140","0","0","12.53","19.68","100","7.16","12.94","0","100","4.66431093215942","7.86472654342651"
"2004","direct migration background","in school","22.78","14.75","62","4.36","7.33","28.72","45.53","93.12","17.83","27.73","0","93.12","9.41919994354248","23.3141002655029"
"2004","direct migration background","inadequately","18","8.59","157","0","0","24.79","45.53","100","14.14","21.86","0","100","6.59299087524414","13.6913080215454"
"2004","direct migration background","middle vocational","17.06","8.31","951","0","0","20.25","45.25","100","15.63","18.49","0","100","7.33137845993042","10.182822227478"
"2004","direct migration background","vocational + Abi","19.72","12.12","226","0","4.47","21.62","48.74","100","16.78","22.66","0","100","7.46206426620483","12.139196395874"
"2004","indirect migration background","general elemantary","27.92","13.88","191","0","5.17","42.48","82.64","100","23.89","31.95","0","100","8.87639617919922","13.7136220932007"
"2004","indirect migration background","higher education","9.19","3.16","61","0","0","7.34","19.11","65.61","5.75","12.63","0","65.61","0","4.80807733535767"
"2004","indirect migration background","higher vocational","7.4","5.1","43","0","0","11.15","16.87","38.45","4.33","10.47","0","40.05","3.11316347122192","10.9977540969849"
"2004","indirect migration background","in school","22.59","15.56","82","6.42","9.99","21.72","77.78","99.16","17.46","27.72","0","100","9.77249717712402","13.583740234375"
"2004","indirect migration background","inadequately","","","","","","","","","","","","","",""
"2004","indirect migration background","middle vocational","15.1","7.64","326","0","0","17.79","38.6","100","12.99","17.21","0","100","6.19176959991455","9.22537517547607"
"2004","indirect migration background","vocational + Abi","10.89","0","48","0","0","16.96","39.55","100","4.15","17.63","0","100","1.21124231815338","9.53056144714355"
"2004","no migration background","general elemantary","11.99","0","1789","0","0","12.16","42.64","100","11","12.98","0","100","0","3.30082511901855"
"2004","no migration background","higher education","6.49","0","3890","0","0","7.84","17.41","82.59","6.11","6.87","0","100","2.59478759765625","3.15928030014038"
"2004","no migration background","higher vocational","8.47","2.58","1465","0","0","10.65","20.93","98.14","7.69","9.25","0","100","3.73146390914917","5.06113338470459"
"2004","no migration background","in school","16.75","9.87","495","3.98","6.05","18.51","37.24","100","15.2","18.3","0","100","8.55258560180664","9.81354236602783"
"2004","no migration background","inadequately","24.11","10.3","86","0","0","39.65","69.21","100","17.3","30.92","0","100","8.56999111175537","23.2962493896484"
"2004","no migration background","middle vocational","10.59","0","9568","0","0","11.73","29.66","100","10.21","10.97","0","100","3.1834077835083","3.77535796165466"
"2004","no migration background","vocational + Abi","9.07","2.55","893","0","0","11.25","23.69","98.9","8.01","10.13","0","100","3.15928030014038","4.63078594207764"
"2005","direct migration background","general elemantary","20.7","10.43","570","0","0","26.61","62.78","100","18.55","22.85","0","100","8.27071857452393","12.4093475341797"
"2005","direct migration background","higher education","18.35","5.06","340","0","0","22.33","74.54","100","15.85","20.85","0","100","4.05194807052612","5.93243598937988"
"2005","direct migration background","higher vocational","12.06","5.27","134","0","0","17.25","31.81","93.8","8.75","15.37","0","100","4.11613035202026","8.71068096160889"
"2005","direct migration background","in school","33.87","19.09","55","5.21","12.14","49.99","84.55","100","26.66","41.08","0","100","12.8834352493286","22.7726058959961"
