"year","regtyp","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","Female","6.81","1.25","1160","0","0","6.16","16.81","100","5.87","7.75","0","100","1.69355225563049","2.53766846656799"
"1985","Rural Area","Male","6.54","1.51","1123","0","0","6.16","15.73","99.25","5.67","7.41","0","100","1.80323052406311","2.60299730300903"
"1985","Urban Area","Female","6.14","0","4467","0","0","4.06","14.33","100","5.66","6.62","0","100","1.40387785434723","1.63912582397461"
"1985","Urban Area","Male","5.28","1.08","4329","0","0","4.19","12.53","95.98","4.85","5.71","0","100","1.54480957984924","1.81495714187622"
"1986","Rural Area","Female","6.46","1.13","1115","0","0","5.36","15.9","92.8","5.57","7.35","0","100","1.65338218212128","2.41997003555298"
"1986","Rural Area","Male","6.22","1.42","1070","0","0","5.25","15.45","100","5.37","7.07","0","100","1.68634986877441","2.41311478614807"
"1986","Urban Area","Female","5.89","0","4259","0","0","3.46","14.5","100","5.41","6.37","0","100","1.30560517311096","1.51552546024323"
"1986","Urban Area","Male","5.42","1.03","4193","0","0","3.87","13.81","97.87","4.99","5.85","0","100","1.39138329029083","1.60573256015778"
"1987","Rural Area","Female","6.61","1.17","1110","0","0","5.02","16.06","95.76","5.68","7.54","0","100","1.66972935199738","2.35390448570251"
"1987","Rural Area","Male","6.4","1.38","1050","0","0","5.09","15.66","91.39","5.53","7.27","0","100","1.69988930225372","2.29505133628845"
"1987","Urban Area","Female","5.42","0","4195","0","0","3.57","13.57","97.38","4.97","5.87","0","100","1.23090493679047","1.4736236333847"
"1987","Urban Area","Male","5.08","0.77","4153","0","0","3.69","13.06","94.66","4.66","5.5","0","100","1.28759860992432","1.52198696136475"
"1988","Rural Area","Female","6.52","1.03","1033","0","0","4.99","16.53","95.75","5.58","7.46","0","100","1.40022802352905","2.12932157516479"
"1988","Rural Area","Male","5.98","1.06","991","0","0","4.73","15.21","95.41","5.07","6.89","0","100","1.32596206665039","1.84687960147858"
"1988","Urban Area","Female","5.33","0","4034","0","0","3.4","13.07","97.78","4.86","5.8","0","100","1.2264301776886","1.43636786937714"
