"year","age_gr","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","Employed","5.77","1.5","3121","0","0","5.82","18.09","59.61","5.36","6.18","0","97.38","1.66404688358307","1.96706604957581"
"1984","16-34 y.","Not Employed","17.04","4.76","1472","0","1.84","18.28","54.86","100","15.72","18.36","0","100","4.63533926010132","5.61086273193359"
"1984","35-65 y.","Employed","3.99","1.31","4383","0","0","3.79","11.08","41.22","3.73","4.25","0","82.17","1.5290367603302","1.70451390743256"
"1984","35-65 y.","Not Employed","8.9","0.39","1955","0","0","5.46","23.21","100","7.9","9.9","0","100","1.37145411968231","1.87160885334015"
"1984","66 and older","Employed","1.38","0","64","0","0","0","0","47.7","-0.81","3.57","0","49.45","0","0"
"1984","66 and older","Not Employed","2.09","0","1213","0","0","0","3.16","49.99","1.55","2.63","0","100","0","0"
"1985","16-34 y.","Employed","5.27","1.44","2827","0","0","5.67","14.26","57.92","4.87","5.67","0","97.9","1.65820455551147","2.10115242004395"
"1985","16-34 y.","Not Employed","15.87","4.53","1351","0.73","1.79","13.51","60.93","100","14.51","17.23","0","100","4.71673917770386","5.73315906524658"
"1985","35-65 y.","Employed","3.9","1.28","3982","0","0","4.19","10.1","41.59","3.64","4.16","0","88.04","1.57129693031311","1.81584918498993"
"1985","35-65 y.","Not Employed","9.02","0","1801","0","0","5.6","23.42","100","7.99","10.05","0","100","1.38400506973267","1.84617233276367"
"1985","66 and older","Employed","2.49","0","45","0","0","0","1.08","56.56","-0.09","5.07","0","56.56","0","0"
"1985","66 and older","Not Employed","2.08","0","1073","0","0","0","1.63","55.69","1.49","2.67","0","100","0","0"
"1986","16-34 y.","Employed","4.96","1.24","2851","0","0","4.65","14.31","54.8","4.57","5.35","0","96.57","1.40832149982452","1.73461031913757"
"1986","16-34 y.","Not Employed","15.82","4.1","1241","0","1.7","14.78","56.87","100","14.44","17.2","0","100","4.15819215774536","5.33921432495117"
"1986","35-65 y.","Employed","4.03","1.24","3805","0","0","3.72","10.47","47.63","3.75","4.31","0","93.53","1.4829843044281","1.71211862564087"
"1986","35-65 y.","Not Employed","9.19","0.91","1693","0","0","5.04","23.21","100","8.13","10.25","0","100","1.47574865818024","1.9357213973999"
"1986","66 and older","Employed","1.49","0","42","0","0","0","5.54","25.77","-0.1","3.08","0","25.77","0","0"
"1986","66 and older","Not Employed","1.9","0","1005","0","0","0","1.59","51.01","1.41","2.39","0","100","0","0"
"1987","16-34 y.","Employed","4.97","1.25","2906","0","0","4.59","13.6","61.09","4.58","5.36","0","97.92","1.45616233348846","1.74301850795746"
"1987","16-34 y.","Not Employed","14.9","4.37","1133","0","1.64","14.28","42.12","100","13.57","16.23","0","100","4.48343086242676","5.84572553634644"
"1987","35-65 y.","Employed","3.66","1.08","3764","0","0","3.52","10.38","40.35","3.4","3.92","0","93.37","1.36153984069824","1.56393337249756"
"1987","35-65 y.","Not Employed","9.83","0.79","1620","0","0","5.95","29.62","100","8.73","10.93","0","100","1.40548455715179","1.88768291473389"
"1987","66 and older","Employed","0.98","0","44","0","0","0","3.6","15.81","0.09","1.87","0","15.81","0","0"
"1987","66 and older","Not Employed","1.97","0","1041","0","0","0","3.09","46.76","1.46","2.48","0","100","0","0"
"1988","16-34 y.","Employed","5","1.09","2797","0","0","5.06","15.17","51.43","4.62","5.38","0","91.58","1.44436597824097","1.81570851802826"
"1988","16-34 y.","Not Employed","13.38","3.86","1056","0","1.52","12.11","36.6","100","11.99","14.77","0","100","4.07133674621582","5.14656543731689"
"1988","35-65 y.","Employed","3.5","0.98","3605","0","0","3.23","9.24","38.05","3.23","3.77","0","95.41","1.27465224266052","1.4251891374588"
"1988","35-65 y.","Not Employed","10.31","0","1507","0","0","5.23","31.51","100","9.14","11.48","0","100","1.32458901405334","1.74134993553162"
"1988","66 and older","Employed","0.86","0","48","0","0","0","4.67","13.45","0.19","1.53","0","13.45","0","0"
"1988","66 and older","Not Employed","1.52","0","1007","0","0","0","2.57","39.58","1.02","2.02","0","100","0","0"
"1989","16-34 y.","Employed","4.78","1.02","2762","0","0","4.22","14.53","57.4","4.39","5.17","0","89.94","1.27491688728333","1.50460696220398"
"1989","16-34 y.","Not Employed","15.54","3.9","1011","0","1.42","15.33","56.54","100","14.06","17.02","0","100","3.86294937133789","4.82754278182983"
"1989","35-65 y.","Employed","3.59","0.94","3461","0","0","3.04","9.55","44.81","3.3","3.88","0","93.18","1.20260107517242","1.36450505256653"
"1989","35-65 y.","Not Employed","9.95","0","1445","0","0","4.82","29.82","100","8.73","11.17","0","100","1.18532812595367","1.71439790725708"
"1989","66 and older","Employed","0.35","0","47","0","0","0","0","5.65","0","0.7","0","5.65","0","0"
"1989","66 and older","Not Employed","1.68","0","982","0","0","0","2.42","42.34","1.17","2.19","0","100","0","0"
"1990","16-34 y.","Employed","4.8","0.82","2740","0","0","4.54","13.86","60.06","4.41","5.19","0","93.94","1.10866343975067","1.3177661895752"
"1990","16-34 y.","Not Employed","12.46","3.87","914","0","1.44","12.8","34.22","100","11.13","13.79","0","100","4.03066825866699","5.07362270355225"
"1990","35-65 y.","Employed","3.36","0.84","3388","0","0","2.84","9.27","42.08","3.09","3.63","0","83.61","1.13855516910553","1.29002439975739"
"1990","35-65 y.","Not Employed","9.12","0","1409","0","0","4.18","24.96","100","7.92","10.32","0","100","1.05057835578918","1.45073223114014"
"1990","66 and older","Employed","0.34","0","44","0","0","0","0","6.42","-0.01","0.69","0","6.42","0","0"
"1990","66 and older","Not Employed","1.63","0","1017","0","0","0","2.87","36.62","1.16","2.1","0","82.33","0","0"
"1991","16-34 y.","Employed","4.65","0.76","2722","0","0","4.44","14.12","55.08","4.27","5.03","0","94.4","0.998438894748688","1.21888279914856"
"1991","16-34 y.","Not Employed","15.15","4.59","901","0.33","1.39","17.99","43.3","100","13.66","16.64","0","100","4.4412260055542","5.74331569671631"
"1991","35-65 y.","Employed","3.14","0.76","3434","0","0","2.67","8.85","36.12","2.88","3.4","0","94.62","1.00754845142365","1.1517106294632"
"1991","35-65 y.","Not Employed","9.25","0","1333","0","0","4.43","28.18","100","8.07","10.43","0","100","0.943976402282715","1.35510921478271"
