"year","bula_h","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Baden-Württemberg","direct migration background","6.89","2.49","891","0","0","7.49","17.04","82.29","6.02","7.76","0","100","2.73277544975281","3.53116154670715"
"1984","Baden-Württemberg","indirect migration background","","","","","","","","","","","","","",""
"1984","Baden-Württemberg","no migration background","4.26","0.55","1348","0","0","3.72","12.56","59.61","3.71","4.81","0","100","0.794369578361511","1.24994909763336"
"1984","Bavaria","direct migration background","8.82","2.88","457","0","0","9.18","22.92","100","7.62","10.02","0","100","2.876797914505","3.52726912498474"
"1984","Bavaria","indirect migration background","","","","","","","","","","","","","",""
"1984","Bavaria","no migration background","5.37","1.09","1617","0","0","4.62","15.14","75","4.74","6","0","100","1.19837617874146","1.50394356250763"
"1984","Berlin","direct migration background","9.29","1.51","117","0","0","6.24","23.63","100","6.15","12.43","0","100","0","2.70585131645203"
"1984","Berlin","indirect migration background","","","","","","","","","","","","","",""
"1984","Berlin","no migration background","4.16","0","291","0","0","2.63","9.69","59.08","2.66","5.66","0","100","0","1.23456788063049"
"1984","Brandenburg","direct migration background","","","","","","","","","","","","","",""
"1984","Brandenburg","indirect migration background","","","","","","","","","","","","","",""
"1984","Brandenburg","no migration background","","","","","","","","","","","","","",""
"1984","Bremen","direct migration background","19.47","4.01","34","0","0","20.86","64.04","100","11.31","27.63","0","100","4.36329126358032","20.8568344116211"
"1984","Bremen","indirect migration background","","","","","","","","","","","","","",""
"1984","Bremen","no migration background","10.69","0","98","0","0","4.36","48.9","100","6.1","15.28","0","100","0","1.0869950056076"
"1984","Hamburg","direct migration background","8.7","2.17","90","0","0","8.6","17.8","79.22","4.27","13.13","0","100","1.20429933071136","3.89047479629517"
"1984","Hamburg","indirect migration background","","","","","","","","","","","","","",""
"1984","Hamburg","no migration background","4.67","0","220","0","0","2.2","14.72","100","2.7","6.64","0","100","0","0"
"1984","Hesse","direct migration background","12.56","3.1","472","0","0","11.4","39.09","100","10.7","14.42","0","100","3.03226590156555","4.6878981590271"
"1984","Hesse","indirect migration background","","","","","","","","","","","","","",""
"1984","Hesse","no migration background","4.07","0","765","0","0","3.44","9.91","53.78","3.24","4.9","0","100","0","0.994331955909729"
"1984","Lower Saxony","direct migration background","10.33","1.95","201","0","0","8.22","26.75","100","6.71","13.95","0","100","2.64561915397644","5.84924507141113"
"1984","Lower Saxony","indirect migration background","","","","","","","","","","","","","",""
