"year","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","3.32","1.12","5678","0","0","3.5","9.49","31.84","3.13","3.51","0","79.65","1.34625935554504","1.47987461090088"
"1984","Not Working","8.18","0","4640","0","0","4.91","21.77","100","7.55","8.81","0","100","1.38581681251526","1.7576539516449"
"1984","Part Time","8.35","2.46","1890","0","0","9.33","25.11","68.53","7.66","9.04","0","97.38","2.69439148902893","3.42090582847595"
"1985","Full Time","3.1","1.07","4986","0","0","3.67","8.69","29.73","2.91","3.29","0","75.08","1.36486911773682","1.52976059913635"
"1985","Not Working","7.89","0","4225","0","0","4.49","19.75","100","7.23","8.55","0","100","1.3928587436676","1.77057504653931"
"1985","Part Time","7.8","2.23","1868","0","0","7.94","22.06","71.16","7.18","8.42","0","97.9","2.72646546363831","3.54216718673706"
"1986","Full Time","2.96","0.97","4865","0","0","3.19","8.39","29.54","2.78","3.14","0","81.2","1.23243677616119","1.38138949871063"
"1986","Not Working","7.72","0","3939","0","0","4.02","19.72","100","7.06","8.38","0","100","1.34584188461304","1.70460855960846"
"1986","Part Time","7.98","2.08","1833","0","0","8.04","24.7","69.01","7.32","8.64","0","96.57","2.34964752197266","2.95568680763245"
"1987","Full Time","2.9","0.79","4899","0","0","2.93","8","30.87","2.72","3.08","0","81.08","1.13543903827667","1.29170703887939"
"1987","Not Working","7.44","0","3794","0","0","4.09","19.36","100","6.79","8.09","0","100","1.19585537910461","1.59987497329712"
"1987","Part Time","7.46","1.98","1815","0","0","7.85","21.84","71.68","6.83","8.09","0","97.92","2.41226077079773","2.95075869560242"
"1988","Full Time","2.87","0.54","4602","0","0","2.74","8.47","29.39","2.68","3.06","0","77.55","1.07878279685974","1.22334325313568"
"1988","Not Working","7.1","0","3570","0","0","3.55","16.59","100","6.42","7.78","0","100","1.12232220172882","1.42638111114502"
"1988","Part Time","7.04","1.86","1848","0","0","7.25","20.04","77.11","6.43","7.65","0","95.41","2.44154596328735","3.01690244674683"
"1989","Full Time","2.73","0.35","4556","0","0","2.52","7.62","29.98","2.53","2.93","0","77.39","1.01885044574738","1.14249563217163"
"1989","Not Working","7.55","0","3438","0","0","3.57","18.72","100","6.84","8.26","0","100","1.07957947254181","1.34643220901489"
"1989","Part Time","7.45","1.8","1714","0","0","7.23","22.27","69.6","6.79","8.11","0","93.18","2.15911746025085","2.8635458946228"
"1990","Full Time","2.53","0","4439","0","0","2.26","7.63","26.02","2.34","2.72","0","81.01","0.860956847667694","1.00976872444153"
"1990","Not Working","6.51","0","3340","0","0","3.21","16.87","100","5.85","7.17","0","100","0.768229842185974","1.14918315410614"
"1990","Part Time","7.37","1.69","1733","0","0","7.73","21.63","68.32","6.73","8.01","0","93.94","1.98834192752838","2.59685325622559"
"1991","Full Time","2.63","0","4436","0","0","2.25","7.9","30.55","2.44","2.82","0","68.43","0.747213184833527","0.916417896747589"
"1991","Not Working","6.79","0","3269","0","0","3.24","18.83","100","6.12","7.46","0","100","0.32623827457428","0.984909176826477"
"1991","Part Time","6.35","1.47","1761","0","0","7.04","17.39","67.88","5.76","6.94","0","94.62","1.63925671577454","2.13704991340637"
"1992","Full Time","3.71","0.65","6605","0","0","3.6","11.98","36.11","3.51","3.91","0","96.54","1.21956062316895","1.36931312084198"
"1992","Not Working","7.24","0","4273","0","0","3.47","19.29","100","6.65","7.83","0","100","0.650065660476685","1.00239706039429"
"1992","Part Time","8.21","2.17","2510","0","0","9.53","24.98","68.02","7.63","8.79","0","99.27","3.23260140419006","3.93624997138977"
