"year","e11103","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","East Germany","","","","","","","","","","","","","",""
"1984","Full Time","West Germany","3.32","1.12","5678","0","0","3.5","9.49","31.84","3.13","3.51","0","79.65","1.34625935554504","1.47987461090088"
"1984","Not Working","East Germany","","","","","","","","","","","","","",""
"1984","Not Working","West Germany","8.18","0","4640","0","0","4.91","21.77","100","7.55","8.81","0","100","1.38581681251526","1.7576539516449"
"1984","Part Time","East Germany","","","","","","","","","","","","","",""
"1984","Part Time","West Germany","8.35","2.46","1890","0","0","9.33","25.11","68.53","7.66","9.04","0","97.38","2.69439148902893","3.42090582847595"
"1985","Full Time","East Germany","","","","","","","","","","","","","",""
"1985","Full Time","West Germany","3.1","1.07","4986","0","0","3.67","8.69","29.73","2.91","3.29","0","75.08","1.36486911773682","1.52976059913635"
"1985","Not Working","East Germany","","","","","","","","","","","","","",""
"1985","Not Working","West Germany","7.89","0","4225","0","0","4.49","19.75","100","7.23","8.55","0","100","1.3928587436676","1.77057504653931"
"1985","Part Time","East Germany","","","","","","","","","","","","","",""
"1985","Part Time","West Germany","7.8","2.23","1868","0","0","7.94","22.06","71.16","7.18","8.42","0","97.9","2.72646546363831","3.54216718673706"
"1986","Full Time","East Germany","","","","","","","","","","","","","",""
"1986","Full Time","West Germany","2.96","0.97","4865","0","0","3.19","8.39","29.54","2.78","3.14","0","81.2","1.23243677616119","1.38138949871063"
"1986","Not Working","East Germany","","","","","","","","","","","","","",""
"1986","Not Working","West Germany","7.72","0","3939","0","0","4.02","19.72","100","7.06","8.38","0","100","1.34584188461304","1.70460855960846"
"1986","Part Time","East Germany","","","","","","","","","","","","","",""
"1986","Part Time","West Germany","7.98","2.08","1833","0","0","8.04","24.7","69.01","7.32","8.64","0","96.57","2.34964752197266","2.95568680763245"
"1987","Full Time","East Germany","","","","","","","","","","","","","",""
"1987","Full Time","West Germany","2.9","0.79","4899","0","0","2.93","8","30.87","2.72","3.08","0","81.08","1.13543903827667","1.29170703887939"
"1987","Not Working","East Germany","","","","","","","","","","","","","",""
"1987","Not Working","West Germany","7.44","0","3794","0","0","4.09","19.36","100","6.79","8.09","0","100","1.19585537910461","1.59987497329712"
"1987","Part Time","East Germany","","","","","","","","","","","","","",""
"1987","Part Time","West Germany","7.46","1.98","1815","0","0","7.85","21.84","71.68","6.83","8.09","0","97.92","2.41226077079773","2.95075869560242"
"1988","Full Time","East Germany","","","","","","","","","","","","","",""
"1988","Full Time","West Germany","2.87","0.54","4602","0","0","2.74","8.47","29.39","2.68","3.06","0","77.55","1.07878279685974","1.22334325313568"
"1988","Not Working","East Germany","","","","","","","","","","","","","",""
"1988","Not Working","West Germany","7.1","0","3570","0","0","3.55","16.59","100","6.42","7.78","0","100","1.12232220172882","1.42638111114502"
"1988","Part Time","East Germany","","","","","","","","","","","","","",""
"1988","Part Time","West Germany","7.04","1.86","1848","0","0","7.25","20.04","77.11","6.43","7.65","0","95.41","2.44154596328735","3.01690244674683"
"1989","Full Time","East Germany","","","","","","","","","","","","","",""
"1989","Full Time","West Germany","2.73","0.35","4556","0","0","2.52","7.62","29.98","2.53","2.93","0","77.39","1.01885044574738","1.14249563217163"
"1989","Not Working","East Germany","","","","","","","","","","","","","",""
"1989","Not Working","West Germany","7.55","0","3438","0","0","3.57","18.72","100","6.84","8.26","0","100","1.07957947254181","1.34643220901489"
"1989","Part Time","East Germany","","","","","","","","","","","","","",""
"1989","Part Time","West Germany","7.45","1.8","1714","0","0","7.23","22.27","69.6","6.79","8.11","0","93.18","2.15911746025085","2.8635458946228"
"1990","Full Time","East Germany","","","","","","","","","","","","","",""
"1990","Full Time","West Germany","2.53","0","4439","0","0","2.26","7.63","26.02","2.34","2.72","0","81.01","0.860956847667694","1.00976872444153"
"1990","Not Working","East Germany","","","","","","","","","","","","","",""
"1990","Not Working","West Germany","6.51","0","3340","0","0","3.21","16.87","100","5.85","7.17","0","100","0.768229842185974","1.14918315410614"
"1990","Part Time","East Germany","","","","","","","","","","","","","",""
"1990","Part Time","West Germany","7.37","1.69","1733","0","0","7.73","21.63","68.32","6.73","8.01","0","93.94","1.98834192752838","2.59685325622559"
"1991","Full Time","East Germany","","","","","","","","","","","","","",""
"1991","Full Time","West Germany","2.63","0","4436","0","0","2.25","7.9","30.55","2.44","2.82","0","68.43","0.747213184833527","0.916417896747589"
"1991","Not Working","East Germany","","","","","","","","","","","","","",""
"1991","Not Working","West Germany","6.79","0","3269","0","0","3.24","18.83","100","6.12","7.46","0","100","0.32623827457428","0.984909176826477"
"1991","Part Time","East Germany","","","","","","","","","","","","","",""
"1991","Part Time","West Germany","6.35","1.47","1761","0","0","7.04","17.39","67.88","5.76","6.94","0","94.62","1.63925671577454","2.13704991340637"
"1992","Full Time","East Germany","7.05","2.69","2186","0","0","8.85","20.56","44.6","6.62","7.48","0","79.21","3.44017100334167","4.08472013473511"
"1992","Full Time","West Germany","2.75","0","4419","0","0","2.25","8.53","27.81","2.55","2.95","0","96.54","0.631830275058746","0.802362680435181"
"1992","Not Working","East Germany","8.96","0.77","1043","0","0","6.15","30.33","100","7.78","10.14","0","100","0.949941277503967","1.77970850467682"
"1992","Not Working","West Germany","6.89","0","3230","0","0","2.95","17.98","100","6.2","7.58","0","100","0.163288831710815","0.900636613368988"
"1992","Part Time","East Germany","14.95","9.3","764","0","2.29","21.88","36.91","72.49","13.82","16.08","0","84.31","8.85659790039062","12.0900726318359"
"1992","Part Time","West Germany","6.47","1.54","1746","0","0","6.57","17.31","64.86","5.84","7.1","0","99.27","1.72068023681641","2.32652235031128"
"1993","Full Time","East Germany","8.87","3.57","1939","0","0","11.55","26.96","54.72","8.31","9.43","0","91.93","3.87078452110291","4.34988164901733"
"1993","Full Time","West Germany","2.68","0","4330","0","0","2.38","8.43","28.47","2.48","2.88","0","72.62","0.605224251747131","0.923712909221649"
"1993","Not Working","East Germany","14.05","2.17","1254","0","0","16.51","45.16","100","12.69","15.41","0","100","3.32146167755127","5.00271892547607"
"1993","Not Working","West Germany","6.99","0","3189","0","0","3.19","17.73","100","6.29","7.69","0","100","0","0.984510779380798"
"1993","Part Time","East Germany","18.38","11.64","647","0","2.64","26.66","49.32","84.18","16.9","19.86","0","96.44","11.1482715606689","14.1972236633301"
"1993","Part Time","West Germany","6.35","1.67","1817","0","0","6.68","17.13","66.37","5.72","6.98","0","95.88","1.90033781528473","2.37235689163208"
"1994","Full Time","East Germany","7.98","2.21","1863","0","0","8.89","26.03","62.73","7.39","8.57","0","89.15","2.92047739028931","3.59123682975769"
"1994","Full Time","West Germany","2.69","0","4122","0","0","2.41","8.3","29.27","2.49","2.89","0","84.54","0.623238503932953","0.939985513687134"
"1994","Not Working","East Germany","14.76","0","1335","0","0","17.73","51.98","100","13.38","16.14","0","100","1.72889566421509","3.4392523765564"
"1994","Not Working","West Germany","7.52","0","3247","0","0","3.47","19.99","100","6.79","8.25","0","100","0","1.02780902385712"
"1994","Part Time","East Germany","20.38","12.84","589","0","2.27","28.51","54.31","89.34","18.7","22.06","0","94.13","11.3807783126831","14.8330297470093"
"1994","Part Time","West Germany","7.81","1.74","1781","0","0","7.46","22.89","78.69","7.14","8.48","0","93.44","1.93104064464569","2.38545370101929"
"1995","Full Time","East Germany","6.54","1.84","1788","0","0","6.84","22.25","50.58","6.02","7.06","0","88.35","2.01153469085693","2.43087983131409"
"1995","Full Time","West Germany","2.94","0","4130","0","0","2.44","8.86","33.92","2.71","3.17","0","83.71","0.635819315910339","0.956479072570801"
"1995","Not Working","East Germany","13.69","0","1313","0","0","13.48","48.4","100","12.29","15.09","0","100","0","1.90336751937866"
"1995","Not Working","West Germany","10.06","0","3519","0","0","4.83","33.41","100","9.23","10.89","0","100","0.927660584449768","1.4190262556076"
"1995","Part Time","East Germany","17.43","9.89","604","0","2.26","23.82","44.76","87.57","15.84","19.02","0","95.82","8.64246940612793","11.8150472640991"
