"year","e11103","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","(Married) couple without C.","1.44","0","1161","0","0","0","1.94","32.72","1.08","1.8","0","65.52","0","0"
"1984","Full Time","1-pers.-HH","0.8","0","542","0","0","0","0","26.81","0.38","1.22","0","38.29","0","0"
"1984","Full Time","Couple + C. GT 16 ","2.66","1.02","958","0","0","2.07","7.5","29.72","2.25","3.07","0","79.65","0.880059599876404","1.08680045604706"
"1984","Full Time","Couple + C. LE 16","5.17","2.89","1661","1.03","1.55","5.78","12.89","31.5","4.84","5.5","0","63.83","3.10101008415222","3.4518985748291"
"1984","Full Time","Couple + C. LE and GT 16","5.77","3.43","805","0.91","1.7","7.06","13.86","32.1","5.22","6.32","0","56.69","3.38453054428101","3.822190284729"
"1984","Full Time","Single parent","4.87","1.91","247","0","0","4.85","14.73","55.95","3.63","6.11","0","63.93","1.68514657020569","2.86354184150696"
"1984","Not Working","(Married) couple without C.","2.65","0","1209","0","0","0","0.98","82.3","1.85","3.45","0","100","0","0"
"1984","Not Working","1-pers.-HH","9.5","0","638","0","0","0","23.83","100","7.1","11.9","0","100","0","0"
"1984","Not Working","Couple + C. GT 16 ","6.34","1.62","692","0","0","4.87","21.25","98.88","5.14","7.54","0","100","1.42923653125763","1.77971017360687"
"1984","Not Working","Couple + C. LE 16","14.61","4.34","889","1.41","2.13","13.4","41.42","100","12.98","16.24","0","100","4.58767080307007","5.49582672119141"
"1984","Not Working","Couple + C. LE and GT 16","9.29","5.1","605","1.51","2.77","11.26","22.07","68.12","7.98","10.6","0","100","5.70650386810303","7.04124450683594"
"1984","Not Working","Single parent","21.56","5.66","229","0","0","27.94","97.38","100","17.27","25.85","0","100","5.29923391342163","11.7630138397217"
"1984","Part Time","(Married) couple without C.","5.86","0","333","0","0","1.91","20.57","81.36","4.27","7.45","0","82.29","0","0"
"1984","Part Time","1-pers.-HH","14.42","0","136","0","0","24.73","54.08","84.63","10.51","18.33","0","87.22","0","8.63168716430664"
"1984","Part Time","Couple + C. GT 16 ","5.42","1.76","343","0","0.9","5.91","15.57","52.33","4.19","6.65","0","87.28","1.56226146221161","2.15330147743225"
"1984","Part Time","Couple + C. LE 16","8.62","3.79","530","1.16","1.76","9.3","22.23","55.64","7.46","9.78","0","74.05","3.68184089660645","4.72248935699463"
"1984","Part Time","Couple + C. LE and GT 16","8.69","4.05","310","1.17","2.28","11.08","23.21","57.08","7.07","10.31","0","91.11","3.97461748123169","6.13354015350342"
"1984","Part Time","Single parent","14.33","6.84","103","0","2.15","21.24","34.62","95.5","10.56","18.1","0","97.38","5.11224508285522","13.078929901123"
"1985","Full Time","(Married) couple without C.","1.24","0","1037","0","0","0","1.98","29.51","0.9","1.58","0","60.02","0","0"
"1985","Full Time","1-pers.-HH","0.58","0","465","0","0","0","0","10.6","0.31","0.85","0","29.87","0","0"
"1985","Full Time","Couple + C. GT 16 ","2.53","1.08","939","0","0","2.14","6.42","26.33","2.13","2.93","0","74.65","0.942151308059692","1.12137925624847"
"1985","Full Time","Couple + C. LE 16","5.18","2.95","1367","1.15","1.56","6.26","12.32","26.74","4.83","5.53","0","51.69","3.43381237983704","4.00871467590332"
"1985","Full Time","Couple + C. LE and GT 16","5.94","3.95","694","1.07","1.9","7.17","13.08","30.17","5.35","6.53","0","69.38","3.83941960334778","4.30913352966309"
"1985","Full Time","Single parent","3.95","1.63","235","0","0","4.43","10.24","37.65","2.84","5.06","0","75.08","1.2875896692276","2.22173976898193"
"1985","Not Working","(Married) couple without C.","3.76","0","1089","0","0","0","1.59","99.42","2.73","4.79","0","100","0","0"
"1985","Not Working","1-pers.-HH","7.92","0","568","0","0","0","16.81","100","5.66","10.18","0","100","0","0"
"1985","Not Working","Couple + C. GT 16 ","5.25","1.5","693","0","0","4.11","12","74.65","4.12","6.38","0","100","1.45449376106262","1.76833128929138"
"1985","Not Working","Couple + C. LE 16","13.28","4.76","776","1.39","2.19","11.35","31.61","100","11.57","14.99","0","100","5.22074699401855","6.16374111175537"
"1985","Not Working","Couple + C. LE and GT 16","9.78","5.58","533","1.71","3.01","11.61","22.63","67.86","8.4","11.16","0","100","5.78470802307129","7.57033586502075"
"1985","Not Working","Single parent","21.29","4.62","212","0","0","23.24","96.45","100","16.56","26.02","0","100","2.43670129776001","7.60089111328125"
"1985","Part Time","(Married) couple without C.","4.8","0","307","0","0","2.74","16.86","65","3.48","6.12","0","74.63","0","0"
"1985","Part Time","1-pers.-HH","13.31","0","143","0","0","17.53","55.29","77.78","9.66","16.96","0","96.42","0","1.60783493518829"
"1985","Part Time","Couple + C. GT 16 ","5.31","1.52","397","0","0.56","4.5","14.81","56.88","4.14","6.48","0","79.08","1.46315884590149","1.80330276489258"
"1985","Part Time","Couple + C. LE 16","9.02","4.48","539","1.16","1.7","10.11","22.77","67.57","7.84","10.2","0","97.9","4.3755350112915","5.1581072807312"
"1985","Part Time","Couple + C. LE and GT 16","7.7","5.01","266","1.23","3.22","8.79","17.51","43.83","6.52","8.88","0","67.94","4.94676828384399","6.60538578033447"
"1985","Part Time","Single parent","11.31","4.91","98","0","1.96","13.7","30.67","71.16","8.15","14.47","0","72.72","2.8431191444397","5.87972116470337"
"1986","Full Time","(Married) couple without C.","0.97","0","1048","0","0","0","1.35","24.78","0.7","1.24","0","48.89","0","0"
"1986","Full Time","1-pers.-HH","0.79","0","449","0","0","0","0","27.68","0.37","1.21","0","61.36","0","0"
"1986","Full Time","Couple + C. GT 16 ","2.07","0.99","981","0","0","1.79","4.99","20.81","1.7","2.44","0","81.2","0.90565812587738","1.04308235645294"
"1986","Full Time","Couple + C. LE 16","5.52","3.21","1267","1.16","1.64","6.34","12.93","32.99","5.14","5.9","0","70.19","3.40312194824219","4.08018445968628"
"1986","Full Time","Couple + C. LE and GT 16","6.05","3.56","638","1.06","2.02","7.06","15.9","30.52","5.45","6.65","0","67.6","3.51614761352539","4.17669200897217"
"1986","Full Time","Single parent","4.5","1.86","216","0","0","3.98","13.01","39.93","3.45","5.55","0","47.4","1.54698920249939","2.13654398918152"
"1986","Not Working","(Married) couple without C.","3.39","0","1008","0","0","0","1.32","100","2.33","4.45","0","100","0","0"
"1986","Not Working","1-pers.-HH","8.84","0","536","0","0","0","23.21","100","6.42","11.26","0","100","0","0"
"1986","Not Working","Couple + C. GT 16 ","5.53","1.46","694","0","0","3.47","14.98","86.19","4.37","6.69","0","100","1.40677261352539","1.73409044742584"
"1986","Not Working","Couple + C. LE 16","13.27","4.66","676","1.47","2.26","11.75","34.14","100","11.48","15.06","0","100","5.05855846405029","6.0024790763855"
"1986","Not Working","Couple + C. LE and GT 16","10.01","4.31","499","1.39","2.41","10.95","21.74","100","8.48","11.54","0","100","5.07913398742676","6.50132417678833"
"1986","Not Working","Single parent","20.51","4.73","197","0","0","23.34","96.79","100","16","25.02","0","100","3.20425844192505","7.36058902740479"
"1986","Part Time","(Married) couple without C.","5.69","0","332","0","0","3.86","18.35","59.72","4.08","7.3","0","91.88","0","0"
"1986","Part Time","1-pers.-HH","16.06","0","133","0","0","32.42","54.8","79.55","12.19","19.93","0","86.42","0","6.03263187408447"
"1986","Part Time","Couple + C. GT 16 ","3.86","1.43","432","0","0.63","2.97","10.14","47.8","2.86","4.86","0","77.6","1.35409319400787","1.60573256015778"
"1986","Part Time","Couple + C. LE 16","8.75","3.78","468","1.18","1.71","9.74","21.42","61.09","7.5","10","0","96.57","3.82918500900269","4.71796751022339"
"1986","Part Time","Couple + C. LE and GT 16","8.31","4.18","266","1.22","2.41","9.72","20.19","57.03","6.8","9.82","0","72.64","4.31778049468994","6.44935178756714"
"1986","Part Time","Single parent","13.4","4.09","98","0","1.13","24.54","43.4","66","10.03","16.77","0","66","2.52280378341675","9.57789325714111"
"1987","Full Time","(Married) couple without C.","1.08","0","1060","0","0","0","1.5","30.91","0.8","1.36","0","45.39","0","0"
"1987","Full Time","1-pers.-HH","1.3","0","462","0","0","0","0","53.61","0.67","1.93","0","81.08","0","0"
"1987","Full Time","Couple + C. GT 16 ","2.02","0.93","1051","0","0","1.7","4.69","19.72","1.72","2.32","0","61.17","0.830447971820831","0.992178916931152"
"1987","Full Time","Couple + C. LE 16","5.36","3.07","1236","1.13","1.58","6.18","12.61","33.95","5.01","5.71","0","68.1","3.22503590583801","3.80517506599426"
"1987","Full Time","Couple + C. LE and GT 16","6.18","3.61","585","0.96","1.88","6.65","14.41","30.87","5.49","6.87","0","76.66","3.51446843147278","3.99357557296753"
"1987","Full Time","Single parent","3.27","1.44","210","0","0","3.41","8.3","28.39","2.3","4.24","0","61.81","1.289870262146","2.22867512702942"
"1987","Not Working","(Married) couple without C.","2.46","0","990","0","0","0","0.9","74.17","1.56","3.36","0","100","0","0"
"1987","Not Working","1-pers.-HH","8.45","0","530","0","0","0","18.2","100","6.1","10.8","0","100","0","0"
"1987","Not Working","Couple + C. GT 16 ","5.68","1.35","707","0","0","3.65","15.72","75.5","4.62","6.74","0","100","1.32504642009735","1.64505410194397"
"1987","Not Working","Couple + C. LE 16","14.14","5.33","637","1.46","2.33","13.3","33.91","100","12.27","16.01","0","100","5.38673210144043","6.44935178756714"
"1987","Not Working","Couple + C. LE and GT 16","11.23","4.99","426","1.44","2.69","11.91","29.23","97.92","9.4","13.06","0","100","5.34759378433228","7.59921884536743"
"1987","Not Working","Single parent","17.49","5.04","187","0","0","24.31","52.28","100","13.5","21.48","0","100","3.63614821434021","8.2217845916748"
"1987","Part Time","(Married) couple without C.","3.17","0","307","0","0","0","11.27","43.8","1.88","4.46","0","84.44","0","0"
"1987","Part Time","1-pers.-HH","12.69","0","123","0","0","17.48","45.91","96.39","9.01","16.37","0","96.39","0","6.38168716430664"
"1987","Part Time","Couple + C. GT 16 ","4.39","1.31","401","0","0","2.78","12.64","56.73","3.32","5.46","0","82.62","1.26556181907654","1.6417989730835"
"1987","Part Time","Couple + C. LE 16","7.56","3.47","495","1.17","1.62","8.47","17.58","65.05","6.44","8.68","0","93.37","3.59641933441162","4.45240306854248"
"1987","Part Time","Couple + C. LE and GT 16","9.98","4.68","251","1.42","2.68","11.23","23.38","75.17","8.19","11.77","0","97.92","4.41098928451538","6.08524751663208"
"1987","Part Time","Single parent","14.51","5.54","126","0","1.29","24.48","40.6","79.49","11.47","17.55","0","93.16","4.76515913009644","10.3073387145996"
"1988","Full Time","(Married) couple without C.","1.18","0","1004","0","0","0","1","25.09","0.89","1.47","0","51.43","0","0"
"1988","Full Time","1-pers.-HH","1.06","0","424","0","0","0","0","35.64","0.57","1.55","0","77.55","0","0"
"1988","Full Time","Couple + C. GT 16 ","2.19","0.9","1063","0","0","1.74","4.98","24.57","1.86","2.52","0","70.61","0.861947953701019","0.986884415149689"
"1988","Full Time","Couple + C. LE 16","5.52","3.25","1159","1.05","1.55","6.6","14.3","29.96","5.16","5.88","0","48.05","3.41325759887695","3.97923874855042"
