"year","hgtyp1hh","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(Married) couple without C.","Female","2.6","0","1351","0","0","0","2.97","59.08","1.98","3.22","0","100","0","0"
"1984","(Married) couple without C.","Male","2.6","0","1352","0","0","0","2.78","59.08","1.98","3.22","0","100","0","0"
"1984","1-pers.-HH","Female","6.24","0","780","0","0","0","12.67","100","4.67","7.81","0","100","0","0"
"1984","1-pers.-HH","Male","9.08","0","536","0","0","0","30.77","100","6.91","11.25","0","100","0","0"
"1984","Couple + C. GT 16 ","Female","4.59","1.25","908","0","0","3.23","13.03","52.33","3.77","5.41","0","100","1.16433417797089","1.37903153896332"
"1984","Couple + C. GT 16 ","Male","4.44","1.34","1085","0","0","3.53","13.03","39.67","3.79","5.09","0","100","1.20733046531677","1.43686234951019"
"1984","Couple + C. LE 16","Female","8.56","3.38","1539","1.1","1.75","7.75","19.34","100","7.77","9.35","0","100","3.53116154670715","4.04795932769775"
"1984","Couple + C. LE 16","Male","8.48","3.37","1541","1.12","1.74","7.57","19.08","100","7.69","9.27","0","100","3.53116154670715","4.03685808181763"
"1984","Couple + C. LE and GT 16","Female","7.77","4.04","794","1.04","2.26","9.49","18.66","57.08","6.86","8.68","0","100","4.14764738082886","5.52400064468384"
"1984","Couple + C. LE and GT 16","Male","7.33","3.98","926","0.99","1.96","9.22","18.09","44.75","6.5","8.16","0","100","3.95805335044861","4.87060928344727"
"1984","Single parent","Female","16.5","3.96","381","0","0","18.82","59.61","100","13.69","19.31","0","100","3.73725485801697","6.54183435440063"
"1984","Single parent","Male","8.56","2.07","198","0","0","9.44","26.27","97.38","6.48","10.64","0","100","1.90576696395874","4.84593105316162"
"1985","(Married) couple without C.","Female","2.97","0","1217","0","0","0","4.36","77.42","2.24","3.7","0","100","0","0"
"1985","(Married) couple without C.","Male","2.95","0","1216","0","0","0","3.83","92.04","2.23","3.67","0","100","0","0"
"1985","1-pers.-HH","Female","5.93","0","706","0","0","0","11.77","100","4.38","7.48","0","100","0","0"
"1985","1-pers.-HH","Male","6.95","0","470","0","0","0","15.83","100","4.99","8.91","0","100","0","0"
"1985","Couple + C. GT 16 ","Female","4.19","1.32","918","0","0","3.19","11.05","56.88","3.46","4.92","0","100","1.16182816028595","1.39368081092834"
"1985","Couple + C. GT 16 ","Male","3.96","1.34","1111","0","0","3.19","8.74","56.88","3.29","4.63","0","100","1.19650793075562","1.4234710931778"
"1985","Couple + C. LE 16","Female","8.35","3.73","1339","1.21","1.75","7.78","18.51","100","7.51","9.19","0","100","4.09909105300903","4.75403070449829"
"1985","Couple + C. LE 16","Male","8.34","3.77","1343","1.22","1.74","7.81","18.46","100","7.5","9.18","0","100","4.12704086303711","4.75403070449829"
"1985","Couple + C. LE and GT 16","Female","7.77","4.82","683","1.15","2.52","8.79","17.51","57.92","6.85","8.69","0","100","4.63242721557617","5.60454416275024"
"1985","Couple + C. LE and GT 16","Male","7.46","4.64","810","1.23","2.4","8.43","17.04","43.83","6.63","8.29","0","100","4.5924334526062","5.54938077926636"
"1985","Single parent","Female","15.59","2.58","357","0","0","13.7","69.48","100","12.6","18.58","0","100","2.41751313209534","4.10879373550415"
"1985","Single parent","Male","6.56","1.98","188","0","0","8.13","15.39","71.16","4.52","8.6","0","94.39","1.44212698936462","2.35954189300537"
"1986","(Married) couple without C.","Female","2.77","0","1197","0","0","0","2.82","72.83","2.04","3.5","0","100","0","0"
"1986","(Married) couple without C.","Male","2.79","0","1191","0","0","0","3.22","72.83","2.05","3.53","0","100","0","0"
