"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2016","66 and older","2.98","0","4783","0","0","0","6.51","68.31","2.65","3.31","0","100","0","0"
"2017","16-34 y.","17.01","5.96","7926","0","0","20.2","59.2","100","16.23","17.79","0","100","11.6379308700562","12.6424350738525"
"2017","35-65 y.","11.5","3.2","16407","0","0","10.38","34.13","100","11.06","11.94","0","100","6.63494682312012","7.01183700561523"
"2017","66 and older","2.98","0","5041","0","0","0","6.81","63.89","2.63","3.33","0","100","0","0"
"2018","16-34 y.","16.26","5.44","8401","0","0","17.91","56.36","100","15.46","17.06","0","100","12.8319368362427","14.3030157089233"
"2018","35-65 y.","11.6","3.33","16182","0","0","10.13","35.89","100","11.12","12.08","0","100","7.04241466522217","7.45687770843506"
"2018","66 and older","3.24","0","5086","0","0","0","7.16","68.84","2.85","3.63","0","100","0","0"
"2019","16-34 y.","15.96","5.64","7545","0","0","18.18","53.7","100","15.13","16.79","0","100","11.3851251602173","12.6586446762085"
"2019","35-65 y.","11.19","3.12","16799","0","0","9.84","33.58","100","10.73","11.65","0","272.41","5.59440565109253","5.95945119857788"
"2019","66 and older","3.4","0","5275","0","0","0","9.71","67.37","3.02","3.78","0","100","0","0"
