"year","e11103","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Full Time","Rural Area","3.73","1.46","979","0","0","5","10.11","29.73","3.32","4.14","0","51.42","1.56011784076691","2.24809598922729"
"1985","Full Time","Urban Area","2.91","0.93","4007","0","0","3.02","8.2","29.06","2.7","3.12","0","75.08","1.29535865783691","1.46315884590149"
"1985","Not Working","Rural Area","8","0","916","0","0","5.67","18.59","100","6.61","9.39","0","100","0.97262704372406","1.85285770893097"
"1985","Not Working","Urban Area","7.86","0","3309","0","0","4","20","100","7.12","8.6","0","100","1.40201854705811","1.81163692474365"
"1985","Part Time","Rural Area","9.94","4.43","388","0","1.16","13.7","24.96","74.71","8.57","11.31","0","84.34","4.12704086303711","6.09594488143921"
"1985","Part Time","Urban Area","7.15","1.91","1480","0","0","6.65","20","69.48","6.45","7.85","0","97.9","2.25153565406799","3.06258320808411"
"1986","Full Time","Rural Area","3.76","1.4","977","0","0","4.58","9.97","39.1","3.33","4.19","0","70.19","1.4721177816391","2.05337429046631"
"1986","Full Time","Urban Area","2.73","0.72","3888","0","0","2.62","7.6","28.16","2.53","2.93","0","81.2","1.1653950214386","1.29661691188812"
"1986","Not Working","Rural Area","7.38","0","814","0","0","4.11","17.62","100","6","8.76","0","100","0.953238546848297","1.7249128818512"
"1986","Not Working","Urban Area","7.82","0","3125","0","0","4.01","19.82","100","7.07","8.57","0","100","1.3393247127533","1.78393971920013"
"1986","Part Time","Rural Area","9.75","3.82","394","0","1.07","10.82","30.52","72.2","8.3","11.2","0","91.88","3.76247334480286","5.24874496459961"
"1986","Part Time","Urban Area","7.4","1.79","1439","0","0","6.49","20.89","69.01","6.66","8.14","0","96.57","2.01973676681519","2.48796844482422"
"1987","Full Time","Rural Area","3.53","1.33","978","0","0","3.98","9.92","31.04","3.12","3.94","0","71.89","1.40599954128265","1.9195898771286"
"1987","Full Time","Urban Area","2.72","0.49","3921","0","0","2.48","7.43","30.71","2.51","2.93","0","81.08","1.07548391819","1.21888279914856"
"1987","Not Working","Rural Area","7.98","0","770","0","0","4.18","20.9","100","6.5","9.46","0","100","0.672051846981049","1.68477666378021"
"1987","Not Working","Urban Area","7.29","0","3024","0","0","4.04","18.81","100","6.57","8.01","0","100","1.19865691661835","1.64109885692596"
"1987","Part Time","Rural Area","9.86","3.48","412","0","1.29","11.6","27.64","79.49","8.38","11.34","0","97.92","3.34449458122253","5.02054166793823"
"1987","Part Time","Urban Area","6.66","1.59","1403","0","0","6.29","19.14","66.23","5.97","7.35","0","96.39","1.94846403598785","2.50673627853394"
"1988","Full Time","Rural Area","3.6","1.16","893","0","0","4.22","11.27","29.32","3.16","4.04","0","77.55","1.22476661205292","1.62356555461884"
"1988","Full Time","Urban Area","2.67","0","3709","0","0","2.34","7.86","29.39","2.46","2.88","0","77.05","1.0114654302597","1.16098773479462"
"1988","Not Working","Rural Area","7.54","0","704","0","0","3.82","16.88","100","6","9.08","0","100","0","1.33879899978638"
"1988","Not Working","Urban Area","6.97","0","2866","0","0","3.48","16.34","100","6.21","7.73","0","100","1.13931572437286","1.57057344913483"
"1988","Part Time","Rural Area","8.9","2.92","427","0","0","10.1","24.63","88.68","7.47","10.33","0","95.41","2.98149538040161","4.60588407516479"
"1988","Part Time","Urban Area","6.38","1.55","1421","0","0","6.13","17.84","70.61","5.72","7.04","0","89.99","2.08841729164124","2.75171041488647"
"1989","Full Time","Rural Area","3.51","1.09","875","0","0","3.45","9.67","41.28","3.01","4.01","0","64.47","1.15214288234711","1.45394265651703"
"1989","Full Time","Urban Area","2.52","0","3681","0","0","2.24","7.2","29.82","2.31","2.73","0","77.39","0.956207573413849","1.10296761989594"
"1989","Not Working","Rural Area","8.23","0","672","0","0","3.54","19.92","100","6.53","9.93","0","100","0","1.24883043766022"
"1989","Not Working","Urban Area","7.35","0","2766","0","0","3.61","18.1","100","6.57","8.13","0","100","1.10296761989594","1.44620311260223"
"1989","Part Time","Rural Area","8.8","2.87","376","0","0.81","11.18","22.38","64.47","7.49","10.11","0","91.01","2.83610415458679","4.23943614959717"
"1989","Part Time","Urban Area","7.02","1.53","1338","0","0","5.85","22.17","70.82","6.26","7.78","0","93.18","1.89646649360657","2.61170721054077"
"1990","Full Time","Rural Area","2.94","0.8","886","0","0","3.34","9.57","23.36","2.54","3.34","0","48.85","0.949318170547485","1.30244791507721"
"1990","Full Time","Urban Area","2.42","0","3553","0","0","2.02","6.78","26.66","2.21","2.63","0","81.01","0.773533582687378","0.983281016349792"
"1990","Not Working","Rural Area","7.07","0","666","0","0","4.94","20.45","100","5.58","8.56","0","100","0","1.1586217880249"
