"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1999","indirect migration background","Urban Area","11.8","5.68","525","0","0","13.72","30.75","96.87","10.23","13.37","0","100","6.10611057281494","7.81137323379517"
"1999","no migration background","Rural Area","11.59","4.29","4285","0","0","13.73","32.43","99.97","11.01","12.17","0","100","5.52609920501709","6.42520570755005"
"1999","no migration background","Urban Area","7.56","0","6648","0","0","7.95","19.95","99.29","7.17","7.95","0","100","2.33284044265747","3.04503226280212"
"2000","direct migration background","Rural Area","14.96","5.71","573","0","0","16.93","45.44","100","12.87","17.05","0","100","6.64256191253662","9.25965023040771"
"2000","direct migration background","Urban Area","15.69","6.32","2770","0","0","18.17","46.73","100","14.81","16.57","0","100","7.26773118972778","8.54308128356934"
"2000","indirect migration background","Rural Area","13.94","6.31","110","0","0","18.29","39.34","87.11","10.65","17.23","0","87.11","5.62749910354614","11.7139472961426"
"2000","indirect migration background","Urban Area","11.47","6.08","719","0","0","14.36","28.44","94.24","10.19","12.75","0","100","6.10741710662842","8.36106109619141"
"2000","no migration background","Rural Area","10.36","2.99","7622","0","0","12.06","29.63","98.65","9.94","10.78","0","100","4.44676399230957","5.12786245346069"
"2000","no migration background","Urban Area","7.1","0","12462","0","0","7.71","18.02","99.01","6.82","7.38","0","100","0.65198016166687","2.33841466903687"
"2001","direct migration background","Rural Area","15.01","5.07","512","0","0","19.49","41.26","100","13.02","17","0","100","6.49727487564087","9.6690616607666"
"2001","direct migration background","Urban Area","16.71","7.67","2433","0","0","20.48","47.52","100","15.83","17.59","0","100","7.75678396224976","9.16104412078857"
"2001","indirect migration background","Rural Area","17.53","9.87","100","0","1.85","20.09","59.45","90.92","13.52","21.54","0","90.92","6.54957342147827","11.8372163772583"
"2001","indirect migration background","Urban Area","12.02","6.24","677","0","0","16.16","25.95","100","10.51","13.53","0","100","6.55096054077148","8.07084178924561"
"2001","no migration background","Rural Area","10.76","3.59","6920","0","0","12.67","29.78","99.06","10.31","11.21","0","100","5.1300311088562","5.78177881240845"
"2001","no migration background","Urban Area","7.4","0","11418","0","0","8.05","18.5","98.58","7.1","7.7","0","100","2.26554918289185","2.84692621231079"
"2002","direct migration background","Rural Area","16.76","7.04","484","0","0","21.92","49.87","100","14.6","18.92","0","100","5.86489009857178","9.68349361419678"
"2002","direct migration background","Urban Area","15.99","7.44","2335","0","0","19.87","43.45","100","15.11","16.87","0","100","6.23189830780029","7.73642587661743"
"2002","indirect migration background","Rural Area","19.53","9.11","97","0","3.36","31.76","58.84","78.84","15.76","23.3","0","82.69","5.10107707977295","10.5136613845825"
"2002","indirect migration background","Urban Area","14.09","7.03","687","0","0","15.53","41.3","100","12.52","15.66","0","100","6.04534006118774","7.83767318725586"
"2002","no migration background","Rural Area","11.15","3.82","7088","0","0","13.76","31.38","99.78","10.72","11.58","0","100","4.63625431060791","5.12867498397827"
"2002","no migration background","Urban Area","8.08","0","12461","0","0","8.3","21","99.74","7.81","8.35","0","100","2.07460904121399","2.50768518447876"
"2003","direct migration background","Rural Area","16.47","7.34","462","0","0","22.97","44.79","100","14.41","18.53","0","100","5.4394359588623","8.53816318511963"
"2003","direct migration background","Urban Area","17.89","8.25","2183","0","0","20.95","54.5","100","16.94","18.84","0","100","7.23104763031006","8.56925201416016"
"2003","indirect migration background","Rural Area","26.33","12.43","101","0","4.6","34.45","99.68","100","21.41","31.25","0","100","5.63759660720825","12.2827482223511"
"2003","indirect migration background","Urban Area","14.63","7.12","689","0","0","18.28","36.94","100","13.06","16.2","0","100","6.29618835449219","7.9536919593811"
"2003","no migration background","Rural Area","12.02","4.25","6786","0","0","14.44","34.6","100","11.56","12.48","0","100","5.01012134552002","5.71206951141357"
"2003","no migration background","Urban Area","8.68","0","12071","0","0","9.07","21.61","100","8.39","8.97","0","100","2.51668262481689","2.93989086151123"
"2004","direct migration background","Rural Area","17.79","7.93","446","0","0","23.35","48.76","100","15.68","19.9","0","100","6.5406665802002","10.5053720474243"
"2004","direct migration background","Urban Area","17.15","8.26","2105","0","0","20.25","47.46","100","16.16","18.14","0","100","7.34236574172974","8.62101173400879"
"2004","indirect migration background","Rural Area","29.78","19.26","116","0","6.96","46.19","91.61","100","25.27","34.29","0","100","9.41320323944092","16.8905944824219"
"2004","indirect migration background","Urban Area","15.9","8.06","695","0","0.46","17.49","42.48","100","14.24","17.56","0","100","7.69856309890747","9.16544342041016"
"2004","no migration background","Rural Area","12.36","3.93","6632","0","0","14.82","35.34","100","11.88","12.84","0","100","5.05591487884521","5.85104703903198"
"2004","no migration background","Urban Area","9.03","0","11736","0","0","9.93","23.33","100","8.73","9.33","0","100","2.57477140426636","3.02319812774658"
"2005","direct migration background","Rural Area","18.13","6.41","411","0","0","27.39","54.01","100","15.89","20.37","0","100","6.42487049102783","12.0566663742065"
"2005","direct migration background","Urban Area","18.57","8.81","1970","0","0","22.29","56.25","100","17.49","19.65","0","100","7.77009248733521","9.61748600006104"
"2005","indirect migration background","Rural Area","23.06","18.95","107","0","8.58","27.05","55.74","100","18.78","27.34","0","100","10.3107738494873","18.9412117004395"
"2005","indirect migration background","Urban Area","16.31","8.88","728","0","2.34","17.86","42.08","100","14.59","18.03","0","100","8.0034646987915","9.74606418609619"
"2005","no migration background","Rural Area","13.2","4.12","6361","0","0","16.68","38.39","100","12.69","13.71","0","100","4.80199575424194","5.43903923034668"
"2005","no migration background","Urban Area","9.16","0","11230","0","0","9.8","23.54","99.93","8.86","9.46","0","100","2.3971905708313","2.9075014591217"
"2006","direct migration background","Rural Area","22.33","10.42","433","0","0","32.36","77.32","100","19.67","24.99","0","100","7.19318056106567","13.3789205551147"
"2006","direct migration background","Urban Area","20.56","9.21","1964","0","0","24.83","69.08","100","19.39","21.73","0","100","7.4609432220459","9.46511745452881"
"2006","indirect migration background","Rural Area","18.45","10.51","126","0","5","23.71","43.82","99.63","14.17","22.73","0","99.99","8.17735767364502","13.6041278839111"
"2006","indirect migration background","Urban Area","20.28","9.37","736","0","2.26","25.06","67.04","100","18.38","22.18","0","100","8.21833419799805","10.3952140808105"
"2006","no migration background","Rural Area","13.06","3.86","6978","0","0","14.26","39.58","100","12.57","13.55","0","100","4.417564868927","4.98839282989502"
"2006","no migration background","Urban Area","9.52","0","12137","0","0","9.86","25.68","100","9.21","9.83","0","100","1.88484883308411","2.54321265220642"
"2007","direct migration background","Rural Area","20.17","7.57","399","0","0","30.32","60.05","100","17.56","22.78","0","100","5.40288162231445","10.1563577651978"
"2007","direct migration background","Urban Area","19.59","7.38","1750","0","0","24.37","61.78","100","18.4","20.78","0","100","6.44739389419556","8.21122360229492"
"2007","indirect migration background","Rural Area","22.45","12.02","121","0","6.31","22.72","78.12","100","17.79","27.11","0","100","8.64345741271973","16.069694519043"
"2007","indirect migration background","Urban Area","21.19","10.16","724","0","2.64","25.31","71.18","100","19.34","23.04","0","100","7.85648822784424","10.3500928878784"
"2007","no migration background","Rural Area","12.46","3.08","6584","0","0","14.21","37.74","100","11.96","12.96","0","100","3.66943335533142","4.5727858543396"
"2007","no migration background","Urban Area","9.48","0","11383","0","0","9.67","24.44","100","9.16","9.8","0","100","1.85532593727112","2.56172108650208"
"2008","direct migration background","Rural Area","20.05","6.51","350","0","0","31.86","54.84","100","17.18","22.92","0","100","3.17489314079285","8.41226482391357"
"2008","direct migration background","Urban Area","18.08","7.35","1570","0","0","22.52","57.96","100","16.88","19.28","0","100","6.31078290939331","8.06934070587158"
"2008","indirect migration background","Rural Area","18.76","8.33","124","0","4.18","29.51","45.22","100","14.02","23.5","0","100","8.47929191589355","17.0562229156494"
"2008","indirect migration background","Urban Area","18.61","8.21","706","0","1.87","19.22","59.91","100","16.86","20.36","0","100","7.01861000061035","9.58284568786621"
"2008","no migration background","Rural Area","11.3","2.72","6184","0","0","12.32","33.1","100","10.8","11.8","0","100","3.30541753768921","3.96541285514832"
"2008","no migration background","Urban Area","9.07","0","10750","0","0","8.89","23.72","100","8.75","9.39","0","100","1.37631595134735","2.19570207595825"
"2009","direct migration background","Rural Area","19.32","5.89","318","0","0","23.06","62.81","100","16.56","22.08","0","100","5.56332206726074","11.7102336883545"
"2009","direct migration background","Urban Area","16.73","6.51","1357","0","0","19.23","48.78","100","15.5","17.96","0","100","6.04917287826538","7.5012469291687"
"2009","indirect migration background","Rural Area","17.31","11.64","127","0","3.42","20.2","57.67","100","13.58","21.04","0","100","10.748872756958","15.8770170211792"
"2009","indirect migration background","Urban Area","17.4","8.22","630","0","2.61","19.96","50.6","99.14","15.64","19.16","0","100","7.59781455993652","9.8532018661499"
"2009","no migration background","Rural Area","10.36","0","5875","0","0","11.35","31.6","100","9.87","10.85","0","100","2.10679578781128","3.05228710174561"
"2009","no migration background","Urban Area","8.43","0","10051","0","0","8.39","21.89","100","8.11","8.75","0","100","0","1.39128768444061"
"2010","direct migration background","Rural Area","19.76","9.47","619","0","0","26.93","53.5","100","17.39","22.13","0","100","16.8054943084717","21.7005729675293"
"2010","direct migration background","Urban Area","20.15","7.41","2300","0","0","26.33","67.15","100","18.93","21.37","0","100","12.4183006286621","14.2503099441528"
"2010","indirect migration background","Rural Area","19.02","11.23","214","0","0","23.86","58.14","98.81","15.55","22.49","0","100","15.0190773010254","19.4342346191406"
"2010","indirect migration background","Urban Area","20.09","8.9","1014","0","0","25.82","66.61","100","18.43","21.75","0","100","10.9695901870728","13.0196075439453"
"2010","no migration background","Rural Area","10.13","0","7539","0","0","11.69","27.9","99.33","9.61","10.65","0","100","7.3915491104126","8.34551334381104"
"2010","no migration background","Urban Area","9.25","0","12742","0","0","9.22","25.25","100","8.89","9.61","0","100","5.03582382202148","5.46484518051147"
"2011","direct migration background","Rural Area","19.18","8.01","786","0","0","27.72","58.86","100","17.19","21.17","0","100","13.6676502227783","17.9353942871094"
"2011","direct migration background","Urban Area","18.78","6.82","2494","0","0","23.71","67.36","100","17.6","19.96","0","100","12.552848815918","14.6216945648193"
"2011","indirect migration background","Rural Area","20.59","9.75","266","0","0","29.47","65.47","100","17.38","23.8","0","100","15.061990737915","20.0966262817383"
"2011","indirect migration background","Urban Area","18.56","7.99","1142","0","0","20.96","62.32","100","17.01","20.11","0","100","12.031476020813","14.3729343414307"
"2011","no migration background","Rural Area","10.36","0","9206","0","0","10.32","31.25","100","9.89","10.83","0","100","6.41471481323242","7.1741886138916"
"2011","no migration background","Urban Area","9.2","0","15118","0","0","8.75","26.05","100","8.86","9.54","0","100","4.78301286697388","5.35869359970093"
"2012","direct migration background","Rural Area","16.89","5.76","777","0","0","21.32","57.65","100","15.01","18.77","0","100","11.627100944519","15.346640586853"
"2012","direct migration background","Urban Area","17.51","7.06","2294","0","0","20.88","58.27","100","16.36","18.66","0","100","11.9432048797607","13.665057182312"
"2012","indirect migration background","Rural Area","16.03","8.92","261","0","0","21.3","48.67","99.89","13.12","18.94","0","100","9.90285778045654","15.945894241333"
"2012","indirect migration background","Urban Area","17.61","8.5","1112","0","0","19.87","53.69","100","16.08","19.14","0","100","11.7365264892578","13.6433849334717"
"2012","no migration background","Rural Area","10.2","0","9119","0","0","10.65","31.35","100","9.75","10.65","0","100","6.23059988021851","6.93870496749878"
"2012","no migration background","Urban Area","8.76","0","14708","0","0","8.14","23.69","100","8.42","9.1","0","100","4.30980634689331","4.80543231964111"
"2013","direct migration background","Rural Area","16.85","5.13","1558","0","0","18.27","59.21","100","15.42","18.28","0","100","11.3611726760864","13.1598596572876"
"2013","direct migration background","Urban Area","18.64","6.68","4868","0","0","22.16","65.98","100","17.81","19.47","0","100","11.8188133239746","12.7555541992188"
"2013","indirect migration background","Rural Area","19.33","8.46","382","0","0","25.81","57.15","100","16.72","21.94","0","100","10.5176019668579","14.1549806594849"
"2013","indirect migration background","Urban Area","21.7","9.51","1852","0","0","25.55","76.17","100","20.44","22.96","0","100","11.022364616394","12.5372629165649"
"2013","no migration background","Rural Area","10.17","0","8620","0","0","10.37","30.92","100","9.71","10.63","0","100","6.00544261932373","6.90615081787109"
"2013","no migration background","Urban Area","8.41","0","14025","0","0","7.76","23.03","100","8.07","8.75","0","100","4.13545083999634","4.60979604721069"
"2014","direct migration background","Rural Area","17.46","5.57","1290","0","0","22.27","57.06","100","15.94","18.98","0","100","12.3617839813232","14.3369178771973"
"2014","direct migration background","Urban Area","20.06","7.54","3890","0","0","26.08","70.82","100","19.13","20.99","0","100","11.6339111328125","12.9349737167358"
"2014","indirect migration background","Rural Area","17.4","9.28","356","0","0","20.34","57.17","99.35","15.04","19.76","0","100","9.53489303588867","12.990403175354"
"2014","indirect migration background","Urban Area","22.42","10.38","1576","0","1.89","27.39","78.68","100","21.06","23.78","0","100","10.9922370910645","12.5993309020996"
"2014","no migration background","Rural Area","10.11","0","7858","0","0","10.2","30.7","100","9.64","10.58","0","100","4.91114139556885","5.70021104812622"
"2014","no migration background","Urban Area","8.59","0","12809","0","0","7.61","24.6","100","8.25","8.93","0","100","3.61903548240662","4.13320589065552"
"2015","direct migration background","Rural Area","15.52","4.08","1515","0","0","19.67","51.49","100","14.06","16.98","0","100","9.80636024475098","12.1680507659912"
"2015","direct migration background","Urban Area","19.07","5.94","4480","0","0","23.2","70.54","100","18.16","19.98","0","100","9.94332790374756","11.2283906936646"
"2015","indirect migration background","Rural Area","15.82","7.27","346","0","0","19.88","52.1","94.58","13.26","18.38","0","100","9.85582256317139","13.2544946670532"
"2015","indirect migration background","Urban Area","21.23","8.41","1462","0","0","27.85","74.13","100","19.81","22.65","0","100","9.83732509613037","11.4547328948975"
"2015","no migration background","Rural Area","9.98","0","7519","0","0","9.39","30.19","100","9.51","10.45","0","100","4.61944007873535","5.41694259643555"
"2015","no migration background","Urban Area","8.22","0","12184","0","0","7.17","21.69","100","7.88","8.56","0","100","3.16249108314514","3.73313498497009"
"2016","direct migration background","Rural Area","15.21","5.06","1265","0","0","19.76","47.03","100","13.71","16.71","0","100","10.0147018432617","12.0366373062134"
"2016","direct migration background","Urban Area","19.05","5.98","3656","0","0","24.52","70.92","100","18.05","20.05","0","100","10.0756568908691","11.466854095459"
"2016","indirect migration background","Rural Area","15.85","8.33","336","0","0","17.64","44.9","100","13.24","18.46","0","100","9.86372470855713","13.5442495346069"
"2016","indirect migration background","Urban Area","20.28","8.47","1352","0","0","27.77","68.58","100","18.86","21.7","0","100","9.74275684356689","11.5864553451538"
"2016","no migration background","Rural Area","9.37","0","6997","0","0","9.62","27.52","100","8.9","9.84","0","100","4.41794395446777","5.07502317428589"
"2016","no migration background","Urban Area","8.31","0","11343","0","0","7.53","23.3","100","7.96","8.66","0","100","3.08329176902771","3.62336111068726"
"2017","direct migration background","Rural Area","21.35","5.11","1864","0","0","30.15","85.21","100","19.48","23.22","0","100","23.9471893310547","31.2146320343018"
"2017","direct migration background","Urban Area","20.44","6.61","4979","0","0","25.63","75.58","100","19.29","21.59","0","100","21.7687072753906","26.8327827453613"
"2017","indirect migration background","Rural Area","13.47","5.8","335","0","0","16.62","43.94","100","11.08","15.86","0","100","9.57011222839355","12.6476955413818"
"2017","indirect migration background","Urban Area","19.05","8.19","1501","0","0","22.24","66.01","100","17.69","20.41","0","100","9.31753158569336","10.518744468689"
"2017","no migration background","Rural Area","9","0","8063","0","0","8.79","25.91","100","8.57","9.43","0","100","3.62888932228088","4.49024248123169"
"2017","no migration background","Urban Area","7.96","0","12632","0","0","7.17","21.68","100","7.64","8.28","0","100","2.79120469093323","3.29756164550781"
"2018","direct migration background","Rural Area","21.77","6.29","2015","0","0","30.32","78.92","100","19.94","23.6","0","100","37.1428565979004","50.5017318725586"
