"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","direct migration background","Rural Area","10.04","2.34","347","0","0","10.6","21.08","100","8.14","11.94","0","100","3.25329756736755","6.39377307891846"
"1985","direct migration background","Urban Area","9.18","2.36","2595","0","0","8.24","24.08","100","8.51","9.85","0","100","3.33429980278015","3.86814975738525"
"1985","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1985","indirect migration background","Urban Area","7.88","1.52","127","0","0","5.5","19.47","97.01","5.45","10.31","0","97.01","2.56860780715942","5.50138807296753"
"1985","no migration background","Rural Area","6.49","1.32","1919","0","0","5.93","15.94","99.25","5.81","7.17","0","100","1.51358282566071","1.93690848350525"
"1985","no migration background","Urban Area","5.31","0.54","6074","0","0","3.62","11.88","98.54","4.94","5.68","0","100","1.06842064857483","1.21637153625488"
"1986","direct migration background","Rural Area","10.41","2.91","357","0","0","9.09","27.45","100","8.5","12.32","0","100","3.21499633789062","4.57802534103394"
"1986","direct migration background","Urban Area","8.76","2.07","2497","0","0","8.36","22.33","100","8.08","9.44","0","100","2.97373747825623","3.35476541519165"
"1986","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1986","indirect migration background","Urban Area","7.09","1.14","137","0","0","5.83","17.15","97.87","4.77","9.41","0","97.87","1.97924053668976","4.860267162323"
"1986","no migration background","Rural Area","6.09","1.19","1809","0","0","5.13","14.98","82.14","5.45","6.73","0","100","1.48445427417755","1.82163417339325"
"1986","no migration background","Urban Area","5.27","0","5818","0","0","3.07","12.73","98.82","4.91","5.63","0","100","1.01797199249268","1.16283476352692"
"1987","direct migration background","Rural Area","10.68","2.74","363","0","0","10.12","27.33","100","8.91","12.45","0","100","3.32279920578003","5.08765125274658"
"1987","direct migration background","Urban Area","8.16","1.99","2476","0","0","7.69","20.48","100","7.51","8.81","0","100","2.93264484405518","3.49053382873535"
"1987","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1987","indirect migration background","Urban Area","5.54","0.8","156","0","0","5.11","17.43","75.17","3.13","7.95","0","98.4","1.64505410194397","4.74300146102905"
"1987","no migration background","Rural Area","6.25","1.23","1776","0","0","4.85","15.49","89.76","5.57","6.93","0","100","1.45312941074371","1.79259610176086"
"1987","no migration background","Urban Area","4.88","0","5716","0","0","3.03","12.3","94.72","4.54","5.22","0","100","0.804570615291595","1.01504385471344"
"1988","direct migration background","Rural Area","9.87","2.25","334","0","0","10.36","32.47","100","7.99","11.75","0","100","2.66574859619141","4.78120756149292"
"1988","direct migration background","Urban Area","8.05","1.96","2356","0","0","6.9","19.42","100","7.36","8.74","0","100","3.05465173721313","3.58800363540649"
"1988","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"1988","indirect migration background","Urban Area","7.49","1.7","195","0","0","6.01","18.83","98.85","4.87","10.11","0","100","2.06779456138611","4.3647403717041"
"1988","no migration background","Rural Area","6.01","0.99","1661","0","0","4.69","15.17","95.41","5.32","6.7","0","100","1.22476661205292","1.49559116363525"
"1988","no migration background","Urban Area","4.66","0","5445","0","0","2.76","11.36","88.98","4.32","5","0","100","0.774626553058624","0.965530276298523"
"1989","direct migration background","Rural Area","9.31","1.81","316","0","0","10.7","22.27","100","7.3","11.32","0","100","2.53452253341675","4.06464576721191"
"1989","direct migration background","Urban Area","7.8","1.69","2290","0","0","6.62","20.77","100","7.1","8.5","0","100","2.54223251342773","2.9855101108551"
"1989","indirect migration background","Rural Area","7.47","1.26","32","0","0","4.13","21","76.04","1.57","13.37","0","76.04","0","4.12556076049805"
"1989","indirect migration background","Urban Area","6.69","2.03","228","0","0","6.6","22.39","51.62","4.91","8.47","0","100","1.79228210449219","3.60660552978516"
"1989","no migration background","Rural Area","6.21","0.92","1575","0","0","4.13","16.51","100","5.48","6.94","0","100","1.1748948097229","1.44865989685059"
"1989","no migration background","Urban Area","4.85","0","5267","0","0","2.75","11.08","98.6","4.49","5.21","0","100","0.692814588546753","0.883021235466003"
"1990","direct migration background","Rural Area","7.56","1.69","317","0","0","8.08","20.26","97.58","5.76","9.36","0","100","1.85992968082428","3.30626034736633"
"1990","direct migration background","Urban Area","8.05","1.52","2234","0","0","7.04","20.57","99.05","7.34","8.76","0","100","2.33117961883545","2.8772931098938"
"1990","indirect migration background","Rural Area","5.98","2.51","37","0","0","7.96","15.12","43.91","3.23","8.73","0","43.91","1.0768529176712","3.14443922042847"
"1990","indirect migration background","Urban Area","6.04","2.51","259","0","0","6.02","17.88","44.81","4.34","7.74","0","100","1.99096834659576","4.16195440292358"
"1990","no migration background","Rural Area","5.45","0.76","1563","0","0","4.43","13.19","69.51","4.8","6.1","0","100","0.910061061382294","1.23486590385437"
"1990","no migration background","Urban Area","4.27","0","5102","0","0","2.42","10.19","78.32","3.95","4.59","0","100","0","0.690990090370178"
"1991","direct migration background","Rural Area","7.36","1.54","313","0","0","6.82","19.28","100","5.41","9.31","0","100","1.81495714187622","3.49065470695496"
"1991","direct migration background","Urban Area","6.93","1.3","2188","0","0","6.13","19.34","99.77","6.25","7.61","0","100","2.07040739059448","2.53190684318542"
"1991","indirect migration background","Rural Area","11.05","2.41","42","0","0.81","7.93","26.15","100","4.27","17.83","0","100","0.887231945991516","4.49014139175415"
"1991","indirect migration background","Urban Area","6.77","1.36","307","0","0","5.41","17.33","99.85","4.81","8.73","0","100","1.24781715869904","3.05749416351318"
"1991","no migration background","Rural Area","5.5","0.63","1597","0","0","4.23","15.34","79.04","4.85","6.15","0","100","0.875641763210297","1.265509724617"
"1991","no migration background","Urban Area","4.34","0","5019","0","0","2.26","10.79","85.69","4.01","4.67","0","100","0","0.502430319786072"
"1992","direct migration background","Rural Area","7.87","1.04","401","0","0","6.68","19.71","92.84","6.02","9.72","0","100","1.74752116203308","3.10971593856812"
"1992","direct migration background","Urban Area","6.59","1.03","2167","0","0","5.4","17.46","99.46","5.9","7.28","0","100","1.82164692878723","2.22442507743835"
"1992","indirect migration background","Rural Area","9.97","2.56","57","0","1.06","8.48","27.97","99.27","4.38","15.56","0","99.27","1.08526587486267","4.68252944946289"
"1992","indirect migration background","Urban Area","7.9","1.93","353","0","0","7.27","18.77","92.4","6.14","9.66","0","99.42","1.85106003284454","3.54386043548584"
"1992","no migration background","Rural Area","7.1","1.28","3983","0","0","7.73","20.63","79.21","6.67","7.53","0","100","2.24510455131531","2.92283868789673"
"1992","no migration background","Urban Area","5","0","6308","0","0","2.93","13.31","90.65","4.67","5.33","0","100","0.68506908416748","0.856465339660645"
"1993","direct migration background","Rural Area","8.79","1.05","400","0","0","6.86","24.72","100","6.93","10.65","0","100","1.81510472297668","3.40030479431152"
"1993","direct migration background","Urban Area","6.96","1.43","2098","0","0","6.29","18.12","98","6.24","7.68","0","100","2.13688945770264","2.51923179626465"
"1993","indirect migration background","Rural Area","8.88","2.34","72","0","1.01","14.22","24.72","64.75","5.98","11.78","0","64.75","1.96518552303314","3.99583148956299"
"1993","indirect migration background","Urban Area","7.41","2.03","404","0","0","6.35","17.98","80.05","5.71","9.11","0","100","2.07180452346802","3.17243409156799"
"1993","no migration background","Rural Area","8.33","1.26","3927","0","0","9.06","25.94","90.18","7.81","8.85","0","100","2.70362114906311","3.43774509429932"
"1993","no migration background","Urban Area","5.44","0","6275","0","0","3.4","14.52","92.23","5.07","5.81","0","100","0.8056640625","1.06288087368011"
"1994","direct migration background","Rural Area","9.51","0","375","0","0","7.45","32.22","93.63","7.74","11.28","0","100","1.43076312541962","2.37371516227722"
"1994","direct migration background","Urban Area","8.62","1.47","1997","0","0","7.32","25.57","99.67","7.77","9.47","0","100","2.1841983795166","2.54020857810974"
"1994","indirect migration background","Rural Area","6.96","1.68","70","0","1.08","5.99","13.6","61.1","4.01","9.91","0","61.1","1.43076312541962","3.62856721878052"
"1994","indirect migration background","Urban Area","7.76","2.05","424","0","0","7.03","20.38","86.79","6.25","9.27","0","100","2.07453465461731","3.06095290184021"
"1994","no migration background","Rural Area","8.46","1.22","3872","0","0","8.09","25.71","93.16","7.9","9.02","0","100","2.04734182357788","2.65733408927917"
"1994","no migration background","Urban Area","5.88","0","6199","0","0","3.33","15.27","99.12","5.49","6.27","0","100","0.825507998466492","1.07062637805939"
"1995","direct migration background","Rural Area","11.71","1.24","466","0","0","10.55","45.05","100","9.7","13.72","0","100","2.08789610862732","4.14943981170654"
"1995","direct migration background","Urban Area","13.02","1.88","2345","0","0","12.23","42.22","100","12.11","13.93","0","100","2.55936050415039","3.29839110374451"
"1995","indirect migration background","Rural Area","11.05","1.45","75","0","0","6.82","57.74","78.81","6.77","15.33","0","78.81","2.19471025466919","5.7328724861145"
"1995","indirect migration background","Urban Area","7.38","1.76","438","0","0","8.12","20.98","73.69","5.86","8.9","0","100","2.25446772575378","3.62554335594177"
"1995","no migration background","Rural Area","8.91","1.06","3937","0","0","7.74","28.4","99.58","8.34","9.48","0","100","1.79844045639038","2.21665978431702"
"1995","no migration background","Urban Area","5.76","0","6103","0","0","2.97","13.76","97.73","5.36","6.16","0","100","0.611076295375824","0.945517063140869"
"1996","direct migration background","Rural Area","12.34","1.25","448","0","0","12.32","38.55","99.8","10.26","14.42","0","100","1.78949630260468","4.19577026367188"
"1996","direct migration background","Urban Area","12.55","1.98","2172","0","0","10.24","39.38","100","11.59","13.51","0","100","2.67644143104553","3.607497215271"
"1996","indirect migration background","Rural Area","7.67","2.61","87","0","0.88","6.78","17.88","99.27","3.39","11.95","0","99.27","1.77650284767151","4.52917957305908"
"1996","indirect migration background","Urban Area","9.23","2.29","462","0","0","10.91","21.83","86.4","7.5","10.96","0","100","2.3158802986145","3.45994424819946"
"1996","no migration background","Rural Area","9.43","1.23","3898","0","0","9.5","31.15","97.21","8.84","10.02","0","100","2.04313921928406","2.47743201255798"
"1996","no migration background","Urban Area","6.45","0","6051","0","0","3.49","18.07","99.19","6.03","6.87","0","100","1.02293860912323","1.21681416034698"
"1997","direct migration background","Rural Area","13.92","3.3","422","0","0","16.67","43.95","99.81","11.79","16.05","0","100","5.15522241592407","8.5726261138916"
"1997","direct migration background","Urban Area","14.35","4.58","2069","0","0","15.15","41.93","100","13.38","15.32","0","100","6.05095529556274","7.14493703842163"
"1997","indirect migration background","Rural Area","13.49","6.67","84","0","2.27","12.18","43.51","98.4","8.95","18.03","0","98.4","3.55055260658264","10.2967967987061"
"1997","indirect migration background","Urban Area","11.94","5.33","491","0","0","15.26","34.51","99.72","10.21","13.67","0","100","5.99932336807251","7.34862565994263"
"1997","no migration background","Rural Area","11.66","3.56","3860","0","0","12.79","34.95","98.29","11.04","12.28","0","100","4.90211153030396","5.78746271133423"
"1997","no migration background","Urban Area","8.12","0","5987","0","0","7.46","23.02","99.65","7.69","8.55","0","100","2.63679623603821","3.10031223297119"
"1998","direct migration background","Rural Area","12.85","3.85","407","0","0","18.37","40.43","85.89","10.88","14.82","0","100","5.03881740570068","8.48811912536621"
"1998","direct migration background","Urban Area","14.64","5.4","2013","0","0","16.41","45.58","100","13.65","15.63","0","100","6.75067520141602","8.00426864624023"
"1998","indirect migration background","Rural Area","14.52","6.16","91","0","0","14.81","62.5","80.19","10.09","18.95","0","91.83","4.75056600570679","9.46341419219971"
"1998","indirect migration background","Urban Area","12.59","6.58","513","0","0","16.48","30.94","91.34","10.88","14.3","0","100","6.51858997344971","8.66662406921387"
"1998","no migration background","Rural Area","11.58","3.99","4386","0","0","13.69","33.83","100","11.01","12.15","0","100","5.09645509719849","5.84972715377808"
"1998","no migration background","Urban Area","8.31","0","6913","0","0","8.22","22.31","99.91","7.9","8.72","0","100","2.27844262123108","2.98138284683228"
"1999","direct migration background","Rural Area","10.26","2.73","356","0","0","12.97","30.56","85.25","8.13","12.39","0","100","4.22416210174561","8.41593456268311"
"1999","direct migration background","Urban Area","12.84","4.83","1867","0","0","14.93","34.34","100","11.9","13.78","0","100","6.28491640090942","7.67218828201294"
"1999","indirect migration background","Rural Area","18.7","6.59","87","0","2.73","21.85","60.94","100","13.92","23.48","0","100","4.19978523254395","10.5886507034302"
