"year","age_gr","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","16-34 y.","(0) in school","5","5","649","3","4","6","7","7","4.88","5.12","1","7","5","5"
"2005","16-34 y.","(1a) inadequately completed","5.14","5.68","40","2","4","6","7","7","4.63","5.65","1","7","5","6"
"2005","16-34 y.","(1b) general elementary school","5.08","5","415","3","4","6","7","7","4.92","5.24","1","7","5","6"
"2005","16-34 y.","(1c) basic vocational qualification","5.06","5","606","3","4","6","7","7","4.93","5.19","1","7","5","6"
"2005","16-34 y.","(2a) intermediate vocational","5.14","5","1148","3","4","6","7","7","5.06","5.22","1","7","5","6"
"2005","16-34 y.","(2b) intermediate general qualification","5.19","6","443","3","4","6","7","7","5.04","5.34","1","7","5","5"
"2005","16-34 y.","(2c_gen) general maturity certificate","5.2","5","658","4","4","6","7","7","5.1","5.3","1","7","5","5"
"2005","16-34 y.","(2c_voc) vocational maturity certificate","5.21","5","504","3","4","6","7","7","5.09","5.33","1","7","5","6"
"2005","16-34 y.","(3a) lower tertiary education","5.29","5","197","4","5","6","7","7","5.13","5.45","1","7","5","6"
"2005","16-34 y.","(3b) higher tertiary education","5.61","6","324","4","5","6","7","7","5.48","5.74","1","7","5","6"
"2005","35-65 y.","(0) in school","","","","","","","","","","","","","",""
"2005","35-65 y.","(1a) inadequately completed","5.03","6","139","1","4","7","7","7","4.73","5.33","1","7","5","6"
"2005","35-65 y.","(1b) general elementary school","5.04","5","729","2","4","7","7","7","4.92","5.16","1","7","5","6"
"2005","35-65 y.","(1c) basic vocational qualification","5.26","6","3374","3","4","7","7","7","5.21","5.31","1","7","5","6"
"2005","35-65 y.","(2a) intermediate vocational","5.31","6","3246","3","4","7","7","7","5.26","5.36","1","7","5","6"
"2005","35-65 y.","(2b) intermediate general qualification","4.7","5","100","2","4","6","7","7","4.38","5.02","1","7","4","5"
"2005","35-65 y.","(2c_gen) general maturity certificate","5.32","5","123","3","5","7","7","7","5.05","5.59","1","7","5","6"
"2005","35-65 y.","(2c_voc) vocational maturity certificate","5.32","5","858","4","5","6","7","7","5.23","5.41","1","7","5","6"
"2005","35-65 y.","(3a) lower tertiary education","5.42","6","1154","4","5","6","7","7","5.34","5.5","1","7","6","6"
