"year","pgcasmin","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","(0) in school","Female","3.06","3","75","2","2","4","4","5","2.85","3.27","2","5","3","3"
"1985","(0) in school","Male","2.95","3","111","2","2","4","4","5","2.77","3.13","2","5","2","3"
"1985","(1a) inadequately completed","Female","4.65","5","510","4","4","5","5","5","4.6","4.7","2","5","5","5"
"1985","(1a) inadequately completed","Male","4.23","5","395","2","4","5","5","5","4.14","4.32","2","5","5","5"
"1985","(1b) general elementary school","Female","4.59","5","1736","4","4","5","5","5","4.55","4.63","2","5","5","5"
"1985","(1b) general elementary school","Male","4.11","4","868","2","4","5","5","5","4.04","4.18","2","5","4","4"
"1985","(1c) basic vocational qualification","Female","4.4","5","1556","3","4","5","5","5","4.36","4.44","2","5","4","5"
"1985","(1c) basic vocational qualification","Male","4.19","4","2240","3","4","5","5","5","4.15","4.23","2","5","4","4"
"1985","(2a) intermediate vocational","Female","4.06","4","758","3","4","5","5","5","3.99","4.13","2","5","4","4"
"1985","(2a) intermediate vocational","Male","3.88","4","574","2","3","5","5","5","3.8","3.96","2","5","4","4"
"1985","(2b) intermediate general qualification","Female","3.65","4","291","2","3","5","5","5","3.52","3.78","2","5","3","4"
"1985","(2b) intermediate general qualification","Male","3.05","3","179","2","2","4","4","5","2.91","3.19","2","5","3","3"
"1985","(2c_gen) general maturity certificate","Female","3.49","3","162","2","3","4","5","5","3.33","3.65","2","5","3","4"
"1985","(2c_gen) general maturity certificate","Male","3.11","3","215","2","2","4","4","5","2.97","3.25","2","5","3","3"
"1985","(2c_voc) vocational maturity certificate","Female","3.92","4","158","2","3","5","5","5","3.77","4.07","2","5","4","4"
"1985","(2c_voc) vocational maturity certificate","Male","4","4","246","2","3","5","5","5","3.87","4.13","2","5","4","4"
"1985","(3a) lower tertiary education","Female","4.2","4","70","3","4","5","5","5","4","4.4","2","5","4","4"
"1985","(3a) lower tertiary education","Male","4.13","4","175","3","4","5","5","5","4","4.26","2","5","4","4"
"1985","(3b) higher tertiary education","Female","3.99","4","174","3","4","5","5","5","3.86","4.12","2","5","4","4"
"1985","(3b) higher tertiary education","Male","3.91","4","331","2","3","5","5","5","3.81","4.01","2","5","4","4"
"1986","(0) in school","Female","2.97","3","73","2","2","3","4","5","2.76","3.18","2","5","3","3"
"1986","(0) in school","Male","3.03","3","115","2","2","4","4","5","2.87","3.19","2","5","3","3"
"1986","(1a) inadequately completed","Female","4.56","5","474","4","4","5","5","5","4.5","4.62","2","5","5","5"
"1986","(1a) inadequately completed","Male","4.26","5","370","2","4","5","5","5","4.17","4.35","2","5","5","5"
"1986","(1b) general elementary school","Female","4.6","5","1613","4","4","5","5","5","4.56","4.64","2","5","5","5"
"1986","(1b) general elementary school","Male","4.13","4","848","2","4","5","5","5","4.06","4.2","2","5","4","4"
