"year","bula_h","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Baden-Württemberg","college entrance qualification","3.93","4","176","3","3","5","5","5","3.79","4.07","2","5","4","4"
"1985","Baden-Württemberg","lower secondary degree","4.38","5","949","3","4","5","5","5","4.32","4.44","2","5","4","5"
"1985","Baden-Württemberg","no degree/no degree yet","3.86","4","301","2","3","5","5","5","3.75","3.97","2","5","5","5"
"1985","Baden-Württemberg","Other degree","4.24","5","303","2","4","5","5","5","4.13","4.35","2","5","5","5"
"1985","Baden-Württemberg","secondary school degree","3.91","4","281","2","3","5","5","5","3.79","4.03","2","5","4","4"
"1985","Bavaria","college entrance qualification","4.06","4","216","3","3","5","5","5","3.93","4.19","2","5","4","4"
"1985","Bavaria","lower secondary degree","4.28","5","994","3","4","5","5","5","4.22","4.34","2","5","4","5"
"1985","Bavaria","no degree/no degree yet","3.84","4","105","2","3","5","5","5","3.63","4.05","2","5","4","5"
"1985","Bavaria","Other degree","4.31","5","200","3","4","5","5","5","4.19","4.43","2","5","5","5"
"1985","Bavaria","secondary school degree","3.78","4","364","2","3","5","5","5","3.67","3.89","2","5","4","4"
"1985","Berlin","college entrance qualification","3.55","3.24","54","2","3","5","5","5","3.26","3.84","2","5","3","4"
"1985","Berlin","lower secondary degree","4.34","5","142","3","4","5","5","5","4.2","4.48","2","5","4","5"
"1985","Berlin","no degree/no degree yet","3.59","3.33","39","2","2","5","5","5","3.24","3.94","2","5","4","5"
"1985","Berlin","Other degree","4.4","5","45","3","4","5","5","5","4.15","4.65","2","5","4","5"
"1985","Berlin","secondary school degree","3.89","4","78","2","3","5","5","5","3.67","4.11","2","5","4","4"
"1985","Brandenburg","college entrance qualification","","","","","","","","","","","","","",""
"1985","Brandenburg","lower secondary degree","","","","","","","","","","","","","",""
"1985","Brandenburg","no degree/no degree yet","","","","","","","","","","","","","",""
"1985","Brandenburg","Other degree","","","","","","","","","","","","","",""
"1985","Brandenburg","secondary school degree","","","","","","","","","","","","","",""
"1985","Bremen","college entrance qualification","","","","","","","","","","","","","",""
"1985","Bremen","lower secondary degree","4.56","5","69","4","4","5","5","5","4.38","4.74","2","5","4","5"
"1985","Bremen","no degree/no degree yet","","","","","","","","","","","","","",""
"1985","Bremen","Other degree","","","","","","","","","","","","","",""
"1985","Bremen","secondary school degree","","","","","","","","","","","","","",""
"1985","Hamburg","college entrance qualification","3.7","4","34","2","3","4","5","5","3.38","4.02","2","5","3","4"
"1985","Hamburg","lower secondary degree","4.32","5","118","3","4","5","5","5","4.16","4.48","2","5","4","5"
"1985","Hamburg","no degree/no degree yet","","","","","","","","","","","","","",""
"1985","Hamburg","Other degree","3.94","4","37","2","3","5","5","5","3.57","4.31","2","5","4","5"
"1985","Hamburg","secondary school degree","4.07","4","59","3","3","5","5","5","3.82","4.32","2","5","4","4"
"1985","Hesse","college entrance qualification","3.72","4","141","2","3","5","5","5","3.54","3.9","2","5","3","4"
"1985","Hesse","lower secondary degree","4.28","4","488","3","4","5","5","5","4.2","4.36","2","5","4","4"
"1985","Hesse","no degree/no degree yet","3.98","4.03","118","2","3","5","5","5","3.82","4.14","2","5","5","5"
"1985","Hesse","Other degree","4.03","4","174","2","3","5","5","5","3.89","4.17","2","5","4","5"
"1985","Hesse","secondary school degree","3.78","4","182","2","3","5","5","5","3.62","3.94","2","5","4","4"
"1985","Lower Saxony","college entrance qualification","3.83","4","120","2","3","5","5","5","3.65","4.01","2","5","4","4"
"1985","Lower Saxony","lower secondary degree","4.3","4","595","3","4","5","5","5","4.23","4.37","2","5","4","4"
"1985","Lower Saxony","no degree/no degree yet","3.38","4","76","2","2","4","5","5","3.13","3.63","2","5","4","4"
"1985","Lower Saxony","Other degree","4.09","4","66","3","3","5","5","5","3.86","4.32","2","5","4","5"
"1985","Lower Saxony","secondary school degree","3.81","4","222","2","3","5","5","5","3.68","3.94","2","5","4","4"
"1985","Mecklenburg-Western Pomerania","college entrance qualification","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","lower secondary degree","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","no degree/no degree yet","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","Other degree","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","secondary school degree","","","","","","","","","","","","","",""
"1985","North Rhine-Westphalia","college entrance qualification","3.69","4","375","2","3","5","5","5","3.58","3.8","2","5","4","4"
"1985","North Rhine-Westphalia","lower secondary degree","4.45","5","1396","3","4","5","5","5","4.41","4.49","2","5","5","5"
"1985","North Rhine-Westphalia","no degree/no degree yet","3.93","4","339","2","3","5","5","5","3.83","4.03","2","5","5","5"
"1985","North Rhine-Westphalia","Other degree","4.35","5","319","3","4","5","5","5","4.26","4.44","2","5","5","5"
"1985","North Rhine-Westphalia","secondary school degree","3.89","4","471","2","3","5","5","5","3.8","3.98","2","5","4","4"
"1985","Rhineland-Palatinate,Saarland","college entrance qualification","3.92","4","57","2","3","5","5","5","3.66","4.18","2","5","4","4"
"1985","Rhineland-Palatinate,Saarland","lower secondary degree","4.37","5","479","3","4","5","5","5","4.28","4.46","2","5","5","5"
"1985","Rhineland-Palatinate,Saarland","no degree/no degree yet","3.94","4","67","3","3","5","5","5","3.73","4.15","2","5","4","5"
"1985","Rhineland-Palatinate,Saarland","Other degree","4.17","4.41","44","2","4","5","5","5","3.9","4.44","2","5","4","5"
"1985","Rhineland-Palatinate,Saarland","secondary school degree","3.88","4","105","2","3","5","5","5","3.7","4.06","2","5","4","4"
"1985","Saxony","college entrance qualification","","","","","","","","","","","","","",""
"1985","Saxony","lower secondary degree","","","","","","","","","","","","","",""
"1985","Saxony","no degree/no degree yet","","","","","","","","","","","","","",""
"1985","Saxony","Other degree","","","","","","","","","","","","","",""
"1985","Saxony","secondary school degree","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","college entrance qualification","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","lower secondary degree","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","no degree/no degree yet","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","Other degree","","","","","","","","","","","","","",""
"1985","Saxony-Anhalt","secondary school degree","","","","","","","","","","","","","",""
"1985","Schleswig-Holstein","college entrance qualification","3.92","4","36","3","3","4","5","5","3.62","4.22","2","5","4","4"
"1985","Schleswig-Holstein","lower secondary degree","4.16","4","199","3","4","5","5","5","4.02","4.3","2","5","4","4"
"1985","Schleswig-Holstein","no degree/no degree yet","","","","","","","","","","","","","",""
"1985","Schleswig-Holstein","Other degree","","","","","","","","","","","","","",""
"1985","Schleswig-Holstein","secondary school degree","3.88","4","81","2","3","5","5","5","3.65","4.11","2","5","4","4"
"1985","Thuringia","college entrance qualification","","","","","","","","","","","","","",""
"1985","Thuringia","lower secondary degree","","","","","","","","","","","","","",""
"1985","Thuringia","no degree/no degree yet","","","","","","","","","","","","","",""
"1985","Thuringia","Other degree","","","","","","","","","","","","","",""
"1985","Thuringia","secondary school degree","","","","","","","","","","","","","",""
"1986","Baden-Württemberg","college entrance qualification","3.95","4","181","2","3","5","5","5","3.8","4.1","2","5","4","4"
"1986","Baden-Württemberg","lower secondary degree","4.44","5","926","3","4","5","5","5","4.38","4.5","2","5","5","5"
"1986","Baden-Württemberg","no degree/no degree yet","3.99","4","267","2","3","5","5","5","3.88","4.1","2","5","5","5"
"1986","Baden-Württemberg","Other degree","4.39","5","294","3","4","5","5","5","4.29","4.49","2","5","5","5"
"1986","Baden-Württemberg","secondary school degree","3.85","4","290","2","3","5","5","5","3.73","3.97","2","5","4","4"
"1986","Bavaria","college entrance qualification","3.97","4","222","3","3","5","5","5","3.84","4.1","2","5","4","4"
"1986","Bavaria","lower secondary degree","4.25","5","903","3","4","5","5","5","4.19","4.31","2","5","4","5"
"1986","Bavaria","no degree/no degree yet","3.66","4","104","2","2","5","5","5","3.44","3.88","2","5","4","5"
"1986","Bavaria","Other degree","4.36","5","191","3","4","5","5","5","4.23","4.49","2","5","5","5"
"1986","Bavaria","secondary school degree","3.89","4","333","2","3","5","5","5","3.78","4","2","5","4","4"
"1986","Berlin","college entrance qualification","3.42","3","51","2","2","4","5","5","3.12","3.72","2","5","3","4"
"1986","Berlin","lower secondary degree","4.33","4","143","3","4","5","5","5","4.19","4.47","2","5","4","4"
"1986","Berlin","no degree/no degree yet","3.84","4.03","41","2","2","5","5","5","3.5","4.18","2","5","4","5"
"1986","Berlin","Other degree","4.41","4.61","40","3","4","5","5","5","4.18","4.64","3","5","4","5"
"1986","Berlin","secondary school degree","3.86","4","68","2","3","5","5","5","3.61","4.11","2","5","3","4"
"1986","Brandenburg","college entrance qualification","","","","","","","","","","","","","",""
"1986","Brandenburg","lower secondary degree","","","","","","","","","","","","","",""
"1986","Brandenburg","no degree/no degree yet","","","","","","","","","","","","","",""
"1986","Brandenburg","Other degree","","","","","","","","","","","","","",""
"1986","Brandenburg","secondary school degree","","","","","","","","","","","","","",""
"1986","Bremen","college entrance qualification","","","","","","","","","","","","","",""
"1986","Bremen","lower secondary degree","4.62","5","62","4","4","5","5","5","4.42","4.82","2","5","5","5"
"1986","Bremen","no degree/no degree yet","","","","","","","","","","","","","",""
"1986","Bremen","Other degree","","","","","","","","","","","","","",""
"1986","Bremen","secondary school degree","","","","","","","","","","","","","",""
"1986","Hamburg","college entrance qualification","3.61","4","33","3","3","4","5","5","3.29","3.93","2","5","3","4"
"1986","Hamburg","lower secondary degree","4.38","5","107","3","4","5","5","5","4.22","4.54","2","5","4","5"
"1986","Hamburg","no degree/no degree yet","","","","","","","","","","","","","",""
"1986","Hamburg","Other degree","4.53","5","35","3","4","5","5","5","4.22","4.84","2","5","4","5"
"1986","Hamburg","secondary school degree","4.06","4","52","3","4","5","5","5","3.82","4.3","2","5","4","4"
"1986","Hesse","college entrance qualification","3.8","4","149","2","3","5","5","5","3.64","3.96","2","5","3","4"
