"year","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Full Time","3.93","4","4939","2","3","5","5","5","3.9","3.96","2","5","4","4"
"1985","Not Working","4.44","5","4178","3","4","5","5","5","4.41","4.47","2","5","5","5"
"1985","Part Time","3.95","4","1848","2","3","5","5","5","3.9","4","2","5","4","4"
"1986","Full Time","3.93","4","4839","2","3","5","5","5","3.9","3.96","2","5","4","4"
"1986","Not Working","4.46","5","3897","3","4","5","5","5","4.43","4.49","2","5","5","5"
"1986","Part Time","3.92","4","1822","2","3","5","5","5","3.87","3.97","2","5","4","4"
"1987","Full Time","","","","","","","","","","","","","",""
"1987","Not Working","","","","","","","","","","","","","",""
"1987","Part Time","","","","","","","","","","","","","",""
"1988","Full Time","3.9","4","4567","2","3","5","5","5","3.87","3.93","2","5","4","4"
"1988","Not Working","4.47","5","3539","3","4","5","5","5","4.44","4.5","2","5","5","5"
"1988","Part Time","3.98","4","1827","3","3","5","5","5","3.94","4.02","2","5","4","4"
"1989","Full Time","","","","","","","","","","","","","",""
"1989","Not Working","","","","","","","","","","","","","",""
"1989","Part Time","","","","","","","","","","","","","",""
"1990","Full Time","4.06","4","4425","3","4","5","5","5","4.03","4.09","1","5","4","4"
"1990","Not Working","4.57","5","3334","3","4","5","5","5","4.54","4.6","1","5","5","5"
"1990","Part Time","4.03","4","1724","3","3","5","5","5","3.99","4.07","1","5","4","4"
"1991","Full Time","","","","","","","","","","","","","",""
"1991","Not Working","","","","","","","","","","","","","",""
"1991","Part Time","","","","","","","","","","","","","",""
"1992","Full Time","3.91","4","6548","3","3","5","5","5","3.89","3.93","2","5","4","4"
"1992","Not Working","4.51","5","4195","3","4","5","5","5","4.48","4.54","2","5","5","5"
"1992","Part Time","3.92","4","2489","2","3","5","5","5","3.88","3.96","2","5","4","4"
"1993","Full Time","","","","","","","","","","","","","",""
"1993","Not Working","","","","","","","","","","","","","",""
"1993","Part Time","","","","","","","","","","","","","",""
"1994","Full Time","3.86","4","5938","3","3","4","5","5","3.84","3.88","2","5","4","4"
"1994","Not Working","4.43","5","4521","3","4","5","5","5","4.4","4.46","2","5","5","5"
"1994","Part Time","3.94","4","2357","3","3","5","5","5","3.9","3.98","2","5","4","4"
"1995","Full Time","3.99","4","5898","3","4","5","5","5","3.97","4.01","1","5","4","4"
"1995","Not Working","4.51","5","4800","3","4","5","5","5","4.48","4.54","1","5","5","5"
"1995","Part Time","4","4","2604","3","3","5","5","5","3.96","4.04","1","5","4","4"
"1996","Full Time","3.77","4","5740","2","3","4","5","5","3.75","3.79","2","5","4","4"
