"year","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Female","4.3","5","5570","3","4","5","5","5","4.28","4.32","2","5","5","5"
"1985","Male","4","4","5395","2","3","5","5","5","3.97","4.03","2","5","4","4"
"1986","Female","4.29","5","5329","3","4","5","5","5","4.27","4.31","2","5","4","5"
"1986","Male","4","4","5229","2","3","5","5","5","3.97","4.03","2","5","4","4"
"1987","Female","","","","","","","","","","","","","",""
"1987","Male","","","","","","","","","","","","","",""
"1988","Female","4.29","5","5016","3","4","5","5","5","4.27","4.31","2","5","4","5"
"1988","Male","4","4","4917","2","3","5","5","5","3.97","4.03","2","5","4","4"
"1989","Female","","","","","","","","","","","","","",""
"1989","Male","","","","","","","","","","","","","",""
"1990","Female","4.32","5","7110","3","4","5","5","5","4.3","4.34","1","5","4","4"
"1990","Male","4.1","4","6762","3","4","5","5","5","4.08","4.12","1","5","4","4"
"1991","Female","","","","","","","","","","","","","",""
"1991","Male","","","","","","","","","","","","","",""
"1992","Female","4.27","4","6797","3","4","5","5","5","4.25","4.29","2","5","4","4"
"1992","Male","3.99","4","6435","2","3","5","5","5","3.97","4.01","2","5","4","4"
"1993","Female","","","","","","","","","","","","","",""
"1993","Male","","","","","","","","","","","","","",""
"1994","Female","4.23","4","6633","3","4","5","5","5","4.21","4.25","2","5","4","4"
"1994","Male","3.97","4","6183","2","3","5","5","5","3.95","3.99","2","5","4","4"
"1995","Female","4.28","5","6892","3","4","5","5","5","4.26","4.3","1","5","4","4"
"1995","Male","4.13","4","6410","3","4","5","5","5","4.11","4.15","1","5","4","4"
"1996","Female","4.16","4","6767","3","4","5","5","5","4.14","4.18","2","5","4","4"
"1996","Male","3.89","4","6291","2","3","5","5","5","3.87","3.91","2","5","4","4"
"1997","Female","4.17","4","6613","3","4","5","5","5","4.15","4.19","2","5","4","4"
"1997","Male","3.95","4","6202","2","3","5","5","5","3.93","3.97","2","5","4","4"
"1998","Female","4.21","4","7359","3","4","5","5","5","4.19","4.23","1","5","4","4"
"1998","Male","4.08","4","6899","3","4","5","5","5","4.06","4.1","1","5","4","4"
"1999","Female","4.15","4","7071","3","4","5","5","5","4.13","4.17","2","5","4","4"
"1999","Male","3.92","4","6614","3","3","5","5","5","3.9","3.94","2","5","4","4"
"2000","Female","","","","","","","","","","","","","",""
"2000","Male","","","","","","","","","","","","","",""
"2001","Female","4.15","4","11387","3","4","5","5","5","4.13","4.17","2","5","4","4"
"2001","Male","3.95","4","10513","3","3","5","5","5","3.93","3.97","2","5","4","4"
"2002","Female","","","","","","","","","","","","","",""
"2002","Male","","","","","","","","","","","","","",""
"2003","Female","4.21","4","11509","3","4","5","5","5","4.19","4.23","1","5","4","4"
"2003","Male","4.1","4","10693","3","4","5","5","5","4.08","4.12","1","5","4","4"
"2004","Female","","","","","","","","","","","","","",""
"2004","Male","","","","","","","","","","","","","",""
"2005","Female","4.13","4","10806","3","4","5","5","5","4.11","4.15","2","5","4","4"
"2005","Male","3.95","4","9899","3","3","5","5","5","3.93","3.97","2","5","4","4"
"2006","Female","","","","","","","","","","","","","",""
"2006","Male","","","","","","","","","","","","","",""
"2007","Female","4.13","4","10748","3","4","5","5","5","4.11","4.15","2","5","4","4"
"2007","Male","3.96","4","9766","3","3","5","5","5","3.94","3.98","2","5","4","4"
"2008","Female","4.21","4","10139","3","4","5","5","5","4.19","4.23","1","5","4","4"
"2008","Male","4.11","4","9229","3","4","5","5","5","4.09","4.13","1","5","4","4"
"2009","Female","4.1","4","9426","3","4","5","5","5","4.08","4.12","2","5","4","4"
"2009","Male","3.93","4","8614","3","3","5","5","5","3.91","3.95","2","5","4","4"
"2010","Female","","","","","","","","","","","","","",""
"2010","Male","","","","","","","","","","","","","",""
"2011","Female","4.09","4","15544","3","4","5","5","5","4.08","4.1","2","5","4","4"
"2011","Male","3.96","4","12853","3","3","5","5","5","3.95","3.97","2","5","4","4"
"2012","Female","","","","","","","","","","","","","",""
"2012","Male","","","","","","","","","","","","","",""
"2013","Female","4.14","4","13984","3","4","5","5","5","4.13","4.15","1","5","4","4"
"2013","Male","4.08","4","11551","3","4","5","5","5","4.07","4.09","1","5","4","4"
"2014","Female","","","","","","","","","","","","","",""
"2014","Male","","","","","","","","","","","","","",""
"2015","Female","4.09","4","14516","3","4","5","5","5","4.08","4.1","2","5","4","4"
"2015","Male","3.98","4","12367","3","3","5","5","5","3.97","3.99","2","5","4","4"
"2016","Female","","","","","","","","","","","","","",""
"2016","Male","","","","","","","","","","","","","",""
"2017","Female","4.05","4","16554","3","4","5","5","5","4.04","4.06","2","5","4","4"
"2017","Male","3.92","4","15662","3","3","5","5","5","3.91","3.93","1","5","4","4"
"2018","Female","4.66","5","1463","4","4","5","5","5","4.63","4.69","1","5","5","5"
"2018","Male","4.34","5","2376","3","4","5","5","5","4.31","4.37","1","5","5","5"
"2019","Female","4.09","4","14878","3","4","5","5","5","4.08","4.1","1","5","4","4"
"2019","Male","4.05","4","14512","3","4","5","5","5","4.04","4.06","1","5","4","4"
