"year","bula_h","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Baden-Württemberg","(Married) couple without C.","4.48","5","352","3","4","5","5","5","4.39","4.57","2","5","5","5"
"1985","Baden-Württemberg","1-pers.-HH","4.49","5","187","3","4","5","5","5","4.35","4.63","2","5","5","5"
"1985","Baden-Württemberg","Couple + C. GT 16 ","3.97","4","419","2","3","5","5","5","3.86","4.08","2","5","4","4"
"1985","Baden-Württemberg","Couple + C. LE 16","4.24","4","550","3","4","5","5","5","4.17","4.31","2","5","4","4"
"1985","Baden-Württemberg","Couple + C. LE and GT 16","3.76","4","319","2","3","5","5","5","3.64","3.88","2","5","4","5"
"1985","Baden-Württemberg","Single parent","4","4","98","2","3","5","5","5","3.77","4.23","2","5","4","5"
"1985","Bavaria","(Married) couple without C.","4.49","5","436","3","4","5","5","5","4.41","4.57","2","5","5","5"
"1985","Bavaria","1-pers.-HH","4.32","5","179","3","4","5","5","5","4.16","4.48","2","5","4","5"
"1985","Bavaria","Couple + C. GT 16 ","3.91","4","330","2","3","5","5","5","3.79","4.03","2","5","4","4"
"1985","Bavaria","Couple + C. LE 16","4.07","4","468","3","4","5","5","5","3.99","4.15","2","5","4","4"
"1985","Bavaria","Couple + C. LE and GT 16","3.68","4","278","2","3","5","5","5","3.55","3.81","2","5","4","4"
"1985","Bavaria","Single parent","3.83","4","90","2","3","5","5","5","3.6","4.06","2","5","4","4"
"1985","Berlin","(Married) couple without C.","4.02","4","83","2","3","5","5","5","3.8","4.24","2","5","4","5"
"1985","Berlin","1-pers.-HH","4.24","5","74","3","3","5","5","5","3.99","4.49","2","5","4","5"
"1985","Berlin","Couple + C. GT 16 ","3.6","4","47","2","3","4","5","5","3.29","3.91","2","5","3","4"
"1985","Berlin","Couple + C. LE 16","4.01","4","76","3","4","5","5","5","3.83","4.19","2","5","4","4"
"1985","Berlin","Couple + C. LE and GT 16","3.87","4","38","3","3","5","5","5","3.54","4.2","2","5","4","5"
"1985","Berlin","Single parent","","","","","","","","","","","","","",""
"1985","Brandenburg","(Married) couple without C.","","","","","","","","","","","","","",""
"1985","Brandenburg","1-pers.-HH","","","","","","","","","","","","","",""
"1985","Brandenburg","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1985","Brandenburg","Couple + C. LE 16","","","","","","","","","","","","","",""
"1985","Brandenburg","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1985","Brandenburg","Single parent","","","","","","","","","","","","","",""
"1985","Bremen","(Married) couple without C.","4.61","5","40","4","4","5","5","5","4.42","4.8","3","5","4","5"
"1985","Bremen","1-pers.-HH","","","","","","","","","","","","","",""
"1985","Bremen","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1985","Bremen","Couple + C. LE 16","","","","","","","","","","","","","",""
"1985","Bremen","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1985","Bremen","Single parent","","","","","","","","","","","","","",""
"1985","Hamburg","(Married) couple without C.","4.35","5","88","3","4","5","5","5","4.17","4.53","2","5","4","5"
"1985","Hamburg","1-pers.-HH","4.19","5","58","2","3","5","5","5","3.88","4.5","2","5","4","5"
"1985","Hamburg","Couple + C. GT 16 ","3.77","4","32","2","3","5","5","5","3.36","4.18","2","5","3","5"
"1985","Hamburg","Couple + C. LE 16","4.15","4","56","4","4","4","5","5","3.96","4.34","2","5","4","4"
"1985","Hamburg","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1985","Hamburg","Single parent","","","","","","","","","","","","","",""
"1985","Hesse","(Married) couple without C.","4.32","5","271","3","4","5","5","5","4.22","4.42","2","5","4","5"
"1985","Hesse","1-pers.-HH","4.32","5","103","3","4","5","5","5","4.11","4.53","2","5","4","5"
"1985","Hesse","Couple + C. GT 16 ","3.58","4","207","2","2","5","5","5","3.43","3.73","2","5","4","4"
"1985","Hesse","Couple + C. LE 16","4.11","4","262","3","4","5","5","5","4.01","4.21","2","5","4","4"
"1985","Hesse","Couple + C. LE and GT 16","3.66","4","138","2","3","5","5","5","3.47","3.85","2","5","4","5"
"1985","Hesse","Single parent","3.82","4","47","2","3","5","5","5","3.49","4.15","2","5","4","5"
"1985","Lower Saxony","(Married) couple without C.","4.28","4","258","3","4","5","5","5","4.17","4.39","2","5","4","4"
"1985","Lower Saxony","1-pers.-HH","4.3","5","104","3","4","5","5","5","4.09","4.51","2","5","4","5"
"1985","Lower Saxony","Couple + C. GT 16 ","3.87","4","208","2","3","5","5","5","3.73","4.01","2","5","4","4"
"1985","Lower Saxony","Couple + C. LE 16","4.19","4","239","3","4","5","5","5","4.09","4.29","2","5","4","4"
"1985","Lower Saxony","Couple + C. LE and GT 16","3.62","4","122","2","3","5","5","5","3.42","3.82","2","5","4","4"
"1985","Lower Saxony","Single parent","3.81","4","59","2","3","5","5","5","3.53","4.09","2","5","4","4"
"1985","Mecklenburg-Western Pomerania","(Married) couple without C.","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","Couple + C. LE 16","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"1985","Mecklenburg-Western Pomerania","Single parent","","","","","","","","","","","","","",""
"1985","North Rhine-Westphalia","(Married) couple without C.","4.4","5","619","3","4","5","5","5","4.33","4.47","2","5","5","5"
"1985","North Rhine-Westphalia","1-pers.-HH","4.34","5","328","3","4","5","5","5","4.23","4.45","2","5","4","5"
