"year","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Employed","3.94","4","6787","2","3","5","5","5","3.92","3.96","2","5","4","4"
"1985","Not Employed","4.44","5","4178","3","4","5","5","5","4.41","4.47","2","5","5","5"
"1986","Employed","3.93","4","6661","2","3","5","5","5","3.91","3.95","2","5","4","4"
"1986","Not Employed","4.46","5","3897","3","4","5","5","5","4.43","4.49","2","5","5","5"
"1987","Employed","","","","","","","","","","","","","",""
"1987","Not Employed","","","","","","","","","","","","","",""
"1988","Employed","3.92","4","6394","3","3","5","5","5","3.9","3.94","2","5","4","4"
"1988","Not Employed","4.47","5","3539","3","4","5","5","5","4.44","4.5","2","5","5","5"
"1989","Employed","","","","","","","","","","","","","",""
"1989","Not Employed","","","","","","","","","","","","","",""
"1990","Employed","4.05","4","6149","3","4","5","5","5","4.03","4.07","1","5","4","4"
"1990","Not Employed","4.57","5","3334","3","4","5","5","5","4.54","4.6","1","5","5","5"
"1991","Employed","","","","","","","","","","","","","",""
"1991","Not Employed","","","","","","","","","","","","","",""
"1992","Employed","3.91","4","9037","3","3","5","5","5","3.89","3.93","2","5","4","4"
"1992","Not Employed","4.51","5","4195","3","4","5","5","5","4.48","4.54","2","5","5","5"
"1993","Employed","","","","","","","","","","","","","",""
"1993","Not Employed","","","","","","","","","","","","","",""
"1994","Employed","3.88","4","8295","3","3","5","5","5","3.86","3.9","2","5","4","4"
"1994","Not Employed","4.43","5","4521","3","4","5","5","5","4.4","4.46","2","5","5","5"
"1995","Employed","3.99","4","8502","3","4","5","5","5","3.97","4.01","1","5","4","4"
"1995","Not Employed","4.51","5","4800","3","4","5","5","5","4.48","4.54","1","5","5","5"
"1996","Employed","3.79","4","8431","2","3","4","5","5","3.77","3.81","2","5","4","4"
"1996","Not Employed","4.37","5","4627","3","4","5","5","5","4.34","4.4","2","5","5","5"
"1997","Employed","3.82","4","8125","3","3","4","5","5","3.8","3.84","2","5","4","4"
"1997","Not Employed","4.4","5","4690","3","4","5","5","5","4.37","4.43","2","5","5","5"
"1998","Employed","3.91","4","8860","3","3","4","5","5","3.89","3.93","1","5","4","4"
"1998","Not Employed","4.47","5","5398","3","4","5","5","5","4.45","4.49","1","5","5","5"
"1999","Employed","3.8","4","8765","3","3","4","5","5","3.78","3.82","2","5","4","4"
"1999","Not Employed","4.38","5","4920","3","4","5","5","5","4.36","4.4","2","5","5","5"
"2000","Employed","","","","","","","","","","","","","",""
"2000","Not Employed","","","","","","","","","","","","","",""
"2001","Employed","3.82","4","13848","3","3","4","5","5","3.81","3.83","2","5","4","4"
"2001","Not Employed","4.42","5","8052","3","4","5","5","5","4.4","4.44","2","5","5","5"
"2002","Employed","","","","","","","","","","","","","",""
"2002","Not Employed","","","","","","","","","","","","","",""
"2003","Employed","3.93","4","14033","3","3","5","5","5","3.92","3.94","1","5","4","4"
"2003","Not Employed","4.49","5","8169","3","4","5","5","5","4.47","4.51","1","5","5","5"
"2004","Employed","","","","","","","","","","","","","",""
"2004","Not Employed","","","","","","","","","","","","","",""
"2005","Employed","3.83","4","12832","3","3","4","5","5","3.82","3.84","2","5","4","4"
"2005","Not Employed","4.36","5","7873","3","4","5","5","5","4.34","4.38","2","5","5","5"
"2006","Employed","","","","","","","","","","","","","",""
"2006","Not Employed","","","","","","","","","","","","","",""
"2007","Employed","3.84","4","12567","3","3","4","5","5","3.83","3.85","2","5","4","4"
"2007","Not Employed","4.37","5","7947","3","4","5","5","5","4.35","4.39","2","5","5","5"
"2008","Employed","3.95","4","11905","3","4","4","5","5","3.94","3.96","1","5","4","4"
"2008","Not Employed","4.5","5","7463","3","4","5","5","5","4.48","4.52","1","5","5","5"
"2009","Employed","3.81","4","11202","3","3","4","5","5","3.8","3.82","2","5","4","4"
"2009","Not Employed","4.34","5","6838","3","4","5","5","5","4.32","4.36","2","5","4","5"
"2010","Employed","","","","","","","","","","","","","",""
"2010","Not Employed","","","","","","","","","","","","","",""
"2011","Employed","3.83","4","18286","3","3","4","5","5","3.82","3.84","2","5","4","4"
"2011","Not Employed","4.36","5","10111","3","4","5","5","5","4.34","4.38","2","5","4","5"
"2012","Employed","","","","","","","","","","","","","",""
"2012","Not Employed","","","","","","","","","","","","","",""
"2013","Employed","3.9","4","16762","3","3","4","5","5","3.89","3.91","1","5","4","4"
"2013","Not Employed","4.45","5","8773","3","4","5","5","5","4.43","4.47","1","5","5","5"
"2014","Employed","","","","","","","","","","","","","",""
"2014","Not Employed","","","","","","","","","","","","","",""
"2015","Employed","3.87","4","16634","3","3","4","5","5","3.86","3.88","2","5","4","4"
"2015","Not Employed","4.32","5","10249","3","4","5","5","5","4.3","4.34","2","5","4","4"
"2016","Employed","","","","","","","","","","","","","",""
"2016","Not Employed","","","","","","","","","","","","","",""
"2017","Employed","3.8","4","18302","3","3","4","5","5","3.79","3.81","1","5","4","4"
"2017","Not Employed","4.3","4","13914","3","4","5","5","5","4.29","4.31","1","5","5","5"
"2018","Employed","4.17","5","507","3","3","5","5","5","4.09","4.25","1","5","5","5"
"2018","Not Employed","4.48","5","3332","3","4","5","5","5","4.45","4.51","1","5","5","5"
"2019","Employed","3.91","4","18608","3","3","4","5","5","3.9","3.92","1","5","4","4"
"2019","Not Employed","4.37","5","10791","3","4","5","5","5","4.36","4.38","1","5","5","5"
