"year","education","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","college entrance qualification","(0) in school","","","","","","","","","","","","","",""
"2003","college entrance qualification","(1a) inadequately completed","","","","","","","","","","","","","",""
"2003","college entrance qualification","(1b) general elementary school","","","","","","","","","","","","","",""
"2003","college entrance qualification","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2003","college entrance qualification","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2003","college entrance qualification","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2003","college entrance qualification","(2c_gen) general maturity certificate","3.61","4","788","2","3","4","5","5","3.54","3.68","1","5","4","4"
"2003","college entrance qualification","(2c_voc) vocational maturity certificate","4.18","4","1334","3","4","5","5","5","4.14","4.22","1","5","4","4"
"2003","college entrance qualification","(3a) lower tertiary education","4.25","4","1010","3","4","5","5","5","4.2","4.3","1","5","4","4"
"2003","college entrance qualification","(3b) higher tertiary education","4.16","4","2288","3","4","5","5","5","4.13","4.19","1","5","4","4"
"2003","lower secondary degree","(0) in school","","","","","","","","","","","","","",""
"2003","lower secondary degree","(1a) inadequately completed","","","","","","","","","","","","","",""
"2003","lower secondary degree","(1b) general elementary school","4.48","5","1732","3","4","5","5","5","4.44","4.52","1","5","5","5"
"2003","lower secondary degree","(1c) basic vocational qualification","4.49","5","5883","3","4","5","5","5","4.47","4.51","1","5","5","5"
"2003","lower secondary degree","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2003","lower secondary degree","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2003","lower secondary degree","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2003","lower secondary degree","(2c_voc) vocational maturity certificate","4.35","4","32","4","4","5","5","5","4","4.7","2","5","4","5"
"2003","lower secondary degree","(3a) lower tertiary education","4.58","5","149","4","4","5","5","5","4.47","4.69","2","5","5","5"
"2003","lower secondary degree","(3b) higher tertiary education","4.58","5","44","4","4","5","5","5","4.36","4.8","2","5","5","5"
"2003","no degree/no degree yet","(0) in school","3.47","3","616","2","3","4","5","5","3.38","3.56","1","5","3","4"
