"year","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2003","(0) in school","3.47","3","616","2","3","4","5","5","3.38","3.56","1","5","3","4"
"2003","(1a) inadequately completed","4.45","5","272","3","4","5","5","5","4.35","4.55","2","5","5","5"
"2003","(1b) general elementary school","4.47","5","2135","3","4","5","5","5","4.43","4.51","1","5","5","5"
"2003","(1c) basic vocational qualification","4.47","5","6290","3","4","5","5","5","4.45","4.49","1","5","5","5"
"2003","(2a) intermediate vocational","4.33","4","5130","3","4","5","5","5","4.31","4.35","1","5","4","5"
"2003","(2b) intermediate general qualification","3.86","4","631","2","3","5","5","5","3.78","3.94","1","5","4","4"
"2003","(2c_gen) general maturity certificate","3.64","4","867","2","3","4","5","5","3.57","3.71","1","5","4","4"
"2003","(2c_voc) vocational maturity certificate","4.19","4","1569","3","4","5","5","5","4.15","4.23","1","5","4","4"
"2003","(3a) lower tertiary education","4.34","4.01","1717","3","4","5","5","5","4.3","4.38","1","5","4","5"
"2003","(3b) higher tertiary education","4.19","4","2622","3","4","5","5","5","4.16","4.22","1","5","4","4"
"2004","(0) in school","","","","","","","","","","","","","",""
"2004","(1a) inadequately completed","","","","","","","","","","","","","",""
"2004","(1b) general elementary school","","","","","","","","","","","","","",""
"2004","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2004","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2004","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2004","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2004","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2004","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2004","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2005","(0) in school","","","","","","","","","","","","","",""
"2005","(1a) inadequately completed","","","","","","","","","","","","","",""
"2005","(1b) general elementary school","","","","","","","","","","","","","",""
"2005","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2005","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2005","(2b) intermediate general qualification","","","","","","","","","","","","","",""
