"plh0042","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","in school","West Germany","","","","","1"
"Big worries","1984","in school","East Germany","","","","","1"
"Big worries","1984","inadequately","West Germany","176","0.314973234673937","0.276940165301341","0.353006304046533","1"
"Big worries","1984","inadequately","East Germany","","","","","1"
"Big worries","1984","general elemantary","West Germany","417","0.237214999401206","0.216140218630379","0.258289780172033","1"
"Big worries","1984","general elemantary","East Germany","","","","","1"
"Big worries","1984","middle vocational","West Germany","622","0.166918212825319","0.154429620576131","0.179406805074506","1"
"Big worries","1984","middle vocational","East Germany","","","","","1"
"Big worries","1984","vocational + Abi","West Germany","33","0.111576379189807","0.0686860777450416","0.154466680634572","1"
"Big worries","1984","vocational + Abi","East Germany","","","","","1"
"Big worries","1984","higher vocational","West Germany","43","0.103839438888951","0.0744546888713389","0.133224188906562","1"
"Big worries","1984","higher vocational","East Germany","","","","","1"
"Big worries","1984","higher education","West Germany","53","0.0824806139434776","0.0599953631603285","0.104965864726627","1"
"Big worries","1984","higher education","East Germany","","","","","1"
"No worries","1984","in school","West Germany","","","","","3"
"No worries","1984","in school","East Germany","","","","","3"
"No worries","1984","inadequately","West Germany","199","0.322737429465391","0.284457248238081","0.361017610692702","3"
"No worries","1984","inadequately","East Germany","","","","","3"
"No worries","1984","general elemantary","West Germany","631","0.445589630000083","0.42096474958441","0.470214510415756","3"
"No worries","1984","general elemantary","East Germany","","","","","3"
"No worries","1984","middle vocational","West Germany","1701","0.512078328512376","0.495338112587612","0.528818544437141","3"
"No worries","1984","middle vocational","East Germany","","","","","3"
"No worries","1984","vocational + Abi","West Germany","109","0.594569475818658","0.527685444049772","0.661453507587545","3"
"No worries","1984","vocational + Abi","East Germany","","","","","3"
"No worries","1984","higher vocational","West Germany","244","0.597915521253591","0.550684592186009","0.645146450321173","3"
"No worries","1984","higher vocational","East Germany","","","","","3"
"No worries","1984","higher education","West Germany","399","0.708785295504426","0.671650745255785","0.745919845753067","3"
"No worries","1984","higher education","East Germany","","","","","3"
