"plh0042","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","(Married) couple without C. ","Female","80","0.113311340646216","0.0871517583582532","0.13947092293418"
"Big worries","1984","(Married) couple without C. ","Male","128","0.14826658270701","0.122985208005346","0.173547957408673"
"Big worries","1984","1-pers.-HH","Female","28","","",""
"Big worries","1984","1-pers.-HH","Male","70","0.171710052855464","0.133126331275987","0.210293774434941"
"Big worries","1984","Couple + C. GT 16 ","Female","87","0.189245079395307","0.152892288671513","0.225597870119102"
"Big worries","1984","Couple + C. GT 16 ","Male","142","0.201229216121759","0.171821886559374","0.230636545684144"
"Big worries","1984","Couple + C. LE 16 ","Female","111","0.148710214700346","0.120703552209211","0.176716877191482"
"Big worries","1984","Couple + C. LE 16 ","Male","307","0.188935154236498","0.168266716185294","0.209603592287702"
"Big worries","1984","Couple + C. LE and GT 16","Female","77","0.156626834314327","0.118330869449591","0.194922799179063"
"Big worries","1984","Couple + C. LE and GT 16","Male","166","0.198988586188798","0.168892627748622","0.229084544628974"
"Big worries","1984","Single parent ","Female","39","0.181149640482397","0.125348438182883","0.236950842781911"
"Big worries","1984","Single parent ","Male","31","0.193078600009057","0.125227154845026","0.260930045173088"
"No worries","1984","(Married) couple without C. ","Female","325","0.610857284155588","0.570619609917911","0.651094958393266"
"No worries","1984","(Married) couple without C. ","Male","399","0.551733629164693","0.516353451410731","0.587113806918656"
"No worries","1984","1-pers.-HH","Female","145","0.62468143846587","0.562240212195323","0.687122664736416"
"No worries","1984","1-pers.-HH","Male","192","0.556608496764108","0.505782762914603","0.607434230613613"
"No worries","1984","Couple + C. GT 16 ","Female","194","0.44144578230305","0.395361586271418","0.487529978334683"
"No worries","1984","Couple + C. GT 16 ","Male","336","0.486571711168231","0.449910035596532","0.52323338673993"
"No worries","1984","Couple + C. LE 16 ","Female","328","0.570060996353124","0.53109225911989","0.609029733586358"
"No worries","1984","Couple + C. LE 16 ","Male","611","0.481697737040621","0.455316063749059","0.508079410332182"
"No worries","1984","Couple + C. LE and GT 16","Female","176","0.584388375954466","0.532460008551731","0.636316743357201"
"No worries","1984","Couple + C. LE and GT 16","Male","286","0.478432601495589","0.440776067445326","0.516089135545851"
"No worries","1984","Single parent ","Female","77","0.453011237354855","0.380889490714776","0.525132983994935"
"No worries","1984","Single parent ","Male","47","0.405041054653513","0.32065524206101","0.489426867246016"
"Some worries","1984","(Married) couple without C. ","Female","159","0.275831375198195","0.238946338174162","0.312716412222228"
"Some worries","1984","(Married) couple without C. ","Male","232","0.299999788128297","0.267398349659523","0.332601226597071"
"Some worries","1984","1-pers.-HH","Female","58","0.253627824370735","0.197520666537684","0.309734982203786"
"Some worries","1984","1-pers.-HH","Male","105","0.271681450380428","0.226171565386624","0.317191335374231"
"Some worries","1984","Couple + C. GT 16 ","Female","165","0.369309138301643","0.324518839682985","0.4140994369203"
"Some worries","1984","Couple + C. GT 16 ","Male","236","0.31219907271001","0.278209463762469","0.346188681657551"
"Some worries","1984","Couple + C. LE 16 ","Female","181","0.28122878894653","0.245839040829948","0.316618537063111"
"Some worries","1984","Couple + C. LE 16 ","Male","460","0.329367108722881","0.304552580612072","0.35418163683369"
"Some worries","1984","Couple + C. LE and GT 16","Female","93","0.258984789731207","0.212825328390963","0.305144251071451"
"Some worries","1984","Couple + C. LE and GT 16","Male","224","0.322578812315614","0.287339936083705","0.357817688547522"
"Some worries","1984","Single parent ","Female","67","0.365839122162748","0.29605327700787","0.435624967317625"
"Some worries","1984","Single parent ","Male","52","0.40188034533743","0.317601449878888","0.486159240795973"
"Big worries","1985","(Married) couple without C. ","Female","59","0.0910217814007752","0.0662034463136572","0.115840116487893"
"Big worries","1985","(Married) couple without C. ","Male","109","0.145803546363134","0.119140885748867","0.172466206977401"
"Big worries","1985","1-pers.-HH","Female","19","","",""
"Big worries","1985","1-pers.-HH","Male","41","0.0878179590096945","0.0566120399140801","0.119023878105309"
"Big worries","1985","Couple + C. GT 16 ","Female","66","0.12482964414258","0.0948521852386376","0.154807103046522"
"Big worries","1985","Couple + C. GT 16 ","Male","108","0.133729642477096","0.108988402927457","0.158470882026735"
"Big worries","1985","Couple + C. LE 16 ","Female","64","0.0797845990486511","0.056930953188862","0.10263824490844"
"Big worries","1985","Couple + C. LE 16 ","Male","191","0.14012091484939","0.120315804692474","0.159926025006306"
"Big worries","1985","Couple + C. LE and GT 16","Female","38","0.135532928143261","0.0957235348115871","0.175342321474935"
"Big worries","1985","Couple + C. LE and GT 16","Male","95","0.132371977609127","0.104839112159124","0.159904843059131"
"Big worries","1985","Single parent ","Female","26","","",""
"Big worries","1985","Single parent ","Male","18","","",""
"No worries","1985","(Married) couple without C. ","Female","309","0.622687947302652","0.580865560997883","0.664510333607422"
"No worries","1985","(Married) couple without C. ","Male","380","0.588670944108126","0.551494182772359","0.625847705443893"
"No worries","1985","1-pers.-HH","Female","145","0.655049662051222","0.592660225949638","0.717439098152806"
"No worries","1985","1-pers.-HH","Male","188","0.646995989907779","0.594303931610314","0.699688048205243"
"No worries","1985","Couple + C. GT 16 ","Female","259","0.573219535067702","0.528360243776422","0.618078826358982"
"No worries","1985","Couple + C. GT 16 ","Male","397","0.563397699908241","0.527345528264946","0.599449871551536"
"No worries","1985","Couple + C. LE 16 ","Female","329","0.677043558843138","0.637604050548378","0.716483067137899"
"No worries","1985","Couple + C. LE 16 ","Male","601","0.554075092200835","0.525714044738608","0.582436139663061"
"No worries","1985","Couple + C. LE and GT 16","Female","151","0.560988105546194","0.503271086709969","0.61870512438242"
"No worries","1985","Couple + C. LE and GT 16","Male","282","0.552146278180112","0.511746240786059","0.592546315574164"
"No worries","1985","Single parent ","Female","94","0.529349602224772","0.457228942615799","0.601470261833745"
"No worries","1985","Single parent ","Male","61","0.598328520716997","0.507129126836601","0.689527914597394"
"Some worries","1985","(Married) couple without C. ","Female","148","0.286290271296573","0.2472882294779","0.325292313115245"
"Some worries","1985","(Married) couple without C. ","Male","184","0.265525509528739","0.232161207600335","0.298889811457144"
"Some worries","1985","1-pers.-HH","Female","59","0.252459521688859","0.19544192678862","0.309477116589097"
"Some worries","1985","1-pers.-HH","Male","87","0.265186051082527","0.216515239989101","0.313856862175953"
"Some worries","1985","Couple + C. GT 16 ","Female","142","0.301950820789718","0.260311775018427","0.343589866561009"
"Some worries","1985","Couple + C. GT 16 ","Male","222","0.302872657614663","0.269471080125142","0.336274235104183"
