"plh0042","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1985","in school","Urban Area","","","","","1"
"Big worries","1985","in school","Rural Area","1","","","","1"
"Big worries","1985","inadequately","Urban Area","72","0.19997135579615","0.161016890867465","0.238925820724835","1"
"Big worries","1985","inadequately","Rural Area","12","","","","1"
"Big worries","1985","general elemantary","Urban Area","228","0.16705316951397","0.145255612124906","0.188850726903034","1"
"Big worries","1985","general elemantary","Rural Area","58","0.16262293389023","0.120077731223322","0.205168136557138","1"
"Big worries","1985","middle vocational","Urban Area","319","0.116733668100838","0.103921774169085","0.129545562032592","1"
"Big worries","1985","middle vocational","Rural Area","95","0.125329015234311","0.100258753772933","0.15039927669569","1"
"Big worries","1985","vocational + Abi","Urban Area","18","","","","1"
"Big worries","1985","vocational + Abi","Rural Area","4","","","","1"
"Big worries","1985","higher vocational","Urban Area","18","","","","1"
"Big worries","1985","higher vocational","Rural Area","6","","","","1"
"Big worries","1985","higher education","Urban Area","42","0.0868344086477548","0.0614306611995769","0.112238156095933","1"
"Big worries","1985","higher education","Rural Area","3","","","","1"
"No worries","1985","higher education","Urban Area","344","0.737970263478985","0.698299385434671","0.7776411415233","3"
"No worries","1985","higher vocational","Urban Area","218","0.674178477465335","0.62258488293415","0.725772071996519","3"
"No worries","1985","higher education","Rural Area","60","0.809016406603166","0.721219457801695","0.896813355404637","3"
"No worries","1985","higher vocational","Rural Area","51","0.641537489095689","0.537104316224309","0.74597066196707","3"
"No worries","1985","vocational + Abi","Rural Area","12","","","","3"
"No worries","1985","middle vocational","Rural Area","360","0.551746718484213","0.514090014198758","0.589403422769668","3"
"No worries","1985","vocational + Abi","Urban Area","89","0.640071759618613","0.564264634775578","0.715878884461647","3"
"No worries","1985","middle vocational","Urban Area","1334","0.580599628517333","0.560910694104103","0.600288562930564","3"
"No worries","1985","general elemantary","Rural Area","114","0.44626152366523","0.388949434177606","0.503573613152854","3"
"No worries","1985","general elemantary","Urban Area","551","0.548446830979776","0.519366888526473","0.577526773433079","3"
"No worries","1985","inadequately","Urban Area","179","0.429585319730568","0.381374930000212","0.477795709460924","3"
"No worries","1985","inadequately","Rural Area","19","","","","3"
"No worries","1985","in school","Urban Area","2","","","","3"
"No worries","1985","in school","Rural Area","","","","","3"
"Some worries","1985","higher education","Urban Area","86","0.17519532787326","0.140901662331074","0.209488993415445","2"
"Some worries","1985","higher education","Rural Area","14","","","","2"
"Some worries","1985","higher vocational","Rural Area","24","","","","2"
"Some worries","1985","higher vocational","Urban Area","81","0.266824110103299","0.218134636168983","0.315513584037615","2"
"Some worries","1985","vocational + Abi","Rural Area","8","","","","2"
"Some worries","1985","middle vocational","Rural Area","215","0.322924266281475","0.287518038832589","0.358330493730362","2"
"Some worries","1985","vocational + Abi","Urban Area","47","0.300618392778501","0.228199378651731","0.373037406905272","2"
"Some worries","1985","middle vocational","Urban Area","760","0.302666703381828","0.284336302853624","0.320997103910033","2"
"Some worries","1985","general elemantary","Rural Area","117","0.39111554244454","0.334853026227578","0.447378058661503","2"
"Some worries","1985","general elemantary","Urban Area","346","0.284499999506254","0.258135606071028","0.31086439294148","2"
"Some worries","1985","inadequately","Urban Area","154","0.370443324473282","0.323410735839107","0.417475913107456","2"
"Some worries","1985","inadequately","Rural Area","15","","","","2"
"Some worries","1985","in school","Urban Area","","","","","2"
"Some worries","1985","in school","Rural Area","","","","","2"
"Big worries","1986","in school","Urban Area","2","","","","1"
"Big worries","1986","in school","Rural Area","","","","","1"
"Big worries","1986","inadequately","Urban Area","83","0.24457414627465","0.201011577101358","0.288136715447941","1"
"Big worries","1986","inadequately","Rural Area","13","","","","1"
"Big worries","1986","general elemantary","Urban Area","194","0.145043156668762","0.123672067579042","0.166414245758482","1"
"Big worries","1986","general elemantary","Rural Area","41","0.123908910802562","0.0856571384696271","0.162160683135496","1"
"Big worries","1986","middle vocational","Urban Area","315","0.12102882601046","0.107802372846927","0.134255279173993","1"
"Big worries","1986","middle vocational","Rural Area","90","0.145473566076862","0.11774310540585","0.173204026747874","1"
"Big worries","1986","vocational + Abi","Urban Area","22","","","","1"
"Big worries","1986","vocational + Abi","Rural Area","2","","","","1"
"Big worries","1986","higher vocational","Urban Area","19","","","","1"
"Big worries","1986","higher vocational","Rural Area","12","","","","1"
"Big worries","1986","higher education","Urban Area","37","0.0751533859829687","0.0512678882303219","0.0990388837356156","1"
"Big worries","1986","higher education","Rural Area","5","","","","1"
"No worries","1986","higher education","Urban Area","324","0.696774911473661","0.655130763341072","0.738419059606249","3"
"No worries","1986","higher vocational","Rural Area","44","0.591959887203702","0.4814658444732","0.702453929934203","3"
"No worries","1986","higher vocational","Urban Area","198","0.683076651896467","0.628963758116889","0.737189545676045","3"
"No worries","1986","higher education","Rural Area","61","0.750648510112146","0.658674965268098","0.842622054956194","3"
"No worries","1986","middle vocational","Rural Area","329","0.534319037186492","0.495086458272957","0.573551616100028","3"
"No worries","1986","vocational + Abi","Urban Area","93","0.62326540890885","0.548182280271456","0.698348537546243","3"
"No worries","1986","general elemantary","Rural Area","140","0.507586367725129","0.449543926574722","0.565628808875536","3"
"No worries","1986","vocational + Abi","Rural Area","13","","","","3"
