"plh0042","year","education","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","college entrance qualification","64","0.0916630497993871","0.0707598297438103","0.112566269854964"
"Big worries","1984","lower secondary degree","625","0.193618076596769","0.179782054842673","0.207454098350865"
"Big worries","1984","no degree/no degree yet","196","0.318819491969595","0.282743140026709","0.354895843912482"
"Big worries","1984","Other degree","325","0.302696016128425","0.275090764968488","0.330301267288363"
"Big worries","1984","secondary school degree","131","0.114686314037315","0.0964591782474609","0.13291344982717"
"No worries","1984","college entrance qualification","502","0.692841120230648","0.659422315275943","0.726259925185354"
"No worries","1984","lower secondary degree","1464","0.478317386861586","0.460825802106434","0.495808971616737"
"No worries","1984","no degree/no degree yet","232","0.338204943731402","0.301580519040704","0.3748293684221"
"No worries","1984","Other degree","389","0.356488198698728","0.327709038702094","0.385267358695361"
"No worries","1984","secondary school degree","690","0.585105482350363","0.556921654702263","0.613289309998463"
"Some worries","1984","college entrance qualification","166","0.215495829969965","0.185710006312345","0.245281653627585"
"Some worries","1984","lower secondary degree","1044","0.328064536541645","0.311624176734832","0.344504896348459"
"Some worries","1984","no degree/no degree yet","213","0.342975564299003","0.306226911132466","0.37972421746554"
"Some worries","1984","Other degree","350","0.340815785172847","0.312335749616666","0.369295820729028"
"Some worries","1984","secondary school degree","353","0.300208203612322","0.273989588756436","0.326426818468208"
"Big worries","1985","college entrance qualification","56","0.0697238429664984","0.0512108136568818","0.0882368722761149"
"Big worries","1985","lower secondary degree","412","0.135249857750677","0.122618632050966","0.147881083450388"
"Big worries","1985","no degree/no degree yet","92","0.203315043438902","0.168178350128408","0.238451736749395"
"Big worries","1985","Other degree","221","0.254958698137934","0.226389080865425","0.283528315410443"
"Big worries","1985","secondary school degree","91","0.0827390444041946","0.0665834400604839","0.0988946487479052"
"No worries","1985","college entrance qualification","530","0.736755397637101","0.704742699000143","0.768768096274058"
"No worries","1985","lower secondary degree","1507","0.550933076544669","0.532561910470141","0.569304242619198"
"No worries","1985","no degree/no degree yet","219","0.420597903776207","0.377499974336575","0.46369583321584"
"No worries","1985","Other degree","355","0.385203484567195","0.353303524908345","0.417103444226045"
"No worries","1985","secondary school degree","714","0.637042351074961","0.608843355863708","0.665241346286213"
"Some worries","1985","college entrance qualification","141","0.193520759396401","0.164803614348049","0.222237904444753"
"Some worries","1985","lower secondary degree","897","0.313817065704654","0.296677887246785","0.330956244162523"
"Some worries","1985","no degree/no degree yet","193","0.376087052784891","0.333796923471103","0.418377182098679"
"Some worries","1985","Other degree","318","0.359837817294871","0.328376439278964","0.391299195310778"
"Some worries","1985","secondary school degree","312","0.280218604520845","0.253881362418274","0.306555846623416"
"Big worries","1986","college entrance qualification","59","0.0791117012746228","0.0597688215476362","0.0984545810016094"
"Big worries","1986","lower secondary degree","373","0.133393213319238","0.120433503548448","0.146352923090027"
"Big worries","1986","no degree/no degree yet","104","0.252017427057081","0.212972707066883","0.29106214704728"
"Big worries","1986","Other degree","195","0.226009715407213","0.197909178374466","0.254110252439961"
"Big worries","1986","secondary school degree","100","0.089502391691683","0.0724692760987644","0.106535507284602"
"No worries","1986","college entrance qualification","509","0.682536945860375","0.649178410864427","0.715895480856323"
"No worries","1986","lower secondary degree","1447","0.55747046714103","0.538538339331078","0.576402594950981"
"No worries","1986","no degree/no degree yet","189","0.369146411961859","0.325748893087567","0.412543930836151"
"No worries","1986","Other degree","362","0.41613351332613","0.383016098236003","0.449250928416257"
"No worries","1986","secondary school degree","710","0.666907174808074","0.638784753993289","0.695029595622859"
"Some worries","1986","college entrance qualification","180","0.238351352865003","0.207817371216233","0.268885334513772"
"Some worries","1986","lower secondary degree","824","0.309136319539733","0.29152107962216","0.326751559457306"
"Some worries","1986","no degree/no degree yet","182","0.378836160981059","0.335211699149404","0.422460622812715"
"Some worries","1986","Other degree","294","0.357856771266656","0.32564950347631","0.390064039057003"
"Some worries","1986","secondary school degree","269","0.243590433500243","0.217978286295637","0.269202580704849"
"Big worries","1987","college entrance qualification","42","0.0522941099135618","0.0362760720479619","0.0683121477791617"
"Big worries","1987","lower secondary degree","333","0.113195302848215","0.101246786167987","0.125143819528442"
"Big worries","1987","no degree/no degree yet","76","0.183598478576535","0.148295321507662","0.218901635645408"
"Big worries","1987","Other degree","151","0.188251088245411","0.161560134637159","0.214942041853663"
"Big worries","1987","secondary school degree","95","0.0765166814078616","0.0610040264878702","0.0920293363278529"
"No worries","1987","college entrance qualification","522","0.70912942961415","0.676451180109557","0.741807679118742"
"No worries","1987","lower secondary degree","1434","0.543315357328716","0.524529976960167","0.562100737697266"
"No worries","1987","no degree/no degree yet","208","0.44023890762601","0.394972850356456","0.485504964895564"
"No worries","1987","Other degree","355","0.424449166680453","0.390701855870388","0.458196477490518"
"No worries","1987","secondary school degree","705","0.638606531812126","0.610571544184158","0.666641519440093"
"Some worries","1987","college entrance qualification","178","0.238576460472289","0.207909334058791","0.269243586885787"
"Some worries","1987","lower secondary degree","934","0.343489339823069","0.325580670321596","0.361398009324543"
"Some worries","1987","no degree/no degree yet","178","0.376162613797455","0.331990252358602","0.420334975236309"
"Some worries","1987","Other degree","318","0.387299745074136","0.354038988694095","0.420560501454176"
"Some worries","1987","secondary school degree","328","0.284876786780013","0.258536984530513","0.311216589029512"
"Big worries","1988","college entrance qualification","48","0.0629986402416373","0.0454339651811001","0.0805633153021746"
"Big worries","1988","lower secondary degree","372","0.133439927019485","0.120244146087367","0.146635707951602"
"Big worries","1988","no degree/no degree yet","88","0.263682564861028","0.220715997608381","0.306649132113675"
"Big worries","1988","Other degree","177","0.240501648292822","0.209873570709983","0.271129725875662"
"Big worries","1988","secondary school degree","103","0.08783272085205","0.0710445962185568","0.104620845485543"
"No worries","1988","college entrance qualification","503","0.694098963339271","0.660786588569654","0.727411338108889"
"No worries","1988","lower secondary degree","1217","0.487854597047541","0.468457590965488","0.507251603129593"
"No worries","1988","no degree/no degree yet","157","0.358848590705366","0.31207579476188","0.405621386648852"
"No worries","1988","Other degree","306","0.434279668785479","0.398758852743707","0.469800484827252"
"No worries","1988","secondary school degree","663","0.613026917053289","0.584138953823924","0.641914880282654"
"Some worries","1988","college entrance qualification","184","0.242902396419091","0.211899929198867","0.273904863639315"
"Some worries","1988","lower secondary degree","962","0.378705475932975","0.359882320992375","0.397528630873575"
"Some worries","1988","no degree/no degree yet","159","0.377468844433606","0.330199616387126","0.424738072480086"
"Some worries","1988","Other degree","265","0.325218682921698","0.29164750650784","0.358789859335556"
"Some worries","1988","secondary school degree","326","0.299140362094661","0.271982861087712","0.32629786310161"
"Big worries","1989","college entrance qualification","21","","",""
"Big worries","1989","lower secondary degree","226","0.0858414368509338","0.0748605518897637","0.096822321812104"
"Big worries","1989","no degree/no degree yet","61","0.182409762809505","0.143166192769331","0.221653332849678"
"Big worries","1989","Other degree","123","0.166815871369974","0.139489356390788","0.194142386349159"
"Big worries","1989","secondary school degree","61","0.0530564743889993","0.0398465065312033","0.0662664422467952"
"No worries","1989","college entrance qualification","569","0.75643185925659","0.725834613144531","0.787029105368649"
"No worries","1989","lower secondary degree","1486","0.612115230360856","0.593014672876656","0.631215787845055"
"No worries","1989","no degree/no degree yet","181","0.475164855868372","0.424417872448278","0.525911839288465"
"No worries","1989","Other degree","328","0.478158684430069","0.441544419108918","0.51477294975122"
"No worries","1989","secondary school degree","745","0.684367414981074","0.656976527416472","0.711758302545676"
"Some worries","1989","college entrance qualification","166","0.217583025534477","0.188171413344127","0.246994637724827"
"Some worries","1989","lower secondary degree","788","0.302043332788211","0.284045221054388","0.320041444522033"
"Some worries","1989","no degree/no degree yet","130","0.342425381322124","0.294204836162815","0.390645926481433"
"Some worries","1989","Other degree","264","0.355025444199957","0.319950571708537","0.390100316691377"
"Some worries","1989","secondary school degree","300","0.262576110629927","0.236642873303432","0.288509347956421"
"Big worries","1990","college entrance qualification","157","0.0833739255038042","0.0677000870287356","0.0990477639788728"
"Big worries","1990","lower secondary degree","759","0.161814131933374","0.149682342857374","0.173945921009373"
"Big worries","1990","no degree/no degree yet","81","0.261229346365022","0.216587472019095","0.30587122071095"
"Big worries","1990","Other degree","127","0.196929250308292","0.167981747452083","0.225876753164501"
"Big worries","1990","secondary school degree","703","0.175214488395353","0.16123328865777","0.189195688132936"
"No worries","1990","college entrance qualification","631","0.621012497303202","0.593506540731511","0.648518453874893"
"No worries","1990","lower secondary degree","1560","0.514056226640937","0.497591869321157","0.530520583960717"
"No worries","1990","no degree/no degree yet","146","0.364118470077838","0.315221034750657","0.413015905405019"
"No worries","1990","Other degree","319","0.448371992825007","0.412170916741957","0.484573068908057"
"No worries","1990","secondary school degree","1113","0.510617698288851","0.492232810546512","0.529002586031191"
"Some worries","1990","college entrance qualification","407","0.295613577192994","0.269741469225956","0.321485685160031"
"Some worries","1990","lower secondary degree","1221","0.324129641425689","0.308711304403876","0.339547978447503"
"Some worries","1990","no degree/no degree yet","145","0.37465218355714","0.325465043230704","0.423839323883575"
"Some worries","1990","Other degree","279","0.354698756866701","0.319873833309207","0.389523680424196"
"Some worries","1990","secondary school degree","1024","0.314167813315796","0.297096037573497","0.331239589058095"
"Big worries","1991","college entrance qualification","153","0.0913833405676296","0.0749907876563489","0.10777589347891"
"Big worries","1991","lower secondary degree","637","0.14710274511184","0.134999303234551","0.15920618698913"
"Big worries","1991","no degree/no degree yet","55","0.162464479328913","0.125424867030726","0.1995040916271"
