"plh0042","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","Schleswig-Holstein","41","0.179938415446338","0.128828706949643","0.231048123943033"
"Big worries","1984","Hamburg","36","0.168501426182833","0.112067887516409","0.224934964849257"
"Big worries","1984","Lower Saxony","140","0.200520102186967","0.169427210954904","0.23161299341903"
"Big worries","1984","Bremen","","","",""
"Big worries","1984","North Rhine-Westphalia","379","0.193788563689045","0.175173578443633","0.212403548934458"
"Big worries","1984","Hesse","143","0.148625996453052","0.122750579133742","0.174501413772363"
"Big worries","1984","Rhineland-Palatinate,Saarland","79","0.158121616581468","0.123716223840484","0.192527009322452"
"Big worries","1984","Baden-Württemberg","230","0.128216470808829","0.110653227714707","0.14577971390295"
"Big worries","1984","Bavaria","212","0.152808550437947","0.132339988027257","0.173277112848637"
"Big worries","1984","Berlin","77","0.218930658185335","0.16797576242362","0.269885553947051"
"Big worries","1984","Brandenburg","","","",""
"Big worries","1984","Mecklenburg-Western Pomerania","","","",""
"Big worries","1984","Saxony","","","",""
"Big worries","1984","Saxony-Anhalt","","","",""
"Big worries","1984","Thuringia","","","",""
"Some worries","1984","Schleswig-Holstein","69","0.311275472199727","0.249670828603325","0.372880115796129"
"Some worries","1984","Hamburg","41","0.24369395168307","0.17896837914974","0.308419524216401"
"Some worries","1984","Lower Saxony","194","0.308938289212443","0.273056618283825","0.344819960141061"
"Some worries","1984","Bremen","","","",""
"Some worries","1984","North Rhine-Westphalia","535","0.29477118180557","0.273298727663547","0.316243635947594"
"Some worries","1984","Hesse","203","0.276114132803752","0.243593488017641","0.308634777589864"
"Some worries","1984","Rhineland-Palatinate,Saarland","152","0.347035121903879","0.302146337622984","0.391923906184773"
"Some worries","1984","Baden-Württemberg","460","0.3187452040947","0.294265560573647","0.343224847615753"
"Some worries","1984","Bavaria","401","0.321841031695204","0.295263833681099","0.348418229709308"
"Some worries","1984","Berlin","75","0.307641519181125","0.250772490284482","0.364510548077767"
"Some worries","1984","Brandenburg","","","",""
"Some worries","1984","Mecklenburg-Western Pomerania","","","",""
"Some worries","1984","Saxony","","","",""
"Some worries","1984","Saxony-Anhalt","","","",""
"Some worries","1984","Thuringia","","","",""
"No worries","1984","Schleswig-Holstein","107","0.508786112353935","0.442270871704041","0.57530135300383"
"No worries","1984","Hamburg","92","0.587804622134097","0.51359285111891","0.662016393149284"
"No worries","1984","Lower Saxony","303","0.49054160860059","0.451720256228855","0.529362960972324"
"No worries","1984","Bremen","","","",""
"No worries","1984","North Rhine-Westphalia","818","0.511440254505384","0.487898954532314","0.534981554478454"
"No worries","1984","Hesse","380","0.575259870743195","0.53930369720865","0.611216044277741"
"No worries","1984","Rhineland-Palatinate,Saarland","201","0.494843261514653","0.447696363584274","0.541990159445033"
"No worries","1984","Baden-Württemberg","702","0.553038325096471","0.526920246131884","0.579156404061058"
"No worries","1984","Bavaria","574","0.525350417866849","0.49694286497277","0.553757970760928"
"No worries","1984","Berlin","101","0.47342782263354","0.411903948749878","0.534951696517202"
"No worries","1984","Brandenburg","","","",""
"No worries","1984","Mecklenburg-Western Pomerania","","","",""
"No worries","1984","Saxony","","","",""
"No worries","1984","Saxony-Anhalt","","","",""
"No worries","1984","Thuringia","","","",""
"Big worries","1985","Schleswig-Holstein","","","",""
"Big worries","1985","Hamburg","30","0.113471470030934","0.0640165793281538","0.162926360733714"
"Big worries","1985","Lower Saxony","91","0.145755838002805","0.116530599328965","0.174981076676645"
"Big worries","1985","Bremen","","","",""
"Big worries","1985","North Rhine-Westphalia","245","0.137271745062329","0.120227420311711","0.154316069812947"
"Big worries","1985","Hesse","81","0.102190156902905","0.0789045196907512","0.12547579411506"
"Big worries","1985","Rhineland-Palatinate,Saarland","69","0.159806290784508","0.1231567002167","0.196455881352316"
"Big worries","1985","Baden-Württemberg","169","0.0956879577303382","0.0795286895333442","0.111847225927332"
"Big worries","1985","Bavaria","126","0.0932694292648458","0.0760448024943182","0.110494056035374"
"Big worries","1985","Berlin","35","0.148819740133506","0.101465456989464","0.196174023277547"
"Big worries","1985","Brandenburg","","","",""
"Big worries","1985","Mecklenburg-Western Pomerania","","","",""
"Big worries","1985","Saxony","","","",""
"Big worries","1985","Saxony-Anhalt","","","",""
"Big worries","1985","Thuringia","","","",""
"Some worries","1985","Schleswig-Holstein","49","0.260196509365105","0.198137277224538","0.322255741505671"
