"plh0042","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1985","Lower Saxony","Female","30","0.121864253680211","0.0786371890550285","0.165091318305393","1"
"Big worries","1985","Bremen","Male","7","","","","1"
"Big worries","1985","Bremen","Female","5","","","","1"
"Big worries","1985","North Rhine-Westphalia","Male","167","0.14365494911993","0.1222039481945","0.16510595004536","1"
"Big worries","1985","North Rhine-Westphalia","Female","78","0.126081591539051","0.0980585678867494","0.154104615191352","1"
"Big worries","1985","Hesse","Male","62","0.117520261035721","0.0866848441159866","0.148355677955456","1"
"Big worries","1985","Hesse","Female","19","","","","1"
"Big worries","1985","Rhineland-Palatinate,Saarland","Male","52","0.192447003944845","0.142982430153005","0.241911577736685","1"
"Big worries","1985","Rhineland-Palatinate,Saarland","Female","17","","","","1"
"Big worries","1985","Baden-Württemberg","Male","110","0.104288532844421","0.0827567517102935","0.125820313978549","1"
"Big worries","1985","Baden-Württemberg","Female","59","0.0840479549787709","0.0597036285966441","0.108392281360898","1"
"Big worries","1985","Bavaria","Male","83","0.103237889067838","0.0794972943229061","0.126978483812771","1"
"Big worries","1985","Bavaria","Female","43","0.0799856664858477","0.0553029768992395","0.104668356072456","1"
"Big worries","1985","Berlin","Male","21","","","","1"
"Big worries","1985","Berlin","Female","14","","","","1"
"Big worries","1985","Brandenburg","Male","","","","","1"
"Big worries","1985","Brandenburg","Female","","","","","1"
"Big worries","1985","Mecklenburg-Western Pomerania","Male","","","","","1"
"Big worries","1985","Mecklenburg-Western Pomerania","Female","","","","","1"
"Big worries","1985","Saxony","Male","","","","","1"
"Big worries","1985","Saxony","Female","","","","","1"
"Big worries","1985","Saxony-Anhalt","Male","","","","","1"
"Big worries","1985","Saxony-Anhalt","Female","","","","","1"
"Big worries","1985","Thuringia","Male","","","","","1"
"Big worries","1985","Thuringia","Female","","","","","1"
"No worries","1985","Schleswig-Holstein","Male","67","0.612478945060439","0.524201776721172","0.700756113399705","3"
"No worries","1985","Schleswig-Holstein","Female","49","0.687044918432898","0.582102509505725","0.791987327360072","3"
"No worries","1985","Rhineland-Palatinate,Saarland","Female","74","0.547098991541386","0.464643672929533","0.629554310153239","3"
"No worries","1985","Rhineland-Palatinate,Saarland","Male","118","0.522305326909321","0.459630866356829","0.584979787461813","3"
"No worries","1985","Hamburg","Male","41","0.528892658264999","0.42744306220563","0.630342254324369","3"
"No worries","1985","Hamburg","Female","40","0.664305704552896","0.549504251704173","0.77910715740162","3"
"No worries","1985","Lower Saxony","Male","167","0.514031177129839","0.460905122204057","0.56715723205562","3"
"No worries","1985","Lower Saxony","Female","123","0.566806164658979","0.501328200634987","0.632284128682972","3"
"No worries","1985","Bremen","Female","6","","","","3"
"No worries","1985","North Rhine-Westphalia","Male","550","0.582538575764789","0.552378433255641","0.612698718273938","3"
"No worries","1985","North Rhine-Westphalia","Female","308","0.603913688777975","0.562624527401174","0.645202850154776","3"
"No worries","1985","Hesse","Male","220","0.611440084957423","0.564769093090282","0.658111076824564","3"
"No worries","1985","Hesse","Female","147","0.702718892806289","0.643778018883876","0.761659766728703","3"
"No worries","1985","Bremen","Male","9","","","","3"
"No worries","1985","Baden-Württemberg","Male","422","0.587845649848413","0.553168834246504","0.622522465450321","3"
"No worries","1985","Baden-Württemberg","Female","297","0.66051911902715","0.618971305386209","0.702066932668091","3"
"No worries","1985","Bavaria","Male","344","0.584949279749881","0.546503993168401","0.623394566331361","3"
"No worries","1985","Bavaria","Female","270","0.594930645705368","0.550263627166363","0.639597664244372","3"
"No worries","1985","Berlin","Male","66","0.566106500141832","0.47779931354887","0.654413686734794","3"
"No worries","1985","Berlin","Female","44","0.475877138943805","0.375974618092562","0.575779659795049","3"
"No worries","1985","Brandenburg","Male","","","","","3"
"No worries","1985","Brandenburg","Female","","","","","3"
"No worries","1985","Mecklenburg-Western Pomerania","Male","","","","","3"
"No worries","1985","Mecklenburg-Western Pomerania","Female","","","","","3"
"No worries","1985","Saxony","Male","","","","","3"
"No worries","1985","Saxony","Female","","","","","3"
"No worries","1985","Saxony-Anhalt","Female","","","","","3"
"No worries","1985","Thuringia","Male","","","","","3"
"No worries","1985","Thuringia","Female","","","","","3"
"No worries","1985","Saxony-Anhalt","Male","","","","","3"
"Some worries","1985","Saxony-Anhalt","Male","","","","","2"
"Some worries","1985","Schleswig-Holstein","Female","18","","","","2"
"Some worries","1985","Bavaria","Male","204","0.31181283118228","0.275669041357922","0.347956621006639","2"
"Some worries","1985","Brandenburg","Male","","","","","2"
"Some worries","1985","Mecklenburg-Western Pomerania","Female","","","","","2"
"Some worries","1985","Saxony","Female","","","","","2"
"Some worries","1985","Schleswig-Holstein","Male","31","0.263789369811936","0.183937544629875","0.343641194993996","2"
"Some worries","1985","Berlin","Female","38","0.381617572848244","0.284442421258976","0.478792724437513","2"
"Some worries","1985","Brandenburg","Female","","","","","2"
"Some worries","1985","Mecklenburg-Western Pomerania","Male","","","","","2"
"Some worries","1985","Saxony","Male","","","","","2"
"Some worries","1985","Saxony-Anhalt","Female","","","","","2"
"Some worries","1985","Hamburg","Male","31","0.341849082892227","0.245446965770591","0.438251200013863","2"
"Some worries","1985","Hamburg","Female","16","","","","2"
"Some worries","1985","Lower Saxony","Male","112","0.323364420142121","0.273644300590848","0.373084539693395","2"
"Some worries","1985","Hesse","Male","137","0.271039654006856","0.228478886726753","0.31360042128696","2"
"Some worries","1985","Hesse","Female","65","0.222425792305186","0.168796063916498","0.276055520693874","2"
"Some worries","1985","Rhineland-Palatinate,Saarland","Female","49","0.346894387963915","0.268049340683975","0.425739435243855","2"
"Some worries","1985","Baden-Württemberg","Male","242","0.307865817307166","0.275345595761826","0.340386038852505","2"
"Some worries","1985","Baden-Württemberg","Female","143","0.255432925994079","0.217169119560987","0.293696732427171","2"
"Some worries","1985","Bavaria","Female","151","0.325083687808785","0.282463863797269","0.3677035118203","2"
"Some worries","1985","Berlin","Male","34","0.280492742210064","0.200447815822595","0.360537668597534","2"
"Some worries","1985","Thuringia","Male","","","","","2"
"Some worries","1985","Thuringia","Female","","","","","2"
"Some worries","1985","Lower Saxony","Female","67","0.31132958166081","0.25014349762651","0.372515665695109","2"
"Some worries","1985","Bremen","Male","8","","","","2"
"Some worries","1985","Bremen","Female","3","","","","2"
"Some worries","1985","North Rhine-Westphalia","Male","310","0.273806475115281","0.246534856644787","0.301078093585775","2"
"Some worries","1985","North Rhine-Westphalia","Female","153","0.270004719682974","0.232524734337957","0.307484705027992","2"
"Some worries","1985","Rhineland-Palatinate,Saarland","Male","74","0.285247669145834","0.22859217651618","0.341903161775488","2"
"Big worries","1986","Schleswig-Holstein","Male","19","","","","1"
"Big worries","1986","Schleswig-Holstein","Female","10","","","","1"
"Big worries","1986","Hamburg","Male","11","","","","1"
"Big worries","1986","Hamburg","Female","5","","","","1"
"Big worries","1986","Lower Saxony","Male","58","0.145989645019275","0.108676533655454","0.183302756383097","1"
"Big worries","1986","Lower Saxony","Female","37","0.142751206976035","0.0969404553404881","0.188561958611583","1"
"Big worries","1986","Bremen","Male","6","","","","1"
"Big worries","1986","Bremen","Female","6","","","","1"
"Big worries","1986","North Rhine-Westphalia","Male","163","0.145626392821676","0.123243415138819","0.168009370504532","1"
"Big worries","1986","North Rhine-Westphalia","Female","83","0.139894324540126","0.110051469687556","0.169737179392697","1"
"Big worries","1986","Hesse","Male","43","0.0987860797084309","0.0681340512350536","0.129438108181808","1"
"Big worries","1986","Hesse","Female","27","","","","1"
"Big worries","1986","Rhineland-Palatinate,Saarland","Male","56","0.201678492284622","0.151939521486069","0.251417463083175","1"
"Big worries","1986","Rhineland-Palatinate,Saarland","Female","20","","","","1"
"Big worries","1986","Baden-Württemberg","Male","94","0.088423763763331","0.0684095128566064","0.108438014670056","1"
"Big worries","1986","Baden-Württemberg","Female","52","0.0693974754195078","0.0468963624517309","0.0918985883872848","1"
"Big worries","1986","Bavaria","Male","82","0.117405806227644","0.0913205276810441","0.143491084774244","1"
"Big worries","1986","Bavaria","Female","48","0.0987533822299913","0.0701539268131718","0.127352837646811","1"
"Big worries","1986","Berlin","Male","24","","","","1"
"Big worries","1986","Berlin","Female","9","","","","1"
"Big worries","1986","Brandenburg","Male","","","","","1"
"Big worries","1986","Brandenburg","Female","","","","","1"
"Big worries","1986","Mecklenburg-Western Pomerania","Male","","","","","1"
"Big worries","1986","Mecklenburg-Western Pomerania","Female","","","","","1"
"Big worries","1986","Saxony","Male","","","","","1"
"Big worries","1986","Saxony","Female","","","","","1"
"Big worries","1986","Saxony-Anhalt","Male","","","","","1"
"Big worries","1986","Saxony-Anhalt","Female","","","","","1"
"Big worries","1986","Thuringia","Male","","","","","1"
"Big worries","1986","Thuringia","Female","","","","","1"
"No worries","1986","Rhineland-Palatinate,Saarland","Male","106","0.459174541650999","0.397401988638483","0.520947094663515","3"
"No worries","1986","Rhineland-Palatinate,Saarland","Female","80","0.597241813210165","0.515999671396735","0.678483955023595","3"
"No worries","1986","Schleswig-Holstein","Female","44","0.604104919961067","0.493426309514802","0.714783530407331","3"
"No worries","1986","Schleswig-Holstein","Male","55","0.581104382816516","0.487180693756499","0.675028071876532","3"
"No worries","1986","Hamburg","Male","40","0.502994440893353","0.39607155701949","0.609917324767216","3"
"No worries","1986","Hamburg","Female","37","0.670365371579591","0.547246031820188","0.793484711338994","3"
"No worries","1986","Lower Saxony","Female","126","0.595538983064818","0.531267619470776","0.65981034665886","3"
"No worries","1986","Bremen","Female","7","","","","3"
"No worries","1986","North Rhine-Westphalia","Male","501","0.570231947926768","0.53881841801805","0.601645477835487","3"
"No worries","1986","North Rhine-Westphalia","Female","297","0.601087105567332","0.558958978155431","0.643215232979234","3"
"No worries","1986","Hesse","Male","221","0.621448025856515","0.571621275575506","0.671274776137523","3"
"No worries","1986","Hesse","Female","152","0.698033833373698","0.638956419183274","0.757111247564122","3"
"No worries","1986","Lower Saxony","Male","183","0.548165979284409","0.495574622768763","0.600757335800054","3"
"No worries","1986","Bremen","Male","9","","","","3"
"No worries","1986","Baden-Württemberg","Male","424","0.605830554168413","0.571381650212756","0.640279458124071","3"
"No worries","1986","Baden-Württemberg","Female","289","0.669366984677199","0.627713119806879","0.711020849547519","3"
"No worries","1986","Bavaria","Male","317","0.58128254788531","0.541304247082713","0.621260848687908","3"
"No worries","1986","Bavaria","Female","244","0.606728434917119","0.559900673400499","0.65355619643374","3"
"No worries","1986","Berlin","Male","72","0.624918899878444","0.542327363353702","0.707510436403187","3"
"No worries","1986","Berlin","Female","46","0.570251899833604","0.463104529220614","0.677399270446593","3"
"No worries","1986","Brandenburg","Male","","","","","3"
"No worries","1986","Brandenburg","Female","","","","","3"
"No worries","1986","Mecklenburg-Western Pomerania","Male","","","","","3"
"No worries","1986","Mecklenburg-Western Pomerania","Female","","","","","3"
"No worries","1986","Saxony","Male","","","","","3"
"No worries","1986","Saxony","Female","","","","","3"
"No worries","1986","Saxony-Anhalt","Male","","","","","3"
"No worries","1986","Saxony-Anhalt","Female","","","","","3"
"No worries","1986","Thuringia","Male","","","","","3"
"No worries","1986","Thuringia","Female","","","","","3"
"Some worries","1986","Saxony","Female","","","","","2"
"Some worries","1986","Saxony-Anhalt","Male","","","","","2"
"Some worries","1986","Schleswig-Holstein","Male","32","0.282604315698679","0.196887913667743","0.368320717729614","2"
"Some worries","1986","Mecklenburg-Western Pomerania","Female","","","","","2"
"Some worries","1986","Hamburg","Male","33","0.395742069415808","0.291167583634351","0.500316555197265","2"
"Some worries","1986","Hamburg","Female","14","","","","2"
"Some worries","1986","Berlin","Female","27","","","","2"
"Some worries","1986","Brandenburg","Male","","","","","2"
"Some worries","1986","Mecklenburg-Western Pomerania","Male","","","","","2"
"Some worries","1986","Saxony","Male","","","","","2"
"Some worries","1986","Saxony-Anhalt","Female","","","","","2"
"Some worries","1986","Schleswig-Holstein","Female","21","","","","2"
"Some worries","1986","Lower Saxony","Male","103","0.305844375696316","0.257153504813739","0.354535246578893","2"
"Some worries","1986","Lower Saxony","Female","61","0.261709809959146","0.204146251694792","0.319273368223501","2"
"Some worries","1986","Bremen","Male","14","","","","2"
"Some worries","1986","Bremen","Female","6","","","","2"
"Some worries","1986","Hesse","Male","100","0.279765894435054","0.233652018645292","0.325879770224817","2"
"Some worries","1986","Rhineland-Palatinate,Saarland","Female","40","0.274410917825322","0.200496333984578","0.348325501666066","2"
"Some worries","1986","Baden-Württemberg","Male","255","0.305745682068256","0.273267044343847","0.338224319792664","2"
"Some worries","1986","Baden-Württemberg","Female","149","0.261235539903293","0.22233826479792","0.300132815008666","2"
"Some worries","1986","Bavaria","Male","186","0.301311645887046","0.264130748372152","0.338492543401939","2"
"Some worries","1986","Bavaria","Female","126","0.294518182852889","0.250820448649407","0.338215917056371","2"
"Some worries","1986","Berlin","Male","36","0.238501228627879","0.165800119046205","0.311202338209553","2"
"Some worries","1986","Brandenburg","Female","","","","","2"
"Some worries","1986","Thuringia","Male","","","","","2"
"Some worries","1986","Thuringia","Female","","","","","2"
"Some worries","1986","North Rhine-Westphalia","Male","290","0.284141659251556","0.255522629607286","0.312760688895826","2"
"Some worries","1986","North Rhine-Westphalia","Female","139","0.259018569892541","0.221327928781916","0.296709211003167","2"
"Some worries","1986","Hesse","Female","53","0.19369674579702","0.142843993041013","0.244549498553027","2"
"Some worries","1986","Rhineland-Palatinate,Saarland","Male","88","0.339146966064379","0.280462318745145","0.397831613383613","2"
"Big worries","1987","Hamburg","Male","10","","","","1"
"Big worries","1987","Hamburg","Female","8","","","","1"
"Big worries","1987","Lower Saxony","Male","44","0.126772635466017","0.0921130880107156","0.161432182921318","1"
"Big worries","1987","Lower Saxony","Female","35","0.135606175229128","0.0924705627157599","0.178741787742495","1"
"Big worries","1987","Bremen","Male","4","","","","1"
"Big worries","1987","Bremen","Female","4","","","","1"
"Big worries","1987","North Rhine-Westphalia","Male","147","0.1255628301431","0.10483818037078","0.14628747991542","1"
"Big worries","1987","North Rhine-Westphalia","Female","66","0.106137771426133","0.080158827870692","0.132116714981574","1"
"Big worries","1987","Hesse","Male","32","0.0755794238963934","0.0489330092618631","0.102225838530924","1"
"Big worries","1987","Hesse","Female","22","","","","1"
"Big worries","1987","Rhineland-Palatinate,Saarland","Male","46","0.145292300356726","0.101955051211188","0.188629549502264","1"
"Big worries","1987","Rhineland-Palatinate,Saarland","Female","17","","","","1"
"Big worries","1987","Baden-Württemberg","Male","78","0.0820465629420784","0.062548283734201","0.101544842149956","1"
"Big worries","1987","Baden-Württemberg","Female","52","0.0640078414106096","0.0421565420037516","0.0858591408174676","1"
"Big worries","1987","Bavaria","Male","57","0.0807420044711078","0.0587959875831513","0.102688021359064","1"
"Big worries","1987","Bavaria","Female","36","0.0671487258260276","0.0439987781828115","0.0902986734692437","1"
"Big worries","1987","Berlin","Male","19","","","","1"
"Big worries","1987","Berlin","Female","15","","","","1"
"Big worries","1987","Brandenburg","Male","","","","","1"
"Big worries","1987","Brandenburg","Female","","","","","1"
"Big worries","1987","Mecklenburg-Western Pomerania","Male","","","","","1"
"Big worries","1987","Mecklenburg-Western Pomerania","Female","","","","","1"
"Big worries","1987","Saxony","Male","","","","","1"
"Big worries","1987","Saxony","Female","","","","","1"
"Big worries","1987","Saxony-Anhalt","Male","","","","","1"
"Big worries","1987","Saxony-Anhalt","Female","","","","","1"
"Big worries","1987","Thuringia","Male","","","","","1"
"Big worries","1987","Thuringia","Female","","","","","1"
"Big worries","1987","Schleswig-Holstein","Male","12","","","","1"
"Big worries","1987","Schleswig-Holstein","Female","14","","","","1"
"No worries","1987","Schleswig-Holstein","Male","64","0.61118723290664","0.52008916968844","0.70228529612484","3"
"No worries","1987","Hamburg","Male","35","0.548934282003756","0.434786691509261","0.663081872498251","3"
"No worries","1987","Hamburg","Female","23","","","","3"
"No worries","1987","Rhineland-Palatinate,Saarland","Female","81","0.585520012186176","0.503327699104671","0.66771232526768","3"
"No worries","1987","Schleswig-Holstein","Female","34","0.416452378777622","0.305621157220493","0.52728360033475","3"
"No worries","1987","Lower Saxony","Male","184","0.506972650550693","0.454892260124921","0.559053040976465","3"
"No worries","1987","Lower Saxony","Female","134","0.576894409029941","0.514648193074276","0.639140624985606","3"
"No worries","1987","Bremen","Male","9","","","","3"
"No worries","1987","Bremen","Female","7","","","","3"
"No worries","1987","North Rhine-Westphalia","Male","484","0.53994832025527","0.508775811562233","0.571120828948307","3"
"No worries","1987","North Rhine-Westphalia","Female","311","0.621537440585893","0.580630564081632","0.662444317090154","3"
"No worries","1987","Hesse","Male","226","0.611614368619048","0.562481444896275","0.66074729234182","3"
"No worries","1987","Hesse","Female","145","0.685602690836377","0.625989029311015","0.745216352361738","3"
"No worries","1987","Rhineland-Palatinate,Saarland","Male","128","0.571076829443227","0.510211741150595","0.63194191773586","3"
"No worries","1987","Baden-Württemberg","Male","414","0.606212597413283","0.571499037724536","0.64092615710203","3"
"No worries","1987","Baden-Württemberg","Female","254","0.566912489224352","0.522677042834093","0.611147935614611","3"
"No worries","1987","Bavaria","Male","341","0.594172398843812","0.554616226088481","0.633728571599143","3"
"No worries","1987","Bavaria","Female","261","0.60221107792394","0.556939499903475","0.647482655944406","3"
"No worries","1987","Berlin","Male","75","0.688140265143095","0.605937521397509","0.770343008888681","3"
"No worries","1987","Berlin","Female","51","0.649448300872184","0.548604966741443","0.750291635002924","3"
"No worries","1987","Brandenburg","Male","","","","","3"
"No worries","1987","Brandenburg","Female","","","","","3"
"No worries","1987","Mecklenburg-Western Pomerania","Male","","","","","3"
"No worries","1987","Mecklenburg-Western Pomerania","Female","","","","","3"
"No worries","1987","Saxony","Male","","","","","3"
"No worries","1987","Saxony","Female","","","","","3"
"No worries","1987","Saxony-Anhalt","Male","","","","","3"
"No worries","1987","Saxony-Anhalt","Female","","","","","3"
"No worries","1987","Thuringia","Male","","","","","3"
"No worries","1987","Thuringia","Female","","","","","3"
"Some worries","1987","Hamburg","Male","28","","","","2"
"Some worries","1987","Thuringia","Female","","","","","2"
"Some worries","1987","Mecklenburg-Western Pomerania","Female","","","","","2"
"Some worries","1987","Berlin","Female","20","","","","2"
"Some worries","1987","Saxony","Male","","","","","2"
"Some worries","1987","Thuringia","Male","","","","","2"
"Some worries","1987","Saxony-Anhalt","Male","","","","","2"
"Some worries","1987","Mecklenburg-Western Pomerania","Male","","","","","2"
"Some worries","1987","Saxony-Anhalt","Female","","","","","2"
"Some worries","1987","Schleswig-Holstein","Female","28","","","","2"
"Some worries","1987","Hamburg","Female","18","","","","2"
"Some worries","1987","Saxony","Female","","","","","2"
"Some worries","1987","Schleswig-Holstein","Male","34","0.305760515198874","0.21966171402835","0.391859316369398","2"
"Some worries","1987","Lower Saxony","Male","126","0.366254713983291","0.316067227861073","0.416442200105508","2"
"Some worries","1987","Bremen","Male","10","","","","2"
"Some worries","1987","Bremen","Female","5","","","","2"
"Some worries","1987","Rhineland-Palatinate,Saarland","Female","40","0.310975242537785","0.233744738563854","0.388205746511716","2"
"Some worries","1987","Baden-Württemberg","Male","269","0.311740839644638","0.278830784257984","0.344650895031293","2"
"Some worries","1987","Bavaria","Male","194","0.32508559668508","0.287353542460106","0.362817650910054","2"
"Some worries","1987","Bavaria","Female","152","0.330640196250032","0.28712584031081","0.374154552189254","2"
"Some worries","1987","Berlin","Male","28","","","","2"
"Some worries","1987","Brandenburg","Male","","","","","2"
"Some worries","1987","Brandenburg","Female","","","","","2"
"Some worries","1987","Lower Saxony","Female","73","0.287499415740931","0.230476226445104","0.344522605036759","2"
"Some worries","1987","North Rhine-Westphalia","Male","351","0.33448884960163","0.30497941845281","0.36399828075045","2"
"Some worries","1987","North Rhine-Westphalia","Female","163","0.272324787987974","0.234778795514832","0.309870780461116","2"
"Some worries","1987","Hesse","Male","120","0.312806207484559","0.266067199931792","0.359545215037326","2"
"Some worries","1987","Hesse","Female","66","0.240662206375401","0.185772414318801","0.295551998432001","2"
"Some worries","1987","Rhineland-Palatinate,Saarland","Male","80","0.283630870200047","0.228196845274538","0.339064895125556","2"
"Some worries","1987","Baden-Württemberg","Female","176","0.369079669365038","0.326000046322078","0.412159292407998","2"
"Big worries","1988","Hamburg","Male","12","","","","1"
"Big worries","1988","Hamburg","Female","5","","","","1"
"Big worries","1988","Lower Saxony","Male","55","0.153777705341714","0.115489957494277","0.192065453189151","1"
"Big worries","1988","Lower Saxony","Female","35","0.137626901462127","0.0921033624440254","0.183150440480228","1"
"Big worries","1988","Bremen","Male","8","","","","1"
