"plh0042","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"No worries","1985","16-34 y.","higher education","120","0.691784055003313","0.623565175447756","0.760002934558871"
"No worries","1985","35-65 y.","in school","","","",""
"No worries","1985","35-65 y.","inadequately","154","0.435217985305865","0.383202910933524","0.487233059678206"
"No worries","1985","35-65 y.","general elemantary","381","0.584802172933746","0.549630385246645","0.619973960620846"
"No worries","1985","35-65 y.","middle vocational","974","0.57176812462748","0.548604495729554","0.594931753525405"
"No worries","1985","35-65 y.","vocational + Abi","51","0.678405196000968","0.577307732544716","0.77950265945722"
"No worries","1985","35-65 y.","higher vocational","159","0.641857027991614","0.582305105731381","0.701408950251846"
"No worries","1985","35-65 y.","higher education","280","0.772109139763807","0.729309737024652","0.814908542502961"
"No worries","1985","66 and older","in school","","","",""
"No worries","1985","66 and older","inadequately","","","",""
"No worries","1985","66 and older","general elemantary","","","",""
"No worries","1985","66 and older","middle vocational","","","",""
"No worries","1985","66 and older","vocational + Abi","","","",""
"No worries","1985","66 and older","higher vocational","","","",""
"No worries","1985","66 and older","higher education","","","",""
"Big worries","1986","16-34 y.","in school","","","",""
"Big worries","1986","16-34 y.","inadequately","","","",""
"Big worries","1986","16-34 y.","general elemantary","119","0.157931189907643","0.129700153585334","0.186162226229952"
"Big worries","1986","16-34 y.","middle vocational","173","0.127627864421211","0.109390954601623","0.145864774240799"
"Big worries","1986","16-34 y.","vocational + Abi","","","",""
"Big worries","1986","16-34 y.","higher vocational","","","",""
"Big worries","1986","16-34 y.","higher education","","","",""
"Big worries","1986","35-65 y.","in school","","","",""
"Big worries","1986","35-65 y.","inadequately","71","0.248979036166077","0.201674477449067","0.296283594883087"
"Big worries","1986","35-65 y.","general elemantary","115","0.123353481893725","0.0986372877916129","0.148069675995838"
"Big worries","1986","35-65 y.","middle vocational","232","0.126946505633894","0.110941221653849","0.142951789613939"
"Big worries","1986","35-65 y.","vocational + Abi","","","",""
"Big worries","1986","35-65 y.","higher vocational","","","",""
"Big worries","1986","35-65 y.","higher education","","","",""
"Big worries","1986","66 and older","in school","","","",""
"Big worries","1986","66 and older","inadequately","","","",""
"Big worries","1986","66 and older","general elemantary","","","",""
"Big worries","1986","66 and older","middle vocational","","","",""
"Big worries","1986","66 and older","vocational + Abi","","","",""
"Big worries","1986","66 and older","higher vocational","","","",""
"Big worries","1986","66 and older","higher education","","","",""
"Some worries","1986","16-34 y.","in school","","","",""
"Some worries","1986","16-34 y.","inadequately","43","0.457388729120018","0.361179526948071","0.553597931291966"
"Some worries","1986","16-34 y.","general elemantary","223","0.351544566272212","0.314583087536613","0.388506045007811"
"Some worries","1986","16-34 y.","middle vocational","394","0.293692534262793","0.268799894252476","0.31858517427311"
"Some worries","1986","16-34 y.","vocational + Abi","34","0.318601556021215","0.229480985819866","0.407722126222564"
"Some worries","1986","16-34 y.","higher vocational","","","",""
"Some worries","1986","16-34 y.","higher education","49","0.27791029332169","0.21191554890937","0.343905037734009"
"Some worries","1986","35-65 y.","in school","","","",""
"Some worries","1986","35-65 y.","inadequately","122","0.381199290720669","0.328068409614281","0.434330171827056"
"Some worries","1986","35-65 y.","general elemantary","223","0.290430417488837","0.256310169477531","0.324550665500144"
"Some worries","1986","35-65 y.","middle vocational","485","0.289130926652769","0.267335033733925","0.310926819571613"
"Some worries","1986","35-65 y.","vocational + Abi","","","",""
"Some worries","1986","35-65 y.","higher vocational","63","0.282813096608","0.223835100085921","0.341791093130079"
"Some worries","1986","35-65 y.","higher education","77","0.202970910864318","0.162098466863258","0.243843354865377"
"Some worries","1986","66 and older","in school","","","",""
"Some worries","1986","66 and older","inadequately","","","",""
"Some worries","1986","66 and older","general elemantary","","","",""
"Some worries","1986","66 and older","middle vocational","","","",""
"Some worries","1986","66 and older","vocational + Abi","","","",""
"Some worries","1986","66 and older","higher vocational","","","",""
"Some worries","1986","66 and older","higher education","","","",""
"No worries","1986","16-34 y.","in school","","","",""
"No worries","1986","16-34 y.","inadequately","35","0.337935974226384","0.246588469832972","0.429283478619796"
"No worries","1986","16-34 y.","general elemantary","299","0.490524243820145","0.4518242339285","0.52922425371179"
"No worries","1986","16-34 y.","middle vocational","719","0.578679601315996","0.551692705232182","0.60566649739981"
"No worries","1986","16-34 y.","vocational + Abi","57","0.574524312884589","0.479956134911616","0.669092490857562"
"No worries","1986","16-34 y.","higher vocational","94","0.692350428942155","0.614208013478232","0.770492844406079"
"No worries","1986","16-34 y.","higher education","111","0.626789994587489","0.555537655736705","0.698042333438274"
"No worries","1986","35-65 y.","in school","","","",""
"No worries","1986","35-65 y.","inadequately","128","0.369821673113255","0.317010783207355","0.422632563019155"
"No worries","1986","35-65 y.","general elemantary","342","0.586216100617437","0.549198411841299","0.623233789393576"
"No worries","1986","35-65 y.","middle vocational","945","0.583922567713338","0.560225353641826","0.60761978178485"
"No worries","1986","35-65 y.","vocational + Abi","48","0.702909361839636","0.602139957245787","0.803678766433486"
"No worries","1986","35-65 y.","higher vocational","146","0.644159124702199","0.58146186201154","0.706856387392858"
"No worries","1986","35-65 y.","higher education","270","0.739262843116362","0.694648189760191","0.783877496472533"
"No worries","1986","66 and older","in school","","","",""
"No worries","1986","66 and older","inadequately","","","",""
"No worries","1986","66 and older","general elemantary","","","",""
"No worries","1986","66 and older","middle vocational","","","",""
"No worries","1986","66 and older","vocational + Abi","","","",""
"No worries","1986","66 and older","higher vocational","","","",""
"No worries","1986","66 and older","higher education","","","",""
"Big worries","1987","16-34 y.","in school","","","",""
"Big worries","1987","16-34 y.","inadequately","","","",""
"Big worries","1987","16-34 y.","general elemantary","111","0.149818031401454","0.122692687288094","0.176943375514814"
"Big worries","1987","16-34 y.","middle vocational","135","0.0827706010767658","0.0678952431798928","0.0976459589736388"
"Big worries","1987","16-34 y.","vocational + Abi","","","",""
"Big worries","1987","16-34 y.","higher vocational","","","",""
"Big worries","1987","16-34 y.","higher education","","","",""
"Big worries","1987","35-65 y.","in school","","","",""
"Big worries","1987","35-65 y.","inadequately","48","0.152630246582413","0.112789019663862","0.192471473500964"
"Big worries","1987","35-65 y.","general elemantary","99","0.11019055156085","0.08686049838064","0.133520604741061"
"Big worries","1987","35-65 y.","middle vocational","193","0.108215293078242","0.0933957026859726","0.123034883470511"
"Big worries","1987","35-65 y.","vocational + Abi","","","",""
"Big worries","1987","35-65 y.","higher vocational","","","",""
"Big worries","1987","35-65 y.","higher education","","","",""
"Big worries","1987","66 and older","in school","","","",""
"Big worries","1987","66 and older","inadequately","","","",""
"Big worries","1987","66 and older","general elemantary","","","",""
"Big worries","1987","66 and older","middle vocational","","","",""
"Big worries","1987","66 and older","vocational + Abi","","","",""
"Big worries","1987","66 and older","higher vocational","","","",""
"Big worries","1987","66 and older","higher education","","","",""
"Some worries","1987","16-34 y.","in school","","","",""
"Some worries","1987","16-34 y.","inadequately","46","0.386126660711666","0.291177378740724","0.481075942682609"
"Some worries","1987","16-34 y.","general elemantary","256","0.379477661653164","0.34259611829005","0.416359205016279"
"Some worries","1987","16-34 y.","middle vocational","460","0.336336959646724","0.310830422634441","0.361843496659007"
"Some worries","1987","16-34 y.","vocational + Abi","38","0.409835886347197","0.313922594914865","0.505749177779529"
"Some worries","1987","16-34 y.","higher vocational","","","",""
"Some worries","1987","16-34 y.","higher education","45","0.256869098366302","0.190998238929667","0.322739957802937"
"Some worries","1987","35-65 y.","in school","","","",""
"Some worries","1987","35-65 y.","inadequately","111","0.374744691043662","0.321119066804333","0.428370315282992"
"Some worries","1987","35-65 y.","general elemantary","236","0.302341992334761","0.268123129667613","0.336560855001908"
"Some worries","1987","35-65 y.","middle vocational","557","0.327489288327807","0.305101560283329","0.349877016372285"
"Some worries","1987","35-65 y.","vocational + Abi","","","",""
"Some worries","1987","35-65 y.","higher vocational","75","0.335777373144196","0.274476986463718","0.397077759824674"
"Some worries","1987","35-65 y.","higher education","67","0.183023236902825","0.143515500291458","0.222530973514192"
"Some worries","1987","66 and older","in school","","","",""
"Some worries","1987","66 and older","inadequately","","","",""
"Some worries","1987","66 and older","general elemantary","","","",""
"Some worries","1987","66 and older","middle vocational","","","",""
"Some worries","1987","66 and older","vocational + Abi","","","",""
"Some worries","1987","66 and older","higher vocational","","","",""
"Some worries","1987","66 and older","higher education","","","",""
"No worries","1987","16-34 y.","in school","","","",""
"No worries","1987","16-34 y.","inadequately","32","0.388813739436949","0.293743410386322","0.483884068487575"
"No worries","1987","16-34 y.","general elemantary","298","0.470704306945382","0.432767520967836","0.508641092922927"
"No worries","1987","16-34 y.","middle vocational","723","0.58089243927651","0.554254477241138","0.607530401311883"
"No worries","1987","16-34 y.","vocational + Abi","55","0.5442794573163","0.447150734377059","0.641408180255541"
"No worries","1987","16-34 y.","higher vocational","82","0.695495662357192","0.615458775989205","0.775532548725179"
"No worries","1987","16-34 y.","higher education","108","0.657977084366283","0.586455401368347","0.729498767364219"
"No worries","1987","35-65 y.","in school","","","",""
"No worries","1987","35-65 y.","inadequately","154","0.472625062373925","0.417316287380589","0.52793383736726"
"No worries","1987","35-65 y.","general elemantary","357","0.587467456104389","0.550788576792254","0.624146335416524"
"No worries","1987","35-65 y.","middle vocational","938","0.564295418593951","0.540641058965503","0.587949778222398"
"No worries","1987","35-65 y.","vocational + Abi","43","0.58828653399251","0.47906889617736","0.69750417180766"
"No worries","1987","35-65 y.","higher vocational","134","0.572599181954616","0.508386072060228","0.636812291849005"
"No worries","1987","35-65 y.","higher education","277","0.764467613883648","0.721113626850392","0.807821600916903"
"No worries","1987","66 and older","in school","","","",""
"No worries","1987","66 and older","inadequately","","","",""
"No worries","1987","66 and older","general elemantary","","","",""
"No worries","1987","66 and older","middle vocational","","","",""
"No worries","1987","66 and older","vocational + Abi","","","",""
"No worries","1987","66 and older","higher vocational","","","",""
"No worries","1987","66 and older","higher education","","","",""
"Big worries","1988","16-34 y.","in school","","","",""
"Big worries","1988","16-34 y.","inadequately","","","",""
"Big worries","1988","16-34 y.","general elemantary","131","0.179948381326485","0.150394106336391","0.209502656316579"
"Big worries","1988","16-34 y.","middle vocational","155","0.105701911828309","0.0885684226899413","0.122835400966677"
"Big worries","1988","16-34 y.","vocational + Abi","","","",""
"Big worries","1988","16-34 y.","higher vocational","","","",""
"Big worries","1988","16-34 y.","higher education","","","",""
"Big worries","1988","35-65 y.","in school","","","",""
"Big worries","1988","35-65 y.","inadequately","61","0.230853055913758","0.180868108346282","0.280838003481234"
"Big worries","1988","35-65 y.","general elemantary","129","0.166812754667417","0.138370628614923","0.195254880719911"
"Big worries","1988","35-65 y.","middle vocational","204","0.116204359745721","0.100427498854186","0.131981220637256"
"Big worries","1988","35-65 y.","vocational + Abi","","","",""
"Big worries","1988","35-65 y.","higher vocational","","","",""
"Big worries","1988","35-65 y.","higher education","","","",""
"Big worries","1988","66 and older","in school","","","",""
"Big worries","1988","66 and older","inadequately","","","",""
"Big worries","1988","66 and older","general elemantary","","","",""
"Big worries","1988","66 and older","middle vocational","","","",""
"Big worries","1988","66 and older","vocational + Abi","","","",""
"Big worries","1988","66 and older","higher vocational","","","",""
"Big worries","1988","66 and older","higher education","","","",""
"Some worries","1988","16-34 y.","in school","","","",""
"Some worries","1988","16-34 y.","inadequately","33","0.288801934652805","0.196193720428312","0.381410148877298"
"Some worries","1988","16-34 y.","general elemantary","249","0.411024719478392","0.373171027204403","0.448878411752382"
"Some worries","1988","16-34 y.","middle vocational","439","0.337430846804516","0.311081415973302","0.363780277635729"
"Some worries","1988","16-34 y.","vocational + Abi","36","0.337921815018329","0.248298922581306","0.427544707455353"
"Some worries","1988","16-34 y.","higher vocational","","","",""
"Some worries","1988","16-34 y.","higher education","48","0.323771085870944","0.250810981494148","0.39673119024774"
"Some worries","1988","35-65 y.","in school","","","",""
"Some worries","1988","35-65 y.","inadequately","106","0.394427434322469","0.336453413680178","0.45240145496476"
"Some worries","1988","35-65 y.","general elemantary","240","0.36354924998865","0.326851439714072","0.400247060263228"
"Some worries","1988","35-65 y.","middle vocational","564","0.357102874285223","0.333514344528791","0.380691404041654"
"Some worries","1988","35-65 y.","vocational + Abi","","","",""
"Some worries","1988","35-65 y.","higher vocational","77","0.361364964277375","0.298871506565227","0.423858421989524"
"Some worries","1988","35-65 y.","higher education","74","0.185121014397535","0.144718505526767","0.225523523268302"
"Some worries","1988","66 and older","in school","","","",""
"Some worries","1988","66 and older","inadequately","","","",""
"Some worries","1988","66 and older","general elemantary","","","",""
"Some worries","1988","66 and older","middle vocational","","","",""
"Some worries","1988","66 and older","vocational + Abi","","","",""
"Some worries","1988","66 and older","higher vocational","","","",""
"Some worries","1988","66 and older","higher education","","","",""
"No worries","1988","16-34 y.","in school","","","",""
"No worries","1988","16-34 y.","inadequately","34","0.403374821891031","0.303130597681818","0.503619046100244"
"No worries","1988","16-34 y.","general elemantary","269","0.409026899195123","0.371201324565348","0.446852473824899"
"No worries","1988","16-34 y.","middle vocational","643","0.556867241367175","0.529184696994581","0.584549785739769"
"No worries","1988","16-34 y.","vocational + Abi","60","0.615022200599006","0.522824637665772","0.707219763532239"
"No worries","1988","16-34 y.","higher vocational","83","0.736905489862329","0.657121279865401","0.816689699859256"
"No worries","1988","16-34 y.","higher education","98","0.62060157139859","0.544940280476321","0.696262862320859"
"No worries","1988","35-65 y.","in school","","","",""
"No worries","1988","35-65 y.","inadequately","106","0.374719509763773","0.317300280430236","0.432138739097311"
"No worries","1988","35-65 y.","general elemantary","291","0.469637995343933","0.431562642398573","0.507713348289293"
"No worries","1988","35-65 y.","middle vocational","817","0.526692765969056","0.502112662562144","0.551272869375969"
"No worries","1988","35-65 y.","vocational + Abi","40","0.715289748051629","0.606417127530603","0.824162368572656"
"No worries","1988","35-65 y.","higher vocational","129","0.541221821425623","0.476399558491806","0.60604408435944"
"No worries","1988","35-65 y.","higher education","255","0.74409954248112","0.698706952366394","0.789492132595845"
"No worries","1988","66 and older","in school","","","",""
"No worries","1988","66 and older","inadequately","","","",""
"No worries","1988","66 and older","general elemantary","","","",""
"No worries","1988","66 and older","middle vocational","","","",""
"No worries","1988","66 and older","vocational + Abi","","","",""
"No worries","1988","66 and older","higher vocational","","","",""
"No worries","1988","66 and older","higher education","","","",""
"Big worries","1989","16-34 y.","in school","","","",""
"Big worries","1989","16-34 y.","inadequately","","","",""
"Big worries","1989","16-34 y.","general elemantary","83","0.116844802451402","0.0918987639222936","0.14179084098051"
"Big worries","1989","16-34 y.","middle vocational","90","0.0503891995485261","0.0383443512086965","0.0624340478883558"
"Big worries","1989","16-34 y.","vocational + Abi","","","",""
"Big worries","1989","16-34 y.","higher vocational","","","",""
"Big worries","1989","16-34 y.","higher education","","","",""
"Big worries","1989","35-65 y.","in school","","","",""
"Big worries","1989","35-65 y.","inadequately","35","0.164484427324731","0.118252789166488","0.210716065482974"
"Big worries","1989","35-65 y.","general elemantary","91","0.118116196189867","0.0929339873670052","0.143298405012728"
"Big worries","1989","35-65 y.","middle vocational","134","0.0867372350221675","0.0727573227140989","0.100717147330236"
"Big worries","1989","35-65 y.","vocational + Abi","","","",""
"Big worries","1989","35-65 y.","higher vocational","","","",""
"Big worries","1989","35-65 y.","higher education","","","",""
"Big worries","1989","66 and older","in school","","","",""
"Big worries","1989","66 and older","inadequately","","","",""
"Big worries","1989","66 and older","general elemantary","","","",""
"Big worries","1989","66 and older","middle vocational","","","",""
"Big worries","1989","66 and older","vocational + Abi","","","",""
"Big worries","1989","66 and older","higher vocational","","","",""
"Big worries","1989","66 and older","higher education","","","",""
"Some worries","1989","16-34 y.","in school","","","",""
"Some worries","1989","16-34 y.","inadequately","","","",""
"Some worries","1989","16-34 y.","general elemantary","223","0.334568383801766","0.297926943233773","0.371209824369759"
"Some worries","1989","16-34 y.","middle vocational","412","0.315498622459291","0.289910072245591","0.341087172672991"
"Some worries","1989","16-34 y.","vocational + Abi","","","",""
"Some worries","1989","16-34 y.","higher vocational","","","",""
"Some worries","1989","16-34 y.","higher education","43","0.240411465766406","0.175404359320087","0.305418572212724"
"Some worries","1989","35-65 y.","in school","","","",""
"Some worries","1989","35-65 y.","inadequately","89","0.379815943062503","0.31928931103135","0.440342575093656"
"Some worries","1989","35-65 y.","general elemantary","206","0.303804604606261","0.267920991901359","0.339688217311163"
"Some worries","1989","35-65 y.","middle vocational","458","0.272459936413659","0.250345108358071","0.294574764469248"
"Some worries","1989","35-65 y.","vocational + Abi","","","",""
"Some worries","1989","35-65 y.","higher vocational","51","0.264789841256467","0.204683633584689","0.324896048928246"
"Some worries","1989","35-65 y.","higher education","72","0.192472176895345","0.15140364420494","0.23354070958575"
"Some worries","1989","66 and older","in school","","","",""
"Some worries","1989","66 and older","inadequately","","","",""
"Some worries","1989","66 and older","general elemantary","","","",""
"Some worries","1989","66 and older","middle vocational","","","",""
"Some worries","1989","66 and older","vocational + Abi","","","",""
"Some worries","1989","66 and older","higher vocational","","","",""
"Some worries","1989","66 and older","higher education","","","",""
"No worries","1989","16-34 y.","in school","","","",""
"No worries","1989","16-34 y.","inadequately","36","0.551164911711191","0.443512107710731","0.65881771571165"
"No worries","1989","16-34 y.","general elemantary","331","0.548586813746832","0.509942270588434","0.58723135690523"
"No worries","1989","16-34 y.","middle vocational","765","0.634112177992183","0.60758953448503","0.660634821499336"
"No worries","1989","16-34 y.","vocational + Abi","74","0.7115744965927","0.626134105023244","0.797014888162156"
"No worries","1989","16-34 y.","higher vocational","94","0.755120585052904","0.679433541267887","0.830807628837921"
"No worries","1989","16-34 y.","higher education","111","0.714762489910363","0.646074905750789","0.783450074069937"
"No worries","1989","35-65 y.","in school","","","",""
"No worries","1989","35-65 y.","inadequately","123","0.455699629612766","0.393590096140556","0.517809163084975"
"No worries","1989","35-65 y.","general elemantary","334","0.578079199203872","0.539545336019881","0.616613062387863"
"No worries","1989","35-65 y.","middle vocational","965","0.640802828564173","0.616972367291263","0.664633289837083"
"No worries","1989","35-65 y.","vocational + Abi","45","0.75952034470717","0.658680441126129","0.860360248288212"
"No worries","1989","35-65 y.","higher vocational","144","0.663534966700735","0.59916774054378","0.72790219285769"
"No worries","1989","35-65 y.","higher education","276","0.797974828249621","0.756149072371623","0.83980058412762"
"No worries","1989","66 and older","in school","","","",""
"No worries","1989","66 and older","inadequately","","","",""
"No worries","1989","66 and older","general elemantary","","","",""
"No worries","1989","66 and older","middle vocational","","","",""
"No worries","1989","66 and older","vocational + Abi","","","",""
"No worries","1989","66 and older","higher vocational","","","",""
"No worries","1989","66 and older","higher education","","","",""
"Big worries","1990","16-34 y.","in school","","","",""
"Big worries","1990","16-34 y.","inadequately","","","",""
"Big worries","1990","16-34 y.","general elemantary","131","0.147186544974879","0.12150326536866","0.172869824581097"
"Big worries","1990","16-34 y.","middle vocational","470","0.157199357672323","0.141727079194301","0.172671636150344"
"Big worries","1990","16-34 y.","vocational + Abi","","","",""
"Big worries","1990","16-34 y.","higher vocational","","","",""
"Big worries","1990","16-34 y.","higher education","104","0.174280085558586","0.13838295731229","0.210177213804881"
"Big worries","1990","35-65 y.","in school","","","",""
"Big worries","1990","35-65 y.","inadequately","50","0.24191609610952","0.189251076136452","0.294581116082589"
"Big worries","1990","35-65 y.","general elemantary","150","0.185507861340141","0.157115177232634","0.213900545447648"
"Big worries","1990","35-65 y.","middle vocational","583","0.163383681578567","0.149221479905232","0.177545883251903"
"Big worries","1990","35-65 y.","vocational + Abi","","","",""
"Big worries","1990","35-65 y.","higher vocational","66","0.120763355470671","0.0868190493097813","0.15470766163156"
"Big worries","1990","35-65 y.","higher education","196","0.149153603159724","0.126270458441835","0.172036747877614"
"Big worries","1990","66 and older","in school","","","",""
"Big worries","1990","66 and older","inadequately","","","",""
"Big worries","1990","66 and older","general elemantary","","","",""
"Big worries","1990","66 and older","middle vocational","","","",""
"Big worries","1990","66 and older","vocational + Abi","","","",""
