"plh0042","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","16-34 y.","(0) in school","","","",""
"Big worries","1984","16-34 y.","(1a) inadequately completed","46","0.285049322739887","0.216167573629233","0.353931071850541"
"Big worries","1984","16-34 y.","(1b) general elementary school","181","0.309299035304225","0.271153575604546","0.347444495003905"
"Big worries","1984","16-34 y.","(1c) basic vocational qualification","189","0.173601703357606","0.149654318437893","0.197549088277319"
"Big worries","1984","16-34 y.","(2b) intermediate general qualification","37","0.208327182567152","0.148999460250762","0.267654904883542"
"Big worries","1984","16-34 y.","(2a) intermediate vocational","47","0.103195060046574","0.0760648612781034","0.130325258815044"
"Big worries","1984","16-34 y.","(2c_gen) general maturity certificate","24","","",""
"Big worries","1984","16-34 y.","(2c_voc) vocational maturity certificate","20","","",""
"Big worries","1984","16-34 y.","(3a) lower tertiary education","2","","",""
"Big worries","1984","16-34 y.","(3b) higher tertiary education","22","","",""
"Big worries","1984","35-65 y.","(0) in school","","","",""
"Big worries","1984","35-65 y.","(1a) inadequately completed","150","0.338102347337171","0.295560063616462","0.380644631057881"
"Big worries","1984","35-65 y.","(1b) general elementary school","196","0.21372309341589","0.185101192876884","0.242344993954896"
"Big worries","1984","35-65 y.","(1c) basic vocational qualification","322","0.187543022726757","0.168731195539441","0.206354849914074"
"Big worries","1984","35-65 y.","(2b) intermediate general qualification","4","","",""
"Big worries","1984","35-65 y.","(2a) intermediate vocational","39","0.0969248428513987","0.0685626731929586","0.125287012509839"
"Big worries","1984","35-65 y.","(2c_gen) general maturity certificate","13","","",""
"Big worries","1984","35-65 y.","(2c_voc) vocational maturity certificate","18","","",""
"Big worries","1984","35-65 y.","(3a) lower tertiary education","12","","",""
"Big worries","1984","35-65 y.","(3b) higher tertiary education","17","","",""
"Big worries","1984","66 and older","(0) in school","","","",""
"Big worries","1984","66 and older","(1a) inadequately completed","","","",""
"Big worries","1984","66 and older","(1b) general elementary school","1","","",""
"Big worries","1984","66 and older","(1c) basic vocational qualification","","","",""
"Big worries","1984","66 and older","(2b) intermediate general qualification","","","",""
"Big worries","1984","66 and older","(2a) intermediate vocational","1","","",""
"Big worries","1984","66 and older","(2c_gen) general maturity certificate","","","",""
"Big worries","1984","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1984","66 and older","(3a) lower tertiary education","","","",""
"Big worries","1984","66 and older","(3b) higher tertiary education","","","",""
"Some worries","1984","16-34 y.","(0) in school","1","","",""
"Some worries","1984","16-34 y.","(1a) inadequately completed","64","0.424171580742518","0.348762534093408","0.499580627391629"
"Some worries","1984","16-34 y.","(1b) general elementary school","198","0.354279212205147","0.314805882860369","0.393752541549924"
"Some worries","1984","16-34 y.","(1c) basic vocational qualification","340","0.35898389394011","0.328654875855306","0.389312912024915"
"Some worries","1984","16-34 y.","(2b) intermediate general qualification","61","0.338996989411752","0.269843917370199","0.408150061453304"
"Some worries","1984","16-34 y.","(2a) intermediate vocational","145","0.306949488225747","0.265816484325922","0.348082492125573"
"Some worries","1984","16-34 y.","(2c_gen) general maturity certificate","31","0.285364439505563","0.193584270160777","0.377144608850349"
"Some worries","1984","16-34 y.","(2c_voc) vocational maturity certificate","44","0.280708671445597","0.206275864010677","0.355141478880518"
"Some worries","1984","16-34 y.","(3a) lower tertiary education","13","","",""
"Some worries","1984","16-34 y.","(3b) higher tertiary education","24","","",""
"Some worries","1984","35-65 y.","(0) in school","","","",""
"Some worries","1984","35-65 y.","(1a) inadequately completed","148","0.296819321938889","0.255734554319984","0.337904089557793"
"Some worries","1984","35-65 y.","(1b) general elementary school","256","0.305765751903127","0.273597132733865","0.337934371072389"
"Some worries","1984","35-65 y.","(1c) basic vocational qualification","534","0.32142632413327","0.298919222958157","0.343933425308384"
"Some worries","1984","35-65 y.","(2b) intermediate general qualification","8","","",""
"Some worries","1984","35-65 y.","(2a) intermediate vocational","125","0.291530763426714","0.247963263059309","0.33509826379412"
"Some worries","1984","35-65 y.","(2c_gen) general maturity certificate","11","","",""
"Some worries","1984","35-65 y.","(2c_voc) vocational maturity certificate","37","0.216147474617181","0.149607644541241","0.282687304693121"
"Some worries","1984","35-65 y.","(3a) lower tertiary education","35","0.275290527361336","0.197607912937343","0.352973141785329"
"Some worries","1984","35-65 y.","(3b) higher tertiary education","51","0.186497311392288","0.138406333903049","0.234588288881526"
"Some worries","1984","66 and older","(0) in school","","","",""
"Some worries","1984","66 and older","(1a) inadequately completed","","","",""
"Some worries","1984","66 and older","(1b) general elementary school","","","",""
"Some worries","1984","66 and older","(1c) basic vocational qualification","","","",""
"Some worries","1984","66 and older","(2b) intermediate general qualification","","","",""
"Some worries","1984","66 and older","(2a) intermediate vocational","","","",""
"Some worries","1984","66 and older","(2c_gen) general maturity certificate","","","",""
"Some worries","1984","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1984","66 and older","(3a) lower tertiary education","","","",""
"Some worries","1984","66 and older","(3b) higher tertiary education","","","",""
"No worries","1984","16-34 y.","(0) in school","","","",""
"No worries","1984","16-34 y.","(1a) inadequately completed","55","0.290779096517594","0.221487834063123","0.360070358972066"
"No worries","1984","16-34 y.","(1b) general elementary school","185","0.336421752490628","0.297427855147247","0.375415649834008"
"No worries","1984","16-34 y.","(1c) basic vocational qualification","432","0.467414402702283","0.43586928507128","0.498959520333287"
"No worries","1984","16-34 y.","(2b) intermediate general qualification","82","0.452675828021097","0.379960192327493","0.525391463714701"
"No worries","1984","16-34 y.","(2a) intermediate vocational","291","0.589855451727679","0.545990687830351","0.633720215625007"
"No worries","1984","16-34 y.","(2c_gen) general maturity certificate","38","0.460268380059478","0.358970322459183","0.561566437659773"
"No worries","1984","16-34 y.","(2c_voc) vocational maturity certificate","76","0.61856054846677","0.53809907405276","0.699022022880781"
"No worries","1984","16-34 y.","(3a) lower tertiary education","40","0.754541337314585","0.640805469183671","0.868277205445498"
"No worries","1984","16-34 y.","(3b) higher tertiary education","91","0.665618649291695","0.586619653255229","0.744617645328161"
"No worries","1984","35-65 y.","(0) in school","","","",""
"No worries","1984","35-65 y.","(1a) inadequately completed","177","0.36507833072394","0.321781671347665","0.408374990100215"
"No worries","1984","35-65 y.","(1b) general elementary school","336","0.480511154680983","0.44562727076914","0.515395038592826"
"No worries","1984","35-65 y.","(1c) basic vocational qualification","798","0.491030653139972","0.466938231549706","0.515123074730239"
"No worries","1984","35-65 y.","(2b) intermediate general qualification","23","","",""
"No worries","1984","35-65 y.","(2a) intermediate vocational","254","0.611544393721887","0.564819895995196","0.658268891448578"
"No worries","1984","35-65 y.","(2c_gen) general maturity certificate","14","","",""
"No worries","1984","35-65 y.","(2c_voc) vocational maturity certificate","92","0.698989658760762","0.624838915775626","0.773140401745897"
"No worries","1984","35-65 y.","(3a) lower tertiary education","80","0.631249405182809","0.547339527839166","0.715159282526453"
"No worries","1984","35-65 y.","(3b) higher tertiary education","184","0.763958059454381","0.711528384255448","0.816387734653314"
"No worries","1984","66 and older","(0) in school","","","",""
"No worries","1984","66 and older","(1a) inadequately completed","","","",""
"No worries","1984","66 and older","(1b) general elementary school","7","","",""
"No worries","1984","66 and older","(1c) basic vocational qualification","9","","",""
"No worries","1984","66 and older","(2b) intermediate general qualification","1","","",""
"No worries","1984","66 and older","(2a) intermediate vocational","5","","",""
"No worries","1984","66 and older","(2c_gen) general maturity certificate","","","",""
"No worries","1984","66 and older","(2c_voc) vocational maturity certificate","3","","",""
"No worries","1984","66 and older","(3a) lower tertiary education","1","","",""
"No worries","1984","66 and older","(3b) higher tertiary education","3","","",""
"Big worries","1985","16-34 y.","(0) in school","1","","",""
"Big worries","1985","16-34 y.","(1a) inadequately completed","22","","",""
"Big worries","1985","16-34 y.","(1b) general elementary school","110","0.226202665082959","0.188736192411007","0.263669137754911"
"Big worries","1985","16-34 y.","(1c) basic vocational qualification","129","0.127281152976541","0.104648012541206","0.149914293411876"
"Big worries","1985","16-34 y.","(2b) intermediate general qualification","31","0.166534133495724","0.111956196498469","0.22111207049298"
"Big worries","1985","16-34 y.","(2a) intermediate vocational","25","","",""
"Big worries","1985","16-34 y.","(2c_gen) general maturity certificate","18","","",""
"Big worries","1985","16-34 y.","(2c_voc) vocational maturity certificate","15","","",""
"Big worries","1985","16-34 y.","(3a) lower tertiary education","6","","",""
"Big worries","1985","16-34 y.","(3b) higher tertiary education","17","","",""
"Big worries","1985","35-65 y.","(0) in school","","","",""
"Big worries","1985","35-65 y.","(1a) inadequately completed","69","0.175112255235893","0.13729518113346","0.212929329338326"
"Big worries","1985","35-65 y.","(1b) general elementary school","145","0.141034403748767","0.115663884224418","0.166404923273115"
"Big worries","1985","35-65 y.","(1c) basic vocational qualification","208","0.133547077870971","0.11622259651503","0.150871559226911"
"Big worries","1985","35-65 y.","(2b) intermediate general qualification","2","","",""
"Big worries","1985","35-65 y.","(2a) intermediate vocational","32","0.0800501549815103","0.053522538614396","0.106577771348625"
"Big worries","1985","35-65 y.","(2c_gen) general maturity certificate","8","","",""
"Big worries","1985","35-65 y.","(2c_voc) vocational maturity certificate","12","","",""
"Big worries","1985","35-65 y.","(3a) lower tertiary education","9","","",""
"Big worries","1985","35-65 y.","(3b) higher tertiary education","13","","",""
"Big worries","1985","66 and older","(0) in school","","","",""
"Big worries","1985","66 and older","(1a) inadequately completed","","","",""
"Big worries","1985","66 and older","(1b) general elementary school","","","",""
"Big worries","1985","66 and older","(1c) basic vocational qualification","","","",""
"Big worries","1985","66 and older","(2b) intermediate general qualification","","","",""
"Big worries","1985","66 and older","(2a) intermediate vocational","","","",""
"Big worries","1985","66 and older","(2c_gen) general maturity certificate","","","",""
"Big worries","1985","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Big worries","1985","66 and older","(3a) lower tertiary education","","","",""
"Big worries","1985","66 and older","(3b) higher tertiary education","","","",""
"Some worries","1985","16-34 y.","(0) in school","","","",""
"Some worries","1985","16-34 y.","(1a) inadequately completed","45","0.402068253711477","0.3112622051621","0.492874302260853"
"Some worries","1985","16-34 y.","(1b) general elementary school","177","0.365210476765727","0.322091661135179","0.408329292396275"
"Some worries","1985","16-34 y.","(1c) basic vocational qualification","301","0.353482713604236","0.321018883924941","0.385946543283532"
"Some worries","1985","16-34 y.","(2b) intermediate general qualification","61","0.33824720656912","0.268938694330748","0.407555718807492"
"Some worries","1985","16-34 y.","(2a) intermediate vocational","113","0.250991562081062","0.211325903983626","0.290657220178499"
"Some worries","1985","16-34 y.","(2c_gen) general maturity certificate","38","0.324762188176133","0.236032836437097","0.413491539915169"
"Some worries","1985","16-34 y.","(2c_voc) vocational maturity certificate","39","0.270615432961168","0.194536045318741","0.346694820603595"
"Some worries","1985","16-34 y.","(3a) lower tertiary education","9","","",""
"Some worries","1985","16-34 y.","(3b) higher tertiary education","24","","",""
"Some worries","1985","35-65 y.","(0) in school","","","",""
"Some worries","1985","35-65 y.","(1a) inadequately completed","148","0.381099731067148","0.332775841288677","0.42942362084562"
"Some worries","1985","35-65 y.","(1b) general elementary school","224","0.291583570464199","0.25845484106109","0.324712299867308"
"Some worries","1985","35-65 y.","(1c) basic vocational qualification","449","0.300289740348093","0.276944415046453","0.323635065649732"
"Some worries","1985","35-65 y.","(2b) intermediate general qualification","4","","",""
"Some worries","1985","35-65 y.","(2a) intermediate vocational","122","0.301428840309935","0.256571575187696","0.346286105432175"
"Some worries","1985","35-65 y.","(2c_gen) general maturity certificate","10","","",""
"Some worries","1985","35-65 y.","(2c_voc) vocational maturity certificate","28","","",""
"Some worries","1985","35-65 y.","(3a) lower tertiary education","30","0.24016897584128","0.162763421680219","0.317574530002341"
"Some worries","1985","35-65 y.","(3b) higher tertiary education","37","0.137891356670486","0.0953219749495562","0.180460738391415"
"Some worries","1985","66 and older","(0) in school","","","",""
"Some worries","1985","66 and older","(1a) inadequately completed","","","",""
"Some worries","1985","66 and older","(1b) general elementary school","1","","",""
"Some worries","1985","66 and older","(1c) basic vocational qualification","1","","",""
"Some worries","1985","66 and older","(2b) intermediate general qualification","","","",""
"Some worries","1985","66 and older","(2a) intermediate vocational","","","",""
"Some worries","1985","66 and older","(2c_gen) general maturity certificate","","","",""
"Some worries","1985","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Some worries","1985","66 and older","(3a) lower tertiary education","","","",""
"Some worries","1985","66 and older","(3b) higher tertiary education","","","",""
"No worries","1985","16-34 y.","(0) in school","2","","",""
"No worries","1985","16-34 y.","(1a) inadequately completed","45","0.349940022749473","0.261609133684966","0.438270911813979"
"No worries","1985","16-34 y.","(1b) general elementary school","192","0.408586858151314","0.364565035826812","0.452608680475815"
