"plh0042","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"No worries","1989","Not Employed","West Germany","64","0.584822019835604","0.491890031906026","0.677754007765183"
"No worries","1989","Not Employed","East Germany","","","",""
"No worries","1989","Employed","West Germany","3312","0.646494609426059","0.633809582758927","0.659179636093191"
"No worries","1989","Employed","East Germany","","","",""
"Big worries","1990","Not Employed","West Germany","14","","",""
"Big worries","1990","Not Employed","East Germany","","","",""
"Big worries","1990","Employed","West Germany","525","0.0809956298470335","0.0736760008086887","0.0883152588853783"
"Big worries","1990","Employed","East Germany","","","",""
"Some worries","1990","Not Employed","West Germany","32","0.348703380108252","0.252364486381506","0.445042273834997"
"Some worries","1990","Not Employed","East Germany","","","",""
"Some worries","1990","Employed","West Germany","1620","0.27901643515496","0.266983347927641","0.291049522382278"
"Some worries","1990","Employed","East Germany","","","",""
"No worries","1990","Not Employed","West Germany","48","0.538677240356805","0.437902678606413","0.639451802107196"
"No worries","1990","Not Employed","East Germany","","","",""
"No worries","1990","Employed","West Germany","3192","0.639987934998007","0.627110068732089","0.652865801263925"
"No worries","1990","Employed","East Germany","","","",""
"Big worries","1991","Not Employed","West Germany","17","","",""
"Big worries","1991","Not Employed","East Germany","","","",""
"Big worries","1991","Employed","West Germany","376","0.0558820651861837","0.0498044953409737","0.0619596350313938"
"Big worries","1991","Employed","East Germany","","","",""
"Some worries","1991","Not Employed","West Germany","35","0.291261553451739","0.210639704737106","0.371883402166373"
"Some worries","1991","Not Employed","East Germany","","","",""
"Some worries","1991","Employed","West Germany","1426","0.238870672319433","0.227588538281331","0.250152806357534"
"Some worries","1991","Employed","East Germany","","","",""
"No worries","1991","Not Employed","West Germany","70","0.546651471370591","0.458315102837002","0.63498783990418"
"No worries","1991","Not Employed","East Germany","","","",""
"No worries","1991","Employed","West Germany","3685","0.705247262494384","0.693183570536986","0.717310954451781"
"No worries","1991","Employed","East Germany","","","",""
"Big worries","1992","Not Employed","West Germany","18","","",""
"Big worries","1992","Not Employed","East Germany","15","","",""
"Big worries","1992","Employed","West Germany","568","0.0861132065253097","0.0786358000897262","0.0935906129608931"
"Big worries","1992","Employed","East Germany","818","0.36279731532045","0.343147656964888","0.382446973676012"
"Some worries","1992","Not Employed","West Germany","34","0.266582003887726","0.182006491673969","0.351157516101483"
"Some worries","1992","Not Employed","East Germany","10","","",""
"Some worries","1992","Employed","West Germany","1688","0.296808416526537","0.284631289281633","0.308985543771442"
"Some worries","1992","Employed","East Germany","950","0.404801102775062","0.384740865046146","0.424861340503977"
"No worries","1992","Not Employed","West Germany","53","0.58029414557828","0.485898915439926","0.674689375716634"
"No worries","1992","Not Employed","East Germany","3","","",""
"No worries","1992","Employed","West Germany","3151","0.617078376948153","0.60412165866514","0.630035095231166"
"No worries","1992","Employed","East Germany","532","0.232401581904488","0.215140391290121","0.249662772518856"
"Big worries","1993","Not Employed","West Germany","14","","",""
"Big worries","1993","Not Employed","East Germany","10","","",""
"Big worries","1993","Employed","West Germany","502","0.0797605873305562","0.0724955017314087","0.0870256729297036"
"Big worries","1993","Employed","East Germany","493","0.235517888376914","0.217472491083546","0.253563285670281"
"Some worries","1993","Not Employed","West Germany","32","0.321706426701937","0.233195900694207","0.410216952709667"
"Some worries","1993","Not Employed","East Germany","17","","",""
"Some worries","1993","Employed","West Germany","1641","0.291042871376514","0.278861824366724","0.303223918386304"
"Some worries","1993","Employed","East Germany","971","0.452345309166595","0.43117831031325","0.47351230801994"
"No worries","1993","Not Employed","West Germany","61","0.600437486366215","0.507630115538191","0.693244857194239"
"No worries","1993","Not Employed","East Germany","15","","",""
"No worries","1993","Employed","West Germany","3199","0.62919654129293","0.616243814634443","0.642149267951416"
"No worries","1993","Employed","East Germany","660","0.312136802456491","0.292430989307708","0.331842615605275"
"Big worries","1994","Not Employed","West Germany","21","","",""
"Big worries","1994","Not Employed","East Germany","9","","",""
"Big worries","1994","Employed","West Germany","595","0.101651257734026","0.0933763192595746","0.109926196208478"
"Big worries","1994","Employed","East Germany","461","0.218346887373367","0.200727870660096","0.235965904086638"
"Some worries","1994","Not Employed","West Germany","28","","",""
"Some worries","1994","Not Employed","East Germany","13","","",""
"Some worries","1994","Employed","West Germany","1829","0.339421929671646","0.326455573764244","0.352388285579048"
"Some worries","1994","Employed","East Germany","1073","0.494887508287146","0.473564502026114","0.516210514548177"
"No worries","1994","Not Employed","West Germany","77","0.581949046155029","0.495825895728022","0.668072196582035"
"No worries","1994","Not Employed","East Germany","6","","",""
"No worries","1994","Employed","West Germany","2699","0.558926812594328","0.545330575977163","0.572523049211492"
"No worries","1994","Employed","East Germany","578","0.286765604339487","0.267477888318456","0.306053320360518"
"Big worries","1995","Not Employed","West Germany","50","0.153205351347861","0.114285052885024","0.192125649810697"
"Big worries","1995","Not Employed","East Germany","33","0.344421079514841","0.245699876301155","0.443142282728526"
"Big worries","1995","Employed","West Germany","635","0.104034860029438","0.0959625238065216","0.112107196252354"
"Big worries","1995","Employed","East Germany","523","0.241512626248288","0.223362002051663","0.259663250444912"
"Some worries","1995","Not Employed","West Germany","99","0.287607835469676","0.238696438622243","0.336519232317109"
"Some worries","1995","Not Employed","East Germany","31","0.365022559057908","0.265001352636343","0.465043765479473"
"Some worries","1995","Employed","West Germany","1898","0.325740573704006","0.313349364639512","0.338131782768501"
"Some worries","1995","Employed","East Germany","982","0.452383041022614","0.431275430631093","0.473490651414136"
"No worries","1995","Not Employed","West Germany","180","0.559186813182464","0.505538522206487","0.612835104158441"
"No worries","1995","Not Employed","East Germany","25","","",""
"No worries","1995","Employed","West Germany","2962","0.570224566266556","0.557135520144077","0.583313612389035"
"No worries","1995","Employed","East Germany","631","0.306104332729098","0.286559619926694","0.325649045531502"
"Big worries","1996","Not Employed","West Germany","30","0.104956497153173","0.0672637345783283","0.142649259728017"
"Big worries","1996","Not Employed","East Germany","23","","",""
"Big worries","1996","Employed","West Germany","574","0.0969978988991636","0.089088875456931","0.104906922341396"
"Big worries","1996","Employed","East Germany","406","0.201596330841726","0.18437575637369","0.218816905309762"
"Some worries","1996","Not Employed","West Germany","75","0.259027738325959","0.205150497711934","0.312904978939985"
"Some worries","1996","Not Employed","East Germany","25","","",""
"Some worries","1996","Employed","West Germany","1855","0.337721446848388","0.325082904582833","0.350359989113944"
"Some worries","1996","Employed","East Germany","1000","0.469325825442918","0.44790450370168","0.490747147184157"
"No worries","1996","Not Employed","West Germany","149","0.636015764520868","0.576845098177914","0.695186430863822"
"No worries","1996","Not Employed","East Germany","26","","",""
"No worries","1996","Employed","West Germany","2950","0.565280654252448","0.552033156210957","0.578528152293939"
"No worries","1996","Employed","East Germany","679","0.329077843715356","0.308909025581491","0.349246661849221"
"Big worries","1997","Not Employed","West Germany","50","0.147779960509347","0.104476571920709","0.191083349097986"
"Big worries","1997","Not Employed","East Germany","29","","",""
"Big worries","1997","Employed","West Germany","730","0.123438533474379","0.114497149475035","0.132379917473724"
"Big worries","1997","Employed","East Germany","497","0.234472074257475","0.216091771092375","0.252852377422576"
"Some worries","1997","Not Employed","West Germany","87","0.305799732524362","0.249578653445678","0.362020811603045"
"Some worries","1997","Not Employed","East Germany","22","","",""
"Some worries","1997","Employed","West Germany","2116","0.404560660387953","0.391219341367425","0.41790197940848"
"Some worries","1997","Employed","East Germany","1057","0.511684843606869","0.489998917814695","0.533370769399043"
"No worries","1997","Not Employed","West Germany","121","0.546420306966291","0.4856728006459","0.607167813286681"
"No worries","1997","Not Employed","East Germany","24","","",""
"No worries","1997","Employed","West Germany","2353","0.472000806137668","0.458430920667763","0.485570691607573"
"No worries","1997","Employed","East Germany","487","0.253843082135656","0.234962110504109","0.272724053767203"
"Big worries","1998","Not Employed","West Germany","56","0.196725753650783","0.150894503877771","0.242557003423795"
"Big worries","1998","Not Employed","East Germany","16","","",""
"Big worries","1998","Employed","West Germany","800","0.129915482742298","0.121250201338977","0.138580764145619"
"Big worries","1998","Employed","East Germany","506","0.235158918080004","0.217080437384742","0.253237398775266"
"Some worries","1998","Not Employed","West Germany","90","0.279692181971219","0.227943606698978","0.33144075724346"
"Some worries","1998","Not Employed","East Germany","27","","",""
"Some worries","1998","Employed","West Germany","2150","0.355158721000512","0.342824573097765","0.36749286890326"
"Some worries","1998","Employed","East Germany","1043","0.49263816799652","0.471326446887866","0.513949889105173"
"No worries","1998","Not Employed","West Germany","143","0.523582064377998","0.466000215995058","0.581163912760938"
"No worries","1998","Not Employed","East Germany","26","","",""
"No worries","1998","Employed","West Germany","2833","0.514925796257189","0.502044845818808","0.527806746695571"
"No worries","1998","Employed","East Germany","565","0.272202913923476","0.253229427504976","0.291176400341976"
"Big worries","1999","Not Employed","West Germany","47","0.175478109007746","0.129242776507433","0.221713441508058"
"Big worries","1999","Not Employed","East Germany","18","","",""
"Big worries","1999","Employed","West Germany","680","0.113899333576148","0.105602375587505","0.122196291564791"
"Big worries","1999","Employed","East Germany","502","0.228267104597213","0.210446947122059","0.246087262072367"
"Some worries","1999","Not Employed","West Germany","96","0.335760808362921","0.278357269613459","0.393164347112382"
"Some worries","1999","Not Employed","East Germany","24","","",""
"Some worries","1999","Employed","West Germany","2202","0.375312091246019","0.362666341123667","0.38795784136837"
"Some worries","1999","Employed","East Germany","1108","0.519065416554311","0.497852009903743","0.54027882320488"
"No worries","1999","Not Employed","West Germany","117","0.488761082629333","0.428000535017839","0.549521630240828"
"No worries","1999","Not Employed","East Germany","21","","",""
"No worries","1999","Employed","West Germany","2750","0.510788575177833","0.497733311408347","0.52384383894732"
"No worries","1999","Employed","East Germany","521","0.252667478848476","0.234217835278688","0.271117122418264"
"Big worries","2000","Not Employed","West Germany","54","0.142636888193928","0.107614397479189","0.177659378908667"
"Big worries","2000","Not Employed","East Germany","48","0.337439072813347","0.257971631139836","0.416906514486858"
"Big worries","2000","Employed","West Germany","1112","0.109903439473677","0.103786105575183","0.116020773372171"
"Big worries","2000","Employed","East Germany","754","0.248514890743833","0.23323808496395","0.263791696523715"
"Some worries","2000","Not Employed","West Germany","122","0.3096209686573","0.263318122983137","0.355923814331464"
"Some worries","2000","Not Employed","East Germany","37","0.320677325401485","0.242234935179527","0.399119715623443"
"Some worries","2000","Employed","West Germany","3702","0.364882029940442","0.355466572587133","0.374297487293751"
"Some worries","2000","Employed","East Germany","1489","0.472376128315652","0.454727849806436","0.490024406824869"
"No worries","2000","Not Employed","West Germany","207","0.547742143148772","0.497896197156787","0.597588089140756"
"No worries","2000","Not Employed","East Germany","51","0.341883601785168","0.262163264353968","0.421603939216368"
"No worries","2000","Employed","West Germany","5228","0.525214530585881","0.51544766842834","0.534981392743423"
"No worries","2000","Employed","East Germany","831","0.279108980940515","0.26325209608742","0.294965865793611"
"Big worries","2001","Not Employed","West Germany","44","0.15305671383506","0.114954133433898","0.191159294236222"
"Big worries","2001","Not Employed","East Germany","45","0.288146672615575","0.215426145039791","0.360867200191359"
"Big worries","2001","Employed","West Germany","778","0.0865603865705204","0.0808372056405943","0.0922835675004466"
"Big worries","2001","Employed","East Germany","596","0.222323331516642","0.207019963108184","0.2376266999251"
"Some worries","2001","Not Employed","West Germany","100","0.273172291650113","0.226016494413958","0.320328088886268"
"Some worries","2001","Not Employed","East Germany","49","0.288403033943096","0.21566326568818","0.361142802198013"
"Some worries","2001","Employed","West Germany","3117","0.329441467683018","0.319875135889415","0.339007799476622"
"Some worries","2001","Employed","East Germany","1384","0.460673320130293","0.442328330921727","0.479018309338858"
"No worries","2001","Not Employed","West Germany","199","0.573770994514827","0.52143604298378","0.626105946045875"
"No worries","2001","Not Employed","East Germany","55","0.423450293441329","0.344113516437961","0.502787070444697"
"No worries","2001","Employed","West Germany","5378","0.583998145746461","0.57396605785362","0.594030233639303"
"No worries","2001","Employed","East Germany","856","0.317003348353066","0.299878127153858","0.334128569552273"
"Big worries","2002","Not Employed","West Germany","45","0.185000682270727","0.143169572955529","0.226831791585925"
"Big worries","2002","Not Employed","East Germany","33","0.291427437663154","0.213010365978854","0.369844509347454"
"Big worries","2002","Employed","West Germany","1092","0.126676143010297","0.12018399690059","0.133168289120004"
"Big worries","2002","Employed","East Germany","634","0.254818404607421","0.238735296060692","0.27090151315415"
"Some worries","2002","Not Employed","West Germany","98","0.294384838594942","0.245285486008436","0.343484191181449"
"Some worries","2002","Not Employed","East Germany","55","0.363440464654973","0.28043830559823","0.446442623711717"
"Some worries","2002","Employed","West Germany","3622","0.382111417820719","0.372627161122763","0.391595674518674"
"Some worries","2002","Employed","East Germany","1324","0.454018453523946","0.435642525904784","0.472394381143108"
"No worries","2002","Not Employed","West Germany","188","0.520614479134331","0.466795597147037","0.574433361121625"
"No worries","2002","Not Employed","East Germany","41","0.345132097681873","0.263092643248844","0.427171552114901"
"No worries","2002","Employed","West Germany","5369","0.491212439168984","0.481454544453696","0.500970333884272"
"No worries","2002","Employed","East Germany","862","0.291163141868633","0.274395774436081","0.307930509301185"
"Big worries","2003","Not Employed","West Germany","55","0.179270222115505","0.13763187659431","0.220908567636699"
"Big worries","2003","Not Employed","East Germany","37","0.260589359144404","0.184840791871779","0.336337926417028"
"Big worries","2003","Employed","West Germany","1268","0.149490617923664","0.142321901517046","0.156659334330283"
"Big worries","2003","Employed","East Germany","655","0.257827997309477","0.241397844918351","0.274258149700602"
"Some worries","2003","Not Employed","West Germany","84","0.283346282472042","0.234430080497558","0.332262484446526"
"Some worries","2003","Not Employed","East Germany","48","0.362211485891952","0.279269831890441","0.445153139893462"
"Some worries","2003","Employed","West Germany","3624","0.395144392220714","0.385315634170097","0.40497315027133"
"Some worries","2003","Employed","East Germany","1297","0.473309313884518","0.454556147151275","0.492062480617761"
"No worries","2003","Not Employed","West Germany","187","0.537383495412453","0.483259230086853","0.591507760738054"
"No worries","2003","Not Employed","East Germany","44","0.377199154963645","0.293559315993156","0.460838993934134"
"No worries","2003","Employed","West Germany","4612","0.455364989855622","0.44535283695131","0.465377142759935"
"No worries","2003","Employed","East Germany","771","0.268862688806006","0.252209821835343","0.285515555776668"
"Big worries","2004","Not Employed","West Germany","48","0.15882231123448","0.118458474346631","0.199186148122328"
"Big worries","2004","Not Employed","East Germany","36","0.334436379655576","0.248580381660606","0.420292377650545"
"Big worries","2004","Employed","West Germany","1519","0.191765254062927","0.183711831837806","0.199818676288048"
"Big worries","2004","Employed","East Germany","750","0.322613939809314","0.304868870070561","0.340359009548066"
"Some worries","2004","Not Employed","West Germany","98","0.30023837946977","0.249620846149423","0.350855912790117"
"Some worries","2004","Not Employed","East Germany","39","0.302433469487719","0.218848759553922","0.386018179421516"
"Some worries","2004","Employed","West Germany","3633","0.41056610874407","0.400502914624595","0.420629302863545"
"Some worries","2004","Employed","East Germany","1230","0.43700582285087","0.418177415662589","0.455834230039151"
"No worries","2004","Not Employed","West Germany","169","0.54093930929575","0.485908976641395","0.595969641950106"
"No worries","2004","Not Employed","East Germany","41","0.363130150856705","0.275616541518747","0.450643760194664"
"No worries","2004","Employed","West Germany","4028","0.397668637193003","0.387656998699804","0.407680275686203"
"No worries","2004","Employed","East Germany","686","0.240380237339816","0.224159689214302","0.25660078546533"
"Big worries","2005","Not Employed","West Germany","54","0.223032581779857","0.173742632746313","0.272322530813402"
"Big worries","2005","Not Employed","East Germany","51","0.503255324198641","0.414895196491619","0.591615451905663"
"Big worries","2005","Employed","West Germany","1387","0.191418658315126","0.183135083496294","0.199702233133958"
"Big worries","2005","Employed","East Germany","656","0.306414290382462","0.288325172364815","0.324503408400108"
"Some worries","2005","Not Employed","West Germany","87","0.326721034648099","0.271187044272546","0.382255025023653"
"Some worries","2005","Not Employed","East Germany","34","0.172627268693914","0.105838899913018","0.23941563747481"
"Some worries","2005","Employed","West Germany","3538","0.413356736770893","0.40298829814233","0.423725175399456"
"Some worries","2005","Employed","East Germany","1192","0.465450612776993","0.445878237364395","0.48502298818959"
"No worries","2005","Not Employed","West Germany","133","0.450246383572043","0.391337339734584","0.509155427409503"
"No worries","2005","Not Employed","East Germany","38","0.324117407107445","0.241402774701929","0.406832039512962"
"No worries","2005","Employed","West Germany","3740","0.395224604913981","0.384930636023894","0.405518573804068"
"No worries","2005","Employed","East Germany","647","0.228135096840546","0.211669422765128","0.244600770915963"
"Big worries","2006","Not Employed","West Germany","65","0.235061457887392","0.189922427441559","0.280200488333224"
"Big worries","2006","Not Employed","East Germany","47","0.281764025788761","0.209531748767029","0.353996302810493"
"Big worries","2006","Employed","West Germany","1408","0.171537334182052","0.16383541106125","0.179239257302853"
"Big worries","2006","Employed","East Germany","607","0.247206296303724","0.230763142516763","0.263649450090686"
"Some worries","2006","Not Employed","West Germany","109","0.351533012336605","0.300708264139822","0.402357760533388"
"Some worries","2006","Not Employed","East Germany","42","0.332192707492971","0.256565932195815","0.407819482790126"
"Some worries","2006","Employed","West Germany","3462","0.388665977337439","0.378707087556382","0.398624867118496"
"Some worries","2006","Employed","East Germany","1250","0.483041414077878","0.463993938495938","0.502088889659818"
"No worries","2006","Not Employed","West Germany","165","0.413405529776003","0.360984522105279","0.465826537446728"
"No worries","2006","Not Employed","East Germany","60","0.386043266718269","0.307872957278146","0.464213576158391"
"No worries","2006","Employed","West Germany","4333","0.439796688480509","0.429655655541507","0.449937721419512"
"No worries","2006","Employed","East Germany","787","0.269752289618398","0.252834834328242","0.286669744908554"
"Big worries","2007","Not Employed","West Germany","71","0.224274120779871","0.179542093697354","0.269006147862389"
"Big worries","2007","Not Employed","East Germany","30","0.271100008617192","0.190552168677813","0.351647848556571"
"Big worries","2007","Employed","West Germany","1131","0.156501087371049","0.148824850574812","0.164177324167287"
"Big worries","2007","Employed","East Germany","526","0.241157870328178","0.224425742579233","0.257889998077123"
"Some worries","2007","Not Employed","West Germany","82","0.293629543468266","0.244787818247227","0.342471268689304"
"Some worries","2007","Not Employed","East Germany","44","0.38479616642202","0.296634448347706","0.472957884496334"
"Some worries","2007","Employed","West Germany","3261","0.38930605741741","0.379004454471374","0.399607660363445"
"Some worries","2007","Employed","East Germany","1221","0.469188820141769","0.449669324453269","0.488708315830269"
"No worries","2007","Not Employed","West Germany","181","0.482096335751863","0.428508494177437","0.535684177326289"
"No worries","2007","Not Employed","East Germany","43","0.344103824960788","0.258020811966184","0.430186837955392"
"No worries","2007","Employed","West Germany","4214","0.454192855211541","0.443673547060813","0.464712163362269"
"No worries","2007","Employed","East Germany","764","0.289653309530053","0.271911448919019","0.307395170141086"
"Big worries","2008","Not Employed","West Germany","48","0.217587337841243","0.171129229629878","0.264045446052608"
"Big worries","2008","Not Employed","East Germany","31","0.400741099791393","0.308744022255415","0.49273817732737"
"Big worries","2008","Employed","West Germany","935","0.135814675557341","0.128417579151734","0.143211771962948"
"Big worries","2008","Employed","East Germany","470","0.234193331483075","0.217482027066212","0.250904635899938"
"Some worries","2008","Not Employed","West Germany","76","0.247749940580061","0.199141166121747","0.296358715038375"
"Some worries","2008","Not Employed","East Germany","30","0.248645917912028","0.167503520701775","0.32978831512228"
"Some worries","2008","Employed","West Germany","2910","0.366200206726779","0.355798135473261","0.376602277980297"
"Some worries","2008","Employed","East Germany","1130","0.440687041883199","0.421096064776453","0.460278018989946"
"No worries","2008","Not Employed","West Germany","179","0.534662721578696","0.478499675813732","0.590825767343661"
"No worries","2008","Not Employed","East Germany","48","0.350612982296579","0.26103513126179","0.440190833331369"
"No worries","2008","Employed","West Germany","4395","0.49798511771588","0.487189413845165","0.508780821586595"
"No worries","2008","Employed","East Germany","867","0.325119626633725","0.306635518130382","0.343603735137069"
"Big worries","2009","Not Employed","West Germany","45","0.273151675557963","0.219197970113064","0.327105381002862"
"Big worries","2009","Not Employed","East Germany","28","","",""
"Big worries","2009","Employed","West Germany","980","0.152519158199047","0.144449496814047","0.160588819584048"
"Big worries","2009","Employed","East Germany","432","0.208105802671232","0.191668232417074","0.224543372925391"
"Some worries","2009","Not Employed","West Germany","73","0.287115587079109","0.232333901611708","0.34189727254651"
"Some worries","2009","Not Employed","East Germany","34","0.30121181267271","0.214686138758872","0.387737486586547"
"Some worries","2009","Employed","West Germany","2920","0.389955769404812","0.379008230325254","0.40090330848437"
"Some worries","2009","Employed","East Germany","1119","0.456343640892905","0.436175299486253","0.476511982299558"
"No worries","2009","Not Employed","West Germany","144","0.439732737362928","0.379630662053072","0.499834812672783"
"No worries","2009","Not Employed","East Germany","46","0.472006192457148","0.377855292427881","0.566157092486415"
"No worries","2009","Employed","West Germany","3725","0.457525072396141","0.446342918848295","0.468707225943986"
"No worries","2009","Employed","East Germany","792","0.335550556435862","0.316431260324316","0.354669852547409"
"Big worries","2010","Not Employed","West Germany","81","0.143374916804594","0.112533150951652","0.174216682657537"
"Big worries","2010","Not Employed","East Germany","64","0.391362696584953","0.323553195334895","0.459172197835011"
"Big worries","2010","Employed","West Germany","1563","0.147567494498605","0.140814724205262","0.154320264791948"
"Big worries","2010","Employed","East Germany","647","0.232732576047942","0.2174473440945","0.248017808001383"
"Some worries","2010","Not Employed","West Germany","138","0.261274172736392","0.222611031586921","0.299937313885863"
"Some worries","2010","Not Employed","East Germany","55","0.185403210333377","0.131408461558225","0.239397959108529"
"Some worries","2010","Employed","West Germany","3781","0.375793480845604","0.366572111976965","0.385014849714243"
"Some worries","2010","Employed","East Germany","1233","0.418692379259257","0.40084721286807","0.436537545650445"
"No worries","2010","Not Employed","West Germany","277","0.595350910459014","0.552155953298526","0.638545867619502"
"No worries","2010","Not Employed","East Germany","80","0.42323409308167","0.354588657434927","0.491879528728413"
"No worries","2010","Employed","West Germany","5253","0.476639024655791","0.467129647105487","0.486148402206096"
"No worries","2010","Employed","East Germany","1056","0.348575044692801","0.331338492165804","0.365811597219798"
"Big worries","2011","Not Employed","West Germany","38","0.131820537907299","0.0976718745243484","0.16596920129025"
"Big worries","2011","Not Employed","East Germany","27","","",""
"Big worries","2011","Employed","West Germany","1103","0.0902419605828031","0.0852510326512789","0.0952328885143272"
"Big worries","2011","Employed","East Germany","441","0.14605131091282","0.134152555657695","0.157950066167946"
"Some worries","2011","Not Employed","West Germany","110","0.24449053792698","0.20110665715645","0.287874418697509"
"Some worries","2011","Not Employed","East Germany","32","0.317081057672988","0.223010462268187","0.41115165307779"
"Some worries","2011","Employed","West Germany","3750","0.306218661040938","0.298190035174006","0.31424728690787"
"Some worries","2011","Employed","East Germany","1342","0.40576490859291","0.389220574027163","0.422309243158656"
"No worries","2011","Not Employed","West Germany","229","0.623688924165721","0.574785988340211","0.672591859991231"
"No worries","2011","Not Employed","East Germany","35","0.405197771455305","0.305953835045055","0.504441707865555"
"No worries","2011","Employed","West Germany","7808","0.603539378376259","0.595018842272122","0.612059914480397"
"No worries","2011","Employed","East Germany","1601","0.44818378049427","0.43142824884675","0.464939312141791"
"Big worries","2012","Not Employed","West Germany","68","0.186266400893891","0.148489494049875","0.224043307737907"
"Big worries","2012","Not Employed","East Germany","26","","",""
"Big worries","2012","Employed","West Germany","1217","0.1100972195718","0.104630513749068","0.115563925394532"
"Big worries","2012","Employed","East Germany","453","0.151108438460179","0.138901648814714","0.163315228105645"
"Some worries","2012","Not Employed","West Germany","103","0.250070670363417","0.208050330740679","0.292091009986156"
"Some worries","2012","Not Employed","East Germany","57","0.483816324619757","0.398564532515942","0.569068116723572"
