"plh0042","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Big worries","1985","Schleswig-Holstein","Urban Area","13","","",""
"Big worries","1985","Schleswig-Holstein","Rural Area","14","","",""
"Big worries","1985","Hamburg","Urban Area","30","0.115274355584167","0.0651606576065692","0.165388053561766"
"Big worries","1985","Hamburg","Rural Area","","","",""
"Big worries","1985","Lower Saxony","Urban Area","52","0.150111495293555","0.109960228473329","0.190262762113782"
"Big worries","1985","Lower Saxony","Rural Area","39","0.14093985334083","0.09831559828639","0.18356410839527"
"Big worries","1985","Bremen","Urban Area","12","","",""
"Big worries","1985","Bremen","Rural Area","","","",""
"Big worries","1985","North Rhine-Westphalia","Urban Area","242","0.13919148568275","0.121824260459197","0.156558710906303"
"Big worries","1985","North Rhine-Westphalia","Rural Area","3","","",""
"Big worries","1985","Hesse","Urban Area","65","0.0858431044718896","0.0630254033849314","0.108660805558848"
"Big worries","1985","Hesse","Rural Area","16","","",""
"Big worries","1985","Rhineland-Palatinate,Saarland","Urban Area","61","0.169556778425377","0.128697740504517","0.210415816346236"
"Big worries","1985","Rhineland-Palatinate,Saarland","Rural Area","8","","",""
"Big worries","1985","Baden-Württemberg","Urban Area","140","0.0924467392231999","0.0752669183517383","0.109626560094662"
"Big worries","1985","Baden-Württemberg","Rural Area","29","","",""
"Big worries","1985","Bavaria","Urban Area","54","0.0721374771667611","0.0514363135689924","0.0928386407645298"
"Big worries","1985","Bavaria","Rural Area","72","0.116441271651964","0.0881848819127586","0.14469766139117"
"Big worries","1985","Berlin","Urban Area","35","0.148819740133506","0.101465456989464","0.196174023277547"
"Big worries","1985","Berlin","Rural Area","","","",""
"Big worries","1985","Brandenburg","Urban Area","","","",""
"Big worries","1985","Brandenburg","Rural Area","","","",""
"Big worries","1985","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Big worries","1985","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Big worries","1985","Saxony","Urban Area","","","",""
"Big worries","1985","Saxony","Rural Area","","","",""
"Big worries","1985","Saxony-Anhalt","Urban Area","","","",""
"Big worries","1985","Saxony-Anhalt","Rural Area","","","",""
"Big worries","1985","Thuringia","Urban Area","","","",""
"Big worries","1985","Thuringia","Rural Area","","","",""
"Some worries","1985","Schleswig-Holstein","Urban Area","28","","",""
"Some worries","1985","Schleswig-Holstein","Rural Area","21","","",""
"Some worries","1985","Hamburg","Urban Area","47","0.307844905646221","0.235409067902109","0.380280743390333"
"Some worries","1985","Hamburg","Rural Area","","","",""
"Some worries","1985","Lower Saxony","Urban Area","87","0.289579828362984","0.238593575612587","0.340566081113381"
"Some worries","1985","Lower Saxony","Rural Area","92","0.350239228640133","0.291802318283787","0.408676138996478"
"Some worries","1985","Bremen","Urban Area","11","","",""
"Some worries","1985","Bremen","Rural Area","","","",""
"Some worries","1985","North Rhine-Westphalia","Urban Area","458","0.277542513615844","0.255075687155733","0.300009340075955"
"Some worries","1985","North Rhine-Westphalia","Rural Area","5","","",""
"Some worries","1985","Hesse","Urban Area","176","0.243410589037806","0.208455640089484","0.278365537986127"
"Some worries","1985","Hesse","Rural Area","26","","",""
"Some worries","1985","Rhineland-Palatinate,Saarland","Urban Area","107","0.315682032641054","0.265072830633446","0.366291234648662"
"Some worries","1985","Rhineland-Palatinate,Saarland","Rural Area","16","","",""
"Some worries","1985","Baden-Württemberg","Urban Area","325","0.277545301012889","0.25098646598105","0.304104136044728"
"Some worries","1985","Baden-Württemberg","Rural Area","60","0.331805403553341","0.263208895159712","0.400401911946969"
"Some worries","1985","Bavaria","Urban Area","180","0.289662740242227","0.253367382525767","0.325958097958688"
"Some worries","1985","Bavaria","Rural Area","175","0.348028990735283","0.30606591189779","0.389992069572775"
"Some worries","1985","Berlin","Urban Area","72","0.323010838640771","0.260792611854503","0.385229065427039"
"Some worries","1985","Berlin","Rural Area","","","",""
"Some worries","1985","Brandenburg","Urban Area","","","",""
"Some worries","1985","Brandenburg","Rural Area","","","",""
"Some worries","1985","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Some worries","1985","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Some worries","1985","Saxony","Urban Area","","","",""
"Some worries","1985","Saxony","Rural Area","","","",""
"Some worries","1985","Saxony-Anhalt","Urban Area","","","",""
"Some worries","1985","Saxony-Anhalt","Rural Area","","","",""
"Some worries","1985","Thuringia","Urban Area","","","",""
"Some worries","1985","Thuringia","Rural Area","","","",""
"No worries","1985","Schleswig-Holstein","Urban Area","59","0.622055659382167","0.527022178452612","0.717089140311722"
"No worries","1985","Schleswig-Holstein","Rural Area","57","0.660966910332246","0.564236043381714","0.757697777282778"
"No worries","1985","Hamburg","Urban Area","79","0.576880738769612","0.499352448056418","0.654409029482805"
"No worries","1985","Hamburg","Rural Area","2","","",""
"No worries","1985","Lower Saxony","Urban Area","165","0.56030867634346","0.504513208829666","0.616104143857255"
"No worries","1985","Lower Saxony","Rural Area","125","0.508820918019037","0.447581575621605","0.570060260416469"
"No worries","1985","Bremen","Urban Area","15","","",""
"No worries","1985","Bremen","Rural Area","","","",""
"No worries","1985","North Rhine-Westphalia","Urban Area","826","0.583266000701406","0.558529764346178","0.608002237056633"
"No worries","1985","North Rhine-Westphalia","Rural Area","32","0.801343918778517","0.67769836608891","0.924989471468124"
"No worries","1985","Hesse","Urban Area","338","0.670746306490305","0.632467950079582","0.709024662901027"
"No worries","1985","Hesse","Rural Area","29","","",""
"No worries","1985","Rhineland-Palatinate,Saarland","Urban Area","156","0.514761188933569","0.460341475748359","0.56918090211878"
"No worries","1985","Rhineland-Palatinate,Saarland","Rural Area","36","0.606080020269611","0.482445014330256","0.729715026208966"
"No worries","1985","Baden-Württemberg","Urban Area","627","0.630007959763911","0.601372379984274","0.658643539543548"
"No worries","1985","Baden-Württemberg","Rural Area","92","0.55387597501074","0.481458584187637","0.626293365833843"
"No worries","1985","Bavaria","Urban Area","366","0.638199782591012","0.599750768905198","0.676648796276826"
"No worries","1985","Bavaria","Rural Area","248","0.535529737612753","0.491594169716419","0.579465305509086"
"No worries","1985","Berlin","Urban Area","110","0.528169421225723","0.46174957087359","0.594589271577855"
"No worries","1985","Berlin","Rural Area","","","",""
"No worries","1985","Brandenburg","Urban Area","","","",""
"No worries","1985","Brandenburg","Rural Area","","","",""
"No worries","1985","Mecklenburg-Western Pomerania","Urban Area","","","",""
"No worries","1985","Mecklenburg-Western Pomerania","Rural Area","","","",""
"No worries","1985","Saxony","Urban Area","","","",""
"No worries","1985","Saxony","Rural Area","","","",""
"No worries","1985","Saxony-Anhalt","Urban Area","","","",""
"No worries","1985","Saxony-Anhalt","Rural Area","","","",""
"No worries","1985","Thuringia","Urban Area","","","",""
"No worries","1985","Thuringia","Rural Area","","","",""
"Big worries","1986","Schleswig-Holstein","Urban Area","15","","",""
"Big worries","1986","Schleswig-Holstein","Rural Area","14","","",""
"Big worries","1986","Hamburg","Urban Area","16","","",""
"Big worries","1986","Hamburg","Rural Area","","","",""
"Big worries","1986","Lower Saxony","Urban Area","51","0.127859660424803","0.0907465069856232","0.164972813863982"
"Big worries","1986","Lower Saxony","Rural Area","44","0.163460612058956","0.118250947277091","0.208670276840821"
"Big worries","1986","Bremen","Urban Area","12","","",""
"Big worries","1986","Bremen","Rural Area","","","",""
"Big worries","1986","North Rhine-Westphalia","Urban Area","240","0.141639647563094","0.123617941938751","0.159661353187438"
"Big worries","1986","North Rhine-Westphalia","Rural Area","6","","",""
"Big worries","1986","Hesse","Urban Area","61","0.102845438616683","0.0769360430312903","0.128754834202076"
"Big worries","1986","Hesse","Rural Area","9","","",""
"Big worries","1986","Rhineland-Palatinate,Saarland","Urban Area","68","0.187949621822638","0.145926214405674","0.229973029239602"
"Big worries","1986","Rhineland-Palatinate,Saarland","Rural Area","8","","",""
"Big worries","1986","Baden-Württemberg","Urban Area","128","0.0808321031230985","0.0645303124017901","0.0971338938444069"
"Big worries","1986","Baden-Württemberg","Rural Area","18","","",""
"Big worries","1986","Bavaria","Urban Area","63","0.0863205275856379","0.0627858417785182","0.109855213392758"
"Big worries","1986","Bavaria","Rural Area","67","0.135603590995664","0.104179860462437","0.167027321528892"
"Big worries","1986","Berlin","Urban Area","33","0.120036448489346","0.0764922686447828","0.16358062833391"
"Big worries","1986","Berlin","Rural Area","","","",""
"Big worries","1986","Brandenburg","Urban Area","","","",""
"Big worries","1986","Brandenburg","Rural Area","","","",""
"Big worries","1986","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Big worries","1986","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Big worries","1986","Saxony","Urban Area","","","",""
"Big worries","1986","Saxony","Rural Area","","","",""
"Big worries","1986","Saxony-Anhalt","Urban Area","","","",""
"Big worries","1986","Saxony-Anhalt","Rural Area","","","",""
"Big worries","1986","Thuringia","Urban Area","","","",""
"Big worries","1986","Thuringia","Rural Area","","","",""
"Some worries","1986","Schleswig-Holstein","Urban Area","24","","",""
"Some worries","1986","Schleswig-Holstein","Rural Area","29","","",""
"Some worries","1986","Hamburg","Urban Area","47","0.343731856064877","0.264200504895665","0.423263207234089"
"Some worries","1986","Hamburg","Rural Area","","","",""
"Some worries","1986","Lower Saxony","Urban Area","86","0.275896272135057","0.226220891405585","0.325571652864528"
"Some worries","1986","Lower Saxony","Rural Area","78","0.301286653877108","0.245192061586623","0.357381246167594"
"Some worries","1986","Bremen","Urban Area","20","","",""
"Some worries","1986","Bremen","Rural Area","","","",""
"Some worries","1986","North Rhine-Westphalia","Urban Area","419","0.274376561126577","0.251314516740326","0.297438605512828"
"Some worries","1986","North Rhine-Westphalia","Rural Area","10","","",""
"Some worries","1986","Hesse","Urban Area","131","0.23325298013298","0.197180933920738","0.269325026345222"
"Some worries","1986","Hesse","Rural Area","22","","",""
"Some worries","1986","Rhineland-Palatinate,Saarland","Urban Area","113","0.325606820644334","0.275200803749198","0.376012837539471"
"Some worries","1986","Rhineland-Palatinate,Saarland","Rural Area","15","","",""
"Some worries","1986","Baden-Württemberg","Urban Area","338","0.270418877298948","0.243854401687325","0.296983352910571"
"Some worries","1986","Baden-Württemberg","Rural Area","66","0.376092525462728","0.307032833899177","0.445152217026279"
"Some worries","1986","Bavaria","Urban Area","157","0.281905984181267","0.244201133161008","0.319610835201526"
"Some worries","1986","Bavaria","Rural Area","155","0.316905753704591","0.274201508959641","0.359609998449541"
"Some worries","1986","Berlin","Urban Area","63","0.275479604720545","0.215623115891255","0.335336093549835"
"Some worries","1986","Berlin","Rural Area","","","",""
"Some worries","1986","Brandenburg","Urban Area","","","",""
"Some worries","1986","Brandenburg","Rural Area","","","",""
"Some worries","1986","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Some worries","1986","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Some worries","1986","Saxony","Urban Area","","","",""
"Some worries","1986","Saxony","Rural Area","","","",""
"Some worries","1986","Saxony-Anhalt","Urban Area","","","",""
"Some worries","1986","Saxony-Anhalt","Rural Area","","","",""
"Some worries","1986","Thuringia","Urban Area","","","",""
"Some worries","1986","Thuringia","Rural Area","","","",""
"No worries","1986","Schleswig-Holstein","Urban Area","56","0.629557123235337","0.532447004851872","0.726667241618801"
"No worries","1986","Schleswig-Holstein","Rural Area","43","0.55143520914692","0.44632165948685","0.65654875880699"
"No worries","1986","Hamburg","Urban Area","74","0.556161267142262","0.472965586883253","0.639356947401271"
"No worries","1986","Hamburg","Rural Area","3","","",""
"No worries","1986","Lower Saxony","Urban Area","174","0.59624406744014","0.541713578683776","0.650774556196505"
"No worries","1986","Lower Saxony","Rural Area","135","0.535252734063935","0.474275264472694","0.596230203655177"
"No worries","1986","Bremen","Urban Area","16","","",""
"No worries","1986","Bremen","Rural Area","","","",""
"No worries","1986","North Rhine-Westphalia","Urban Area","779","0.583983791310329","0.558508206019106","0.609459376601551"
"No worries","1986","North Rhine-Westphalia","Rural Area","19","","",""
"No worries","1986","Hesse","Urban Area","336","0.663901581250337","0.623609823337829","0.704193339162844"
"No worries","1986","Hesse","Rural Area","37","0.572840415379822","0.455267973580928","0.690412857178716"
"No worries","1986","Rhineland-Palatinate,Saarland","Urban Area","151","0.486443557533028","0.432679830429428","0.540207284636629"
"No worries","1986","Rhineland-Palatinate,Saarland","Rural Area","35","0.628188015418402","0.503810862956161","0.752565167880643"
"No worries","1986","Baden-Württemberg","Urban Area","608","0.648749019577953","0.620199876300389","0.677298162855517"
"No worries","1986","Baden-Württemberg","Rural Area","105","0.545303697157326","0.474313706091993","0.616293688222659"
"No worries","1986","Bavaria","Urban Area","327","0.631773488233095","0.591353828478447","0.672193147987743"
"No worries","1986","Bavaria","Rural Area","234","0.547490655299745","0.501806268364126","0.593175042235364"
"No worries","1986","Berlin","Urban Area","118","0.604483946790109","0.538972732723479","0.669995160856739"
"No worries","1986","Berlin","Rural Area","","","",""
"No worries","1986","Brandenburg","Urban Area","","","",""
"No worries","1986","Brandenburg","Rural Area","","","",""
"No worries","1986","Mecklenburg-Western Pomerania","Urban Area","","","",""
"No worries","1986","Mecklenburg-Western Pomerania","Rural Area","","","",""
"No worries","1986","Saxony","Urban Area","","","",""
"No worries","1986","Saxony","Rural Area","","","",""
"No worries","1986","Saxony-Anhalt","Urban Area","","","",""
"No worries","1986","Saxony-Anhalt","Rural Area","","","",""
"No worries","1986","Thuringia","Urban Area","","","",""
"No worries","1986","Thuringia","Rural Area","","","",""
"Big worries","1987","Schleswig-Holstein","Urban Area","17","","",""
"Big worries","1987","Schleswig-Holstein","Rural Area","9","","",""
"Big worries","1987","Hamburg","Urban Area","18","","",""
"Big worries","1987","Hamburg","Rural Area","","","",""
"Big worries","1987","Lower Saxony","Urban Area","54","0.171403718741758","0.130304985150792","0.212502452332725"
"Big worries","1987","Lower Saxony","Rural Area","25","","",""
"Big worries","1987","Bremen","Urban Area","8","","",""
"Big worries","1987","Bremen","Rural Area","","","",""
"Big worries","1987","North Rhine-Westphalia","Urban Area","206","0.116309589937531","0.0999872723988303","0.132631907476232"
"Big worries","1987","North Rhine-Westphalia","Rural Area","7","","",""
