"plh0042","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Big worries","1986","(3b) higher tertiary education","30","0.0657424795633783","0.0410189324298668","0.0904660266968897"
"Some worries","1986","(0) in school","","","",""
"Some worries","1986","(1a) inadequately completed","182","0.395315742861255","0.35111439142147","0.43951709430104"
"Some worries","1986","(1b) general elementary school","400","0.336372824132925","0.308861869039489","0.363883779226361"
"Some worries","1986","(1c) basic vocational qualification","664","0.301963677574708","0.282735310804023","0.321192044345394"
"Some worries","1986","(2b) intermediate general qualification","53","0.256984366642375","0.197742698920246","0.316226034364504"
"Some worries","1986","(2a) intermediate vocational","206","0.241577597664173","0.212439933646833","0.270715261681513"
"Some worries","1986","(2c_gen) general maturity certificate","49","0.356689840149878","0.278450997102317","0.434928683197439"
"Some worries","1986","(2c_voc) vocational maturity certificate","69","0.238199703647783","0.187008133580183","0.289391273715383"
"Some worries","1986","(3a) lower tertiary education","45","0.25287869801772","0.186955003467215","0.318802392568225"
"Some worries","1986","(3b) higher tertiary education","81","0.211763300522296","0.171005746492206","0.252520854552386"
"No worries","1986","(0) in school","4","","",""
"No worries","1986","(1a) inadequately completed","184","0.348017288967864","0.304952967220613","0.391081610715114"
"No worries","1986","(1b) general elementary school","529","0.522457728229947","0.4933730257556","0.551542430704294"
"No worries","1986","(1c) basic vocational qualification","1204","0.560111697190485","0.539322651121179","0.58090074325979"
"No worries","1986","(2b) intermediate general qualification","124","0.619268176079527","0.553438166418246","0.685098185740809"
"No worries","1986","(2a) intermediate vocational","558","0.67636831847508","0.64451989281778","0.70821674413238"
"No worries","1986","(2c_gen) general maturity certificate","61","0.471669441947003","0.390135473587062","0.553203410306944"
"No worries","1986","(2c_voc) vocational maturity certificate","169","0.679328153714253","0.623239179733868","0.735417127694637"
"No worries","1986","(3a) lower tertiary education","110","0.670469665635656","0.599179910701709","0.741759420569603"
"No worries","1986","(3b) higher tertiary education","275","0.722494219914326","0.677825074500694","0.767163365327957"
"Big worries","1987","(0) in school","","","",""
"Big worries","1987","(1a) inadequately completed","79","0.199525544830975","0.163083721818907","0.235967367843044"
"Big worries","1987","(1b) general elementary school","186","0.130395235579384","0.110983650895911","0.149806820262857"
"Big worries","1987","(1c) basic vocational qualification","260","0.112495054143419","0.0993303989212431","0.125659709365594"
"Big worries","1987","(2b) intermediate general qualification","27","","",""
"Big worries","1987","(2a) intermediate vocational","66","0.067583201443715","0.0508058543144541","0.0843605485729758"
"Big worries","1987","(2c_gen) general maturity certificate","20","","",""
"Big worries","1987","(2c_voc) vocational maturity certificate","23","","",""
"Big worries","1987","(3a) lower tertiary education","7","","",""
"Big worries","1987","(3b) higher tertiary education","33","0.0716659329600567","0.0457662691551314","0.0975655967649819"
"Some worries","1987","(0) in school","1","","",""
"Some worries","1987","(1a) inadequately completed","178","0.386731870314035","0.342324272312356","0.431139468315714"
"Some worries","1987","(1b) general elementary school","425","0.34139775083955","0.314063252582004","0.368732249097097"
"Some worries","1987","(1c) basic vocational qualification","783","0.350132163035234","0.330258134492601","0.370006191577867"
"Some worries","1987","(2b) intermediate general qualification","73","0.309184221191755","0.248930530062244","0.369437912321266"
"Some worries","1987","(2a) intermediate vocational","241","0.278143339127494","0.248195969594966","0.308090708660023"
"Some worries","1987","(2c_gen) general maturity certificate","47","0.339143591152556","0.260723122481771","0.41756405982334"
"Some worries","1987","(2c_voc) vocational maturity certificate","77","0.296488822382863","0.240651935988303","0.352325708777423"
"Some worries","1987","(3a) lower tertiary education","43","0.246265036699648","0.180326868746225","0.312203204653071"
"Some worries","1987","(3b) higher tertiary education","69","0.181407675806979","0.142713351543117","0.22010200007084"
"No worries","1987","(0) in school","4","","",""
"No worries","1987","(1a) inadequately completed","205","0.41374258485499","0.368833274145393","0.458651895564587"
"No worries","1987","(1b) general elementary school","545","0.528207013581066","0.499429915568907","0.556984111593224"
"No worries","1987","(1c) basic vocational qualification","1170","0.537372782821347","0.51659922864551","0.558146336997184"
"No worries","1987","(2b) intermediate general qualification","126","0.574289908226879","0.509826028975017","0.638753787478741"
"No worries","1987","(2a) intermediate vocational","553","0.654273459428791","0.622486800831491","0.68606011802609"
"No worries","1987","(2c_gen) general maturity certificate","73","0.604321668326442","0.523320871656631","0.685322464996252"
"No worries","1987","(2c_voc) vocational maturity certificate","157","0.642060564907812","0.583450216667322","0.700670913148301"
"No worries","1987","(3a) lower tertiary education","114","0.712886991136668","0.643646052417734","0.782127929855602"
"No worries","1987","(3b) higher tertiary education","279","0.746926391232965","0.703269989769753","0.790582792696177"
"Big worries","1988","(0) in school","","","",""
"Big worries","1988","(1a) inadequately completed","92","0.280443268927699","0.236639403214884","0.324247134640515"
"Big worries","1988","(1b) general elementary school","231","0.185548871986649","0.162617754040539","0.208479989932759"
"Big worries","1988","(1c) basic vocational qualification","285","0.122553811257345","0.108423832708572","0.136683789806118"
"Big worries","1988","(2b) intermediate general qualification","32","0.118832214361696","0.076644084690575","0.161020344032817"
"Big worries","1988","(2a) intermediate vocational","66","0.0776865144995767","0.0594098650152287","0.0959631639839246"
"Big worries","1988","(2c_gen) general maturity certificate","23","","",""
"Big worries","1988","(2c_voc) vocational maturity certificate","27","","",""
"Big worries","1988","(3a) lower tertiary education","9","","",""
"Big worries","1988","(3b) higher tertiary education","29","","",""
"Some worries","1988","(0) in school","2","","",""
"Some worries","1988","(1a) inadequately completed","159","0.377381877959497","0.330114794277685","0.424648961641309"
"Some worries","1988","(1b) general elementary school","421","0.386917936133535","0.358188156756351","0.415647715510718"
"Some worries","1988","(1c) basic vocational qualification","766","0.373002916626975","0.352164883704521","0.393840949549429"
"Some worries","1988","(2b) intermediate general qualification","75","0.371686044410248","0.308681721020959","0.434690367799538"
"Some worries","1988","(2a) intermediate vocational","237","0.281715631318421","0.251001505049213","0.31242975758763"
"Some worries","1988","(2c_gen) general maturity certificate","45","0.316285708115449","0.236653353697048","0.395918062533851"
"Some worries","1988","(2c_voc) vocational maturity certificate","70","0.265019600875013","0.210528611033554","0.319510590716472"
"Some worries","1988","(3a) lower tertiary education","56","0.33305111506058","0.260250193920917","0.405852036200243"
"Some worries","1988","(3b) higher tertiary education","67","0.173599269198087","0.134581440442333","0.212617097953841"
"No worries","1988","(0) in school","4","","",""
"No worries","1988","(1a) inadequately completed","153","0.342174853112804","0.295911544508665","0.388438161716943"
"No worries","1988","(1b) general elementary school","452","0.427533191879816","0.398350615660813","0.45671576809882"
"No worries","1988","(1c) basic vocational qualification","1018","0.504443272115681","0.482899551863012","0.525986992368349"
"No worries","1988","(2b) intermediate general qualification","119","0.509481741228056","0.444306030970907","0.574657451485205"
"No worries","1988","(2a) intermediate vocational","521","0.640597854182002","0.607836069038412","0.673359639325592"
"No worries","1988","(2c_gen) general maturity certificate","63","0.538951846638658","0.453590635424466","0.624313057852849"
"No worries","1988","(2c_voc) vocational maturity certificate","155","0.666721862241122","0.608521782234115","0.724921942248129"
"No worries","1988","(3a) lower tertiary education","96","0.615869412370309","0.540738456229249","0.691000368511368"
"No worries","1988","(3b) higher tertiary education","266","0.755177233894639","0.710883310475625","0.799471157313654"
"Big worries","1989","(0) in school","","","",""
"Big worries","1989","(1a) inadequately completed","62","0.188045462412872","0.148337837864298","0.227753086961446"
"Big worries","1989","(1b) general elementary school","150","0.120026760957193","0.100508232921563","0.139545288992822"
"Big worries","1989","(1c) basic vocational qualification","175","0.0802496493842285","0.0684167238876292","0.0920825748808279"
"Big worries","1989","(2b) intermediate general qualification","24","","",""
"Big worries","1989","(2a) intermediate vocational","37","0.0458731365108049","0.0317420900340821","0.0600041829875278"
"Big worries","1989","(2c_gen) general maturity certificate","15","","",""
"Big worries","1989","(2c_voc) vocational maturity certificate","13","","",""
"Big worries","1989","(3a) lower tertiary education","1","","",""
"Big worries","1989","(3b) higher tertiary education","17","","",""
"Some worries","1989","(0) in school","2","","",""
"Some worries","1989","(1a) inadequately completed","131","0.347084147958869","0.298708965393568","0.395459330524171"
"Some worries","1989","(1b) general elementary school","377","0.335801774863778","0.307438025692393","0.364165524035163"
"Some worries","1989","(1c) basic vocational qualification","629","0.294485336000816","0.274632596837474","0.314338075164159"
"Some worries","1989","(2b) intermediate general qualification","57","0.241476486143545","0.185430304530381","0.297522667756709"
"Some worries","1989","(2a) intermediate vocational","229","0.264638389859302","0.23484163658948","0.294435143129124"
"Some worries","1989","(2c_gen) general maturity certificate","49","0.30875434957429","0.233035706890309","0.384472992258272"
"Some worries","1989","(2c_voc) vocational maturity certificate","62","0.23121559710258","0.179468159902924","0.282963034302237"
"Some worries","1989","(3a) lower tertiary education","42","0.234800625278823","0.170513088877358","0.299088161680288"
"Some worries","1989","(3b) higher tertiary education","74","0.193273762851975","0.152484450621823","0.234063075082128"
"No worries","1989","(0) in school","4","","",""
"No worries","1989","(1a) inadequately completed","179","0.464870389628259","0.414186252826488","0.515554526430029"
"No worries","1989","(1b) general elementary school","538","0.54417146417903","0.514259707186881","0.574083221171179"
"No worries","1989","(1c) basic vocational qualification","1221","0.625265014614955","0.604182143085872","0.646347886144038"
"No worries","1989","(2b) intermediate general qualification","143","0.663198132466152","0.601306352252658","0.725089912679647"
"No worries","1989","(2a) intermediate vocational","576","0.689488473629893","0.658235279219514","0.720741668040272"
"No worries","1989","(2c_gen) general maturity certificate","79","0.62263293834295","0.543185826588742","0.702080050097157"
"No worries","1989","(2c_voc) vocational maturity certificate","180","0.734060385296381","0.679830908790731","0.788289861802031"
"No worries","1989","(3a) lower tertiary education","124","0.760085820734578","0.69531951450139","0.824852126967767"
"No worries","1989","(3b) higher tertiary education","269","0.77882083835589","0.735947458085711","0.821694218626068"
"Big worries","1990","(0) in school","","","",""
"Big worries","1990","(1a) inadequately completed","82","0.270505296595503","0.225484699772349","0.315525893418657"
"Big worries","1990","(1b) general elementary school","232","0.186941473125473","0.164359645788667","0.209523300462279"
"Big worries","1990","(1c) basic vocational qualification","597","0.15260033866595","0.139537159599629","0.165663517732271"
"Big worries","1990","(2b) intermediate general qualification","52","0.106052130329911","0.0725770054491573","0.139527255210664"
"Big worries","1990","(2a) intermediate vocational","516","0.172265782945173","0.15605349908631","0.188478066804036"
"Big worries","1990","(2c_gen) general maturity certificate","16","","",""
"Big worries","1990","(2c_voc) vocational maturity certificate","33","0.0596907752288276","0.0338940520154641","0.0854874984421911"
"Big worries","1990","(3a) lower tertiary education","191","0.199097649439851","0.169929780942141","0.22826551793756"
"Big worries","1990","(3b) higher tertiary education","110","0.11939637574242","0.0944305235852516","0.144362227899588"
"Some worries","1990","(0) in school","1","","",""
"Some worries","1990","(1a) inadequately completed","146","0.378702262505904","0.329542347216999","0.42786217779481"
"Some worries","1990","(1b) general elementary school","402","0.320216961772312","0.293192772374237","0.347241151170387"
"Some worries","1990","(1c) basic vocational qualification","1011","0.324508283204574","0.307500414458208","0.341516151950941"
"Some worries","1990","(2b) intermediate general qualification","106","0.287920367645261","0.238692969016952","0.337147766273569"
"Some worries","1990","(2a) intermediate vocational","718","0.298385977225913","0.278741631506409","0.318030322945417"
"Some worries","1990","(2c_gen) general maturity certificate","48","0.312466745645524","0.237539773952677","0.387393717338371"
"Some worries","1990","(2c_voc) vocational maturity certificate","100","0.299336146939972","0.249469516365421","0.349202777514523"
"Some worries","1990","(3a) lower tertiary education","322","0.419726543245089","0.383678523461979","0.455774563028198"
"Some worries","1990","(3b) higher tertiary education","225","0.271800931687137","0.237546945512747","0.306054917861527"
"No worries","1990","(0) in school","3","","",""
"No worries","1990","(1a) inadequately completed","146","0.350792440898593","0.302427664190317","0.399157217606868"
"No worries","1990","(1b) general elementary school","511","0.492841565102215","0.463883413448121","0.521799716756308"
"No worries","1990","(1c) basic vocational qualification","1303","0.522891378129475","0.50474703036821","0.54103572589074"
"No worries","1990","(2b) intermediate general qualification","167","0.606027502024829","0.552904142724053","0.659150861325604"
"No worries","1990","(2a) intermediate vocational","850","0.529348239828914","0.507918356136485","0.550778123521343"
"No worries","1990","(2c_gen) general maturity certificate","83","0.629004354356278","0.550913413419967","0.707095295292589"
"No worries","1990","(2c_voc) vocational maturity certificate","191","0.6409730778312","0.588738391844301","0.6932077638181"
"No worries","1990","(3a) lower tertiary education","207","0.381175807315061","0.345700338033406","0.416651276596715"
"No worries","1990","(3b) higher tertiary education","313","0.608802692570443","0.571227882086545","0.646377503054341"
"Big worries","1991","(0) in school","","","",""
"Big worries","1991","(1a) inadequately completed","59","0.180081582017167","0.14194552772228","0.218217636312054"
"Big worries","1991","(1b) general elementary school","156","0.146613841153717","0.125833111510828","0.167394570796605"
"Big worries","1991","(1c) basic vocational qualification","544","0.145148715422455","0.131893857504626","0.158403573340284"
"Big worries","1991","(2b) intermediate general qualification","46","0.093719651919683","0.0607409104208583","0.126698393418508"
"Big worries","1991","(2a) intermediate vocational","471","0.171397959921297","0.154584958107555","0.188210961735039"
"Big worries","1991","(2c_gen) general maturity certificate","12","","",""
"Big worries","1991","(2c_voc) vocational maturity certificate","36","0.0700443386876455","0.0432294431132348","0.0968592342620561"
"Big worries","1991","(3a) lower tertiary education","201","0.243703855716187","0.2108007903549","0.276606921077473"
"Big worries","1991","(3b) higher tertiary education","104","0.125624251825639","0.0995783922638154","0.151670111387464"
"Some worries","1991","(0) in school","","","",""
"Some worries","1991","(1a) inadequately completed","138","0.382191083672804","0.333964871900458","0.43041729544515"
"Some worries","1991","(1b) general elementary school","336","0.280622361397793","0.254226240231962","0.307018482563624"
"Some worries","1991","(1c) basic vocational qualification","758","0.270613755474407","0.253896040649881","0.287331470298933"
"Some worries","1991","(2b) intermediate general qualification","73","0.190222742121539","0.145810625613362","0.234634858629715"
"Some worries","1991","(2a) intermediate vocational","557","0.253700545459695","0.234287811666731","0.273113279252659"
"Some worries","1991","(2c_gen) general maturity certificate","45","0.290237545855895","0.219466949537432","0.361008142174358"
"Some worries","1991","(2c_voc) vocational maturity certificate","88","0.232544098729003","0.188158933038585","0.276929264419421"
"Some worries","1991","(3a) lower tertiary education","236","0.295070554420314","0.260116707563678","0.33002440127695"
"Some worries","1991","(3b) higher tertiary education","180","0.227283242508413","0.194349068764521","0.260217416252305"
"No worries","1991","(0) in school","6","","",""
"No worries","1991","(1a) inadequately completed","193","0.437727334310029","0.388490388362098","0.48696428025796"
"No worries","1991","(1b) general elementary school","621","0.57276379744849","0.543702010685313","0.601825584211667"
"No worries","1991","(1c) basic vocational qualification","1411","0.584237529103138","0.565691943044467","0.602783115161809"
"No worries","1991","(2b) intermediate general qualification","181","0.716057605958779","0.66503336361553","0.767081848302027"
"No worries","1991","(2a) intermediate vocational","902","0.574901494619008","0.552846297462794","0.596956691775222"
"No worries","1991","(2c_gen) general maturity certificate","101","0.679374740286248","0.60660126545496","0.752148215117535"
"No worries","1991","(2c_voc) vocational maturity certificate","224","0.697411562583351","0.649146907705739","0.745676217460963"
"No worries","1991","(3a) lower tertiary education","217","0.461225589863499","0.423020661087097","0.499430518639902"
"No worries","1991","(3b) higher tertiary education","338","0.647092505665947","0.609537613070783","0.684647398261112"
"Big worries","1992","(0) in school","","","",""
"Big worries","1992","(1a) inadequately completed","77","0.236017314207691","0.191530863355658","0.280503765059723"
"Big worries","1992","(1b) general elementary school","208","0.181217814064153","0.157840717373341","0.204594910754964"
"Big worries","1992","(1c) basic vocational qualification","447","0.141761234663181","0.128055393008404","0.155467076317959"
"Big worries","1992","(2b) intermediate general qualification","48","0.157920194246844","0.116927471971873","0.198912916521815"
"Big worries","1992","(2a) intermediate vocational","357","0.147070258891214","0.130676558118863","0.163463959663565"
"Big worries","1992","(2c_gen) general maturity certificate","18","","",""
"Big worries","1992","(2c_voc) vocational maturity certificate","34","0.0650858110290406","0.0387098988389965","0.0914617232190846"
"Big worries","1992","(3a) lower tertiary education","134","0.167236051664897","0.137717855397804","0.196754247931991"
"Big worries","1992","(3b) higher tertiary education","72","0.0898589550189829","0.0669762428459912","0.112741667191974"
"Some worries","1992","(0) in school","1","","",""
"Some worries","1992","(1a) inadequately completed","133","0.362902580833732","0.312527933337751","0.413277228329712"
"Some worries","1992","(1b) general elementary school","361","0.331450365415282","0.30288222210732","0.360018508723244"
"Some worries","1992","(1c) basic vocational qualification","845","0.325012156276792","0.306607797908751","0.343416514644834"
"Some worries","1992","(2b) intermediate general qualification","92","0.263700267986307","0.214167350803919","0.313233185168695"
"Some worries","1992","(2a) intermediate vocational","571","0.299603030996093","0.278399744741427","0.320806317250759"
"Some worries","1992","(2c_gen) general maturity certificate","45","0.294346735274567","0.223729064497313","0.364964406051821"
"Some worries","1992","(2c_voc) vocational maturity certificate","102","0.262934212302832","0.215863027657917","0.310005396947746"
"Some worries","1992","(3a) lower tertiary education","263","0.370500505436836","0.332301153001395","0.408699857872277"
"Some worries","1992","(3b) higher tertiary education","214","0.307259659456355","0.270344013035387","0.344175305877323"
"No worries","1992","(0) in school","6","","",""
"No worries","1992","(1a) inadequately completed","140","0.401080104958578","0.349733232160153","0.452426977757002"
"No worries","1992","(1b) general elementary school","474","0.487331820520566","0.456997344135736","0.517666296905395"
"No worries","1992","(1c) basic vocational qualification","1196","0.533226609060026","0.51362318859562","0.552830029524432"
"No worries","1992","(2b) intermediate general qualification","164","0.578379537766849","0.522868595517141","0.633890480016556"
"No worries","1992","(2a) intermediate vocational","865","0.553326710112693","0.530315272297288","0.576338147928098"
"No worries","1992","(2c_gen) general maturity certificate","97","0.631126363606354","0.556363647764103","0.705889079448605"
"No worries","1992","(2c_voc) vocational maturity certificate","200","0.671979976668128","0.62177962077301","0.722180332563245"
"No worries","1992","(3a) lower tertiary education","217","0.462263442898267","0.422827388105565","0.501699497690968"
"No worries","1992","(3b) higher tertiary education","314","0.602881385524662","0.563729874720735","0.64203289632859"
"Big worries","1993","(0) in school","","","",""
"Big worries","1993","(1a) inadequately completed","58","0.174208649363379","0.133532027393708","0.21488527133305"
"Big worries","1993","(1b) general elementary school","147","0.13330496900645","0.112131753584535","0.154478184428365"
"Big worries","1993","(1c) basic vocational qualification","326","0.111931600737058","0.0991188374883621","0.124744363985753"
"Big worries","1993","(2b) intermediate general qualification","24","","",""
"Big worries","1993","(2a) intermediate vocational","257","0.11499767637157","0.100304841290205","0.129690511452934"
"Big worries","1993","(2c_gen) general maturity certificate","19","","",""
"Big worries","1993","(2c_voc) vocational maturity certificate","28","","",""
"Big worries","1993","(3a) lower tertiary education","91","0.135589073494734","0.108354146465669","0.1628240005238"
"Big worries","1993","(3b) higher tertiary education","42","0.0455968837798493","0.0287355108601534","0.0624582566995451"
"Some worries","1993","(0) in school","","","",""
"Some worries","1993","(1a) inadequately completed","134","0.390802095946747","0.338474293084705","0.443129898808789"
"Some worries","1993","(1b) general elementary school","347","0.324483640233762","0.29531979182656","0.353647488640963"
"Some worries","1993","(1c) basic vocational qualification","812","0.333849678391668","0.314684854276704","0.353014502506632"
"Some worries","1993","(2b) intermediate general qualification","85","0.272365318496621","0.220314504032067","0.324416132961175"
"Some worries","1993","(2a) intermediate vocational","606","0.299058077454503","0.277971424419843","0.320144730489163"
"Some worries","1993","(2c_gen) general maturity certificate","47","0.256976677971994","0.192050244795916","0.321903111148071"
"Some worries","1993","(2c_voc) vocational maturity certificate","101","0.295682184610074","0.246887179438179","0.344477189781969"
"Some worries","1993","(3a) lower tertiary education","268","0.373941873647176","0.335450525363212","0.41243322193114"
"Some worries","1993","(3b) higher tertiary education","200","0.300618555872952","0.263556938093117","0.337680173652787"
"No worries","1993","(0) in school","3","","",""
"No worries","1993","(1a) inadequately completed","142","0.434989254689874","0.381822215490447","0.4881562938893"
"No worries","1993","(1b) general elementary school","496","0.542211390759789","0.511176708498205","0.573246073021373"
"No worries","1993","(1c) basic vocational qualification","1188","0.554218720871274","0.534019029001484","0.574418412741064"
"No worries","1993","(2b) intermediate general qualification","172","0.628381274705499","0.571880377640084","0.684882171770914"
"No worries","1993","(2a) intermediate vocational","948","0.585944246173927","0.563258847034638","0.608629645313217"
"No worries","1993","(2c_gen) general maturity certificate","108","0.66108497534115","0.59075385728276","0.73141609339954"
"No worries","1993","(2c_voc) vocational maturity certificate","207","0.642787456916056","0.591551423621511","0.694023490210601"
"No worries","1993","(3a) lower tertiary education","248","0.49046905285809","0.450700037925323","0.530238067790857"
"No worries","1993","(3b) higher tertiary education","346","0.653784560347199","0.615329811981251","0.692239308713147"
"Big worries","1994","(0) in school","1","","",""
"Big worries","1994","(1a) inadequately completed","72","0.268513059203505","0.218446143513001","0.318579974894009"
"Big worries","1994","(1b) general elementary school","162","0.174470601648986","0.149032046843795","0.199909156454176"
"Big worries","1994","(1c) basic vocational qualification","333","0.133885408343212","0.119672004507096","0.148098812179328"
"Big worries","1994","(2b) intermediate general qualification","50","0.138920900469725","0.097893680836021","0.17994812010343"
"Big worries","1994","(2a) intermediate vocational","235","0.109210426661698","0.0948730146397846","0.123547838683611"
"Big worries","1994","(2c_gen) general maturity certificate","25","","",""
"Big worries","1994","(2c_voc) vocational maturity certificate","38","0.0879369579612393","0.0575194155590208","0.118354500363458"
"Big worries","1994","(3a) lower tertiary education","79","0.103319816475943","0.0790257601535377","0.127613872798349"
"Big worries","1994","(3b) higher tertiary education","57","0.0782320479009888","0.0570773943008926","0.099386701501085"
"Some worries","1994","(0) in school","1","","",""
"Some worries","1994","(1a) inadequately completed","123","0.405067874129864","0.34961009750627","0.460525650753459"
"Some worries","1994","(1b) general elementary school","343","0.364350489526785","0.332092776739379","0.39660820231419"
"Some worries","1994","(1c) basic vocational qualification","889","0.393651556516579","0.373259505257073","0.414043607776086"
"Some worries","1994","(2b) intermediate general qualification","93","0.290672242082798","0.236809057679258","0.344535426486339"
"Some worries","1994","(2a) intermediate vocational","742","0.361043405835715","0.338965059661663","0.383121752009768"
