"plh0042","year","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1985","Rural Area","181","0.124538004139636","0.105832448403365","0.143243559875907","1"
"Big worries","1985","Urban Area","704","0.118742318529128","0.109717993361548","0.127766643696709","1"
"No worries","1985","Rural Area","621","0.553490837631268","0.525328323583361","0.581653351679175","3"
"No worries","1985","Urban Area","2741","0.598689473549055","0.585015283790137","0.612363663307973","3"
"Some worries","1985","Rural Area","395","0.321971158229096","0.295502398915382","0.34843991754281","2"
"Some worries","1985","Urban Area","1491","0.282568207921816","0.270007547542131","0.295128868301501","2"
"Big worries","1986","Rural Area","166","0.131648117354668","0.112123746286855","0.151172488422482","1"
"Big worries","1986","Urban Area","687","0.119656401081917","0.110401170989574","0.128911631174261","1"
"No worries","1986","Rural Area","611","0.550570908462996","0.521845972318184","0.579295844607809","3"
"No worries","1986","Urban Area","2639","0.602921682840401","0.588968872716395","0.616874492964408","3"
"Some worries","1986","Rural Area","375","0.317780974182335","0.290893642110548","0.344668306254123","2"
"Some worries","1986","Urban Area","1398","0.277421916077681","0.264654414429729","0.290189417725634","2"
"Big worries","1987","Rural Area","121","0.0898091019219461","0.0737129077651133","0.105905296078779","1"
"Big worries","1987","Urban Area","597","0.103361616090371","0.0947023508100477","0.112020881370694","1"
"No worries","1987","Rural Area","656","0.555484102020542","0.527508705746332","0.583459498294752","3"
"No worries","1987","Urban Area","2605","0.589183078172792","0.575189072987654","0.60317708335793","3"
"Some worries","1987","Rural Area","435","0.354706796057512","0.327772223894278","0.381641368220746","2"
"Some worries","1987","Urban Area","1546","0.307455305736837","0.294330054200959","0.320580557272715","2"
"Big worries","1988","Rural Area","150","0.105533686483307","0.0874429703101161","0.123624402656498","1"
"Big worries","1988","Urban Area","670","0.123027736381827","0.113472037731633","0.132583435032021","1"
"No worries","1988","Rural Area","547","0.50526129929967","0.47582222360869","0.53470037499065","3"
"No worries","1988","Urban Area","2345","0.558121682859627","0.543674479271332","0.572568886447922","3"
"Some worries","1988","Rural Area","411","0.389205014217023","0.360496206550477","0.41791382188357","2"
"Some worries","1988","Urban Area","1524","0.318850580758546","0.305292981235773","0.332408180281319","2"
"Big worries","1989","Rural Area","87","0.0685651290050339","0.0534301699344586","0.0837000880756091","1"
"Big worries","1989","Urban Area","418","0.0754394555935706","0.0677171526910166","0.0831617584961245","1"
"No worries","1989","Rural Area","648","0.632878573487575","0.604010459064952","0.661746687910199","3"
"No worries","1989","Urban Area","2728","0.648650499554932","0.634691479527031","0.662609519582833","3"
"Some worries","1989","Rural Area","336","0.298556297507391","0.271149210154431","0.325963384860351","2"
"Some worries","1989","Urban Area","1347","0.275910044851498","0.26284051698635","0.288979572716646","2"
"Big worries","1990","Rural Area","975","0.242233096972256","0.227402764435734","0.257063429508777","1"
"Big worries","1990","Urban Area","844","0.113977026806906","0.10560141233587","0.122352641277943","1"
"No worries","1990","Rural Area","1016","0.412647627294111","0.395606223312837","0.429689031275386","3"
"No worries","1990","Urban Area","2820","0.58252224390149","0.569524785010297","0.595519702792683","3"
"Some worries","1990","Rural Area","1215","0.345119275733633","0.328662981493204","0.361575569974062","2"
"Some worries","1990","Urban Area","1866","0.303500729291604","0.291382874950972","0.315618583632235","2"
"Big worries","1991","Rural Area","899","0.246050111303081","0.230341690738604","0.261758531867559","1"
"Big worries","1991","Urban Area","726","0.104059685404703","0.0959375735905014","0.112181797218904","1"
"No worries","1991","Rural Area","1053","0.44895174826246","0.430811461649151","0.467092034875769","3"
"No worries","1991","Urban Area","3200","0.651711345391652","0.639038169141319","0.664384521641985","3"
"Some worries","1991","Rural Area","936","0.304998140434459","0.28820657927525","0.321789701593667","2"
"Some worries","1991","Urban Area","1503","0.244228969203645","0.232800662713877","0.255657275693413","2"
"Big worries","1992","Rural Area","624","0.191070448326294","0.175850054150504","0.206290842502084","1"
"Big worries","1992","Urban Area","769","0.118322753478576","0.109542260423143","0.127103246534008","1"
"No worries","1992","Rural Area","992","0.448216714807782","0.428963552046263","0.467469877569301","3"
"No worries","1992","Urban Area","2723","0.582802399354115","0.569397562891589","0.596207235816642","3"
"Some worries","1992","Rural Area","947","0.360712836865924","0.342121844227397","0.379303829504452","2"
"Some worries","1992","Urban Area","1706","0.298874847167309","0.286430491620757","0.311319202713861","2"
"Big worries","1993","Rural Area","415","0.145725907863177","0.1318841004282","0.159567715298153","1"
"Big worries","1993","Urban Area","604","0.0932651934433887","0.0852989152681601","0.101231471618617","1"
"No worries","1993","Rural Area","1082","0.487801078350478","0.468191578883218","0.507410577817737","3"
"No worries","1993","Urban Area","2853","0.604373609144156","0.590978356802731","0.617768861485582","3"
"Some worries","1993","Rural Area","999","0.366473013786346","0.347570073606975","0.385375953965716","2"
"Some worries","1993","Urban Area","1662","0.302361197412455","0.289779655504764","0.314942739320145","2"
"Big worries","1994","Rural Area","424","0.151301684191019","0.137086164127037","0.165517204255001","1"
"Big worries","1994","Urban Area","662","0.114623839154853","0.105747484771582","0.123500193538124","1"
"No worries","1994","Rural Area","936","0.43989082115824","0.420199584298762","0.459582058017717","3"
"No worries","1994","Urban Area","2424","0.535760193037273","0.521864197843455","0.549656188231091","3"
"Some worries","1994","Rural Area","1081","0.408807494650741","0.389305093480584","0.428309895820899","2"
"Some worries","1994","Urban Area","1862","0.349615967807874","0.336329369339098","0.362902566276651","2"
"Big worries","1995","Rural Area","497","0.15668831689344","0.142977018724761","0.17039961506212","1"
"Big worries","1995","Urban Area","744","0.122216010847649","0.113438534423146","0.130993487272151","1"
"No worries","1995","Rural Area","1123","0.464498025533411","0.445685864689595","0.483310186377226","3"
"No worries","1995","Urban Area","2675","0.544234119869227","0.530887368209562","0.557580871528891","3"
"Some worries","1995","Rural Area","1080","0.378813657573149","0.36051623270763","0.397111082438668","2"
"Some worries","1995","Urban Area","1930","0.333549869283125","0.320914847115535","0.346184891450714","2"
"Big worries","1996","Rural Area","422","0.153036018665904","0.139307901265836","0.166764136065972","1"
"Big worries","1996","Urban Area","611","0.102042695910348","0.0937754038149192","0.110309988005776","1"
"No worries","1996","Rural Area","1149","0.47102830421119","0.451994683796047","0.490061924626332","3"
"No worries","1996","Urban Area","2655","0.547550324448133","0.533956500617461","0.561144148278805","3"
"Some worries","1996","Rural Area","1071","0.375935677122906","0.357466262390644","0.394405091855169","2"
"Some worries","1996","Urban Area","1884","0.350406979641519","0.337376766325992","0.363437192957046","2"
"Big worries","1997","Rural Area","501","0.165391307820988","0.151082745435326","0.17969987020665","1"
"Big worries","1997","Urban Area","805","0.137150322752574","0.127598887524633","0.146701757980515","1"
"No worries","1997","Rural Area","879","0.391777473449202","0.372977848291457","0.410577098606948","3"
"No worries","1997","Urban Area","2106","0.454796232165139","0.440970424826923","0.468622039503355","3"
"Some worries","1997","Rural Area","1210","0.44283121872981","0.423701406318653","0.461961031140967","2"
"Some worries","1997","Urban Area","2072","0.408053445082287","0.39440753766164","0.421699352502935","2"
"Big worries","1998","Rural Area","507","0.171062395005695","0.157131947123422","0.184992842887969","1"
"Big worries","1998","Urban Area","871","0.143962159697784","0.134640350711813","0.153283968683755","1"
"No worries","1998","Rural Area","1073","0.410892946312809","0.392692235929443","0.429093656696176","3"
"No worries","1998","Urban Area","2494","0.498254470470484","0.48497756389179","0.511531377049179","3"
"Some worries","1998","Rural Area","1227","0.418044658681495","0.399798012388557","0.436291304974434","2"
"Some worries","1998","Urban Area","2083","0.357783369831732","0.345054777114658","0.370511962548806","2"
"Big worries","1999","Rural Area","504","0.160477426296952","0.146872297048668","0.174082555545237","1"
"Big worries","1999","Urban Area","743","0.127096998901487","0.11812124583283","0.136072751970143","1"
"No worries","1999","Rural Area","1023","0.40220672839084","0.384031508052308","0.420381948729372","3"
"No worries","1999","Urban Area","2386","0.49080550564408","0.477333978903241","0.504277032384918","3"
"Some worries","1999","Rural Area","1269","0.437315845312208","0.4189289053937","0.455702785230715","2"
"Some worries","1999","Urban Area","2161","0.382097495454434","0.369003646454158","0.395191344454709","2"
"Big worries","2000","Rural Area","844","0.167549123823461","0.156872116269848","0.178226131377074","1"
"Big worries","2000","Urban Area","1124","0.122195966327746","0.115405435391267","0.128986497264224","1"
"No worries","2000","Rural Area","1915","0.431198411839959","0.417039882714778","0.445356940965141","3"
"No worries","2000","Urban Area","4402","0.506133473262791","0.495767410429412","0.51649953609617","3"
"Some worries","2000","Rural Area","1941","0.40125246433658","0.38723950415732","0.415265424515839","2"
"Some worries","2000","Urban Area","3410","0.371670560409463","0.361650985501545","0.381690135317382","2"
"Big worries","2001","Rural Area","646","0.143891793559031","0.133348443917322","0.15443514320074","1"
"Big worries","2001","Urban Area","817","0.0991999894179098","0.0927859599993748","0.105614018836445","1"
"No worries","2001","Rural Area","1879","0.471081324632566","0.456086594273243","0.486076054991889","3"
"No worries","2001","Urban Area","4609","0.567467129808264","0.55683694396845","0.578097315648079","3"
"Some worries","2001","Rural Area","1732","0.385026881808403","0.370409491007757","0.399644272609049","2"
"Some worries","2001","Urban Area","2918","0.333332880773826","0.32321814507479","0.343447616472862","2"
"Big worries","2002","Rural Area","690","0.171622438685504","0.160400844018849","0.182844033352159","1"
"Big worries","2002","Urban Area","1114","0.141169040525325","0.133985740537464","0.148352340513185","1"
"No worries","2002","Rural Area","1877","0.411877147621451","0.397229386269933","0.426524908972968","3"
"No worries","2002","Urban Area","4583","0.479316347687663","0.469010148818263","0.489622546557063","3"
"Some worries","2002","Rural Area","1770","0.416500413693046","0.401828682053047","0.431172145333045","2"
"Some worries","2002","Urban Area","3329","0.379514611787013","0.369503542744897","0.389525680829128","2"
"Big worries","2003","Rural Area","739","0.179197917979723","0.167511241142083","0.190884594817364","1"
"Big worries","2003","Urban Area","1276","0.163882152618094","0.1560335627699","0.171730742466288","1"
"No worries","2003","Rural Area","1671","0.410319656043598","0.395330581572736","0.42530873051446","3"
"No worries","2003","Urban Area","3943","0.435491626428779","0.424978856594481","0.446004396263077","3"
"Some worries","2003","Rural Area","1727","0.410482425976679","0.39549244806459","0.425472403888767","2"
"Some worries","2003","Urban Area","3326","0.400626220953127","0.390236339015123","0.411016102891131","2"
"Big worries","2004","Rural Area","853","0.229666145550696","0.216644309661345","0.242687981440048","1"
"Big worries","2004","Urban Area","1500","0.205069460697555","0.196367108004144","0.213771813390966","1"
"No worries","2004","Rural Area","1435","0.348647832753589","0.333894652426319","0.363401013080858","3"
"No worries","2004","Urban Area","3489","0.38922728212663","0.378718242086563","0.399736322166696","3"
"Some worries","2004","Rural Area","1720","0.421686021695715","0.406397669395169","0.436974373996261","2"
"Some worries","2004","Urban Area","3280","0.405703257175815","0.395119800964018","0.416286713387613","2"
"Big worries","2005","Rural Area","797","0.248455401318701","0.23464709872233","0.262263703915071","1"
"Big worries","2005","Urban Area","1351","0.197053156389816","0.18822286313538","0.205883449644252","1"
"No worries","2005","Rural Area","1362","0.347019221636169","0.331807945171543","0.362230498100795","3"
"No worries","2005","Urban Area","3196","0.380241729280687","0.369465146109766","0.391018312451608","3"
"Some worries","2005","Rural Area","1603","0.40452537704513","0.388841869032629","0.420208885057631","2"
"Some worries","2005","Urban Area","3248","0.422705114329497","0.411738877078101","0.433671351580892","2"
"Big worries","2006","Rural Area","789","0.198564152707535","0.186365336754341","0.210762968660728","1"
"Big worries","2006","Urban Area","1338","0.181095645219452","0.172774215756981","0.189417074681923","1"
"No worries","2006","Rural Area","1612","0.377386689382248","0.362563714822318","0.392209663942178","3"
"No worries","2006","Urban Area","3733","0.427125791464853","0.41643684564391","0.437814737285796","3"
"Some worries","2006","Rural Area","1707","0.424049157910217","0.40893674939205","0.439161566428384","2"
"Some worries","2006","Urban Area","3156","0.391778563315695","0.381230358877975","0.402326767753416","2"
"Big worries","2007","Rural Area","658","0.187895350036611","0.175556299552797","0.200234400520425","1"
"Big worries","2007","Urban Area","1100","0.166472353085569","0.158161860473911","0.174782845697228","1"
"No worries","2007","Rural Area","1528","0.382862863874919","0.367508557982946","0.398217169766892","3"
"No worries","2007","Urban Area","3674","0.448881433692584","0.43778498405807","0.459977883327098","3"
"Some worries","2007","Rural Area","1664","0.42924178608847","0.413606896882248","0.444876675294691","2"
"Some worries","2007","Urban Area","2944","0.384646213221847","0.373792236813656","0.395500189630037","2"
"Big worries","2008","Rural Area","586","0.187038747021914","0.174501246790076","0.199576247253753","1"
"Big worries","2008","Urban Area","898","0.142973588263453","0.134999716851095","0.150947459675811","1"
"No worries","2008","Rural Area","1634","0.428097087665225","0.412188100586608","0.444006074743842","3"
"No worries","2008","Urban Area","3855","0.489464402590369","0.478077180606748","0.500851624573991","3"
"Some worries","2008","Rural Area","1496","0.38486416531286","0.369220104696546","0.400508225929175","2"
"Some worries","2008","Urban Area","2650","0.367562009146178","0.3565790719576","0.378544946334756","2"
"Big worries","2009","Rural Area","576","0.186412495009924","0.173581880577213","0.199243109442635","1"
"Big worries","2009","Urban Area","909","0.156515702457048","0.147879098024021","0.165152306890074","1"
"No worries","2009","Rural Area","1468","0.414968017743726","0.398734788300668","0.431201247186783","3"
"No worries","2009","Urban Area","3239","0.447377931795665","0.43555903443496","0.459196829156371","3"
"Some worries","2009","Rural Area","1495","0.39861948724635","0.382488470268095","0.414750504224606","2"
"Some worries","2009","Urban Area","2651","0.396106365747287","0.384480863960998","0.407731867533576","2"
"Big worries","2010","Rural Area","946","0.192866188527368","0.1818627252797","0.203869651775035","1"
"Big worries","2010","Urban Area","1409","0.150973851177192","0.143693119776828","0.158254582577556","1"
"No worries","2010","Rural Area","2117","0.42095601225527","0.407187002278974","0.434725022231565","3"
"No worries","2010","Urban Area","4549","0.475912772675668","0.465756623349938","0.486068922001398","3"
"Some worries","2010","Rural Area","1876","0.386177799217363","0.372599557815593","0.399756040619133","2"
"Some worries","2010","Urban Area","3331","0.37311337614714","0.36327828202256","0.382948470271721","2"
"Big worries","2011","Rural Area","639","0.112935018772495","0.104828403013286","0.121041634531704","1"
"Big worries","2011","Urban Area","970","0.0953255923764247","0.0897509065420779","0.100900278210771","1"
"No worries","2011","Rural Area","3218","0.538321964502524","0.525553513515439","0.551090415489608","3"
"No worries","2011","Urban Area","6455","0.595000288349649","0.585681586135169","0.604318990564129","3"
"Some worries","2011","Rural Area","1999","0.348743016724981","0.336536928250149","0.360949105199814","2"
"Some worries","2011","Urban Area","3235","0.309674119273926","0.300897060186326","0.318451178361526","2"
"Big worries","2012","Rural Area","723","0.130232305087435","0.121638653893671","0.1388259562812","1"
"Big worries","2012","Urban Area","1041","0.11321344007391","0.107166982784036","0.119259897363784","1"
"No worries","2012","Rural Area","3188","0.528650273227295","0.515904312316021","0.541396234138569","3"
"No worries","2012","Urban Area","6242","0.568132811849852","0.558680403275706","0.577585220423998","3"
