"plh0042","year","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","1354","0.169871417324005","0.160942102018739","0.178800732629271"
"No worries","1984","3293","0.522447313225907","0.510570027171899","0.534324599279915"
"Some worries","1984","2147","0.307681269450088","0.296706664654906","0.31865587424527"
"Big worries","1985","885","0.120029167220986","0.111895448608359","0.128162885833613"
"No worries","1985","3362","0.588653766056724","0.576338456438885","0.600969075674563"
"Some worries","1985","1886","0.29131706672229","0.27994549329706","0.30268864014752"
"Big worries","1986","853","0.122333278476294","0.113955201994734","0.130711354957853"
"No worries","1986","3250","0.591235565413874","0.57866589113247","0.603805239695277"
"Some worries","1986","1773","0.286431156109833","0.27487175683153","0.297990555388135"
"Big worries","1987","718","0.100284834743877","0.0926588643803474","0.107910805107406"
"No worries","1987","3261","0.581532513861798","0.569008520697715","0.594056507025881"
"Some worries","1987","1981","0.318182651394325","0.306357758026454","0.330007544762196"
"Big worries","1988","820","0.119212603812166","0.110761064230696","0.127664143393635"
"No worries","1988","2892","0.546593799257245","0.533609596907285","0.559578001607205"
"Some worries","1988","1935","0.334193596930589","0.32189056239212","0.346496631469058"
"Big worries","1989","505","0.0739811061306072","0.0671036969431638","0.0808585153180505"
"No worries","1989","3376","0.645304574741208","0.632733723246502","0.657875426235913"
"Some worries","1989","1683","0.280714319128185","0.268907374652199","0.292521263604171"
"Big worries","1990","1840","0.154888856488423","0.14733183926993","0.162445873706916"
"No worries","1990","3851","0.527757489266459","0.517329918329505","0.538185060203413"
"Some worries","1990","3114","0.317353654245118","0.307631711759579","0.327075596730657"
"Big worries","1991","1644","0.148935464394476","0.141310076836055","0.156560851952897"
"No worries","1991","4266","0.587286030780816","0.576741408377116","0.597830653184516"
"Some worries","1991","2464","0.263778504824708","0.25433994874689","0.273217060902527"
"Big worries","1992","1419","0.14127832130534","0.133568327376059","0.148988315234621"
"No worries","1992","3739","0.541391320220307","0.530361540499965","0.55242109994065"
"Some worries","1992","2682","0.317330358474353","0.307027655819193","0.327633061129513"
"Big worries","1993","1019","0.108620181168573","0.101631426470219","0.115608935866927"
"No worries","1993","3935","0.570253414647617","0.559134732843229","0.581372096452004"
"Some worries","1993","2661","0.32112640418381","0.310639540950593","0.331613267417028"
"Big worries","1994","1086","0.125290011713878","0.117741774751688","0.132838248676068"
"No worries","1994","3360","0.507880712588549","0.496481592967734","0.519279832209363"
"Some worries","1994","2943","0.366829275697573","0.355840541587694","0.377818009807452"
"Big worries","1995","1241","0.132537028127984","0.125129535732531","0.139944520523437"
"No worries","1995","3798","0.520361112754089","0.509447042687352","0.531275182820825"
"Some worries","1995","3010","0.347101859117927","0.336701979476435","0.357501738759419"
"Big worries","1996","1033","0.117079220693368","0.109940434096853","0.124218007289884"
"No worries","1996","3804","0.524986090710017","0.513898155462988","0.536074025957045"
"Some worries","1996","2955","0.357934688596615","0.34729043734486","0.36857893984837"
"Big worries","1997","1306","0.145434539152242","0.137494538098195","0.15337454020629"
"No worries","1997","2985","0.436310296452322","0.425140843719685","0.44747974918496"
"Some worries","1997","3282","0.418255164395435","0.407145497515582","0.429364831275288"
"Big worries","1998","1378","0.151945047311705","0.144201413205511","0.159688681417898"
"No worries","1998","3567","0.47252047882031","0.461750801987681","0.483290155652939"
"Some worries","1998","3310","0.375534473867985","0.365088024785414","0.385980922950556"
"Big worries","1999","1247","0.136937443209688","0.129444309752933","0.144430576666444"
"No worries","1999","3409","0.46468686662828","0.453815969878481","0.475557763378079"
"Some worries","1999","3430","0.398375690162031","0.387705053674943","0.40904632664912"
"Big worries","2000","1968","0.136219096082235","0.130461709503051","0.141976482661419"
"No worries","2000","6317","0.482963662217281","0.474576358763344","0.491350965671217"
"Some worries","2000","5351","0.380817241700484","0.372666965556912","0.388967517844057"
"Big worries","2001","1463","0.112781964455329","0.10725889387063","0.118305035040029"
"No worries","2001","6488","0.538175190827144","0.529470646290109","0.546879735364178"
"Some worries","2001","4650","0.349042844717527","0.340720203795104","0.35736548563995"
"Big worries","2002","1804","0.150573071130747","0.144509440005323","0.156636702256171"
"No worries","2002","6460","0.458491075641105","0.450042872281184","0.466939279001026"
"Some worries","2002","5099","0.390935853228148","0.382662522697629","0.399209183758667"
"Big worries","2003","2015","0.168590488753637","0.162074531212999","0.175106446294275"
"No worries","2003","5614","0.427753319202925","0.419142538044575","0.436364100361275"
"Some worries","2003","5053","0.403656192043437","0.395117165115001","0.412195218971873"
"Big worries","2004","2353","0.212546919114907","0.205310200047432","0.219783638182383"
"No worries","2004","4924","0.376891020264608","0.368318828790346","0.385463211738871"
"Some worries","2004","5000","0.410562060620484","0.401860234253724","0.419263886987245"
"Big worries","2005","2148","0.212826384889293","0.205364070658552","0.220288699120035"
"No worries","2005","4558","0.370047112194846","0.361244570727382","0.378849653662309"
"Some worries","2005","4851","0.417126502915861","0.408136774308595","0.426116231523127"
"Big worries","2006","2127","0.186537078347072","0.17966275461693","0.193411402077214"
"No worries","2006","5345","0.411632080969266","0.402947325121974","0.420316836816558"
"Some worries","2006","4863","0.401830840683662","0.393178927439714","0.410482753927611"
"Big worries","2007","1758","0.173233439947097","0.166336979226148","0.180129900668045"
"No worries","2007","5202","0.428046006883202","0.419029367009141","0.437062646757264"
"Some worries","2007","4608","0.398720553169701","0.389797952798708","0.407643153540693"
"Big worries","2008","1484","0.15687179432552","0.150111984670741","0.163631603980298"
"No worries","2008","5489","0.470109074881681","0.460832070019","0.479386079744362"
"Some worries","2008","4146","0.3730191307928","0.364030202342053","0.382008059243546"
"Big worries","2009","1485","0.165998234541961","0.158825825544635","0.173170643539287"
"No worries","2009","4707","0.437098298978089","0.427536586818054","0.446660011138124"
"Some worries","2009","4146","0.396903466479949","0.387472293961297","0.406334638998601"
"Big worries","2010","2355","0.164322957830967","0.158233978213683","0.170411937448252"
"No worries","2010","6666","0.458400652259336","0.450213406205986","0.466587898312687"
"Some worries","2010","5207","0.377276389909697","0.36931197929274","0.385240800526653"
"Big worries","2011","1609","0.100983499211401","0.0963882963024895","0.105578702120313"
"No worries","2011","9673","0.576789548903802","0.569254561386013","0.58432453642159"
"Some worries","2011","5234","0.322226951884797","0.315099755379878","0.329354148389716"
