"plh0042","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","Full Time","lower secondary degree","468","0.192082929119935","0.176199509578728","0.207966348661143"
"Big worries","1984","Full Time","secondary school degree","87","0.0992882942512034","0.0794509788923033","0.119125609610103"
"Big worries","1984","Full Time","college entrance qualification","36","0.0722415143687762","0.0500114808431734","0.094471547894379"
"Big worries","1984","Full Time","Other degree","268","0.302326808406201","0.272321977498595","0.332331639313807"
"Big worries","1984","Full Time","no degree/no degree yet","160","0.29571799823546","0.257368400306652","0.334067596164268"
"Big worries","1984","Part Time","lower secondary degree","140","0.196258433791496","0.16668826166882","0.225828605914171"
"Big worries","1984","Part Time","secondary school degree","40","0.162515153058734","0.118912074470747","0.206118231646721"
"Big worries","1984","Part Time","college entrance qualification","20","","",""
"Big worries","1984","Part Time","Other degree","48","0.287208497592896","0.214313599576048","0.360103395609745"
"Big worries","1984","Part Time","no degree/no degree yet","31","0.395000631916349","0.292863628813744","0.497137635018954"
"Big worries","1984","Not Working","lower secondary degree","17","","",""
"Big worries","1984","Not Working","secondary school degree","4","","",""
"Big worries","1984","Not Working","college entrance qualification","8","","",""
"Big worries","1984","Not Working","Other degree","9","","",""
"Big worries","1984","Not Working","no degree/no degree yet","5","","",""
"Some worries","1984","Full Time","lower secondary degree","806","0.335252090915821","0.316218073262541","0.3542861085691"
"Some worries","1984","Full Time","secondary school degree","246","0.284490739959572","0.254562397412519","0.314419082506626"
"Some worries","1984","Full Time","college entrance qualification","113","0.204663650874459","0.170019892289322","0.239307409459596"
"Some worries","1984","Full Time","Other degree","301","0.343950222011171","0.312915845137826","0.374984598884517"
"Some worries","1984","Full Time","no degree/no degree yet","186","0.351043033595397","0.310934501293572","0.391151565897222"
"Some worries","1984","Part Time","lower secondary degree","217","0.309022301114235","0.274618343794803","0.343426258433667"
"Some worries","1984","Part Time","secondary school degree","96","0.340190981513997","0.284195592532094","0.396186370495899"
"Some worries","1984","Part Time","college entrance qualification","48","0.2518695387852","0.188977012691454","0.314762064878945"
"Some worries","1984","Part Time","Other degree","45","0.33818400032993","0.261965150128771","0.414402850531089"
"Some worries","1984","Part Time","no degree/no degree yet","24","","",""
"Some worries","1984","Not Working","lower secondary degree","21","","",""
"Some worries","1984","Not Working","secondary school degree","11","","",""
"Some worries","1984","Not Working","college entrance qualification","5","","",""
"Some worries","1984","Not Working","Other degree","4","","",""
"Some worries","1984","Not Working","no degree/no degree yet","3","","",""
"No worries","1984","Full Time","lower secondary degree","1089","0.472664979964244","0.452535328740362","0.492794631188126"
"No worries","1984","Full Time","secondary school degree","540","0.616220965789224","0.583962045520231","0.648479886058218"
"No worries","1984","Full Time","college entrance qualification","372","0.723094834756765","0.684671735962173","0.761517933551356"
"No worries","1984","Full Time","Other degree","331","0.353722969582627","0.322486076732079","0.384959862433176"
"No worries","1984","Full Time","no degree/no degree yet","198","0.353238968169143","0.313073311880255","0.393404624458031"
"No worries","1984","Part Time","lower secondary degree","336","0.494719265094269","0.457494903770659","0.531943626417879"
"No worries","1984","Part Time","secondary school degree","139","0.49729386542727","0.438199593330149","0.55638813752439"
"No worries","1984","Part Time","college entrance qualification","115","0.629383435803948","0.559408483129809","0.699358388478087"
"No worries","1984","Part Time","Other degree","55","0.374607502077173","0.296627758598941","0.452587245555406"
"No worries","1984","Part Time","no degree/no degree yet","33","0.288810064632503","0.194119715512913","0.383500413752092"
"No worries","1984","Not Working","lower secondary degree","39","0.509823171375794","0.398165413619423","0.621480929132166"
"No worries","1984","Not Working","secondary school degree","11","","",""
"No worries","1984","Not Working","college entrance qualification","15","","",""
"No worries","1984","Not Working","Other degree","3","","",""
"No worries","1984","Not Working","no degree/no degree yet","1","","",""
"Big worries","1985","Full Time","lower secondary degree","316","0.144975976889032","0.129735156643731","0.160216797134333"
"Big worries","1985","Full Time","secondary school degree","68","0.0854476573704788","0.0663373995688737","0.104557915172084"
"Big worries","1985","Full Time","college entrance qualification","31","0.054134828513843","0.0346670044880435","0.0736026525396424"
"Big worries","1985","Full Time","Other degree","185","0.260777186722271","0.229121747020047","0.292432626424494"
"Big worries","1985","Full Time","no degree/no degree yet","73","0.183165836318528","0.146129308650231","0.220202363986825"
"Big worries","1985","Part Time","lower secondary degree","85","0.108437735433957","0.0854203950032575","0.131455075864657"
"Big worries","1985","Part Time","secondary school degree","21","","",""
"Big worries","1985","Part Time","college entrance qualification","21","","",""
"Big worries","1985","Part Time","Other degree","30","0.210082380266995","0.142115980889612","0.278048779644378"
"Big worries","1985","Part Time","no degree/no degree yet","15","","",""
"Big worries","1985","Not Working","lower secondary degree","11","","",""
"Big worries","1985","Not Working","secondary school degree","2","","",""
"Big worries","1985","Not Working","college entrance qualification","4","","",""
"Big worries","1985","Not Working","Other degree","6","","",""
"Big worries","1985","Not Working","no degree/no degree yet","4","","",""
"Some worries","1985","Full Time","lower secondary degree","667","0.323066325114111","0.302822617042035","0.343310033186187"
"Some worries","1985","Full Time","secondary school degree","224","0.275297713531502","0.244763038648428","0.305832388414576"
"Some worries","1985","Full Time","college entrance qualification","90","0.172553172071735","0.140044746726075","0.205061597417396"
"Some worries","1985","Full Time","Other degree","265","0.363109179282618","0.328437332040315","0.397781026524922"
"Some worries","1985","Full Time","no degree/no degree yet","166","0.413919788967866","0.366759364711735","0.461080213223996"
"Some worries","1985","Part Time","lower secondary degree","207","0.287995091005952","0.254473616121483","0.321516565890422"
"Some worries","1985","Part Time","secondary school degree","79","0.290668595185326","0.235998629164853","0.3453385612058"
"Some worries","1985","Part Time","college entrance qualification","47","0.25066096621365","0.189036407375323","0.312285525051976"
"Some worries","1985","Part Time","Other degree","48","0.340566845520057","0.261499871091878","0.419633819948235"
"Some worries","1985","Part Time","no degree/no degree yet","26","","",""
"Some worries","1985","Not Working","lower secondary degree","23","","",""
"Some worries","1985","Not Working","secondary school degree","9","","",""
"Some worries","1985","Not Working","college entrance qualification","4","","",""
"Some worries","1985","Not Working","Other degree","5","","",""
"Some worries","1985","Not Working","no degree/no degree yet","1","","",""
"No worries","1985","Full Time","lower secondary degree","1067","0.531957697996857","0.510357772019603","0.55355762397411"
"No worries","1985","Full Time","secondary school degree","530","0.639254629098019","0.606426244969063","0.672083013226976"
"No worries","1985","Full Time","college entrance qualification","398","0.773311999414422","0.737290975585987","0.809333023242856"
"No worries","1985","Full Time","Other degree","289","0.376113633995111","0.34118849383606","0.411038774154162"
"No worries","1985","Full Time","no degree/no degree yet","180","0.402914374713606","0.355950300206411","0.449878449220801"
"No worries","1985","Part Time","lower secondary degree","409","0.60356717356009","0.567356492579267","0.639777854540913"
"No worries","1985","Part Time","secondary school degree","165","0.634064739588612","0.576069267925032","0.692060211252192"
"No worries","1985","Part Time","college entrance qualification","122","0.647463190193641","0.579530147482043","0.715396232905238"
"No worries","1985","Part Time","Other degree","60","0.449350774212948","0.36635828103239","0.532343267393506"
"No worries","1985","Part Time","no degree/no degree yet","36","0.4654400078979","0.354027792530853","0.576852223264948"
"No worries","1985","Not Working","lower secondary degree","31","0.601178092231219","0.482140950849455","0.720215233612983"
"No worries","1985","Not Working","secondary school degree","19","","",""
"No worries","1985","Not Working","college entrance qualification","10","","",""
"No worries","1985","Not Working","Other degree","6","","",""
"No worries","1985","Not Working","no degree/no degree yet","3","","",""
"Big worries","1986","Full Time","lower secondary degree","291","0.139874081446759","0.124553513190469","0.155194649703049"
"Big worries","1986","Full Time","secondary school degree","62","0.0758568950701239","0.0575439807544893","0.0941698093857585"
"Big worries","1986","Full Time","college entrance qualification","38","0.0707688738964832","0.0492591524356884","0.092278595357278"
"Big worries","1986","Full Time","Other degree","167","0.227442732190275","0.196866718416292","0.258018745964259"
"Big worries","1986","Full Time","no degree/no degree yet","85","0.261459702791949","0.217451038848457","0.305468366735441"
"Big worries","1986","Part Time","lower secondary degree","71","0.101341220215388","0.0776821018090721","0.125000338621705"
"Big worries","1986","Part Time","secondary school degree","35","0.122917601246977","0.083235244895361","0.162599957598593"
"Big worries","1986","Part Time","college entrance qualification","17","","",""
"Big worries","1986","Part Time","Other degree","24","","",""
"Big worries","1986","Part Time","no degree/no degree yet","15","","",""
"Big worries","1986","Not Working","lower secondary degree","11","","",""
"Big worries","1986","Not Working","secondary school degree","3","","",""
"Big worries","1986","Not Working","college entrance qualification","4","","",""
"Big worries","1986","Not Working","Other degree","4","","",""
"Big worries","1986","Not Working","no degree/no degree yet","4","","",""
"Some worries","1986","Full Time","lower secondary degree","617","0.312452230921001","0.291979843738729","0.332924618103273"
"Some worries","1986","Full Time","secondary school degree","204","0.243623692685897","0.213933088351132","0.273314297020663"
"Some worries","1986","Full Time","college entrance qualification","117","0.207829103905952","0.173794994271677","0.241863213540227"
"Some worries","1986","Full Time","Other degree","249","0.362870605644709","0.327797905032893","0.397943306256525"
"Some worries","1986","Full Time","no degree/no degree yet","150","0.400442928861455","0.351370869577083","0.449514988145826"
"Some worries","1986","Part Time","lower secondary degree","187","0.291536826525354","0.255907022512938","0.32716663053777"
"Some worries","1986","Part Time","secondary school degree","62","0.245001390532747","0.193022432754358","0.296980348311137"
"Some worries","1986","Part Time","college entrance qualification","58","0.322020781854965","0.253950281244443","0.390091282465488"
"Some worries","1986","Part Time","Other degree","42","0.3545587689023","0.267504200998533","0.441613336806067"
"Some worries","1986","Part Time","no degree/no degree yet","26","","",""
"Some worries","1986","Not Working","lower secondary degree","20","","",""
"Some worries","1986","Not Working","secondary school degree","3","","",""
"Some worries","1986","Not Working","college entrance qualification","5","","",""
"Some worries","1986","Not Working","Other degree","3","","",""
"Some worries","1986","Not Working","no degree/no degree yet","6","","",""
"No worries","1986","Full Time","lower secondary degree","1061","0.54767368763224","0.525689415211331","0.569657960053149"
"No worries","1986","Full Time","secondary school degree","537","0.680519412243978","0.64826918234663","0.712769642141327"
"No worries","1986","Full Time","college entrance qualification","391","0.721402022197564","0.683798421944459","0.759005622450669"
"No worries","1986","Full Time","Other degree","306","0.409686662165016","0.373815396297621","0.44555792803241"
"No worries","1986","Full Time","no degree/no degree yet","148","0.338097368346596","0.290720466942509","0.385474269750683"
"No worries","1986","Part Time","lower secondary degree","367","0.607121953259258","0.568832873215562","0.645411033302953"
"No worries","1986","Part Time","secondary school degree","166","0.632081008220276","0.573799243846826","0.690362772593725"
"No worries","1986","Part Time","college entrance qualification","106","0.591476930185318","0.519864897364487","0.66308896300615"
"No worries","1986","Part Time","Other degree","50","0.46101835473414","0.370306260688558","0.551730448779722"
"No worries","1986","Part Time","no degree/no degree yet","34","0.455181452637935","0.342478399828844","0.567884505447025"
"No worries","1986","Not Working","lower secondary degree","19","","",""
"No worries","1986","Not Working","secondary school degree","7","","",""
"No worries","1986","Not Working","college entrance qualification","12","","",""
"No worries","1986","Not Working","Other degree","6","","",""
"No worries","1986","Not Working","no degree/no degree yet","7","","",""
"Big worries","1987","Full Time","lower secondary degree","243","0.111339251322372","0.0976424070529816","0.125036095591763"
"Big worries","1987","Full Time","secondary school degree","66","0.0707185610433289","0.0534441500341928","0.0879929720524649"
"Big worries","1987","Full Time","college entrance qualification","25","","",""
"Big worries","1987","Full Time","Other degree","131","0.184846758696155","0.156111531733586","0.213581985658723"
"Big worries","1987","Full Time","no degree/no degree yet","62","0.189686081051559","0.150163384076882","0.229208778026236"
"Big worries","1987","Part Time","lower secondary degree","81","0.113902084809309","0.0890550274152472","0.138749142203372"
"Big worries","1987","Part Time","secondary school degree","28","","",""
"Big worries","1987","Part Time","college entrance qualification","16","","",""
"Big worries","1987","Part Time","Other degree","15","","",""
"Big worries","1987","Part Time","no degree/no degree yet","13","","",""
"Big worries","1987","Not Working","lower secondary degree","9","","",""
"Big worries","1987","Not Working","secondary school degree","1","","",""
"Big worries","1987","Not Working","college entrance qualification","1","","",""
"Big worries","1987","Not Working","Other degree","5","","",""
"Big worries","1987","Not Working","no degree/no degree yet","1","","",""
"Some worries","1987","Full Time","lower secondary degree","710","0.347895052468525","0.327154933445083","0.368635171491966"
"Some worries","1987","Full Time","secondary school degree","236","0.274211215641104","0.244149715929604","0.304272715352603"
"Some worries","1987","Full Time","college entrance qualification","119","0.209686897357928","0.175446924308937","0.243926870406919"
"Some worries","1987","Full Time","Other degree","271","0.383738402079481","0.347739499110271","0.419737305048691"
"Some worries","1987","Full Time","no degree/no degree yet","150","0.395969976720145","0.346668198582651","0.445271754857638"
"Some worries","1987","Part Time","lower secondary degree","211","0.335839408479628","0.298901640523588","0.372777176435668"
"Some worries","1987","Part Time","secondary school degree","88","0.323391776543774","0.266965778484515","0.379817774603033"
"Some worries","1987","Part Time","college entrance qualification","52","0.302267913572809","0.236091595742041","0.368444231403576"
"Some worries","1987","Part Time","Other degree","43","0.415217587313531","0.323548771043097","0.506886403583964"
"Some worries","1987","Part Time","no degree/no degree yet","27","","",""
"Some worries","1987","Not Working","lower secondary degree","13","","",""
"Some worries","1987","Not Working","secondary school degree","4","","",""
"Some worries","1987","Not Working","college entrance qualification","7","","",""
"Some worries","1987","Not Working","Other degree","4","","",""
"Some worries","1987","Not Working","no degree/no degree yet","1","","",""
"No worries","1987","Full Time","lower secondary degree","1073","0.540765696209103","0.519066177656021","0.562465214762184"
"No worries","1987","Full Time","secondary school degree","544","0.655070223315567","0.623039099037107","0.687101347594027"
"No worries","1987","Full Time","college entrance qualification","399","0.747941735124721","0.711421586933167","0.784461883316275"
"No worries","1987","Full Time","Other degree","299","0.431414839224365","0.394751300335909","0.468078378112821"
"No worries","1987","Full Time","no degree/no degree yet","166","0.414343942228297","0.364684251800765","0.464003632655828"
"No worries","1987","Part Time","lower secondary degree","336","0.550258506711063","0.511351024231799","0.589165989190327"
