"plh0042","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","16-34 y.","West Germany","570","0.178147655822682","0.163949467100812","0.192345844544551","1"
"Big worries","1984","16-34 y.","East Germany","","","","","1"
"Big worries","1984","35-65 y.","West Germany","782","0.165389156246378","0.153836433900065","0.176941878592692","1"
"Big worries","1984","35-65 y.","East Germany","","","","","1"
"Big worries","1984","66 and older","West Germany","2","","","","1"
"Big worries","1984","66 and older","East Germany","","","","","1"
"No worries","1984","35-65 y.","West Germany","1971","0.536753720510874","0.521248344224339","0.552259096797409","3"
"No worries","1984","66 and older","East Germany","","","","","3"
"No worries","1984","16-34 y.","West Germany","1293","0.494605304921562","0.476053305848382","0.513157303994743","3"
"No worries","1984","16-34 y.","East Germany","","","","","3"
"No worries","1984","35-65 y.","East Germany","","","","","3"
"No worries","1984","66 and older","West Germany","29","","","","3"
"Some worries","1984","35-65 y.","West Germany","1220","0.297857123242748","0.283636928271703","0.312077318213794","2"
"Some worries","1984","35-65 y.","East Germany","","","","","2"
"Some worries","1984","16-34 y.","West Germany","927","0.327247039255756","0.309836522508324","0.344657556003189","2"
"Some worries","1984","66 and older","East Germany","","","","","2"
"Some worries","1984","16-34 y.","East Germany","","","","","2"
"Some worries","1984","66 and older","West Germany","","","","","2"
"Big worries","1985","16-34 y.","West Germany","379","0.128307004016605","0.115244477396646","0.141369530636565","1"
"Big worries","1985","16-34 y.","East Germany","","","","","1"
"Big worries","1985","35-65 y.","West Germany","506","0.115756673647826","0.105279498239686","0.126233849055966","1"
"Big worries","1985","35-65 y.","East Germany","","","","","1"
"Big worries","1985","66 and older","West Germany","","","","","1"
"Big worries","1985","66 and older","East Germany","","","","","1"
"No worries","1985","35-65 y.","West Germany","2009","0.603250696762403","0.587229597812581","0.619271795712225","3"
"No worries","1985","66 and older","East Germany","","","","","3"
"No worries","1985","16-34 y.","West Germany","1322","0.561228174035586","0.541845694810223","0.580610653260948","3"
"No worries","1985","16-34 y.","East Germany","","","","","3"
"No worries","1985","35-65 y.","East Germany","","","","","3"
"No worries","1985","66 and older","West Germany","31","0.954942818908623","0.884170762752612","1.02571487506463","3"
"Some worries","1985","35-65 y.","West Germany","1067","0.280992629589771","0.2662729134268","0.295712345752741","2"
"Some worries","1985","35-65 y.","East Germany","","","","","2"
"Some worries","1985","66 and older","East Germany","","","","","2"
"Some worries","1985","16-34 y.","West Germany","817","0.310464821947809","0.292392887563234","0.328536756332384","2"
"Some worries","1985","16-34 y.","East Germany","","","","","2"
"Some worries","1985","66 and older","West Germany","2","","","","2"
"Big worries","1986","16-34 y.","West Germany","377","0.13296374350247","0.119627495481382","0.146299991523558","1"
"Big worries","1986","16-34 y.","East Germany","","","","","1"
"Big worries","1986","35-65 y.","West Germany","475","0.115451148243708","0.10465062745385","0.126251669033565","1"
"Big worries","1986","35-65 y.","East Germany","","","","","1"
"Big worries","1986","66 and older","West Germany","1","","","","1"
"Big worries","1986","66 and older","East Germany","","","","","1"
"No worries","1986","35-65 y.","West Germany","1891","0.606290356346506","0.589777849378023","0.622802863314988","3"
"No worries","1986","16-34 y.","East Germany","","","","","3"
"No worries","1986","35-65 y.","East Germany","","","","","3"
"No worries","1986","66 and older","East Germany","","","","","3"
"No worries","1986","16-34 y.","West Germany","1337","0.565375092872185","0.545904729401276","0.584845456343095","3"
"No worries","1986","66 and older","West Germany","22","","","","3"
"Some worries","1986","35-65 y.","East Germany","","","","","2"
"Some worries","1986","66 and older","East Germany","","","","","2"
"Some worries","1986","35-65 y.","West Germany","997","0.278258495409787","0.263112433979622","0.293404556839952","2"
"Some worries","1986","16-34 y.","West Germany","776","0.301661163625345","0.283633426532882","0.319688900717807","2"
"Some worries","1986","16-34 y.","East Germany","","","","","2"
"Some worries","1986","66 and older","West Germany","","","","","2"
"Big worries","1987","16-34 y.","West Germany","317","0.100497834205072","0.0888029426632176","0.112192725746927","1"
"Big worries","1987","16-34 y.","East Germany","","","","","1"
"Big worries","1987","35-65 y.","West Germany","401","0.101545986651652","0.0913781736537048","0.111713799649599","1"
"Big worries","1987","35-65 y.","East Germany","","","","","1"
"Big worries","1987","66 and older","West Germany","","","","","1"
"Big worries","1987","66 and older","East Germany","","","","","1"
"No worries","1987","35-65 y.","West Germany","1910","0.592085574907406","0.575542165639406","0.608628984175407","3"
"No worries","1987","16-34 y.","East Germany","","","","","3"
"No worries","1987","35-65 y.","East Germany","","","","","3"
"No worries","1987","66 and older","East Germany","","","","","3"
"No worries","1987","16-34 y.","West Germany","1323","0.561536761209091","0.542236089189381","0.580837433228801","3"
"No worries","1987","66 and older","West Germany","28","","","","3"
"Some worries","1987","35-65 y.","East Germany","","","","","2"
"Some worries","1987","35-65 y.","West Germany","1079","0.306368438440942","0.290850476711151","0.321886400170732","2"
"Some worries","1987","66 and older","East Germany","","","","","2"
"Some worries","1987","16-34 y.","West Germany","899","0.337965404585837","0.319566447512468","0.356364361659206","2"
"Some worries","1987","16-34 y.","East Germany","","","","","2"
"Some worries","1987","66 and older","West Germany","3","","","","2"
"Big worries","1988","16-34 y.","West Germany","363","0.120503152482862","0.107548700647933","0.133457604317791","1"
"Big worries","1988","16-34 y.","East Germany","","","","","1"
"Big worries","1988","35-65 y.","West Germany","457","0.119897491611339","0.108630179887251","0.131164803335427","1"
"Big worries","1988","35-65 y.","East Germany","","","","","1"
"Big worries","1988","66 and older","West Germany","","","","","1"
"Big worries","1988","66 and older","East Germany","","","","","1"
"No worries","1988","35-65 y.","West Germany","1649","0.546223408549574","0.528954899995944","0.563491917103204","3"
"No worries","1988","16-34 y.","West Germany","1219","0.541329467625751","0.521501237671854","0.561157697579647","3"
"No worries","1988","16-34 y.","East Germany","","","","","3"
"No worries","1988","66 and older","East Germany","","","","","3"
"No worries","1988","35-65 y.","East Germany","","","","","3"
"No worries","1988","66 and older","West Germany","24","","","","3"
"Some worries","1988","35-65 y.","East Germany","","","","","2"
"Some worries","1988","35-65 y.","West Germany","1087","0.333879099839087","0.317521492499218","0.350236707178957","2"
"Some worries","1988","66 and older","East Germany","","","","","2"
"Some worries","1988","16-34 y.","West Germany","844","0.338167379891387","0.319342048354405","0.356992711428369","2"
"Some worries","1988","16-34 y.","East Germany","","","","","2"
"Some worries","1988","66 and older","West Germany","4","","","","2"
"Big worries","1989","16-34 y.","West Germany","222","0.0650019895995104","0.0552301275449707","0.0747738516540502","1"
"Big worries","1989","16-34 y.","East Germany","","","","","1"
"Big worries","1989","35-65 y.","West Germany","283","0.0816666192703258","0.0720154350542074","0.0913178034864442","1"
"Big worries","1989","35-65 y.","East Germany","","","","","1"
"Big worries","1989","66 and older","West Germany","","","","","1"
"Big worries","1989","66 and older","East Germany","","","","","1"
"No worries","1989","35-65 y.","West Germany","1905","0.651251463143063","0.634456127623203","0.668046798662923","3"
"No worries","1989","66 and older","East Germany","","","","","3"
"No worries","1989","16-34 y.","West Germany","1447","0.632517862551782","0.613407753141516","0.651627971962049","3"
"No worries","1989","16-34 y.","East Germany","","","","","3"
"No worries","1989","35-65 y.","East Germany","","","","","3"
"No worries","1989","66 and older","West Germany","24","","","","3"
"Some worries","1989","35-65 y.","West Germany","905","0.267081917586611","0.251489692620414","0.282674142552809","2"
"Some worries","1989","35-65 y.","East Germany","","","","","2"
"Some worries","1989","66 and older","East Germany","","","","","2"
"Some worries","1989","16-34 y.","West Germany","776","0.302480147848707","0.284273273965863","0.320687021731552","2"
"Some worries","1989","16-34 y.","East Germany","","","","","2"
"Some worries","1989","66 and older","West Germany","2","","","","2"
"Big worries","1990","16-34 y.","West Germany","231","0.0722251572992998","0.0618231677227375","0.0826271468758622","1"
"Big worries","1990","16-34 y.","East Germany","544","0.387890349218752","0.362200404476724","0.413580293960779","1"
"Big worries","1990","35-65 y.","West Germany","308","0.088820727765566","0.0786912779701671","0.098950177560965","1"
"Big worries","1990","35-65 y.","East Germany","754","0.379650783269543","0.358247775445014","0.401053791094071","1"
"Big worries","1990","66 and older","West Germany","","","","","1"
"Big worries","1990","66 and older","East Germany","3","","","","1"
"No worries","1990","35-65 y.","West Germany","1799","0.630683435732939","0.613499134283931","0.647867737181947","3"
"No worries","1990","66 and older","East Germany","12","","","","3"
"No worries","1990","16-34 y.","West Germany","1420","0.645242116372559","0.626016589465596","0.664467643279523","3"
"No worries","1990","16-34 y.","East Germany","266","0.199057147146873","0.178005614377895","0.220108679915851","3"
"No worries","1990","35-65 y.","East Germany","333","0.170499492592637","0.1539137693415","0.187085215843773","3"
"No worries","1990","66 and older","West Germany","21","","","","3"
"Some worries","1990","35-65 y.","West Germany","923","0.280495836501495","0.264500011577621","0.296491661425369","2"
"Some worries","1990","35-65 y.","East Germany","888","0.449849724137821","0.427909607207988","0.471789841067654","2"
"Some worries","1990","66 and older","East Germany","2","","","","2"
