"plh0042","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","Schleswig-Holstein","1-pers.-HH","6","","","","1"
"Big worries","1984","Schleswig-Holstein","(Married) couple without C. ","8","","","","1"
"Big worries","1984","Schleswig-Holstein","Single parent ","3","","","","1"
"Big worries","1984","Schleswig-Holstein","Couple + C. LE 16 ","12","","","","1"
"Big worries","1984","Schleswig-Holstein","Couple + C. GT 16 ","5","","","","1"
"Big worries","1984","Schleswig-Holstein","Couple + C. LE and GT 16","6","","","","1"
"Big worries","1984","Hamburg","1-pers.-HH","","","","","1"
"Big worries","1984","Hamburg","(Married) couple without C. ","16","","","","1"
"Big worries","1984","Hamburg","Single parent ","1","","","","1"
"Big worries","1984","Hamburg","Couple + C. LE 16 ","12","","","","1"
"Big worries","1984","Hamburg","Couple + C. GT 16 ","3","","","","1"
"Big worries","1984","Hamburg","Couple + C. LE and GT 16","3","","","","1"
"Big worries","1984","Lower Saxony","1-pers.-HH","9","","","","1"
"Big worries","1984","Lower Saxony","(Married) couple without C. ","18","","","","1"
"Big worries","1984","Lower Saxony","Single parent ","7","","","","1"
"Big worries","1984","Lower Saxony","Couple + C. LE 16 ","39","0.178421138120669","0.123100528072839","0.2337417481685","1"
"Big worries","1984","Lower Saxony","Couple + C. GT 16 ","40","0.318923235476618","0.239113925494131","0.398732545459105","1"
"Big worries","1984","Lower Saxony","Couple + C. LE and GT 16","19","","","","1"
"Big worries","1984","Bremen","1-pers.-HH","1","","","","1"
"Big worries","1984","Bremen","(Married) couple without C. ","3","","","","1"
"Big worries","1984","Bremen","Single parent ","","","","","1"
"Big worries","1984","Bremen","Couple + C. LE 16 ","7","","","","1"
"Big worries","1984","Bremen","Couple + C. GT 16 ","3","","","","1"
"Big worries","1984","Bremen","Couple + C. LE and GT 16","3","","","","1"
"Big worries","1984","North Rhine-Westphalia","1-pers.-HH","39","0.2131848746306","0.151253888639041","0.275115860622159","1"
"Big worries","1984","North Rhine-Westphalia","(Married) couple without C. ","62","0.141868493700443","0.106459500568079","0.177277486832806","1"
"Big worries","1984","North Rhine-Westphalia","Single parent ","16","","","","1"
"Big worries","1984","North Rhine-Westphalia","Couple + C. LE 16 ","120","0.203506628801419","0.168701207550483","0.238312050052354","1"
"Big worries","1984","North Rhine-Westphalia","Couple + C. GT 16 ","68","0.275659750554189","0.222750598890246","0.328568902218132","1"
"Big worries","1984","North Rhine-Westphalia","Couple + C. LE and GT 16","60","0.183822793937623","0.136466965165","0.231178622710246","1"
"Big worries","1984","Hesse","1-pers.-HH","11","","","","1"
"Big worries","1984","Hesse","(Married) couple without C. ","23","","","","1"
"Big worries","1984","Hesse","Single parent ","5","","","","1"
"Big worries","1984","Hesse","Couple + C. LE 16 ","34","0.134874550787294","0.0865573210434597","0.183191780531129","1"
"Big worries","1984","Hesse","Couple + C. GT 16 ","28","","","","1"
"Big worries","1984","Hesse","Couple + C. LE and GT 16","24","","","","1"
"Big worries","1984","Rhineland-Palatinate,Saarland","1-pers.-HH","2","","","","1"
"Big worries","1984","Rhineland-Palatinate,Saarland","(Married) couple without C. ","4","","","","1"
"Big worries","1984","Rhineland-Palatinate,Saarland","Single parent ","7","","","","1"
"Big worries","1984","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","26","","","","1"
"Big worries","1984","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","9","","","","1"
"Big worries","1984","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","21","","","","1"
"Big worries","1984","Baden-Württemberg","1-pers.-HH","12","","","","1"
"Big worries","1984","Baden-Württemberg","(Married) couple without C. ","32","0.109972973093201","0.0685376610183946","0.151408285168008","1"
"Big worries","1984","Baden-Württemberg","Single parent ","11","","","","1"
"Big worries","1984","Baden-Württemberg","Couple + C. LE 16 ","78","0.13523048565687","0.103457679371656","0.167003291942085","1"
"Big worries","1984","Baden-Württemberg","Couple + C. GT 16 ","36","0.124971528087092","0.0844631606480962","0.165479895526087","1"
"Big worries","1984","Baden-Württemberg","Couple + C. LE and GT 16","44","0.160515843504014","0.110748993524743","0.210282693483285","1"
"Big worries","1984","Bavaria","1-pers.-HH","14","","","","1"
"Big worries","1984","Bavaria","(Married) couple without C. ","22","","","","1"
"Big worries","1984","Bavaria","Single parent ","13","","","","1"
"Big worries","1984","Bavaria","Couple + C. LE 16 ","75","0.174856436166245","0.135673221849194","0.214039650483296","1"
"Big worries","1984","Bavaria","Couple + C. GT 16 ","30","0.137478743478393","0.0883857098535306","0.186571777103255","1"
"Big worries","1984","Bavaria","Couple + C. LE and GT 16","49","0.192318217121707","0.139013112564843","0.245623321678572","1"
"Big worries","1984","Berlin","1-pers.-HH","4","","","","1"
"Big worries","1984","Berlin","(Married) couple without C. ","20","","","","1"
"Big worries","1984","Berlin","Single parent ","7","","","","1"
"Big worries","1984","Berlin","Couple + C. LE 16 ","15","","","","1"
"Big worries","1984","Berlin","Couple + C. GT 16 ","7","","","","1"
"Big worries","1984","Berlin","Couple + C. LE and GT 16","14","","","","1"
"Big worries","1984","Brandenburg","1-pers.-HH","","","","","1"
"Big worries","1984","Brandenburg","(Married) couple without C. ","","","","","1"
"Big worries","1984","Brandenburg","Single parent ","","","","","1"
"Big worries","1984","Brandenburg","Couple + C. LE 16 ","","","","","1"
"Big worries","1984","Brandenburg","Couple + C. GT 16 ","","","","","1"
"Big worries","1984","Brandenburg","Couple + C. LE and GT 16","","","","","1"
"Big worries","1984","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","1"
"Big worries","1984","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","1"
"Big worries","1984","Mecklenburg-Western Pomerania","Single parent ","","","","","1"
"Big worries","1984","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","1"
"Big worries","1984","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","1"
"Big worries","1984","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","1"
"Big worries","1984","Saxony","1-pers.-HH","","","","","1"
"Big worries","1984","Saxony","(Married) couple without C. ","","","","","1"
"Big worries","1984","Saxony","Single parent ","","","","","1"
"Big worries","1984","Saxony","Couple + C. LE 16 ","","","","","1"
"Big worries","1984","Saxony","Couple + C. GT 16 ","","","","","1"
"Big worries","1984","Saxony","Couple + C. LE and GT 16","","","","","1"
"Big worries","1984","Saxony-Anhalt","1-pers.-HH","","","","","1"
"Big worries","1984","Saxony-Anhalt","(Married) couple without C. ","","","","","1"
"Big worries","1984","Saxony-Anhalt","Single parent ","","","","","1"
"Big worries","1984","Saxony-Anhalt","Couple + C. LE 16 ","","","","","1"
"Big worries","1984","Saxony-Anhalt","Couple + C. GT 16 ","","","","","1"
