"plh0042","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","Full Time","in school","","","",""
"Big worries","1984","Full Time","inadequately","143","0.304154710037018","0.262869688017886","0.34543973205615"
"Big worries","1984","Full Time","general elemantary","302","0.252489279366284","0.226519154180552","0.278459404552015"
"Big worries","1984","Full Time","middle vocational","482","0.159944419920032","0.14620188553598","0.173686954304084"
"Big worries","1984","Full Time","vocational + Abi","22","","",""
"Big worries","1984","Full Time","higher vocational","38","0.113094999310218","0.0788204760972381","0.147369522523199"
"Big worries","1984","Full Time","higher education","35","0.071548417775603","0.0473279174609147","0.0957689180902912"
"Big worries","1984","Part Time","in school","","","",""
"Big worries","1984","Part Time","inadequately","30","0.32819807112247","0.23064482549766","0.42575131674728"
"Big worries","1984","Part Time","general elemantary","99","0.207069360927739","0.168947091397253","0.245191630458225"
"Big worries","1984","Part Time","middle vocational","123","0.193109995446618","0.162237067895734","0.223982922997502"
"Big worries","1984","Part Time","vocational + Abi","8","","",""
"Big worries","1984","Part Time","higher vocational","4","","",""
"Big worries","1984","Part Time","higher education","15","","",""
"Big worries","1984","Not Working","in school","","","",""
"Big worries","1984","Not Working","inadequately","3","","",""
"Big worries","1984","Not Working","general elemantary","16","","",""
"Big worries","1984","Not Working","middle vocational","17","","",""
"Big worries","1984","Not Working","vocational + Abi","3","","",""
"Big worries","1984","Not Working","higher vocational","1","","",""
"Big worries","1984","Not Working","higher education","3","","",""
"Some worries","1984","Full Time","in school","","","",""
"Some worries","1984","Full Time","inadequately","170","0.369707298401685","0.326387238080935","0.413027358722434"
"Some worries","1984","Full Time","general elemantary","366","0.327091156352873","0.299046096062433","0.355136216643312"
"Some worries","1984","Full Time","middle vocational","876","0.321292196655267","0.303784872002283","0.338799521308251"
"Some worries","1984","Full Time","vocational + Abi","57","0.317064884713559","0.246277178137978","0.38785259128914"
"Some worries","1984","Full Time","higher vocational","100","0.296383607294063","0.246963209882444","0.345804004705682"
"Some worries","1984","Full Time","higher education","89","0.192555483695279","0.155501257113118","0.229609710277439"
"Some worries","1984","Part Time","in school","","","",""
"Some worries","1984","Part Time","inadequately","25","","",""
"Some worries","1984","Part Time","general elemantary","135","0.302762105971094","0.259536162993005","0.345988048949184"
"Some worries","1984","Part Time","middle vocational","209","0.323345092340491","0.286761611608214","0.359928573072768"
"Some worries","1984","Part Time","vocational + Abi","8","","",""
"Some worries","1984","Part Time","higher vocational","23","","",""
"Some worries","1984","Part Time","higher education","30","0.252900903350016","0.177302864981191","0.328498941718841"
"Some worries","1984","Not Working","in school","","","",""
"Some worries","1984","Not Working","inadequately","3","","",""
"Some worries","1984","Not Working","general elemantary","16","","",""
"Some worries","1984","Not Working","middle vocational","17","","",""
"Some worries","1984","Not Working","vocational + Abi","","","",""
"Some worries","1984","Not Working","higher vocational","4","","",""
"Some worries","1984","Not Working","higher education","4","","",""
"No worries","1984","Full Time","in school","","","",""
"No worries","1984","Full Time","inadequately","164","0.326137991561298","0.284067742441255","0.36820824068134"
"No worries","1984","Full Time","general elemantary","407","0.420419564280843","0.390911401110437","0.44992772745125"
"No worries","1984","Full Time","middle vocational","1375","0.518763383424701","0.500031033384096","0.537495733465305"
"No worries","1984","Full Time","vocational + Abi","87","0.599117378140754","0.524565494553911","0.673669261727597"
"No worries","1984","Full Time","higher vocational","190","0.590521393395719","0.537305103241403","0.643737683550035"
"No worries","1984","Full Time","higher education","311","0.735896098529118","0.694467606914219","0.777324590144018"
"No worries","1984","Part Time","in school","","","",""
"No worries","1984","Part Time","inadequately","34","0.326978804263605","0.229518613012679","0.424438995514531"
"No worries","1984","Part Time","general elemantary","200","0.490168533101167","0.44313698671097","0.537200079491363"
"No worries","1984","Part Time","middle vocational","296","0.483544912212891","0.444460556404627","0.522629268021155"
"No worries","1984","Part Time","vocational + Abi","17","","",""
"No worries","1984","Part Time","higher vocational","51","0.653293099088376","0.547675554190528","0.758910643986225"
"No worries","1984","Part Time","higher education","82","0.634568569034748","0.550817866571935","0.718319271497561"
"No worries","1984","Not Working","in school","","","",""
"No worries","1984","Not Working","inadequately","1","","",""
"No worries","1984","Not Working","general elemantary","24","","",""
"No worries","1984","Not Working","middle vocational","30","0.520584597008776","0.398190702872416","0.642978491145136"
"No worries","1984","Not Working","vocational + Abi","5","","",""
"No worries","1984","Not Working","higher vocational","3","","",""
"No worries","1984","Not Working","higher education","6","","",""
"Big worries","1985","Full Time","in school","","","",""
"Big worries","1985","Full Time","inadequately","69","0.20241922627113","0.161913594569339","0.24292485797292"
"Big worries","1985","Full Time","general elemantary","211","0.200260472420809","0.174372463505689","0.226148481335928"
"Big worries","1985","Full Time","middle vocational","330","0.123376731989381","0.110167075581636","0.136586388397126"
"Big worries","1985","Full Time","vocational + Abi","17","","",""
"Big worries","1985","Full Time","higher vocational","17","","",""
"Big worries","1985","Full Time","higher education","30","0.0689937697598309","0.044898329985978","0.0930892095336838"
"Big worries","1985","Part Time","in school","","","",""
"Big worries","1985","Part Time","inadequately","14","","",""
