"plh0042","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","(0) in school","Male","","","",""
"Big worries","1984","(0) in school","Female","","","",""
"Big worries","1984","(1a) inadequately completed","Male","119","0.329879150079264","0.283096348378924","0.376661951779605"
"Big worries","1984","(1a) inadequately completed","Female","77","0.300358285194577","0.24375971286021","0.356956857528944"
"Big worries","1984","(1b) general elementary school","Male","236","0.324868207363174","0.290588555782221","0.359147858944128"
"Big worries","1984","(1b) general elementary school","Female","142","0.18150999386392","0.151718000257082","0.211301987470759"
"Big worries","1984","(1c) basic vocational qualification","Male","383","0.192032597755486","0.174179577985854","0.209885617525117"
"Big worries","1984","(1c) basic vocational qualification","Female","128","0.156494393829437","0.130561212489843","0.182427575169031"
"Big worries","1984","(2b) intermediate general qualification","Male","17","","",""
"Big worries","1984","(2b) intermediate general qualification","Female","24","","",""
"Big worries","1984","(2a) intermediate vocational","Male","48","0.108826741534943","0.0807912737988609","0.136862209271026"
"Big worries","1984","(2a) intermediate vocational","Female","39","0.0919567648725369","0.0647392011436726","0.119174328601401"
"Big worries","1984","(2c_gen) general maturity certificate","Male","25","","",""
"Big worries","1984","(2c_gen) general maturity certificate","Female","12","","",""
"Big worries","1984","(2c_voc) vocational maturity certificate","Male","32","0.118086454072242","0.0718334084222275","0.164339499722257"
"Big worries","1984","(2c_voc) vocational maturity certificate","Female","6","","",""
"Big worries","1984","(3a) lower tertiary education","Male","12","","",""
"Big worries","1984","(3a) lower tertiary education","Female","2","","",""
"Big worries","1984","(3b) higher tertiary education","Male","25","","",""
"Big worries","1984","(3b) higher tertiary education","Female","14","","",""
"Some worries","1984","(0) in school","Male","","","",""
"Some worries","1984","(0) in school","Female","1","","",""
"Some worries","1984","(1a) inadequately completed","Male","133","0.347586533773727","0.300203249698954","0.394969817848499"
"Some worries","1984","(1a) inadequately completed","Female","79","0.332621334118736","0.274449999093612","0.39079266914386"
"Some worries","1984","(1b) general elementary school","Male","251","0.324348519720824","0.290083117067074","0.358613922374573"
"Some worries","1984","(1b) general elementary school","Female","203","0.314888000233454","0.278987421710269","0.35078857875664"
"Some worries","1984","(1c) basic vocational qualification","Male","635","0.341188810798209","0.319700357288664","0.362677264307753"
"Some worries","1984","(1c) basic vocational qualification","Female","239","0.311821729179484","0.278756915202244","0.344886543156724"
"Some worries","1984","(2b) intermediate general qualification","Male","25","","",""
"Some worries","1984","(2b) intermediate general qualification","Female","44","0.326956457326925","0.246931091919681","0.406981822734168"
"Some worries","1984","(2a) intermediate vocational","Male","142","0.301471601888071","0.260159798105536","0.342783405670606"
"Some worries","1984","(2a) intermediate vocational","Female","128","0.292486721287859","0.249639316981641","0.335334125594076"
"Some worries","1984","(2c_gen) general maturity certificate","Male","26","","",""
"Some worries","1984","(2c_gen) general maturity certificate","Female","16","","",""
"Some worries","1984","(2c_voc) vocational maturity certificate","Male","56","0.281218839087499","0.21677998093113","0.345657697243869"
"Some worries","1984","(2c_voc) vocational maturity certificate","Female","25","","",""
"Some worries","1984","(3a) lower tertiary education","Male","39","0.27035966389844","0.197308139138718","0.343411188658163"
"Some worries","1984","(3a) lower tertiary education","Female","9","","",""
"Some worries","1984","(3b) higher tertiary education","Male","58","0.195634319656603","0.149252880570926","0.242015758742281"
"Some worries","1984","(3b) higher tertiary education","Female","17","","",""
"No worries","1984","(0) in school","Male","","","",""
"No worries","1984","(0) in school","Female","","","",""
"No worries","1984","(1a) inadequately completed","Male","136","0.322534316147009","0.27602244159004","0.369046190703977"
"No worries","1984","(1a) inadequately completed","Female","96","0.367020380686687","0.307510678794731","0.426530082578643"
"No worries","1984","(1b) general elementary school","Male","230","0.350783272916002","0.315852933829323","0.385713612002681"
"No worries","1984","(1b) general elementary school","Female","298","0.503602005902625","0.464956291581184","0.542247720224066"
"No worries","1984","(1c) basic vocational qualification","Male","852","0.466778591446306","0.444166718256651","0.489390464635961"
"No worries","1984","(1c) basic vocational qualification","Female","387","0.531683876991079","0.49606676364552","0.567300990336638"
"No worries","1984","(2b) intermediate general qualification","Male","42","0.490077079347605","0.383173336573173","0.596980822122037"
"No worries","1984","(2b) intermediate general qualification","Female","64","0.488235942260687","0.402963070364246","0.573508814157128"
"No worries","1984","(2a) intermediate vocational","Male","284","0.589701656576986","0.545419886172885","0.633983426981086"
"No worries","1984","(2a) intermediate vocational","Female","266","0.615556513839604","0.569736590109822","0.661376437569386"
"No worries","1984","(2c_gen) general maturity certificate","Male","30","0.391988202591324","0.285672336152119","0.498304069030529"
"No worries","1984","(2c_gen) general maturity certificate","Female","22","","",""
"No worries","1984","(2c_voc) vocational maturity certificate","Male","99","0.600694706840259","0.530499618667599","0.670889795012918"
"No worries","1984","(2c_voc) vocational maturity certificate","Female","72","0.753747967195259","0.670546215901162","0.836949718489355"
"No worries","1984","(3a) lower tertiary education","Male","91","0.646400062677271","0.567766001971829","0.725034123382712"
"No worries","1984","(3a) lower tertiary education","Female","30","0.741339635579082","0.60730108735856","0.875378183799605"
"No worries","1984","(3b) higher tertiary education","Male","198","0.737744178982995","0.686314904814476","0.789173453151513"
"No worries","1984","(3b) higher tertiary education","Female","80","0.713541339306894","0.629435306203165","0.797647372410624"
"Big worries","1985","(0) in school","Male","1","","",""
"Big worries","1985","(0) in school","Female","","","",""
"Big worries","1985","(1a) inadequately completed","Male","52","0.203664872672027","0.157786475455276","0.249543269888778"
"Big worries","1985","(1a) inadequately completed","Female","39","0.195582738086873","0.141152659800383","0.250012816373362"
"Big worries","1985","(1b) general elementary school","Male","154","0.217681378743112","0.185380317275404","0.24998244021082"
"Big worries","1985","(1b) general elementary school","Female","101","0.13206503229877","0.104629861275725","0.159500203321816"
"Big worries","1985","(1c) basic vocational qualification","Male","279","0.147752339042687","0.130645815648821","0.164858862436553"
"Big worries","1985","(1c) basic vocational qualification","Female","58","0.0893579932089284","0.0678063145839216","0.110909671833935"
"Big worries","1985","(2b) intermediate general qualification","Male","16","","",""
"Big worries","1985","(2b) intermediate general qualification","Female","17","","",""
"Big worries","1985","(2a) intermediate vocational","Male","31","0.0759979858390162","0.0513214763703207","0.100674495307712"
"Big worries","1985","(2a) intermediate vocational","Female","26","","",""
"Big worries","1985","(2c_gen) general maturity certificate","Male","13","","",""
"Big worries","1985","(2c_gen) general maturity certificate","Female","13","","",""
"Big worries","1985","(2c_voc) vocational maturity certificate","Male","19","","",""
